rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
38,287,262,1,2,Vitória,Flamengo,2017,03/12/2017 17:00,Barradão
38,293,275,3,0,Atlético-PR,Palmeiras,2017,03/12/2017 17:00,Arena da Baixada
38,282,284,4,3,Atlético-MG,Grêmio,2017,03/12/2017 17:00,Independência
38,263,283,2,2,Botafogo,Cruzeiro,2017,03/12/2017 17:00,Engenhão
38,315,294,2,1,Chapecoense,Coritiba,2017,03/12/2017 17:00,Arena Condá
38,267,303,2,1,Vasco,Ponte Preta,2017,03/12/2017 17:00,São Januário
38,277,314,1,1,Santos,Avaí,2017,03/12/2017 17:00,Vila Belmiro
38,276,265,1,1,São Paulo,Bahia,2017,03/12/2017 17:00,Morumbi
38,292,264,1,0,Sport,Corinthians,2017,03/12/2017 17:00,Ilha do Retiro
38,373,266,1,1,Atlético-GO,Fluminense,2017,03/12/2017 17:00,Olímpico (GO)
