rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
29,262,265,4,1,Flamengo,Bahia,2017,19/10/2017 21:00,Luso-Brasileiro
29,275,303,2,0,Palmeiras,Ponte Preta,2017,19/10/2017 20:00,Pacaembu
29,282,315,2,3,Atlético-MG,Chapecoense,2017,18/10/2017 21:00,Independência
29,294,283,1,0,Coritiba,Cruzeiro,2017,18/10/2017 19:30,Couto Pereira
29,287,293,2,3,Vitória,Atlético-PR,2017,19/10/2017 20:00,Barradão
29,264,284,0,0,Corinthians,Grêmio,2017,18/10/2017 21:45,Arena Corinthians
29,373,267,0,1,Atlético-GO,Vasco,2017,18/10/2017 19:30,Serra Dourada
29,314,263,1,1,Avaí,Botafogo,2017,18/10/2017 21:45,Ressacada
29,292,277,1,1,Sport,Santos,2017,19/10/2017 21:00,Ilha do Retiro
29,266,276,3,1,Fluminense,São Paulo,2017,18/10/2017 21:45,Maracanã
