clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,12,11,2014
293,Atlético-PR,12,9,2014
265,Bahia,12,19,2014
263,Botafogo,12,12,2014
315,Chapecoense,12,15,2014
264,Corinthians,12,3,2014
294,Coritiba,12,17,2014
288,Criciúma,12,13,2014
283,Cruzeiro,12,1,2014
316,Figueirense,12,20,2014
262,Flamengo,12,18,2014
266,Fluminense,12,2,2014
290,Goiás,12,7,2014
284,Grêmio,12,10,2014
285,Internacional,12,4,2014
275,Palmeiras,12,14,2014
277,Santos,12,6,2014
276,SãoPaulo,12,8,2014
292,Sport,12,5,2014
287,Vitória,12,16,2014
