clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,14,6,2014
293,Atlético-PR,14,7,2014
265,Bahia,14,18,2014
263,Botafogo,14,13,2014
315,Chapecoense,14,14,2014
264,Corinthians,14,4,2014
294,Coritiba,14,20,2014
288,Criciúma,14,12,2014
283,Cruzeiro,14,1,2014
316,Figueirense,14,17,2014
262,Flamengo,14,19,2014
266,Fluminense,14,3,2014
290,Goiás,14,10,2014
284,Grêmio,14,11,2014
285,Internacional,14,2,2014
275,Palmeiras,14,15,2014
277,Santos,14,9,2014
276,SãoPaulo,14,5,2014
292,Sport,14,8,2014
287,Vitória,14,16,2014
