clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,2,15,2014
293,Atlético-PR,2,5,2014
265,Bahia,2,9,2014
263,Botafogo,2,18,2014
315,Chapecoense,2,16,2014
264,Corinthians,2,3,2014
294,Coritiba,2,13,2014
288,Criciúma,2,19,2014
283,Cruzeiro,2,4,2014
316,Figueirense,2,20,2014
262,Flamengo,2,17,2014
266,Fluminense,2,1,2014
290,Goiás,2,8,2014
284,Grêmio,2,10,2014
285,Internacional,2,6,2014
275,Palmeiras,2,11,2014
277,Santos,2,12,2014
276,SãoPaulo,2,2,2014
292,Sport,2,7,2014
287,Vitória,2,14,2014
