clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,1,10,2014
293,Atlético-PR,1,5,2014
265,Bahia,1,16,2014
263,Botafogo,1,19,2014
315,Chapecoense,1,14,2014
264,Corinthians,1,9,2014
294,Coritiba,1,12,2014
288,Criciúma,1,15,2014
283,Cruzeiro,1,3,2014
316,Figueirense,1,20,2014
262,Flamengo,1,11,2014
266,Fluminense,1,2,2014
290,Goiás,1,13,2014
284,Grêmio,1,17,2014
285,Internacional,1,6,2014
275,Palmeiras,1,4,2014
277,Santos,1,7,2014
276,SãoPaulo,1,1,2014
292,Sport,1,8,2014
287,Vitória,1,18,2014
