clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,38,5,2014
293,Atlético-PR,38,8,2014
265,Bahia,38,18,2014
263,Botafogo,38,19,2014
315,Chapecoense,38,15,2014
264,Corinthians,38,4,2014
294,Coritiba,38,14,2014
288,Criciúma,38,20,2014
283,Cruzeiro,38,1,2014
316,Figueirense,38,13,2014
262,Flamengo,38,10,2014
266,Fluminense,38,6,2014
290,Goiás,38,12,2014
284,Grêmio,38,7,2014
285,Internacional,38,3,2014
275,Palmeiras,38,16,2014
277,Santos,38,9,2014
276,SãoPaulo,38,2,2014
292,Sport,38,11,2014
287,Vitória,38,17,2014
