clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,10,20,2016
282,Atlético-MG,10,12,2016
293,Atlético-PR,10,9,2016
263,Botafogo,10,19,2016
315,Chapecoense,10,8,2016
264,Corinthians,10,6,2016
294,Coritiba,10,17,2016
283,Cruzeiro,10,16,2016
316,Figueirense,10,11,2016
262,Flamengo,10,4,2016
266,Fluminense,10,13,2016
284,Grêmio,10,3,2016
285,Internacional,10,2,2016
275,Palmeiras,10,1,2016
303,PontePreta,10,10,2016
344,SantaCruz,10,15,2016
277,Santos,10,5,2016
276,SãoPaulo,10,7,2016
292,Sport,10,18,2016
287,Vitória,10,14,2016
