clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,35,20,2016
282,Atlético-MG,35,4,2016
293,Atlético-PR,35,5,2016
263,Botafogo,35,6,2016
315,Chapecoense,35,9,2016
264,Corinthians,35,7,2016
294,Coritiba,35,14,2016
283,Cruzeiro,35,12,2016
316,Figueirense,35,18,2016
262,Flamengo,35,3,2016
266,Fluminense,35,11,2016
284,Grêmio,35,8,2016
285,Internacional,35,17,2016
275,Palmeiras,35,1,2016
303,PontePreta,35,10,2016
344,SantaCruz,35,19,2016
277,Santos,35,2,2016
276,SãoPaulo,35,13,2016
292,Sport,35,15,2016
287,Vitória,35,16,2016
