clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,1,14,2016
282,Atlético-MG,1,5,2016
293,Atlético-PR,1,20,2016
263,Botafogo,1,15,2016
315,Chapecoense,1,13,2016
264,Corinthians,1,8,2016
294,Coritiba,1,4,2016
283,Cruzeiro,1,18,2016
316,Figueirense,1,9,2016
262,Flamengo,1,5,2016
266,Fluminense,1,3,2016
284,Grêmio,1,11,2016
285,Internacional,1,10,2016
275,Palmeiras,1,1,2016
303,PontePreta,1,12,2016
344,SantaCruz,1,2,2016
277,Santos,1,16,2016
276,SãoPaulo,1,7,2016
292,Sport,1,17,2016
287,Vitória,1,19,2016
