clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,14,20,2016
282,Atlético-MG,14,10,2016
293,Atlético-PR,14,5,2016
263,Botafogo,14,14,2016
315,Chapecoense,14,13,2016
264,Corinthians,14,2,2016
294,Coritiba,14,16,2016
283,Cruzeiro,14,15,2016
316,Figueirense,14,17,2016
262,Flamengo,14,6,2016
266,Fluminense,14,11,2016
284,Grêmio,14,3,2016
285,Internacional,14,9,2016
275,Palmeiras,14,1,2016
303,PontePreta,14,7,2016
344,SantaCruz,14,18,2016
277,Santos,14,4,2016
276,SãoPaulo,14,8,2016
292,Sport,14,19,2016
287,Vitória,14,12,2016
