clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,31,20,2016
282,Atlético-MG,31,3,2016
293,Atlético-PR,31,6,2016
263,Botafogo,31,5,2016
315,Chapecoense,31,11,2016
264,Corinthians,31,7,2016
294,Coritiba,31,15,2016
283,Cruzeiro,31,13,2016
316,Figueirense,31,18,2016
262,Flamengo,31,2,2016
266,Fluminense,31,9,2016
284,Grêmio,31,8,2016
285,Internacional,31,16,2016
275,Palmeiras,31,1,2016
303,PontePreta,31,10,2016
344,SantaCruz,31,19,2016
277,Santos,31,4,2016
276,SãoPaulo,31,12,2016
292,Sport,31,14,2016
287,Vitória,31,17,2016
