clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,24,20,2016
282,Atlético-MG,24,3,2016
293,Atlético-PR,24,8,2016
263,Botafogo,24,9,2016
315,Chapecoense,24,11,2016
264,Corinthians,24,4,2016
294,Coritiba,24,15,2016
283,Cruzeiro,24,14,2016
316,Figueirense,24,17,2016
262,Flamengo,24,2,2016
266,Fluminense,24,7,2016
284,Grêmio,24,6,2016
285,Internacional,24,16,2016
275,Palmeiras,24,1,2016
303,PontePreta,24,10,2016
344,SantaCruz,24,19,2016
277,Santos,24,5,2016
276,SãoPaulo,24,12,2016
292,Sport,24,13,2016
287,Vitória,24,18,2016
