clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,22,20,2016
282,Atlético-MG,22,3,2016
293,Atlético-PR,22,9,2016
263,Botafogo,22,11,2016
315,Chapecoense,22,10,2016
264,Corinthians,22,4,2016
294,Coritiba,22,16,2016
283,Cruzeiro,22,14,2016
316,Figueirense,22,18,2016
262,Flamengo,22,2,2016
266,Fluminense,22,8,2016
284,Grêmio,22,6,2016
285,Internacional,22,17,2016
275,Palmeiras,22,1,2016
303,PontePreta,22,7,2016
344,SantaCruz,22,19,2016
277,Santos,22,5,2016
276,SãoPaulo,22,12,2016
292,Sport,22,13,2016
287,Vitória,22,15,2016
