clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,3,18,2016
282,Atlético-MG,3,14,2016
293,Atlético-PR,3,20,2016
263,Botafogo,3,8,2016
315,Chapecoense,3,5,2016
264,Corinthians,3,6,2016
294,Coritiba,3,8,2016
283,Cruzeiro,3,19,2016
316,Figueirense,3,16,2016
262,Flamengo,3,11,2016
266,Fluminense,3,12,2016
284,Grêmio,3,2,2016
285,Internacional,3,3,2016
275,Palmeiras,3,4,2016
303,PontePreta,3,15,2016
344,SantaCruz,3,1,2016
277,Santos,3,7,2016
276,SãoPaulo,3,10,2016
292,Sport,3,17,2016
287,Vitória,3,13,2016
