clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,8,20,2016
282,Atlético-MG,8,18,2016
293,Atlético-PR,8,12,2016
263,Botafogo,8,16,2016
315,Chapecoense,8,11,2016
264,Corinthians,8,5,2016
294,Coritiba,8,17,2016
283,Cruzeiro,8,15,2016
316,Figueirense,8,13,2016
262,Flamengo,8,7,2016
266,Fluminense,8,9,2016
284,Grêmio,8,3,2016
285,Internacional,8,1,2016
275,Palmeiras,8,2,2016
303,PontePreta,8,8,2016
344,SantaCruz,8,10,2016
277,Santos,8,4,2016
276,SãoPaulo,8,6,2016
292,Sport,8,19,2016
287,Vitória,8,14,2016
