clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,2,20,2016
282,Atlético-MG,2,4,2016
293,Atlético-PR,2,19,2016
263,Botafogo,2,17,2016
315,Chapecoense,2,2,2016
264,Corinthians,2,15,2016
294,Coritiba,2,10,2016
283,Cruzeiro,2,16,2016
316,Figueirense,2,14,2016
262,Flamengo,2,11,2016
266,Fluminense,2,3,2016
284,Grêmio,2,7,2016
285,Internacional,2,6,2016
275,Palmeiras,2,8,2016
303,PontePreta,2,5,2016
344,SantaCruz,2,1,2016
277,Santos,2,9,2016
276,SãoPaulo,2,12,2016
292,Sport,2,18,2016
287,Vitória,2,13,2016
