clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,38,20,2016
282,Atlético-MG,38,4,2016
293,Atlético-PR,38,6,2016
263,Botafogo,38,5,2016
315,Chapecoense,38,11,2016
264,Corinthians,38,7,2016
294,Coritiba,38,15,2016
283,Cruzeiro,38,12,2016
316,Figueirense,38,18,2016
262,Flamengo,38,3,2016
266,Fluminense,38,13,2016
284,Grêmio,38,9,2016
285,Internacional,38,17,2016
275,Palmeiras,38,1,2016
303,PontePreta,38,8,2016
344,SantaCruz,38,19,2016
277,Santos,38,2,2016
276,SãoPaulo,38,10,2016
292,Sport,38,14,2016
287,Vitória,38,16,2016
