clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,11,20,2016
282,Atlético-MG,11,8,2016
293,Atlético-PR,11,7,2016
263,Botafogo,11,17,2016
315,Chapecoense,11,11,2016
264,Corinthians,11,4,2016
294,Coritiba,11,19,2016
283,Cruzeiro,11,12,2016
316,Figueirense,11,14,2016
262,Flamengo,11,6,2016
266,Fluminense,11,9,2016
284,Grêmio,11,5,2016
285,Internacional,11,2,2016
275,Palmeiras,11,1,2016
303,PontePreta,11,13,2016
344,SantaCruz,11,18,2016
277,Santos,11,3,2016
276,SãoPaulo,11,10,2016
292,Sport,11,16,2016
287,Vitória,11,15,2016
