clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,16,20,2016
282,Atlético-MG,16,6,2016
293,Atlético-PR,16,5,2016
263,Botafogo,16,17,2016
315,Chapecoense,16,10,2016
264,Corinthians,16,2,2016
294,Coritiba,16,15,2016
283,Cruzeiro,16,19,2016
316,Figueirense,16,18,2016
262,Flamengo,16,7,2016
266,Fluminense,16,12,2016
284,Grêmio,16,3,2016
285,Internacional,16,11,2016
275,Palmeiras,16,1,2016
303,PontePreta,16,8,2016
344,SantaCruz,16,16,2016
277,Santos,16,4,2016
276,SãoPaulo,16,9,2016
292,Sport,16,14,2016
287,Vitória,16,13,2016
