clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,20,20,2016
282,Atlético-MG,20,4,2016
293,Atlético-PR,20,8,2016
263,Botafogo,20,13,2016
315,Chapecoense,20,10,2016
264,Corinthians,20,5,2016
294,Coritiba,20,16,2016
283,Cruzeiro,20,18,2016
316,Figueirense,20,17,2016
262,Flamengo,20,6,2016
266,Fluminense,20,7,2016
284,Grêmio,20,3,2016
285,Internacional,20,15,2016
275,Palmeiras,20,1,2016
303,PontePreta,20,9,2016
344,SantaCruz,20,19,2016
277,Santos,20,2,2016
276,SãoPaulo,20,12,2016
292,Sport,20,11,2016
287,Vitória,20,14,2016
