clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,26,20,2016
282,Atlético-MG,26,3,2016
293,Atlético-PR,26,7,2016
263,Botafogo,26,9,2016
315,Chapecoense,26,10,2016
264,Corinthians,26,5,2016
294,Coritiba,26,13,2016
283,Cruzeiro,26,15,2016
316,Figueirense,26,17,2016
262,Flamengo,26,2,2016
266,Fluminense,26,6,2016
284,Grêmio,26,11,2016
285,Internacional,26,18,2016
275,Palmeiras,26,1,2016
303,PontePreta,26,8,2016
344,SantaCruz,26,19,2016
277,Santos,26,4,2016
276,SãoPaulo,26,12,2016
292,Sport,26,14,2016
287,Vitória,26,16,2016
