clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,4,18,2016
282,Atlético-MG,4,11,2016
293,Atlético-PR,4,16,2016
263,Botafogo,4,13,2016
315,Chapecoense,4,9,2016
264,Corinthians,4,4,2016
294,Coritiba,4,14,2016
283,Cruzeiro,4,19,2016
316,Figueirense,4,17,2016
262,Flamengo,4,5,2016
266,Fluminense,4,7,2016
284,Grêmio,4,1,2016
285,Internacional,4,2,2016
275,Palmeiras,4,8,2016
303,PontePreta,4,15,2016
344,SantaCruz,4,3,2016
277,Santos,4,12,2016
276,SãoPaulo,4,6,2016
292,Sport,4,20,2016
287,Vitória,4,10,2016
