clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,13,20,2016
282,Atlético-MG,13,9,2016
293,Atlético-PR,13,6,2016
263,Botafogo,13,15,2016
315,Chapecoense,13,11,2016
264,Corinthians,13,2,2016
294,Coritiba,13,17,2016
283,Cruzeiro,13,14,2016
316,Figueirense,13,16,2016
262,Flamengo,13,7,2016
266,Fluminense,13,12,2016
284,Grêmio,13,3,2016
285,Internacional,13,5,2016
275,Palmeiras,13,1,2016
303,PontePreta,13,8,2016
344,SantaCruz,13,19,2016
277,Santos,13,4,2016
276,SãoPaulo,13,10,2016
292,Sport,13,18,2016
287,Vitória,13,13,2016
