clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,5,20,2016
282,Atlético-MG,5,12,2016
293,Atlético-PR,5,19,2016
263,Botafogo,5,16,2016
315,Chapecoense,5,6,2016
264,Corinthians,5,3,2016
294,Coritiba,5,17,2016
283,Cruzeiro,5,14,2016
316,Figueirense,5,11,2016
262,Flamengo,5,4,2016
266,Fluminense,5,8,2016
284,Grêmio,5,2,2016
285,Internacional,5,1,2016
275,Palmeiras,5,5,2016
303,PontePreta,5,10,2016
344,SantaCruz,5,7,2016
277,Santos,5,15,2016
276,SãoPaulo,5,9,2016
292,Sport,5,18,2016
287,Vitória,5,13,2016
