clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FS,PE,RB,A,CA,FD,FF,FT,G,SG,CV,I,PP,DD,DP,GS,GC,ano
267,Vasco,6,Nulo,3,zag,Miranda,101720,23,0,0.7,1,2.57,0,2.57,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,6,tec,Ney Franco,37246,23,6.35,3.65,21,9.81,0.29,9.520000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,23,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,23,8.6,6.26,18,14.37,-0.65,15.02,22,23,43,26,4,4,5,5,1,2,9,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,23,0,2.84,8,5.25,0,5.25,6,6,13,6,NA,1,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,23,0,3.65,6,2.13,0,2.13,4,5,6,4,NA,NA,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,23,0,-0.5,1,0.77,0,0.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,5,ata,Marrony,101717,23,1.8,2.6,20,11.2,0.02,11.18,31,32,29,26,1,3,8,15,NA,1,NA,1,5,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,23,0.4,2.25,17,9.22,-0.13,9.350000000000001,16,14,30,13,NA,2,1,2,NA,2,3,NA,2,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,23,0,2.8,9,5.91,0,5.91,12,10,28,10,1,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,23,-0.2,2.44,17,8.2,-2.14,10.34,14,11,32,9,1,1,12,5,NA,3,NA,NA,5,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,23,4.2,4.38,18,11.18,-0.05,11.23,37,24,26,7,1,4,14,13,2,7,NA,NA,7,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Mano Menezes,37281,23,3.45,3.68,19,9.88,0.07,9.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,4,mei,Evandro,37614,23,-2.8,1.04,7,3.95,-1.29,5.24,12,3,9,5,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Rafael Moura,37655,23,2.9,0.36,9,3.57,0.86,2.71,19,9,7,4,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Betão,37646,23,-1.6,2.15,20,3.64,-0.51,4.15,14,19,39,27,NA,5,NA,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,3,Suspenso,4,mei,Thiago Neves,38277,23,2.9,4.22,18,8.52,0.34,8.18,17,20,35,8,2,6,13,22,1,5,NA,NA,2,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,23,-2.3,2.94,20,9.29,-0.22,9.51,NA,3,9,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,24,2,26,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,23,2.5,2.98,21,9.01,0.45,8.56,22,30,29,45,NA,2,3,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,23,5.2,3.42,21,12.62,0.32,12.299999999999999,12,45,33,23,1,5,5,9,NA,3,NA,NA,3,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alecsandro,37673,23,0,0.77,11,4.13,0,4.13,14,6,12,3,NA,1,5,7,NA,1,NA,NA,4,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,23,0,3.11,18,7.29,0,7.29,24,28,25,38,NA,3,3,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Léo Moura,37701,23,5.3,2.5,10,6.06,0.97,5.09,3,9,31,7,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,23,0,4.7,4,6.97,0,6.97,3,2,1,4,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,Rafael Sobis,37798,23,0,4.45,14,7.76,0,7.76,12,10,20,10,3,4,16,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Marcelo Boeck,37788,23,2,2.58,5,3.73,-1.4,5.13,NA,1,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,10,NA,9,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,1,gol,Fernando Prass,38140,23,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,5,ata,Alexandre Pato,49675,23,0,5.01,13,8.98,0,8.98,9,19,23,9,NA,1,5,15,NA,5,NA,NA,5,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,23,0,4.34,8,6.29,0,6.29,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,17,NA,13,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,23,0,4.64,8,10.78,0,10.78,2,4,3,4,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,23,8.4,2.18,18,7.04,1.61,5.43,23,24,38,3,2,6,9,8,1,4,NA,NA,9,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Ramires,50293,23,0,1.17,3,6.79,0,6.79,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Maicon,38196,23,-2.4,1.25,6,6.56,-1.25,7.81,8,2,21,8,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Wilson,50284,23,0,2,1,4.8,0,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,23,0,-0.82,4,2.72,-0.34,3.06,4,3,6,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,23,0,1.15,6,4.67,0,4.67,9,3,6,6,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,23,0,1.68,16,7.34,0,7.34,32,22,31,18,2,3,3,3,NA,1,NA,NA,7,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,23,0,2.46,13,9.46,0,9.46,25,10,18,22,1,3,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Elicarlos,50313,23,0.2,0.61,10,4.22,0.44,3.78,16,10,17,10,NA,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,David Braz,50317,23,6,4.95,11,8.95,-0.31,9.26,7,1,11,13,NA,NA,1,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,23,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,23,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,2,lat,Eduardo,50645,23,0,2.54,15,8.43,0,8.43,17,19,46,20,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Léo,50459,23,0,1.92,13,6.34,0,6.34,16,4,15,15,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,23,1.1,4.73,21,15.91,-0.19,16.1,46,36,51,11,1,5,21,30,NA,8,NA,NA,2,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,23,9.2,2.96,21,6.77,1.47,5.3,35,25,41,10,1,3,7,7,NA,3,6,NA,5,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,23,0,1.3,8,3.33,0,3.33,7,9,2,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,3,zag,Rhodolfo,42501,23,0,0.97,3,3.73,0,3.73,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,2,lat,Jonathan,37662,23,0,4.32,5,7.3,0,7.3,4,3,7,6,NA,2,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Rafael Pereira,51194,23,2.3,1.09,8,4.23,0.2,4.03,2,3,11,5,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,23,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2019
284,Grêmio,3,Suspenso,5,ata,Everton,86757,23,5.3,7.22,18,17.27,-0.21,17.48,11,12,30,24,4,3,8,15,1,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,23,0,9.63,3,8.01,0,8.01,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,1,NA,2019
262,Flamengo,7,Provável,2,lat,Rafinha,38144,23,7.1,4.72,12,10.66,0.41,10.25,20,13,22,16,4,5,2,1,NA,NA,6,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,23,0,-0.5,2,3.15,0,3.15,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Tiago Alves,51495,23,1,1.66,14,5.58,0.26,5.32,12,2,23,9,NA,1,NA,2,NA,1,3,NA,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,23,-0.9,1.69,18,8.29,-0.92,9.209999999999999,23,14,54,24,1,2,4,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Dedé,60819,23,0,4.78,16,14.38,0,14.38,12,16,39,23,NA,2,4,6,NA,2,6,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,23,5.2,4.31,19,12.93,-0.14,13.07,15,37,58,27,5,2,8,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ralf,52190,23,3.5,4.65,14,10.77,-1.33,12.1,16,24,18,37,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,23,0,0.98,12,4.09,0,4.09,5,3,24,5,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Réver,52253,23,0,4.46,16,12.92,0,12.92,3,10,22,28,1,1,4,5,2,NA,3,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Diego Cavalieri,38431,23,0,5,4,5.35,0,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,23,0,-0.11,12,2.92,0.13,2.79,6,3,18,1,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,23,-2.5,1.72,4,8.91,-1.34,10.25,4,1,8,4,NA,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Thiago Heleno,38394,23,-0.5,-1.57,3,0.87,-0.4,1.27,3,1,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,23,0,1.37,9,6.11,0,6.11,5,12,10,1,NA,1,NA,1,NA,2,NA,NA,1,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,23,6.7,5.33,19,8.87,0.74,8.129999999999999,11,14,48,33,NA,NA,6,8,NA,2,7,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Uendel,60852,23,-0.8,3.23,10,3.07,-0.3,3.3699999999999997,12,4,26,18,NA,1,2,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,3,zag,Leandro Castan,38505,23,-3.3,3.91,11,8.96,-0.44,9.4,12,10,18,15,1,6,2,2,NA,2,3,NA,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,23,0,1.84,12,4,0,4,22,3,32,12,1,3,3,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,23,3.2,2.35,11,5.84,0.34,5.5,12,19,14,9,NA,1,9,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,3,zag,Anderson Martins,52618,23,0,1.9,9,3.03,0,3.03,10,1,10,13,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,23,4.7,4.66,19,8,-0.42,8.42,NA,2,12,2,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,22,2,16,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rodriguinho,61033,23,0,2.48,5,5.52,0,5.52,3,7,9,4,NA,2,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Werley,62974,23,0,-0.82,6,0.78,0,0.78,5,1,5,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,2019
283,Cruzeiro,7,Provável,2,lat,Edílson,38523,23,0,1.07,7,5.01,0,5.01,8,4,13,10,NA,1,NA,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,23,0,3.32,9,6.56,0,6.56,NA,NA,7,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,17,NA,11,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,23,12.3,7.38,19,18.19,1.48,16.71,19,12,23,15,3,NA,7,17,2,11,NA,NA,6,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,2,lat,Gilson,52674,23,-1.8,1.49,17,4.35,0.3,4.05,20,15,37,16,1,3,NA,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,23,0,-0.73,7,1.97,0,1.97,9,9,7,4,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Marquinhos Silva,38515,23,0,2.08,11,6.34,0,6.34,14,6,23,16,NA,2,NA,8,1,NA,1,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,23,4.6,5.72,15,16.06,0.56,15.499999999999998,26,20,54,46,1,2,NA,3,NA,1,5,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,23,-1,2.12,17,7.45,-0.34,7.79,17,20,55,18,NA,5,7,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,23,0.7,1.2,10,6.14,-0.35,6.489999999999999,1,6,34,2,1,NA,5,4,NA,1,NA,NA,3,1,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,23,-0.5,2.17,15,5.91,-0.33,6.24,21,14,36,14,3,2,7,11,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,23,6,1.97,21,7.13,0.99,6.14,7,12,10,5,NA,1,6,15,NA,3,NA,1,4,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,23,0,-0.67,6,2.22,0,2.22,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,12,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,23,0,1.2,1,4.3,0,4.3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,23,0.9,2.24,12,6.37,-0.51,6.88,24,20,29,17,1,5,3,13,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,23,0,2.19,8,6.91,0,6.91,19,15,9,6,NA,4,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Nilton,38573,23,0,0.16,8,2.88,0,2.88,9,6,11,7,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,23,0,3.56,7,6.23,0,6.23,7,2,6,11,NA,1,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,2,lat,Filipe Luís,38750,23,0,6.19,9,14.02,0,14.02,16,4,25,32,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,23,0,-0.53,3,3.72,0,3.72,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,23,0,1.69,8,4.4,0,4.4,7,5,10,9,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,23,0,0.3,13,2.27,-0.22,2.49,16,3,9,6,NA,5,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Diego,38909,23,0,1.53,9,5.52,0,5.52,10,16,25,9,NA,5,6,7,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Hernanes,38648,23,1.1,4.23,16,13.31,-0.42,13.73,21,20,20,16,4,4,11,12,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Didira,63178,23,0,1.39,13,5.3,0,5.3,14,14,21,17,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,23,0,7.97,6,22.89,0,22.89,NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,15,NA,6,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Luan,63219,23,-1.8,3.4,14,7.1,-1.67,8.77,22,28,41,28,1,3,3,11,NA,1,NA,NA,1,1,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,23,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,23,1.3,3.16,15,13.12,-0.22,13.34,14,15,11,5,2,NA,9,10,1,2,NA,NA,2,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Douglas,38738,23,0,-0.11,9,4.42,-0.38,4.8,1,6,26,2,NA,1,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,23,1.7,2.98,18,6.26,-0.43,6.6899999999999995,36,14,39,35,2,4,3,7,NA,1,2,1,1,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,23,-1.4,2.59,12,5.62,-1.86,7.48,13,16,44,9,2,NA,3,7,NA,2,NA,1,2,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,23,0.8,3.46,16,8.57,-0.15,8.72,16,16,35,15,1,4,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,23,0,-1.32,16,0.78,0,0.78,28,4,33,8,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,23,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Rodrigo Moledo,63354,23,0,4.46,9,6.3,0,6.3,3,2,5,12,NA,1,2,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Daniel Alves,38939,23,5.7,5.94,8,16.24,0.07,16.169999999999998,21,18,29,14,1,1,3,7,1,1,3,NA,3,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,23,1.4,2.23,7,5.71,-0.06,5.77,6,5,8,6,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,23,1.9,2.44,13,8.23,0.36,7.87,11,15,16,7,1,2,5,5,1,2,NA,NA,4,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,23,0,2.62,5,5.2,0,5.2,NA,10,3,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,23,0.77,2.81,18,7.73,-0.07,7.800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,23,0,2.95,12,6.02,0,6.02,16,5,29,16,NA,1,3,2,1,NA,4,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,23,0,1.36,12,4.41,0,4.41,12,13,12,4,NA,1,9,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Robinho,62104,23,3.6,0.87,17,6.33,0.68,5.65,26,21,80,16,1,5,4,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Adilson Batista,41258,23,2.45,2.45,1,9.52,-1.2,10.719999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,23,0,2.8,7,7.02,0,7.02,14,12,18,19,NA,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,23,4.41,4.51,23,12.6,0.33,12.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,23,1.9,2.93,17,5.61,-0.56,6.17,22,27,24,11,NA,3,3,5,NA,5,NA,NA,7,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Abel Braga,40006,23,0.94,3.17,8,9.18,-0.05,9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Henrique Almeida,68773,23,0,2.57,4,3.78,0,3.78,2,4,1,4,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,23,1.8,3.86,14,8.89,-0.22,9.110000000000001,15,14,39,23,1,NA,4,3,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
