clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FS,PE,RB,A,CA,FD,FF,FT,G,SG,CV,I,PP,DD,DP,GS,GC,ano
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,23,0,0.17,6,2.49,0,2.49,11,3,15,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Willian,42116,23,-0.9,3.74,10,7.69,-1.67,9.36,5,10,16,4,NA,1,4,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,23,0.7,6.38,22,11.06,-0.74,11.8,3,3,15,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,56,2,32,NA,2019
277,Santos,6,Nulo,3,zag,Aguilar,95494,23,5.9,3.42,16,6.33,1,5.33,21,9,15,23,NA,3,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,23,0,2.12,9,6.66,0,6.66,11,13,12,5,1,2,6,8,1,1,NA,1,3,NA,NA,NA,NA,1,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,23,0.8,2.74,19,5.64,0.01,5.63,31,30,52,30,NA,4,6,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,23,0,-2.5,1,2.46,0,2.46,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,José Welison,86859,23,-0.8,1.97,9,3.97,-0.69,4.66,9,5,14,16,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luan,86759,23,5.7,5.11,17,11.44,-2.17,13.61,11,26,45,11,5,NA,6,12,1,4,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,23,0,1.67,10,3.97,0,3.97,12,9,2,2,NA,NA,4,5,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,23,0,1.43,6,2.93,0,2.93,4,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,23,3.2,4.26,18,8.77,-1.31,10.08,NA,4,8,NA,NA,5,NA,NA,NA,NA,9,NA,NA,NA,22,NA,12,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,23,0,2.77,7,4.62,0.78,3.84,7,5,13,7,NA,1,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,23,0,2.14,9,4.42,0,4.42,13,8,13,5,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,23,0,2.7,9,5.41,0,5.41,9,1,18,7,NA,2,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Emerson Santos,86972,23,0,3.22,10,4.42,0,4.42,12,3,22,13,NA,3,2,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Márcio Azevedo,42491,23,2.9,2.9,15,5.84,0.34,5.5,18,16,32,11,2,3,1,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Arrascaeta,87863,23,0,11.75,14,18.35,0,18.35,14,30,54,26,8,1,5,12,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Pedro Henrique,87225,23,0,4.79,12,8.93,0,8.93,2,12,16,15,NA,NA,2,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Zeca,87192,23,0,3.93,15,7.09,0,7.09,12,5,29,34,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,23,11.9,5.97,16,14.47,0.81,13.66,14,25,55,33,2,2,3,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Nathan,87009,23,7.4,2.76,13,6.23,0.95,5.28,12,3,18,10,NA,1,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,23,2,4.13,20,10.92,0.04,10.88,NA,6,2,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,29,NA,20,NA,2019
277,Santos,3,Suspenso,4,mei,Soteldo,87258,23,-1.8,3.24,21,6.79,-0.22,7.01,13,30,50,18,2,9,12,14,1,4,NA,NA,10,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Kannemann,87342,23,7.5,4.53,8,13.02,0.92,12.1,17,11,9,18,NA,4,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,4,mei,Sornoza,87877,23,-2.3,2.39,14,4.42,-0.51,4.93,15,16,16,14,1,3,6,10,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,23,3.7,3.47,21,9.14,0.48,8.66,8,18,31,30,NA,3,1,3,NA,NA,7,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,23,0,-0.25,2,3.03,0,3.03,4,1,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,23,0,1.6,2,2.2,0,2.2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,23,11,4.64,15,7.72,1.81,5.91,NA,1,9,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,21,NA,12,NA,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,23,0,5.9,9,4.68,0,4.68,3,4,17,10,2,NA,3,2,NA,1,4,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,23,0,1.58,4,4.35,0,4.35,5,4,2,1,NA,NA,3,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,23,0,3.18,8,5.28,0,5.28,14,6,13,17,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,4,mei,Vitor Bueno,87552,23,4.9,2.49,13,6.07,0.69,5.380000000000001,6,13,16,12,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,23,0,2.26,8,4.02,0,4.02,10,3,7,11,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2019
315,Chapecoense,5,Contundido,3,zag,Gum,68887,23,0,1.92,19,6.62,0,6.62,10,14,42,13,NA,1,6,7,NA,1,4,1,2,NA,NA,NA,NA,1,2019
284,Grêmio,6,Nulo,4,mei,Thaciano,87470,23,-0.5,2.64,16,4.41,-0.57,4.98,18,13,16,23,1,4,7,4,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Digão,68886,23,2.6,1.25,10,5.39,1.12,4.27,15,7,16,12,NA,1,NA,1,NA,NA,3,2,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Gustavo Scarpa,87999,23,6.4,2.94,15,5.53,0.71,4.82,9,10,39,7,2,1,12,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,23,6.3,7.01,18,15.62,-0.97,16.59,22,28,35,32,4,3,10,9,NA,1,9,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,23,0,-0.28,4,1.98,0,1.98,3,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,23,2.7,2.97,17,4.95,0.39,4.5600000000000005,23,22,24,32,1,5,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,23,1.7,1.95,19,5.3,-0.15,5.45,17,6,26,7,3,1,4,10,1,2,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Gabriel Dias,88368,23,-1.5,1.65,19,3.72,-0.61,4.33,21,26,17,23,NA,4,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Iago Maidana,89226,23,0.5,4,3,3.77,-1.32,5.09,4,2,7,3,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,23,0,0.93,3,3.57,0,3.57,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,23,0,-0.3,1,2.22,0,2.22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,23,5,2.91,19,6.98,-0.47,7.45,21,12,29,16,NA,6,3,6,NA,1,9,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,23,0,0.35,11,2.95,0,2.95,9,8,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,23,0,0.68,4,3.66,0,3.66,5,7,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Vitinho,78435,23,6.2,3.73,12,9.18,0.91,8.27,13,13,22,9,1,NA,8,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,23,-1.8,-1.2,3,0.87,-0.32,1.19,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,23,0,-0.14,9,3.98,0,3.98,4,NA,8,1,NA,2,3,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,23,3.7,4.58,13,9.53,-0.57,10.1,33,44,35,27,1,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,João Pedro ,89273,23,0,4.7,1,4.89,0,4.89,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,23,0,0.85,4,1.93,0,1.93,7,4,9,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,23,0,-0.5,1,2.23,0,2.23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,23,0,2.31,14,5.6,0,5.6,23,7,35,22,NA,2,1,2,NA,NA,4,NA,2,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,23,2.7,4.39,21,13.58,-0.15,13.73,33,13,46,46,5,2,5,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,23,0,3.36,8,6.63,0,6.63,12,4,13,24,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,23,0,3.73,20,12.94,0,12.94,33,44,50,41,2,2,NA,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,23,0,2.16,16,7.94,0,7.94,14,19,28,8,1,NA,7,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,23,3.8,3.85,20,7.5,0.54,6.96,22,6,50,30,4,1,14,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,23,-0.3,2.31,19,8.51,-0.02,8.53,19,12,26,27,NA,NA,1,5,NA,NA,3,1,1,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,23,17.7,6.59,21,21.91,2.84,19.07,33,44,32,14,2,5,19,26,3,9,NA,NA,6,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,23,0,1.11,12,9.1,0,9.1,18,10,14,10,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,23,9.2,1.85,7,2.76,1.01,1.7499999999999998,6,4,15,7,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,23,2,7.09,22,14.27,-1.39,15.66,NA,5,7,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,41,1,18,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,23,0,0.74,9,3.21,0,3.21,8,10,20,5,NA,2,4,11,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,23,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,23,0,1.5,1,2.6,0,2.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,23,7.4,6.44,16,19.22,0.59,18.63,14,64,46,8,2,3,13,18,NA,6,NA,NA,4,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,23,3.2,4.69,18,8.36,-0.29,8.649999999999999,16,68,48,50,1,4,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,23,0,3.12,16,10.48,0,10.48,14,25,46,13,2,1,9,7,NA,2,NA,NA,3,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,23,1.7,2.84,21,6.28,0.12,6.16,21,32,38,5,1,2,9,9,1,5,NA,NA,8,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,23,0,0.54,13,2.58,0,2.58,21,6,18,18,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,23,-1.1,2.96,9,4.44,-0.28,4.720000000000001,3,6,12,8,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,23,1.5,1.35,20,4.17,-0.05,4.22,16,26,28,10,NA,3,4,9,1,1,NA,NA,3,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,23,0,2.97,12,5.72,0,5.72,3,21,21,8,1,1,4,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,23,10.8,4.34,13,11.91,0.58,11.33,4,2,5,18,NA,2,NA,6,1,NA,6,NA,4,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Leonardo Silva,68925,23,-0.8,0.61,9,3.66,0.12,3.54,8,8,9,8,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,23,0,2.73,3,3.99,0,3.99,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,6,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,23,0,0.88,11,3.37,0,3.37,9,13,2,NA,NA,NA,4,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,23,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,23,0,-2,0,3.32,0,3.32,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Rodrigo Pimpão,68901,23,-0.9,0.56,17,1.47,-0.17,1.64,22,5,37,11,2,5,6,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,23,0,-0.1,1,0.77,0,0.77,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,23,-0.6,1.18,21,4.46,0,4.46,32,19,30,11,2,2,9,14,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,23,1.9,5.71,19,13.59,-0.5,14.09,37,10,35,52,2,4,4,10,NA,NA,9,1,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,23,0,-0.1,3,3.14,0,3.14,2,3,2,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,23,0,1.37,9,3.19,0,3.19,9,3,21,5,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,23,5.5,4.3,6,13.71,1.25,12.46,12,5,6,2,NA,2,1,8,1,3,NA,NA,5,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,23,0,1.76,12,4.32,0,4.32,16,15,37,14,1,1,6,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,23,11.7,3.76,16,16.05,1.9,14.15,22,17,18,12,2,2,6,8,NA,5,NA,NA,11,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,23,0,6.17,6,4.69,0,4.69,2,1,11,14,1,NA,NA,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,23,0.2,2.19,20,5.52,-0.11,5.63,14,5,35,20,NA,6,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,23,1.4,0.74,9,3.6,0.13,3.47,3,3,13,3,1,2,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,3,zag,Ronaldo Alves,68950,23,0,-0.27,3,4.13,0,4.13,7,2,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,23,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,23,1.7,2.64,11,4.02,0,4.02,5,7,14,1,2,2,5,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Marcinho,93797,23,-1.9,3.48,17,6.36,-1.03,7.390000000000001,25,13,43,15,2,2,5,10,1,1,5,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,23,1.5,3.13,16,6.89,0.89,6,25,38,24,15,1,5,11,10,1,2,NA,1,4,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,23,7.8,3.44,10,6.43,1.52,4.91,20,18,18,16,2,4,NA,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Everaldo ,91151,23,0,2.62,10,3.91,0,3.91,15,15,7,8,1,2,2,8,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,23,0,2.24,9,5.61,0,5.61,19,5,16,27,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Pepê,91201,23,0.9,2.66,17,5.01,0.25,4.76,9,8,24,7,NA,1,6,11,NA,4,NA,NA,7,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,23,0,1.27,15,3.78,0,3.78,8,11,18,13,NA,2,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,3,zag,Arboleda,91573,23,2.2,2.05,15,6.57,-0.49,7.0600000000000005,18,11,31,14,1,5,4,4,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,23,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,23,0,-0.65,2,1.19,0,1.19,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,2,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,23,5.7,5.25,16,13.34,-0.23,13.57,35,32,30,14,3,4,12,25,1,4,NA,NA,6,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,23,0,0.2,2,5.34,0,5.34,2,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,23,7.2,4.54,18,12.01,0.32,11.69,17,7,22,24,NA,1,2,5,NA,1,10,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,23,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,23,0,1.56,9,4.58,0,4.58,18,9,16,11,NA,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,23,0,2.92,7,8.03,0,8.03,2,3,10,7,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,23,0,4.69,14,15.34,-1.64,16.98,10,10,20,7,2,2,10,12,1,4,NA,NA,3,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,23,-0.4,2.43,18,5.98,0.29,5.69,38,17,61,55,NA,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,23,0.7,3.86,17,7.25,0.35,6.9,1,4,16,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,22,1,16,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,23,9.7,4.79,18,9.64,1.34,8.3,12,16,24,10,2,NA,7,12,1,6,NA,NA,5,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,23,6.5,2.61,20,4.62,0.93,3.69,21,12,18,27,1,6,2,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,23,9,4.45,11,6.7,1.05,5.65,1,4,5,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,20,NA,12,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,23,-0.6,3.75,21,6.26,0.98,5.279999999999999,NA,2,4,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,37,NA,29,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,23,4.1,4.23,20,10.61,-0.44,11.049999999999999,10,12,51,27,1,3,5,5,NA,NA,10,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,23,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,23,0,8.23,3,7.35,0,7.35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,2,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,23,0,2.92,8,4.79,0,4.79,7,3,7,10,NA,2,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,23,0,0.6,2,2.74,0,2.74,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
