clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,PE,RB,SG,G,CV,FD,I,FT,DD,DP,GS,PP,GC,ano
285,Internacional,6,Nulo,2,lat,Uendel,60852,25,0,2.79,11,2.85,0,2.85,NA,1,13,4,4,28,18,3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,25,-2,3.16,21,6.32,-0.43,6.75,3,4,38,17,17,50,33,NA,2,NA,9,NA,NA,NA,NA,NA,NA,1,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,25,3.5,5.43,18,12.84,0.6,12.24,2,3,17,4,28,64,37,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,25,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,25,4.4,5.18,24,11.46,-0.6,12.06,NA,NA,NA,NA,8,19,NA,10,NA,NA,NA,NA,NA,36,NA,16,NA,NA,2019
282,Atlético-MG,2,Dúvida,2,lat,Patric,60969,25,-1.5,1.6,14,3.4,-0.63,4.03,1,3,25,7,5,39,14,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,25,0,1.42,20,6.02,0,6.02,NA,3,20,6,9,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,25,5.7,2.12,5,4.62,0.64,3.98,NA,NA,4,1,NA,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,25,0,4.64,8,10.78,0,10.78,NA,NA,2,NA,4,3,4,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,25,0,0.69,10,3.82,0,3.82,1,NA,10,5,4,19,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,25,1.2,2.25,12,5.39,-0.45,5.84,NA,1,14,6,21,15,10,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,25,0,2.48,5,5.52,0,5.52,NA,2,3,3,7,9,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,25,3.6,3.78,11,5.76,0.72,5.04,2,NA,10,NA,12,23,11,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,25,7.9,7.41,20,17.27,-0.92,18.19,3,NA,20,20,12,26,18,NA,11,NA,9,6,2,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Giovanni,72097,25,2.7,3.41,7,5.6,-0.23,5.83,NA,1,4,1,1,13,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,25,2,-0.39,8,2.38,0.41,1.97,NA,2,10,NA,11,7,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,25,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,17,NA,13,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,25,0,-1.2,1,0.73,0,0.73,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Alexandre Pato,49675,25,4.8,4.87,15,9.41,0.23,9.18,NA,1,11,17,24,30,13,NA,5,NA,7,8,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,25,0,1.65,2,0.9,0,0.9,NA,1,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,25,8,2.64,17,7.35,0.65,6.699999999999999,3,2,26,12,16,42,15,NA,1,NA,9,5,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,1,gol,Wilson,50284,25,0.7,1.97,3,4.21,-0.44,4.65,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,8,NA,9,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jhonata,97993,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,25,0,1.85,22,6.01,0,6.01,NA,1,8,15,13,13,5,NA,3,1,7,6,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Ramires,50293,25,0,1.17,3,6.79,0,6.79,NA,NA,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,25,0.4,0.93,12,5.86,0.14,5.720000000000001,1,2,2,5,9,40,4,NA,1,NA,6,5,NA,NA,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,25,0,-0.66,5,2.63,-0.09,2.7199999999999998,NA,2,4,NA,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Dalberto,97995,25,0,0,1,2.34,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,25,0,1.68,16,7.34,0,7.34,2,3,32,3,22,31,18,NA,1,NA,3,7,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Erick,98022,25,0,1.56,8,2.98,0,2.98,NA,1,15,1,3,12,7,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,25,0,-0.53,3,3.72,0,3.72,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,25,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Elicarlos,50313,25,1.2,0.86,12,4.36,-0.32,4.680000000000001,NA,4,18,7,14,19,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,25,1.2,0.47,4,2.8,0.24,2.5599999999999996,NA,NA,5,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,25,0,2.39,9,5.61,0,5.61,NA,3,10,NA,5,10,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,25,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,25,0,2.28,14,9.05,-0.41,9.46,1,3,25,1,10,18,22,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,25,1.05,3.62,24,9.8,-0.41,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,3,zag,David Braz,50317,25,-0.1,4.64,13,7.98,-1.1,9.08,NA,NA,8,7,1,14,16,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,25,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA,NA,15,NA,6,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Robinho,62104,25,0,0.69,18,5.26,0,5.26,1,6,28,12,21,83,17,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,25,0,5.05,2,5.51,0,5.51,NA,1,1,1,7,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,25,4.9,5.77,24,17.53,0.27,17.26,1,1,16,19,21,43,27,NA,9,NA,12,5,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,25,0.3,-1.22,18,0.77,-0.01,0.78,NA,7,31,2,6,39,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,25,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,2,lat,Guga,101319,25,0,4.15,11,8.38,0,8.38,4,NA,9,3,7,41,25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,25,1.39,4.21,23,11.24,-0.51,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Maicon,38196,25,6.6,2.87,8,8.14,-0.3,8.440000000000001,2,4,11,2,4,26,9,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,25,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,25,0,1.15,6,4.67,0,4.67,NA,NA,9,1,3,6,6,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Léo,50459,25,0,1.92,13,6.34,0,6.34,NA,1,16,NA,4,15,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,25,0,2.23,7,5.71,0,5.71,2,1,6,1,5,8,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Thiago Heleno,38394,25,1.1,-0.64,5,1.13,0.12,1.0099999999999998,NA,3,7,NA,6,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,25,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,25,0,0.3,1,2.97,0,2.97,1,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,25,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,25,1.2,1.62,5,9.07,0.16,8.91,NA,3,4,1,1,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,25,0,1.95,18,8.46,0,8.46,NA,3,17,2,14,32,13,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Isaque,101483,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Thonny Anderson,101484,25,5.4,3.83,16,5.42,0.46,4.96,4,3,20,6,13,23,12,NA,2,NA,12,3,2,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,25,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,25,7.3,4.38,19,9.14,0.62,8.520000000000001,2,6,18,24,21,40,12,NA,5,NA,14,2,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,25,0.2,2.12,15,4.08,-0.76,4.84,NA,3,15,2,3,35,12,7,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,25,12.7,6.53,6,7.31,1.19,6.119999999999999,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,NA,7,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,25,0,-2.5,1,1.07,0,1.07,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,5,ata,Wellington Paulista,38279,25,-3.8,4.45,20,9.94,-2.97,12.91,1,6,40,13,27,33,7,NA,9,NA,15,9,2,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,25,0,2.89,22,8.69,0,8.69,NA,3,24,6,32,29,47,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,25,1.1,5.14,21,7.97,-0.77,8.74,NA,1,15,8,18,51,36,8,2,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,25,6.2,4.1,12,10.23,1.27,8.96,1,6,12,2,13,19,15,4,2,NA,2,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,25,0,-0.82,6,0.78,0,0.78,NA,NA,5,NA,1,5,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,2019
293,Athlético-PR,5,Contundido,3,zag,Robson Bambu,101579,25,0,3.12,4,4.97,0,4.97,NA,NA,7,2,1,6,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,25,17.5,4.96,21,10.11,3.29,6.819999999999999,NA,NA,NA,NA,3,12,2,9,NA,NA,NA,NA,NA,26,2,17,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,25,0,1.81,18,6.88,0,6.88,NA,6,18,12,20,58,18,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,25,0,0.8,9,2.19,0,2.19,NA,2,9,NA,11,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Marquinhos Silva,38515,25,0,2.08,11,6.34,0,6.34,NA,2,14,8,6,23,16,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,2,lat,Eduardo,50645,25,0,2.54,15,8.43,0,8.43,1,2,17,NA,19,46,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,25,0,-0.11,12,2.92,0,2.92,1,3,6,5,3,18,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,25,12.3,6.1,17,17.25,1.11,16.14,1,2,29,4,23,58,54,6,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Edílson,38523,25,0.7,1.94,9,4.91,-1.36,6.2700000000000005,NA,2,11,4,6,21,14,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,25,0,3.17,22,6.67,0,6.67,1,3,36,8,27,41,10,7,3,NA,8,5,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,25,0,1.98,13,5.93,0,5.93,1,6,27,13,20,31,19,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,25,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,7,NA,12,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Alan,105395,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Nilton,38573,25,0,0.16,8,2.88,0,2.88,NA,3,9,2,6,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,3,zag,Rafael Pereira,51194,25,-2,0.74,10,3.41,-0.52,3.93,NA,3,2,NA,3,14,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,25,0.4,0.24,11,3.53,-0.09,3.6199999999999997,NA,1,7,3,2,12,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,25,1.7,3.16,16,4.87,-0.58,5.45,2,2,10,12,15,53,12,NA,2,NA,10,1,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Roberto,71116,25,-0.3,2.77,4,3.3,-0.73,4.029999999999999,1,NA,4,2,5,8,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,25,0,3.56,7,6.23,0,6.23,NA,1,7,3,2,6,11,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,25,0,2.19,8,6.91,0,6.91,NA,4,19,1,15,9,6,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,25,0,0.98,12,4.09,0,4.09,NA,NA,5,3,3,24,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,5,ata,Alecsandro,37673,25,-0.8,0.65,13,3.55,-0.36,3.9099999999999997,NA,1,16,9,6,14,3,NA,1,NA,5,4,NA,NA,NA,NA,1,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,25,0,9.63,3,8.01,0,8.01,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,7,NA,1,NA,NA,2019
293,Athlético-PR,5,Contundido,2,lat,Jonathan,37662,25,0,4.32,5,7.3,0,7.3,NA,2,4,NA,3,7,6,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,25,0.4,0.23,15,2.24,0.15,2.0900000000000003,NA,5,18,5,3,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,25,6.17,5.94,16,15.18,0.07,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,25,7.4,2.32,20,6.89,1.26,5.63,3,7,26,8,29,38,3,NA,4,NA,12,10,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,5,ata,Everaldo,78117,25,0,4.62,22,15.95,0,15.95,1,6,47,32,39,54,12,NA,8,NA,22,2,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,3,zag,Paulão,63172,25,3.2,5.05,2,5.05,-0.2,5.25,NA,NA,1,NA,1,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Didira,63178,25,0,1.39,13,5.3,0,5.3,NA,3,14,3,14,21,17,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Hernanes,38648,25,5.2,4.28,18,13.76,0.05,13.709999999999999,4,4,21,13,21,22,21,NA,2,NA,12,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Guarín,71233,25,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,25,0,2.35,18,8.27,0,8.27,1,1,14,5,14,34,9,NA,3,NA,12,5,NA,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Douglas,38738,25,0,-0.13,10,4.3,0,4.3,NA,1,2,5,6,28,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,25,-0.9,3.14,20,5.95,-1.8,7.75,2,4,40,7,15,44,39,3,1,1,4,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,25,7.2,3.65,15,8.4,1.3,7.1000000000000005,1,4,26,13,31,48,34,NA,1,NA,4,1,NA,NA,NA,NA,1,NA,2019
354,Ceará,7,Provável,3,zag,Tiago Alves,51495,25,9.8,2.54,16,7.23,0.49,6.74,1,1,12,2,2,27,12,4,1,NA,1,2,1,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,2,lat,Filipe Luís,38750,25,0,6.19,9,14.02,0,14.02,NA,NA,16,NA,4,25,32,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,25,5.8,3.17,20,8.24,0.65,7.59,NA,3,29,10,33,28,43,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Abel Braga,40006,25,4.85,3.41,10,9.71,0.1,9.610000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,25,1.7,3.25,18,8.51,-0.08,8.59,1,4,16,2,17,36,17,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Diego,38909,25,0,1.53,9,5.52,0,5.52,NA,5,10,7,16,25,9,NA,NA,NA,6,NA,2,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,25,0,2.99,16,12.82,0,12.82,2,NA,14,10,16,11,5,NA,2,NA,9,2,1,NA,NA,NA,1,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,25,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato,39572,25,0.2,2.22,6,4.62,-0.58,5.2,NA,NA,NA,3,11,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Rodrigo Moledo,63354,25,0,4.46,9,6.3,0,6.3,NA,1,3,1,2,5,12,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Léo Moura,37701,25,0,2.19,11,5.02,0,5.02,1,NA,3,1,9,34,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Daniel Alves,38939,25,0,5.94,8,16.24,0,16.24,1,1,21,7,18,29,14,3,1,NA,3,3,1,NA,NA,NA,NA,NA,2019
