clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,PE,RB,SG,G,CV,FD,I,FT,DD,DP,GS,PP,GC,ano
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,25,2.1,5,17,5.72,-1.32,7.04,2,4,19,16,48,42,15,NA,4,NA,12,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,25,0,2.6,1,1.41,0,1.41,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,25,0,0.68,7,2.07,0,2.07,NA,3,10,2,5,4,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,25,0,3.54,14,7.25,0,7.25,1,7,26,2,30,35,23,6,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Lucas,95246,25,0,1.5,1,1.16,0,1.16,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Diego Pituca,94156,25,-1.4,1.24,23,2.88,-0.44,3.32,NA,7,49,11,22,60,26,NA,1,NA,10,NA,2,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Orejuela,95352,25,0,2.41,12,5.03,0,5.03,NA,2,24,2,12,22,18,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,25,1.7,2.69,19,4.83,0.05,4.78,3,2,17,9,30,45,17,NA,NA,NA,11,4,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,25,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Jean Pyerre,98832,25,0,5.61,10,10.48,0,10.48,2,NA,10,7,11,23,12,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,25,3.2,2.4,5,4.5,-0.42,4.92,NA,NA,3,NA,7,5,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,25,-1.6,2,22,9.04,-0.74,9.78,NA,4,77,8,18,66,65,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Felipe Jonatan,101708,25,0,3.57,17,9.63,0,9.63,NA,NA,11,6,8,28,8,6,2,NA,7,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,25,11.8,4.61,24,9.61,1.6,8.01,2,2,22,21,33,51,23,NA,5,NA,19,11,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Jean,99459,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,25,0,0.1,4,0.75,0,0.75,NA,2,7,NA,1,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Aguilar,95494,25,0,3.42,16,6.33,0,6.33,NA,3,21,2,9,15,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,25,0,2.9,1,3.4,0,3.4,NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Wesley,99462,25,-0.5,-0.5,1,1.45,-0.55,2,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Orinho,95542,25,11.5,6.33,3,4.54,1.21,3.33,NA,NA,5,2,3,1,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Marcelo Benevenuto,95638,25,0,1.06,10,3.57,0,3.57,1,3,7,1,9,19,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,2,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,25,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,3,NA,4,NA,NA,2019
266,Fluminense,5,Contundido,2,lat,Mascarenhas,99721,25,0,-2.3,1,1.75,0,1.75,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,25,0,1.96,11,3.47,0,3.47,NA,NA,1,1,11,6,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Fernando,99550,25,0.1,2.66,16,4.04,-0.93,4.97,1,5,29,1,11,32,20,6,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Evando Camillato,96454,25,2.05,2.05,1,6.42,-0.7,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Igor Gomes,100084,25,1.3,0.87,15,1.36,-0.06,1.4200000000000002,NA,2,11,4,12,14,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,25,0,0.5,3,0.97,0,0.97,NA,NA,3,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Lincoln,100065,25,0,1.97,8,3.74,0,3.74,NA,1,3,3,8,8,2,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Rickson,100002,25,0,1.35,4,1.73,0,1.73,NA,NA,1,1,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,25,0,0.85,4,3.2,0,3.2,NA,1,1,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,25,2.5,1.34,10,2.95,-0.33,3.2800000000000002,NA,2,7,NA,4,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,25,0,2.3,6,3.14,0,3.14,NA,NA,2,4,4,6,4,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,25,2.1,3.49,15,5.48,0.1,5.380000000000001,NA,NA,28,14,18,37,30,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Gustavo Bochecha,95798,25,2.6,1.6,18,5.88,0.23,5.6499999999999995,1,2,8,6,15,55,22,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,25,0,2.81,21,8.96,0,8.96,2,6,18,16,35,68,15,NA,4,NA,9,3,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,25,0,2.89,8,4.47,0,4.47,1,NA,3,5,12,11,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Piris da Motta,95802,25,0,0.6,17,3,-0.03,3.03,NA,2,13,2,15,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,25,0,3,12,7.73,0,7.73,NA,2,10,4,8,22,20,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,25,0,-0.17,3,1.89,0,1.89,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bustamante,100425,25,1.4,1.89,12,2.79,0.36,2.43,1,1,25,6,12,17,11,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,25,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,25,0,0.33,18,1.35,0,1.35,1,8,44,11,23,53,20,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,25,0,0.97,10,2.54,0,2.54,1,4,7,2,10,12,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Chará,99891,25,0,4.21,18,11.57,0,11.57,1,NA,9,12,25,49,20,NA,3,NA,11,4,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,25,0,-0.1,2,1.79,0,1.79,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Arthur Gomes,96966,25,2.5,2.7,21,5.09,0.29,4.8,NA,2,18,9,39,26,15,NA,3,NA,2,2,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,25,3.7,5.79,21,12.95,0.34,12.61,2,1,26,31,36,20,18,NA,5,NA,16,5,2,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,25,0,1.54,8,1.73,0,1.73,NA,1,7,3,8,6,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,25,0,1.96,5,4.4,0,4.4,NA,NA,2,1,5,4,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Liziero,100761,25,5.4,1.5,11,4.63,0.59,4.04,NA,2,10,3,9,22,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Janderson,97245,25,-0.5,1.25,6,1.11,-0.24,1.35,NA,NA,3,2,7,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Matheus Henrique,100742,25,0,1.11,12,3.07,0,3.07,1,4,19,1,14,28,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,25,0,1.5,24,3.56,0,3.56,NA,3,16,2,6,38,15,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,25,0,4.76,9,5.81,0,5.81,1,2,8,7,20,16,16,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Felippe Cardoso,100963,25,0,1.94,15,2.98,0,2.98,1,2,39,9,17,11,7,NA,2,NA,9,10,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Gabriel Sara,100763,25,-0.5,0.05,2,0.77,-0.13,0.9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,25,0.49,3.3,23,7.74,-0.87,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,25,0,0.32,6,2.99,0,2.99,NA,NA,4,1,2,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,25,0,0.17,3,2.38,0,2.38,NA,1,6,NA,2,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Nonato,100987,25,0,3.57,21,9.09,0,9.09,1,3,43,6,16,27,43,NA,3,NA,4,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,25,3.95,4.6,25,12.73,-0.45,13.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,25,0,1.52,14,3.61,0,3.61,NA,3,12,7,7,20,8,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,25,0,0.75,4,2.1,-0.29,2.39,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,25,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,25,9.7,5.62,17,14.55,1.36,13.190000000000001,1,2,25,3,16,21,47,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,3,zag,Frazan,97528,25,5,1.47,9,2.64,-0.19,2.83,NA,1,7,NA,1,4,3,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Ferreira,101290,25,0,8.5,1,4.77,0,4.77,1,NA,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,25,0,0.27,11,3.48,0,3.48,NA,1,8,NA,6,13,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,25,0,-0.5,1,1.45,0,1.45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bryan,97536,25,4.3,1.22,9,2.6,1.14,1.4600000000000002,NA,2,10,1,8,19,9,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,25,0.2,1.44,10,4.23,-0.3,4.53,NA,1,7,2,10,21,6,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,25,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,25,2.5,2.95,18,10.57,0.44,10.13,1,1,38,8,19,36,19,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,25,-0.3,0.58,12,4.27,-0.06,4.329999999999999,NA,1,16,6,3,19,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,25,-4.3,1.6,4,1.76,-0.67,2.43,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,25,0,2.38,22,5.82,0,5.82,1,NA,26,3,19,50,37,NA,1,NA,2,5,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,25,1.6,5.95,15,7.38,-1.75,9.129999999999999,1,2,13,9,22,16,25,NA,4,NA,10,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,25,0,5.06,16,11.54,0,11.54,2,NA,5,8,30,48,14,NA,4,NA,12,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Lucas Silva,98515,25,-0.5,0.58,6,1.39,-0.32,1.71,NA,NA,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,25,0,1.9,6,3.43,0,3.43,NA,1,11,NA,12,5,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,25,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Marquinhos,98765,25,0.2,0.95,2,0.85,-0.23,1.08,NA,NA,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,25,-0.3,2.25,11,4.03,-0.95,4.98,NA,NA,3,9,5,15,7,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,25,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,25,0,2.38,12,4.74,0,4.74,2,NA,25,3,15,20,12,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Fellipe Bastos,70116,25,4,3.04,9,4.73,-0.06,4.79,NA,3,8,10,3,7,13,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,25,4.1,4.77,22,11.69,0.3,11.389999999999999,1,3,17,6,26,50,42,8,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,25,2,2,1,1.89,-0.11,2,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,25,5,3.36,16,7.69,-0.84,8.530000000000001,NA,1,NA,NA,2,7,NA,6,NA,NA,NA,NA,NA,19,NA,15,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,25,0,3.33,16,13.59,0,13.59,NA,NA,NA,NA,3,5,NA,5,NA,NA,NA,NA,NA,20,NA,16,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,25,0,-0.62,4,1.97,0,1.97,NA,2,10,1,6,10,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,25,5,4.31,12,4.64,0.82,3.82,NA,1,5,3,13,16,12,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,25,0,3.39,11,12.27,0,12.27,NA,4,11,1,9,12,13,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,25,0,0.46,15,2.8,0,2.8,NA,4,37,8,9,34,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,25,0,-0.02,5,1.76,0,1.76,NA,1,11,NA,1,6,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,25,0,2.37,6,3.05,0,3.05,NA,NA,NA,NA,3,1,NA,1,NA,1,NA,NA,NA,9,NA,7,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,25,-0.6,2.48,9,7.76,-0.59,8.35,NA,NA,7,4,14,9,3,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,25,0,1.71,9,5.22,0,5.22,NA,1,19,4,NA,15,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,25,0.6,1.18,4,3.56,0.12,3.44,NA,NA,2,3,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,25,1.2,1.57,20,8.35,0.08,8.27,1,2,24,4,14,58,25,NA,1,1,5,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,25,0,2.14,9,4.42,0,4.42,NA,NA,13,1,8,13,5,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,25,0,-0.5,2,3.15,0,3.15,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,25,9.5,6.08,22,13.03,1.24,11.79,1,2,25,24,36,57,22,NA,9,NA,17,4,2,NA,NA,NA,1,NA,2019
283,Cruzeiro,7,Provável,3,zag,Dedé,60819,25,11.5,5.23,18,16.07,0.86,15.21,NA,2,13,6,19,42,26,7,3,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Márcio Azevedo,42491,25,2.4,2.75,17,5.67,0.2,5.47,2,3,21,4,17,34,14,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Michel,71920,25,2.2,2.13,15,4.85,-0.33,5.18,NA,3,28,5,2,25,39,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,25,11,3.75,24,11.62,1.97,9.649999999999999,NA,2,NA,NA,9,11,NA,6,NA,NA,NA,NA,NA,37,NA,24,NA,NA,2019
264,Corinthians,5,Contundido,4,mei,Júnior Urso,71829,25,0,2.13,14,6.7,0,6.7,NA,3,21,6,15,23,22,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,25,0,2.77,7,4.62,0,4.62,NA,1,7,1,5,13,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
