clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FS,G,PE,RB,SG,A,FF,I,CV,PP,DD,GS,FT,DP,GC,ano
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marx Lênin,106312,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Eduardo Barros,106612,35,5.87,4.97,5,12.04,0.43,11.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Jhonata Robert,106371,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,35,0,5.39,26,10.81,0,10.81,9,39,19,72,7,41,29,NA,3,24,7,1,NA,NA,NA,2,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Halls,106682,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marquinhos Gabriel,68954,35,0,1.48,26,3.67,0,3.67,2,13,5,18,NA,29,17,NA,2,7,2,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Léo Pereira,106681,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,35,8,4.99,25,9.15,-0.5,9.65,1,1,NA,4,NA,21,1,11,NA,NA,NA,NA,NA,33,19,NA,2,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,35,0,1.5,11,0.78,0,0.78,1,1,NA,1,NA,5,NA,1,NA,NA,NA,1,NA,18,17,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,35,-3.9,1.94,18,4.36,-1.71,6.07,5,40,1,12,NA,28,46,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Jacozinho,106683,35,0,0,0,7.28,0,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,35,5.5,3.72,27,11.21,1.03,10.180000000000001,1,28,2,13,1,36,30,13,NA,7,NA,NA,NA,NA,NA,NA,NA,1,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,35,-0.3,4.08,32,7.13,-0.23,7.36,3,NA,NA,3,NA,6,NA,8,NA,NA,NA,NA,NA,63,46,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,35,4.2,4.24,28,8.92,1.11,7.81,NA,21,8,27,9,37,17,NA,2,18,7,NA,1,NA,NA,1,NA,NA,2019
266,Fluminense,5,Contundido,1,gol,Muriel,69041,35,0,5.13,20,6.82,0,6.82,1,1,NA,6,NA,6,NA,7,NA,NA,NA,NA,NA,37,21,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,35,0,6.14,5,6.1,0,6.1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,12,5,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,35,0.7,3.02,8,5.58,0.09,5.49,1,3,NA,5,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,35,0,0.68,4,3.66,0,3.66,NA,5,NA,7,NA,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,35,0,1,2,1.76,0,1.76,NA,1,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,35,11.7,5.81,28,15.81,2.1,13.71,7,34,4,34,NA,42,87,9,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,35,2.95,3.97,35,11.64,-0.24,11.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,35,2,3.53,26,14.03,-0.61,14.639999999999999,5,33,12,47,7,33,14,NA,2,14,14,NA,1,NA,NA,1,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,35,4.4,2.85,11,12.55,0.72,11.83,3,25,5,10,3,10,3,NA,1,13,10,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,35,8,3.63,18,5.54,1.33,4.21,3,10,8,15,6,21,2,NA,2,7,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,35,1.5,1.83,23,6.01,0.31,5.7,1,26,9,23,3,9,6,NA,NA,10,3,1,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Léo,69177,35,-1,2.22,16,4.62,0.27,4.35,5,31,NA,21,NA,26,21,4,2,9,1,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,35,0,0.2,2,5.34,0,5.34,NA,2,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,35,0,2.16,7,6.13,0,6.13,2,7,NA,2,NA,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,35,0,0.61,14,3.77,0,3.77,4,27,3,22,2,17,3,NA,NA,7,7,1,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Nikão,69705,35,7,4.52,22,15.84,1.17,14.67,3,23,21,20,5,33,14,NA,2,25,5,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,35,0,1.9,14,4.41,0,4.41,3,23,2,11,2,18,15,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,35,-1.1,2.67,7,4.31,-0.29,4.6,1,9,4,6,NA,7,5,NA,1,5,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,35,0,1.6,13,3.78,0,3.78,2,12,1,18,NA,12,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Lucas Fonseca,80189,35,0,2.59,33,6.52,0,6.52,2,8,2,11,NA,58,16,14,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,35,0,4.67,23,10.54,0,10.54,3,12,6,15,NA,59,36,12,1,5,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,35,0,2.91,11,4.91,0,4.91,4,10,3,6,1,11,16,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,35,7.1,3.07,27,7.77,0.65,7.119999999999999,2,33,10,19,NA,81,28,9,2,12,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,35,8.5,2.34,26,8.53,1.37,7.159999999999999,1,13,7,43,3,29,8,NA,NA,16,2,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,35,-0.6,2.51,31,8.62,-1,9.62,5,19,5,53,3,68,27,NA,2,21,2,NA,2,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,35,1.7,4.22,23,7.1,-0.28,7.38,6,26,15,31,5,49,23,NA,4,15,5,NA,1,NA,NA,1,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,35,0,0.47,4,2.8,0,2.8,NA,5,NA,3,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,35,0,0.85,6,3.23,0,3.23,3,13,NA,2,NA,8,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,35,2,2.43,27,9.18,0.37,8.81,1,22,10,18,5,30,7,NA,1,19,4,1,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,35,0,1.42,14,2.83,0,2.83,2,12,1,8,NA,20,15,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,35,-2.5,5.58,34,16.68,-1.96,18.64,2,19,19,29,13,55,30,NA,3,22,10,NA,NA,NA,NA,2,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,35,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,35,0,0.89,11,2.43,0,2.43,2,8,NA,14,NA,12,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,35,0.9,5.39,19,12.4,-0.05,12.450000000000001,4,14,1,13,3,33,41,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,35,-0.3,2.27,33,6.18,0,6.18,8,51,5,37,1,39,60,NA,NA,5,3,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,35,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,35,0,3.53,3,4.68,0,4.68,1,2,NA,8,NA,5,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,35,0.2,1.5,18,4.31,-0.63,4.9399999999999995,3,20,5,16,1,26,11,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,35,0,0.91,8,2.11,0,2.11,1,4,4,7,NA,9,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,35,-0.4,3.15,13,8.51,-0.27,8.78,1,16,3,11,NA,18,20,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,35,0.14,4.64,35,12.59,-1.24,13.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,35,0,-2.8,1,0.78,0,0.78,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,35,0,4.95,25,13.46,0,13.46,2,37,3,22,NA,30,58,9,1,5,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,35,0.5,1.53,17,6,-0.08,6.08,2,25,7,13,3,15,7,NA,NA,8,10,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,35,0,2.31,10,4,0,4,1,15,NA,10,1,13,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,35,0,1.67,16,6.12,0,6.12,1,9,NA,10,2,19,7,NA,NA,6,1,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,35,2.05,3.02,15,8.31,-0.44,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,35,11.2,3.19,23,11.16,1.9,9.26,2,19,19,7,5,77,15,NA,1,23,NA,1,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Jair,81091,35,4,3.32,11,6.57,0.41,6.16,3,19,NA,20,1,14,25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,35,3,2.71,23,4.47,1.32,3.1499999999999995,5,14,3,7,1,28,18,9,NA,4,1,NA,NA,NA,NA,1,NA,1,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,35,-1.1,-0.57,4,6.18,0.43,5.75,NA,2,NA,1,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,35,4.5,6.35,31,14.87,-1.07,15.94,4,39,23,70,10,114,33,NA,9,33,7,NA,2,NA,NA,2,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,35,5,4.79,21,8.45,0.27,8.18,5,21,15,50,3,40,19,NA,6,10,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,35,0,0.18,8,3.25,0,3.25,1,7,5,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,35,0,1.83,25,4.48,0,4.48,7,32,16,43,1,66,19,NA,2,14,4,NA,1,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,35,0,1.64,13,2.44,0,2.44,1,10,6,15,NA,15,6,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,35,0,0.8,4,4.63,0,4.63,NA,3,1,1,NA,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,35,-2.3,4.61,10,5.12,-1.18,6.3,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,19,10,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Jonathan,106161,35,1.3,2.73,13,5,-0.17,5.17,3,20,5,22,3,21,6,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,35,0,2.56,13,3.6,0,3.6,1,16,2,16,NA,13,14,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,35,6.7,1.89,10,4.47,0.21,4.26,1,22,2,20,NA,9,11,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,35,0,3.75,21,9.35,0,9.35,4,48,10,54,1,26,30,NA,3,13,3,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,35,13.5,7.08,33,17.8,3.24,14.56,NA,NA,NA,8,NA,18,NA,10,NA,NA,NA,NA,NA,89,48,NA,2,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,35,0,0.38,5,5.15,0,5.15,1,4,NA,4,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,35,16.3,2.36,24,7.16,2.35,4.8100000000000005,5,23,1,5,1,33,28,6,NA,7,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,35,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,35,3.2,2.81,27,5.03,0.48,4.550000000000001,5,29,4,23,NA,54,38,8,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,35,0,3.11,21,2.62,-1.18,3.8,NA,8,NA,6,3,64,19,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,35,0,2.78,11,2.99,0,2.99,2,14,5,6,1,14,14,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,35,0,0.38,5,2.86,0,2.86,1,NA,1,4,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,35,0,0.57,14,1.58,0,1.58,2,15,2,25,NA,11,3,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,35,0,12.5,1,5.43,0,5.43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,35,2.2,1.43,3,2.06,0.3,1.76,NA,3,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,35,0,1.43,12,4.96,0,4.96,2,10,1,11,NA,21,6,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,35,-0.2,1.81,12,1.92,-0.29,2.21,1,15,11,20,1,20,3,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Cristovam,82930,35,0,1.93,6,2.88,0,2.88,4,12,NA,16,NA,14,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,35,0,0.26,14,3.49,0,3.49,2,13,3,7,NA,14,8,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Otero,83004,35,-3.2,4.17,16,7.51,-1.58,9.09,5,29,23,46,1,30,10,NA,1,26,4,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,35,0,4.2,26,13.11,0,13.11,2,43,8,24,7,57,35,NA,1,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,35,0,1.37,9,5.13,0,5.13,1,6,3,9,1,6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,35,0,9.3,25,20.8,0,20.8,9,18,31,25,22,52,8,NA,5,32,16,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,35,0,-0.2,6,2.28,0,2.28,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Léo Cittadini,70986,35,0.5,5.3,20,7.34,-0.35,7.6899999999999995,2,18,15,26,4,19,33,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,35,0,2.3,13,4.2,0,4.2,NA,27,9,15,NA,20,13,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,35,0,2.15,6,3.63,0,3.63,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,8,7,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,35,5.8,4.51,23,9.69,0.46,9.229999999999999,5,35,4,36,2,41,59,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,35,7.8,2.3,27,9,0.08,8.92,6,36,3,15,2,65,23,9,NA,8,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Neilton,83772,35,0,1.89,13,5.1,0,5.1,1,13,2,21,1,25,9,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,35,0,2.37,23,5.86,0,5.86,2,21,8,37,2,26,9,NA,3,15,15,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,35,-0.1,2.68,21,4.52,-0.18,4.699999999999999,2,10,12,20,2,64,15,NA,2,14,1,1,NA,NA,NA,2,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,35,6.3,4.21,14,5.22,-0.47,5.6899999999999995,2,19,6,28,NA,20,15,3,1,19,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Rafinha,83681,35,9.2,3.26,7,4.74,1.51,3.2300000000000004,NA,3,NA,3,1,5,5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,35,6.49,5.57,25,15.54,0.17,15.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,35,0,2.68,8,5.25,0,5.25,1,7,4,8,1,8,2,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,35,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,35,6.9,2.64,28,10.41,1.13,9.280000000000001,5,31,10,46,3,52,18,NA,4,10,4,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,35,0,3.31,11,4.43,0,4.43,3,9,1,10,NA,18,12,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Lucho González,71479,35,0.6,0.51,15,4.18,-0.02,4.199999999999999,1,17,2,3,1,23,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,1,gol,Weverton,71631,35,-4,3.49,25,11.81,-0.11,11.92,3,1,NA,3,NA,7,NA,8,NA,NA,NA,NA,NA,31,23,NA,1,NA,2019
275,Palmeiras,5,Contundido,3,zag,Gustavo Gómez,71684,35,0,3.8,18,12.16,0,12.16,6,19,4,16,2,19,25,6,NA,3,2,1,NA,NA,NA,1,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,35,-1.5,3.03,21,3.74,-0.73,4.470000000000001,3,17,3,20,1,19,19,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,35,0,2.37,6,3.05,0,3.05,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,9,7,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,35,10,4.46,25,9.48,0.55,8.93,2,NA,NA,2,NA,8,NA,9,NA,NA,NA,NA,NA,40,24,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,35,0,0.22,16,2.2,0,2.2,5,39,1,9,NA,35,21,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,35,0,1.4,6,3.59,0,3.59,NA,3,1,5,NA,5,1,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,35,0,-0.28,6,1.51,0,1.51,1,13,1,1,NA,8,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,35,5.8,1.85,21,5.01,-0.29,5.3,2,13,7,5,1,41,15,NA,2,9,NA,NA,NA,NA,NA,1,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,35,0,1.71,9,5.22,0,5.22,1,19,1,NA,NA,15,18,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Guarín,71233,35,3,3.29,9,8.24,-1,9.24,2,9,4,10,2,20,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,35,13.2,2.75,22,8.61,2.49,6.119999999999999,4,33,12,24,2,36,30,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,35,1,3.36,34,10.14,0.48,9.66,2,NA,NA,13,NA,15,1,8,NA,NA,NA,NA,NA,49,36,NA,NA,NA,2019
