clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,FS,GS,PE,RB,SG,A,CA,FC,FD,FF,FT,G,I,CV,PP,GC,ano
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,16,7.9,4.57,12,7.62,-1.24,8.86,18,2,1,14,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,16,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Fred,38162,16,9.1,1.69,12,6.79,0.08,6.71,NA,NA,15,NA,26,2,NA,2,4,14,3,5,1,2,8,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,2,lat,Jonathan,37662,16,0,4.32,5,7.3,0,7.3,NA,NA,3,NA,7,6,2,NA,2,4,1,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Léo Moura,37701,16,0,3,7,5.69,0,5.69,NA,NA,7,NA,21,6,2,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Evandro,37614,16,0.6,0.55,4,4.48,-0.03,4.510000000000001,NA,NA,1,NA,7,3,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rafinha,38144,16,10.9,4.36,5,10.14,2.45,7.69,NA,NA,4,NA,9,8,1,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,6,tec,Ney Franco,37246,16,3.73,3.25,14,8.86,0.11,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,16,0,4.56,14,12.18,0,12.18,NA,NA,36,NA,27,18,NA,1,3,7,2,7,NA,3,1,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Henrique,37694,16,3.9,4.07,12,8.26,0.24,8.02,NA,NA,15,NA,16,30,NA,NA,NA,16,2,9,NA,NA,1,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Alecsandro,37673,16,0.7,0.83,6,4.25,-0.11,4.36,NA,NA,3,NA,6,1,NA,NA,NA,8,4,5,NA,NA,2,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Oswaldo de Oliveira,36940,16,0,0,0,6.9,0,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,3,zag,Betão,37646,16,-4.2,1.96,15,3.04,-1.65,4.6899999999999995,NA,NA,15,NA,30,23,3,NA,4,13,NA,1,NA,NA,NA,1,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,16,0,-1,1,2.08,0,2.08,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Thiago Neves,38277,16,1.4,4.48,12,7.92,-2.24,10.16,NA,NA,10,NA,23,2,NA,2,4,13,10,14,1,4,2,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,16,-4,1.65,11,7.26,-0.85,8.11,NA,NA,11,NA,26,6,NA,NA,NA,6,8,3,NA,1,3,NA,1,NA,2019
284,Grêmio,6,Nulo,4,mei,Maicon,38196,16,0,1.98,5,7.81,0,7.81,NA,NA,2,NA,18,7,NA,2,3,6,1,2,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,16,0,3,12,9.91,0,9.91,NA,NA,12,NA,21,8,3,NA,1,11,NA,1,NA,2,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Rafael Moura,37655,16,-0.3,0.35,4,3.39,-0.21,3.6,NA,NA,2,NA,3,1,NA,NA,NA,5,1,2,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,16,0,4.7,4,6.97,0,6.97,NA,NA,2,NA,1,4,2,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,16,-0.6,3.64,16,9.02,-0.77,9.79,NA,NA,18,NA,21,40,NA,NA,2,18,3,6,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,16,-1.6,2.95,13,9.27,-1.68,10.95,16,1,1,17,4,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,16,14.6,4.9,12,12.72,2.3,10.420000000000002,NA,NA,19,NA,14,6,NA,1,2,28,8,10,1,5,6,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Adriano,38336,16,0,5.7,1,11.69,0,11.69,NA,NA,NA,NA,2,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Thiago Heleno,38394,16,0,-2.1,2,1.27,0,1.27,NA,NA,1,NA,3,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,16,0,5.5,2,5.46,0,5.46,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,16,0,-0.2,6,3.27,0,3.27,NA,NA,1,NA,12,NA,NA,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Rafael Sobis,37798,16,0,3.48,10,7.54,0,7.54,NA,NA,7,NA,9,7,NA,1,3,7,10,10,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,16,6.2,5.56,12,7.99,-0.36,8.35,NA,NA,12,NA,37,20,5,NA,NA,4,5,6,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,16,0,-2.3,1,3.31,0,3.31,2,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Edílson,38523,16,0,0.84,5,4.84,0.48,4.359999999999999,NA,NA,4,NA,8,7,1,NA,1,7,NA,2,1,NA,NA,2,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,16,0,3.56,7,6.23,0,6.23,NA,NA,2,NA,6,11,NA,NA,1,7,4,3,NA,1,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Douglas,38738,16,0,-0.45,7,4.65,0,4.65,NA,NA,3,NA,14,1,NA,NA,1,1,NA,2,NA,NA,2,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Nilton,38573,16,0,0.16,8,2.88,0,2.88,NA,NA,6,NA,11,7,NA,NA,3,9,NA,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,16,0,0.6,6,5.31,0,5.31,NA,NA,10,NA,11,4,NA,NA,4,11,2,5,NA,1,NA,1,NA,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,16,0.7,1.78,9,5.89,-0.32,6.21,NA,NA,6,NA,21,15,NA,NA,2,10,NA,8,NA,NA,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,16,0,4.31,12,14.45,0,14.45,NA,NA,13,NA,11,9,NA,4,2,9,8,8,NA,1,1,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,16,0,2.06,5,5.81,0,5.81,NA,NA,6,NA,9,2,NA,1,NA,6,1,1,NA,1,NA,1,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Diego,38909,16,0,1.53,9,5.52,0,5.52,NA,NA,16,NA,25,9,NA,NA,5,10,6,7,2,NA,NA,NA,1,NA,2019
282,Atlético-MG,7,Provável,5,ata,Ricardo Oliveira,38910,16,0,3.77,11,15.85,0,15.85,NA,NA,11,NA,10,4,NA,2,NA,11,7,7,1,2,1,NA,1,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,16,1.2,7.75,2,15.36,-2.29,17.65,NA,NA,5,NA,5,1,1,NA,NA,4,1,1,NA,1,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Vagner Love,38959,16,7.6,2.82,12,6.12,0.91,5.21,NA,NA,23,NA,18,7,NA,NA,2,13,2,5,NA,3,5,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,16,0,2.55,4,5.74,0,5.74,NA,NA,9,NA,2,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Júlio César,49673,16,6.7,3.12,6,6.3,1.05,5.25,12,NA,NA,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Gilson,52674,16,3.8,1.99,12,5.44,0.73,4.710000000000001,NA,NA,11,NA,28,11,5,NA,2,13,NA,1,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,16,3.94,3.72,16,11.62,0.29,11.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,16,0,4.47,8,9.33,0,9.33,NA,NA,8,NA,32,17,2,1,NA,6,3,1,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Willian,42116,16,0,1.3,3,7.58,0,7.58,NA,NA,2,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,16,6.68,3.47,12,8.81,0.85,7.960000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,16,0,1.99,13,8.74,0,8.74,NA,NA,11,NA,41,18,NA,1,1,15,2,2,1,1,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,16,0,3.32,9,6.56,0,6.56,17,NA,NA,11,7,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Ramires,50293,16,0,1,2,7.08,0,7.08,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Filipe Luís,38750,16,0,1.6,3,11.37,0,11.37,NA,NA,NA,NA,9,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Osvaldo,42222,16,-1.5,1.19,13,4.3,-0.38,4.68,NA,NA,4,NA,16,5,NA,2,1,11,3,2,NA,1,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,16,1.5,1.74,5,3.27,0.23,3.04,NA,NA,2,NA,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Cuca,42411,16,0.4,3.87,15,9.82,-1.23,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,16,-2.3,4.37,12,7.6,-1.49,9.09,15,NA,2,8,5,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Madson,42467,16,0,1.8,6,6.21,0,6.21,NA,NA,11,NA,14,3,NA,NA,NA,2,1,6,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,16,0,3.65,4,5.38,0,5.38,NA,NA,4,NA,9,3,3,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,16,1.7,2.91,11,5.4,-0.51,5.91,NA,NA,13,NA,26,6,5,2,3,15,1,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,16,0.6,5.71,11,12.37,-1.1,13.469999999999999,NA,NA,18,NA,37,20,6,2,2,10,2,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Luiz Felipe Scolari,43618,16,0,4.14,10,12.27,0,12.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Maurício Ramos,42477,16,2.8,3.42,5,5.19,-0.3,5.49,NA,NA,5,NA,9,3,3,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,16,0,-1,1,4.63,0,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,3,zag,Ernando,49651,16,0,4.64,8,10.78,0,10.78,NA,NA,4,NA,3,4,4,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,2019
267,Vasco,2,Dúvida,3,zag,Werley,62974,16,0,-1.08,5,0.75,0,0.75,NA,NA,1,NA,5,NA,NA,NA,NA,4,3,NA,NA,NA,2,NA,NA,1,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,16,0,5.75,9,15.34,0,15.34,NA,NA,10,NA,22,22,3,1,1,16,NA,3,NA,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,16,0,2.28,10,8.2,0,8.2,NA,NA,14,NA,33,10,NA,NA,4,9,6,10,NA,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Willian Farias,63058,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,16,0,-0.67,6,2.22,0,2.22,7,NA,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Douglas,63128,16,0,0.3,10,3.12,0,3.12,NA,NA,2,NA,9,6,2,NA,5,15,NA,4,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,16,0,1.38,12,4.9,0,4.9,NA,NA,14,NA,21,16,NA,NA,3,14,2,3,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,16,6.9,3.43,11,8.38,1.02,7.360000000000001,NA,NA,25,NA,36,25,NA,1,2,17,3,8,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,3,Suspenso,2,lat,Carlinhos,63194,16,2.1,3.42,13,6.38,0.8,5.58,NA,NA,9,NA,28,27,1,2,3,24,3,6,NA,1,1,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,16,0,0.8,6,4.44,0,4.44,NA,NA,14,NA,8,4,1,NA,3,16,2,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,16,0,1.4,8,4.48,0,4.48,NA,NA,9,NA,9,4,NA,NA,1,10,5,8,NA,NA,4,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Edenílson,63289,16,0,3.22,10,9.01,0,9.01,NA,NA,10,NA,24,8,NA,1,3,10,3,1,NA,3,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Rodrigo Moledo,63354,16,0,4.85,6,7.15,0,7.15,NA,NA,1,NA,3,7,2,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,16,0,2.27,10,8.69,0,8.69,NA,NA,11,NA,11,6,NA,1,1,10,4,4,1,1,3,NA,1,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,16,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Bruno Silva,68698,16,3.5,3.62,6,8.09,0.1,7.99,NA,NA,11,NA,16,18,NA,NA,2,12,2,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,16,0,1.2,1,4.3,0,4.3,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,16,12.1,5.55,11,13.79,2.01,11.78,NA,NA,15,NA,26,18,5,3,3,13,3,4,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Paulo Miranda,68817,16,0.9,0.86,5,3.91,0.1,3.81,NA,NA,2,NA,4,7,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,1,2019
283,Cruzeiro,7,Provável,2,lat,Dodô,68727,16,3.7,3.33,10,6.48,-0.55,7.03,NA,NA,5,NA,27,14,4,NA,1,13,2,2,1,NA,1,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,16,-1,4.57,14,10.43,-1.23,11.66,21,NA,4,13,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Henrique Almeida,68773,16,0,2.4,2,3.98,0,3.98,NA,NA,3,NA,1,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Rafael Galhardo,68821,16,7.7,4.83,4,4.32,0.37,3.95,NA,NA,2,NA,9,3,1,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Paulo Victor,68873,16,0,3.37,10,4.63,0,4.63,12,NA,1,10,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rithely,68834,16,-0.3,3.53,7,5.3,-0.49,5.79,NA,NA,6,NA,12,15,NA,1,NA,10,1,2,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Gum,68887,16,8.1,2.62,16,8.17,0.88,7.29,NA,NA,12,NA,35,9,4,NA,NA,7,4,6,NA,1,2,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,16,0,0.88,4,5.45,0,5.45,NA,NA,3,NA,6,9,NA,NA,1,6,NA,1,NA,NA,1,1,NA,NA,2019
285,Internacional,7,Provável,5,ata,Wellington Silva,68895,16,6.8,3.73,8,6.58,-0.58,7.16,NA,NA,18,NA,15,4,NA,1,NA,1,3,4,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,16,0,-0.65,2,1.19,0,1.19,1,NA,1,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,16,0,7.75,10,20.95,0,20.95,NA,NA,41,NA,23,7,NA,NA,1,7,7,15,NA,5,3,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,16,0.6,0.46,5,4.02,-0.3,4.319999999999999,NA,NA,4,NA,4,5,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,16,3.3,2.71,15,6.14,0.2,5.9399999999999995,NA,NA,22,NA,29,4,NA,1,1,18,6,9,1,3,6,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,16,0,2.73,3,3.99,0,3.99,5,NA,1,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rodrigo Pimpão,68901,16,0,0.72,13,1.69,0,1.69,NA,NA,4,NA,32,11,NA,2,5,18,4,7,NA,NA,2,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,16,0,0.97,10,3.56,0,3.56,NA,NA,13,NA,2,NA,NA,NA,NA,9,4,5,NA,NA,1,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,16,0.7,2.35,7,9.13,-0.46,9.590000000000002,NA,NA,1,NA,5,5,3,NA,2,4,NA,3,NA,NA,3,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Giovanni Augusto,68938,16,0,1.76,12,4.32,0,4.32,NA,NA,15,NA,37,14,NA,1,1,16,6,8,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,16,1.7,1.3,10,3.82,0.1,3.7199999999999998,NA,NA,9,NA,12,6,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,3,zag,Luciano Castán,68942,16,-0.3,2.37,14,5.41,-0.86,6.2700000000000005,NA,NA,3,NA,27,18,6,NA,6,12,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,5,ata,Marinho,68952,16,19.4,4.7,11,9.95,3.13,6.819999999999999,NA,NA,19,NA,17,12,NA,1,3,14,11,7,1,2,1,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Ronaldo Alves,68950,16,0,-0.5,1,4.49,0,4.49,NA,NA,1,NA,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,João Vitor,68987,16,-3.4,1.5,5,4.37,-1.51,5.88,NA,NA,2,NA,10,15,NA,NA,3,13,NA,NA,NA,NA,1,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,16,6.03,5.14,16,13.15,0.69,12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,16,9,4.21,12,8.24,-0.36,8.6,16,1,2,12,13,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,16,1.1,4.69,13,11.07,-0.73,11.8,NA,NA,4,NA,18,19,7,NA,1,9,1,4,NA,1,NA,NA,NA,1,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,16,7,4.45,13,8.68,0.04,8.64,NA,NA,11,NA,18,6,NA,2,NA,8,6,7,NA,4,4,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,16,0,1.38,4,2.92,0,2.92,6,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,16,0,0.68,4,3.66,0,3.66,NA,NA,7,NA,7,2,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,16,7,3.01,15,6.41,1.55,4.86,24,NA,1,19,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,16,1.6,2.72,6,4.97,0.87,4.1,NA,NA,13,NA,12,11,1,1,2,13,NA,3,NA,NA,NA,1,NA,NA,2019
341,CSA,6,Nulo,5,ata,Ricardo Bueno,69141,16,0,3.23,11,14.69,0,14.69,NA,NA,8,NA,14,8,NA,2,2,18,5,6,NA,3,8,NA,1,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,16,0,8.85,2,8.12,0,8.12,5,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Boselli,69161,16,0.5,3.25,8,3.99,-1.22,5.21,NA,NA,4,NA,10,1,NA,1,1,2,4,4,NA,2,1,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,16,0,3.38,10,15.48,0,15.48,NA,NA,9,NA,11,5,NA,1,2,7,9,11,NA,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Pablo,69138,16,0,10.2,1,15.1,0,15.1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,16,0,0.9,1,6.35,0,6.35,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,3,Suspenso,4,mei,Romulo,70009,16,0.7,1.64,8,4.74,0.23,4.51,NA,NA,9,NA,15,11,NA,NA,3,18,1,3,NA,1,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Alexandre Pato,49675,16,0,5.44,12,12.41,0,12.41,NA,NA,18,NA,21,9,NA,NA,NA,8,5,12,NA,5,5,NA,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Victor Ferraz,70046,16,2.4,4.53,14,10.22,-0.3,10.520000000000001,NA,NA,10,NA,39,21,7,1,2,6,3,3,NA,NA,1,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,16,0,1.03,6,3.74,0,3.74,8,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,16,0,1.2,1,3.28,0,3.28,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Marllon,70666,16,0,5.05,2,5.51,0,5.51,NA,NA,7,NA,4,3,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,16,5.5,3.22,6,4.94,0.82,4.12,NA,NA,2,NA,5,9,NA,NA,2,5,NA,6,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,16,15.3,7.25,15,19.76,2.39,17.37,NA,NA,12,NA,26,18,NA,1,1,10,7,10,2,8,2,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,16,1.15,4.32,15,11.15,-0.92,12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,16,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
