clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,FS,GS,PE,RB,SG,A,CA,FC,FD,FF,FT,G,I,CV,PP,GC,ano
284,Grêmio,6,Nulo,4,mei,Matheus Henrique,100742,16,0,1.09,7,3.81,0,3.81,NA,NA,10,NA,22,11,NA,NA,3,9,2,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Felipe,100843,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Felippe Cardoso,100963,16,1.5,2.68,7,3.24,0.39,2.85,NA,NA,10,NA,6,5,NA,1,1,30,3,5,NA,2,7,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Nonato,100987,16,1.4,4.01,15,8.52,-0.33,8.85,NA,NA,12,NA,18,34,NA,1,2,30,4,3,NA,2,1,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,16,0,0.03,9,2.57,0,2.57,NA,NA,2,NA,14,9,NA,NA,2,16,1,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Vini Locatelli,102998,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Sarrafiore,101315,16,1,1.72,12,3.83,-0.23,4.0600000000000005,NA,NA,6,NA,18,8,NA,NA,3,12,2,6,NA,2,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,16,-1.1,-0.3,2,0.77,-0.11,0.88,NA,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,16,0,1.7,2,2.84,0,2.84,NA,NA,1,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,16,0,0.95,6,3.35,0,3.35,NA,NA,2,NA,7,6,NA,NA,1,4,2,4,NA,NA,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Mateus Gonçalves,103076,16,-0.6,1.87,8,2.88,-0.06,2.94,NA,NA,4,NA,14,6,NA,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Guga,101319,16,0.9,4.22,9,7.81,0,7.81,NA,NA,6,NA,33,21,NA,3,NA,7,NA,3,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,16,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ramires,103295,16,0,2.12,14,10.45,0,10.45,NA,NA,9,NA,11,16,NA,1,2,8,3,6,NA,NA,2,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,16,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Thonny Anderson,101484,16,0,2.81,8,3.56,0,3.56,NA,NA,6,NA,13,4,NA,NA,NA,13,6,2,NA,2,2,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Éderson,103099,16,0,4.2,2,2.38,0,2.38,NA,NA,4,NA,7,3,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,16,3,2.63,7,4.4,-0.1,4.5,NA,NA,1,NA,17,8,3,NA,1,6,1,1,NA,NA,2,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,16,2.5,5.11,11,11.73,-0.38,12.110000000000001,NA,NA,35,NA,36,12,NA,2,1,6,7,5,2,1,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Robson Bambu,101579,16,0,2.33,3,4.75,0,4.75,NA,NA,1,NA,5,2,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,16,0,-0.6,1,1.25,0,1.25,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Marcos Paulo,103645,16,0,4.16,9,5.29,0,5.29,NA,NA,9,NA,15,12,NA,2,NA,4,3,6,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,16,0,0.3,1,2.97,0,2.97,NA,NA,NA,NA,3,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,16,0,-1.27,3,1.05,0,1.05,NA,NA,1,NA,1,NA,1,NA,1,4,NA,NA,NA,NA,NA,1,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,16,0,0,1,0.76,0,0.76,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,16,0,3.7,2,5.31,0,5.31,NA,NA,NA,NA,7,5,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,16,0,-0.5,1,1.45,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,16,8.2,6.38,8,7.78,1.46,6.32,NA,NA,9,NA,4,7,NA,1,NA,3,5,9,2,2,3,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Felipe Jonatan,101708,16,0,4.01,10,8.84,0,8.84,NA,NA,4,NA,20,6,3,NA,NA,7,3,5,NA,2,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,João Pedro,104026,16,0,4.37,10,5.02,0,5.02,NA,NA,9,NA,9,3,NA,1,1,10,10,6,NA,3,3,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,16,0,0.57,3,1.53,0,1.53,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Lucas Santos,101718,16,0,-1.6,1,3.56,0,3.56,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,16,-2.5,2.93,14,10.92,-0.49,11.41,NA,NA,23,NA,26,21,NA,1,2,25,6,12,NA,1,5,1,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,16,0,3.57,3,3.67,0,3.67,NA,NA,NA,NA,6,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,16,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,16,0.7,3.7,5,5.02,-0.72,5.739999999999999,NA,NA,2,NA,11,4,2,NA,1,4,NA,1,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Gabriel Calabres,101911,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,16,0,2.24,5,5.82,0,5.82,NA,NA,6,NA,16,6,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,16,0,0.7,1,2.57,0,2.57,NA,NA,1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,5,ata,Toró,101885,16,0,2.04,12,5.41,0,5.41,NA,NA,15,NA,22,8,NA,NA,1,17,3,10,NA,2,1,1,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Guilherme Nunes,101912,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,16,0.1,2.35,10,3.03,-0.57,3.5999999999999996,NA,NA,14,NA,18,12,NA,NA,NA,12,4,7,NA,NA,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,16,3.8,3.57,7,3.04,0.49,2.55,NA,NA,4,NA,5,3,NA,2,NA,12,4,4,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,16,1.5,4.05,7,4.75,-0.26,5.01,NA,NA,10,NA,11,10,NA,1,1,14,1,5,1,1,1,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,16,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Juan Boselli,102222,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Lucas Halter,102253,16,1.7,1.62,6,2.77,0.17,2.6,NA,NA,1,NA,7,5,1,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Figueira,102565,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Papagaio,102302,16,0,0.98,5,1.97,0,1.97,NA,NA,3,NA,3,2,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Victor Paraíba,102457,16,5,1.55,9,2.46,0.83,1.63,NA,NA,5,NA,7,4,NA,1,NA,1,1,3,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Cacá,102340,16,-1,3.1,4,2,-1.14,3.1399999999999997,NA,NA,2,NA,2,5,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,16,0,1.77,4,2.89,0,2.89,NA,NA,4,NA,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,16,0,0.55,4,3.47,0,3.47,NA,NA,5,NA,6,1,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,16,0,0.43,4,1.44,0,1.44,NA,NA,2,NA,5,5,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Bruno Fuchs,104085,16,0,3.13,3,2.72,0,2.72,NA,NA,1,NA,6,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,16,-0.5,-0.33,3,2.69,-0.18,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Roberto,104086,16,0,0.17,3,1.69,0,1.69,NA,NA,3,NA,5,3,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Gerson,104089,16,0,2.48,9,5.4,0,5.4,NA,NA,1,NA,10,9,3,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,16,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,16,9.7,7.2,2,3.93,1.32,2.6100000000000003,NA,NA,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,16,0.4,0.4,1,3.94,-1.06,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Arthur,104325,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Rick,104459,16,0,0.82,4,1.82,0,1.82,NA,NA,1,NA,5,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Vinícius,104513,16,0,1.4,3,4.25,-0.24,4.49,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Sandry,104580,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Caíque,104591,16,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Weverton,104625,16,0,4.43,3,3.08,0,3.08,NA,NA,3,NA,10,3,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hélio Júnior,104622,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Darlan,104593,16,0,0.7,6,1.17,-0.14,1.31,NA,NA,1,NA,7,5,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Heitor,104649,16,0,1.25,2,1.2,0,1.2,NA,NA,4,NA,9,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Lucas Barros,104650,16,0,0.5,2,0.76,0,0.76,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,16,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
