clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,PE,RB,CA,DD,GS,SG,DP,FT,I,G,A,CV,PP,GC,ano
266,Fluminense,2,Dúvida,2,lat,Gilberto ,80313,8,0,1.23,6,6.14,0,6.14,8,1,3,3,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Cássio,42234,8,0,5.35,6,8.71,0,8.71,NA,NA,NA,2,3,NA,2,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,8,0,7.97,6,22.89,0,22.89,NA,NA,NA,2,4,NA,NA,15,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,8,10.7,4.25,7,11.65,2.01,9.64,NA,NA,NA,NA,1,NA,NA,11,10,2,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,8,-2.1,2.55,7,14.13,-1.01,15.14,8,4,9,7,14,7,2,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,8,1.3,6.67,6,15.79,-2.54,18.33,4,6,6,8,15,2,1,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Kannemann,87342,8,0,3.7,3,14.7,0,14.7,9,NA,NA,4,3,5,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Fagner,42500,8,0,9.9,5,15.29,0,15.29,1,1,1,10,20,14,1,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Dedé,60819,8,10.1,6.27,8,16.85,1.11,15.740000000000002,7,3,3,10,18,16,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Rodrigo Moledo,63354,8,0,4.68,5,7.09,0,7.09,1,1,1,1,2,6,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Iago,97868,8,0,3.32,5,9.28,0,9.28,7,2,NA,2,16,6,1,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,2019
262,Flamengo,5,Contundido,1,gol,Diego Alves,38509,8,16.4,5.28,5,7.78,2.52,5.26,NA,NA,NA,NA,2,NA,NA,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Victor,52950,8,2.4,4.02,8,7.58,-0.31,7.89,NA,NA,NA,NA,6,NA,1,17,10,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,8,4.4,5.67,7,13.67,-0.94,14.61,7,NA,NA,5,11,22,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,8,4.1,6.07,4,10.49,-0.8,11.290000000000001,3,6,5,2,13,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Renê,78445,8,8.7,4.36,5,8.12,0.4,7.719999999999999,2,1,1,4,14,10,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,8,3.9,3.62,6,11.23,-0.52,11.75,1,2,1,1,10,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,8,0.1,5.84,7,18.09,-2.47,20.56,12,7,9,10,9,1,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,8,4.6,1.92,4,8.3,0.54,7.760000000000001,5,3,5,5,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Everton,86757,8,0,6.68,6,17.31,0,17.31,NA,3,4,4,9,8,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Gatito Fernández,74061,8,0,2.97,7,7.8,0,7.8,NA,NA,NA,2,4,NA,3,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,8,3.1,4.39,7,12.1,-1.01,13.11,9,3,2,8,20,12,3,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,8,13.1,6.57,7,14.75,2.68,12.07,3,1,3,4,12,23,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,8,10.7,3.6,5,4.69,2.19,2.5000000000000004,7,NA,NA,5,10,11,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Daniel Amorim,82880,8,1.2,2.23,6,6.08,0.1,5.98,3,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Getúlio,90573,8,7.5,2.85,7,7.51,1.41,6.1,5,3,3,9,5,8,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,8,0,1.7,1,4.35,0,4.35,2,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,8,0,0.5,2,2.69,0,2.69,2,NA,2,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rodriguinho,61033,8,0,2.48,5,5.52,0,5.52,3,1,3,7,9,4,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,8,2.7,1.6,8,4.75,0.1,4.65,17,3,3,16,24,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Kunde,95476,8,4.9,0.97,3,1.64,0.91,0.7299999999999999,5,NA,NA,NA,7,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Geninho,36886,8,4.77,2.99,8,6.41,0.48,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,Luan Pereira,99900,8,-1.3,1.23,6,2.6,-0.66,3.2600000000000002,5,1,2,6,8,5,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,8,6.2,4.82,5,4.94,0.87,4.07,6,3,2,12,17,12,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,8,0,2.93,3,6.76,0,6.76,4,NA,NA,2,14,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Nathan,87009,8,0,2.96,5,5.07,-0.4,5.470000000000001,1,2,2,1,4,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,8,2.1,2.32,5,4.15,0.16,3.99,6,1,1,1,13,6,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brizuela,104819,8,2,2.98,4,6.71,-0.62,7.33,2,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Paulo André,37604,8,1.7,0.72,4,3.91,0.11,3.8000000000000003,5,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Douglas Borel,104634,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,8,-4.9,2.41,7,4.16,-2.64,6.800000000000001,13,NA,NA,10,17,5,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Jonathan,37662,8,0,0.8,2,4.71,0,4.71,3,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,8,-2.9,-1.31,7,0.75,0,0.75,13,NA,NA,2,19,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Matheus Silva,101035,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Diego Cavalieri,38431,8,10,10,1,6.77,0.77,6,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,8,9.9,5.69,8,14.1,1.4,12.7,2,2,3,25,16,10,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Caíque,104591,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,8,0,1.2,1,3.28,0,3.28,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,8,2.4,2.55,7,8.03,0.06,7.97,4,3,3,10,29,9,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Kieza,68930,8,0,1.58,6,4.06,-0.21,4.27,3,3,4,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,5,ata,Rodrigo Pimpão,68901,8,-3,0.26,7,1.04,-1.49,2.5300000000000002,10,2,2,1,14,2,3,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Gilson,52674,8,0.5,2.02,5,4.79,-1.11,5.9,6,NA,1,6,9,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Erik,84848,8,2.5,3.25,7,10.21,0.63,9.58,9,3,4,19,15,5,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,8,21.8,3.46,8,11.55,4.83,6.720000000000001,12,3,3,15,16,6,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Hernanes,38648,8,0,3.76,7,13.91,0,13.91,3,6,5,8,3,2,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,8,0,0,0,17,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,8,3.9,4.19,8,8.85,-0.32,9.17,4,1,NA,6,14,15,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,8,-1.6,3.43,7,9.99,-2.62,12.61,7,NA,1,7,11,5,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,8,7.9,4.8,8,12.8,0.65,12.15,9,2,3,5,13,11,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,8,10.8,5,6,10.79,1.92,8.87,4,1,4,7,8,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,8,3.7,3.52,8,9.94,0.06,9.879999999999999,2,2,4,16,10,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,8,0,1.5,1,4.1,0,4.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,8,0.7,3.55,7,14.5,-1.03,15.53,5,4,4,5,7,2,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Leandro Castan,38505,8,0,0,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Ferrareis,89815,8,0,0.75,2,3.07,0,3.07,1,2,1,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Adilson,50307,8,0,4.65,4,8.62,0,8.62,1,NA,NA,3,3,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Elias,54395,8,2.9,2.62,7,10.04,0.49,9.549999999999999,8,2,2,6,19,10,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Carlos Cesar,61211,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,8,4.1,1.23,6,4.27,0.77,3.4999999999999996,3,1,1,9,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,8,0,-0.48,4,3.74,0,3.74,2,1,3,NA,5,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,8,4.9,2,4,4.61,-0.03,4.640000000000001,5,1,2,NA,11,2,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,8,0,3.75,2,7.01,0,7.01,1,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,8,-0.5,2.44,7,6.78,-1.02,7.800000000000001,7,NA,NA,7,23,10,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Marcelo Benevenuto,95638,8,0,-1,1,4.28,0,4.28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,8,0.6,3.28,7,12.08,-0.15,12.23,12,4,3,16,9,9,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,8,3.4,3.64,7,7.94,-0.75,8.690000000000001,14,2,5,13,28,18,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,3,zag,Leonardo Silva,68925,8,0,0.33,3,4.88,0,4.88,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,8,0,0.35,4,3.32,0,3.32,4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Marcinho,93797,8,0,2.2,3,6.08,0,6.08,2,NA,1,NA,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Mancini,80124,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Jair,81091,8,0,2.93,4,6.73,0,6.73,3,NA,NA,3,6,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,8,0,0.32,6,5.6,0,5.6,4,NA,2,8,22,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Lucas Cândido,84851,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,8,0,2.9,1,3.4,0,3.4,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Fernando,99550,8,4.7,3.38,6,4.23,0.52,3.7100000000000004,14,2,NA,6,12,5,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Rickson,100002,8,1.7,1.45,2,1.9,0.08,1.8199999999999998,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,8,0,-1.4,1,3.19,0,3.19,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Igor Cássio,99661,8,0,-0.5,2,1.29,0,1.29,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,José Welison,86859,8,0.5,2.25,6,4.6,-0.47,5.069999999999999,6,NA,4,4,9,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,8,-1,2.19,7,8.6,-1.15,9.75,6,NA,2,4,11,9,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Leandrinho,91702,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Helerson,101073,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,8,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Glauber,104610,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,2,lat,Jonathan,102597,8,0,2,3,1.87,0,1.87,2,1,NA,2,4,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,8,1.1,2.94,7,10.12,-0.55,10.67,6,1,9,11,11,5,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Lucas Barros,104650,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Edinho,37792,8,0,-3.4,1,1.89,0,1.89,NA,NA,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Ricardo Bueno,69141,8,0,6.25,6,17.39,0,17.39,8,2,5,2,3,5,NA,NA,NA,NA,NA,NA,5,3,2,NA,1,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,8,5,3.74,8,9.5,0.29,9.21,NA,NA,NA,1,2,NA,1,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,8,0,0.3,1,4.56,0,4.56,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Thiago Carleto,51700,8,4.1,2.6,4,7.44,-0.29,7.73,4,2,1,2,16,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,8,-0.3,1.64,5,3.17,-1.09,4.26,5,NA,NA,8,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Fernando Henrique,37717,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Tiago Alves,51495,8,0,2.05,4,6,0,6,3,NA,1,1,7,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,8,0,1.8,3,4.23,0,4.23,6,NA,NA,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,8,3.8,2.33,6,5.54,0.23,5.31,9,2,3,4,16,9,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,8,6.2,2.88,8,10.94,1.09,9.85,12,1,1,5,10,11,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2019
