clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,PE,RB,CA,DD,GS,SG,DP,FT,I,G,A,CV,PP,GC,ano
315,Chapecoense,7,Provável,2,lat,Ernandes,68956,8,1.2,1.2,1,1.86,-0.14,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Arthur Cabral,92171,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,8,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,8,1,1.7,3,11.05,-0.35,11.4,8,NA,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,8,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Felipe Pires,100289,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Edu Dracena,37657,8,7.3,7.3,1,6.71,0.71,6,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Antônio Carlos ,79702,8,5.4,3.7,3,7.4,1.34,6.0600000000000005,2,NA,NA,1,3,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Juninho,92182,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Luiz Felipe Scolari,43618,8,6.94,5.07,3,12.07,1.17,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,8,10.5,7.8,3,12.88,2.26,10.620000000000001,3,NA,NA,4,2,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,8,0,5,1,10.57,0,10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Guerra,74213,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,8,7.7,10.27,3,16.51,0.32,16.19,6,NA,2,5,6,9,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,8,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,8,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,8,2.5,1.27,3,5.29,0.24,5.05,5,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,8,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,8,0,-0.5,1,4.32,0,4.32,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Moisés,63158,8,4.1,1.2,3,6.5,0.77,5.73,2,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,8,0,0.85,2,5.04,-1.01,6.05,5,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,8,2.7,2.53,3,9.49,-0.15,9.64,9,1,2,10,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,8,14.5,6.63,3,15.66,3.76,11.9,NA,NA,NA,1,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Gustavo Gómez,71684,8,0,6.5,2,15.32,0,15.32,NA,1,NA,1,4,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,8,9.5,9.5,1,8.87,0.87,7.999999999999999,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,8,-1.3,-0.65,2,1.52,-0.73,2.25,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Gustavo Scarpa,87999,8,0,-0.45,2,2.95,0,2.95,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,8,-0.5,-0.15,2,6.79,-0.77,7.5600000000000005,2,NA,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,8,2.4,1.2,2,1.5,0.75,0.75,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Marcelo Salles,84071,8,4.44,5.94,2,11.45,-0.03,11.479999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Weverton,104625,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Talles,105786,8,0,-1.6,1,0.78,0,0.78,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Sornoza,87877,8,-0.5,1.2,5,3.89,-0.46,4.3500000000000005,9,NA,3,7,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Victor Lindenberg,96524,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,8,0,0,1,0.75,-0.25,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,1,gol,Marcelo Rangel,82730,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,8,0,0.2,1,3.07,0,3.07,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,8,1.9,5.57,7,8.21,-0.75,8.96,4,4,10,5,11,1,2,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Léo Sena,90572,8,3.5,4.03,6,6.58,0.33,6.25,6,NA,NA,17,16,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,8,0,-0.25,2,3.03,0,3.03,4,NA,NA,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,8,-1.6,0.93,7,3.89,0.14,3.75,12,1,1,6,20,5,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Daniel Guedes ,88225,8,-0.4,1.12,6,3.77,-0.22,3.99,11,1,1,5,16,7,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,8,4.7,8.85,2,11.95,-1.23,13.18,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Cuéllar,71709,8,0,7.47,4,13.77,0,13.77,6,1,1,3,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,8,0,2.25,2,5.59,0,5.59,1,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,8,-3.3,4.47,7,7.68,-2.43,10.11,14,5,7,15,11,5,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,8,0.72,2.71,8,6.68,-0.29,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,8,0.5,2.92,7,8.03,-0.6,8.629999999999999,2,NA,3,3,10,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,8,0.8,2.13,6,4.5,-0.41,4.91,4,3,2,9,18,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Júnior Brandão,93909,8,0,-0.48,4,1.81,0,1.81,5,1,3,4,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,4,mei,Patrick,83433,8,-0.2,4.03,3,8.06,-1.79,9.850000000000001,4,NA,1,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pedro,94583,8,0,5.9,5,12.31,0,12.31,3,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,8,0,4.6,2,7.49,0,7.49,NA,NA,1,2,7,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Loyola,94680,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Léo Santos,95820,8,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,8,8.8,5.61,7,11.51,1.2,10.31,4,1,2,11,15,13,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marcinho,95332,8,0,-0.7,2,2.04,0,2.04,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,8,-0.1,-0.7,2,2.02,0.08,1.94,4,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,5,ata,Yony González,97080,8,0,4.9,7,11.25,0,11.25,6,NA,13,12,7,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,8,5.5,3.66,7,6.33,0.82,5.51,7,8,6,6,16,6,NA,NA,NA,NA,NA,1,7,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Figueira,102565,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Ratinho,101841,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,8,-2.5,0.22,7,1.74,-0.59,2.33,17,3,4,8,26,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Uendel,60852,8,6.1,5.17,3,3.65,-0.12,3.77,5,1,3,2,7,8,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Alexandre Pato,49675,8,3.8,3.78,7,7.83,-0.88,8.71,6,2,8,9,11,4,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,8,0,4.45,2,5.45,0,5.45,6,NA,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Cuca,42411,8,2.78,3.2,8,9.32,-0.01,9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,8,4.57,4.7,8,10.88,0.05,10.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,4,mei,Tchê Tchê,86686,8,-2.9,1.27,8,3.74,-0.25,3.99,10,4,3,9,20,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Pedro Rocha,90302,8,2,3.45,6,10.84,-0.32,11.16,5,3,1,9,19,6,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Montoya,94840,8,0,2.7,3,6.11,0,6.11,3,1,1,5,8,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,8,1.2,5.53,7,12.69,-1.73,14.42,NA,NA,NA,3,6,NA,NA,12,7,2,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,8,3.8,2.08,5,5.39,0.56,4.83,3,1,2,5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Léo Artur,82644,8,0,0.67,6,1.99,0,1.99,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Léo Moura,37701,8,6.8,4.1,2,6.12,0.57,5.55,1,NA,NA,2,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Abner,84860,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,8,6.15,4.1,8,11.68,0.99,10.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Maicon,38196,8,1.3,2.15,4,8.35,-0.41,8.76,5,1,2,2,14,7,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,Diego Tardelli,38231,8,-1.2,1.78,5,8.11,-0.42,8.53,2,4,1,6,14,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,8,2.83,4.3,8,10.42,-0.82,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,8,5.18,3.13,8,8.17,0.34,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Kayke,50402,8,16.3,4.96,7,8.52,3.18,5.34,8,4,7,5,9,1,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,8,4.6,2.93,3,3.58,0.75,2.83,4,NA,2,7,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,8,0,5,1,6.05,0,6.05,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,8,0,2.72,8,9.12,-0.13,9.25,8,3,4,10,10,4,NA,NA,NA,NA,NA,1,2,1,1,NA,1,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,8,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,8,5,4.07,7,5.97,0.51,5.46,NA,NA,NA,NA,5,NA,NA,9,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Paulo Miranda,68817,8,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,8,5.3,2.28,8,5.85,0.76,5.09,12,2,2,8,14,14,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,8,6.6,3.32,4,6.69,1.13,5.5600000000000005,5,3,3,5,4,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Frazan,97528,8,2.2,2.2,1,2.75,-0.25,3,2,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,6,tec,Claudinei Oliveira,84761,8,3.99,3.79,7,8.51,0.05,8.459999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,8,2.3,4.14,5,6.82,-0.53,7.3500000000000005,6,3,1,8,9,8,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Luan,86759,8,0,3,4,10.15,0,10.15,2,4,NA,5,11,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Leonardo,86973,8,5,2.77,7,6.06,1.04,5.02,6,4,2,1,15,6,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Michel,71920,8,0,1.47,6,4.84,0,4.84,11,2,1,NA,8,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,8,0,-0.1,3,2.4,0,2.4,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Mascarenhas,99721,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Thaciano,87470,8,2,1.03,6,3.66,0.3,3.3600000000000003,2,1,2,4,7,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Mateus Gonçalves,103076,8,0,-0.45,2,2.22,0,2.22,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,Pepê,91201,8,7.5,1.12,4,4.28,1.48,2.8000000000000003,2,1,2,NA,6,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Marcos Paulo,103645,8,2.2,4.4,3,3.29,0.2,3.09,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Matheus Henrique,100742,8,0,0.76,5,3.9,0,3.9,6,1,1,9,14,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Rodriguez,91251,8,10.2,8,3,5.22,1.72,3.5,1,NA,NA,1,5,7,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,8,2.9,6.28,5,5.09,0.07,5.02,3,4,2,6,5,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Vico,95622,8,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Felipe Vizeu,94138,8,1.1,0.78,8,2.68,0.29,2.39,6,NA,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Guilherme Guedes,100741,8,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,8,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
