clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FF,FS,FT,I,PE,RB,SG,CV,FD,A,G,DD,GS,PP,DP,GC,ano
290,Goiás,6,Nulo,4,mei,Rafinha,84381,38,0,1.98,10,3.04,0,3.04,2,10,6,10,2,1,8,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,38,0,3.13,20,5.35,0,5.35,3,33,7,9,1,1,47,23,5,1,5,2,2,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,38,0,2.68,8,5.25,0,5.25,1,7,7,8,NA,2,8,2,NA,NA,4,1,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Rafinha,83681,38,6.4,4.43,10,4.66,0.05,4.61,NA,4,5,6,1,NA,9,10,1,NA,5,1,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bruno Alves,84462,38,0,-0.19,12,0.78,0,0.78,3,13,3,6,NA,NA,12,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,38,0,2.14,13,5.34,0,5.34,1,17,6,11,NA,1,23,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,38,0,0.63,19,2.85,0,2.85,4,15,1,12,NA,1,9,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,38,1.7,3.31,32,5.96,0.11,5.85,1,18,9,74,NA,3,52,20,NA,NA,13,4,3,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,38,0,2.12,25,12.06,0,12.06,6,27,21,16,2,15,50,22,NA,NA,16,3,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,38,2,6.03,29,10.81,0.32,10.49,5,3,NA,4,NA,NA,18,NA,9,NA,NA,NA,NA,71,41,NA,2,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,38,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,38,0.8,2.5,30,4.67,-0.97,5.64,6,28,7,17,NA,NA,25,34,6,NA,3,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,38,0.5,0.22,7,2.44,-0.05,2.4899999999999998,2,11,NA,4,NA,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Lucas Frigeri,84854,38,16.4,4.95,4,6.54,3.13,3.41,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,10,7,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,38,6,6.32,4,5.09,0.28,4.81,NA,8,NA,6,NA,NA,9,6,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,38,0.3,2.86,28,5.67,-1.07,6.74,6,44,12,45,NA,1,73,40,NA,1,8,NA,5,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,38,2.29,2.92,28,6.95,0.12,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,38,0,1.23,15,5.21,0,5.21,2,21,8,18,2,6,15,5,NA,1,7,1,1,NA,NA,NA,NA,1,2019
277,Santos,3,Suspenso,3,zag,Luan Peres ,84847,38,0,0.69,9,1.62,0,1.62,3,12,2,3,NA,NA,17,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,38,0,1.7,1,4.35,0,4.35,1,2,1,3,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,38,0,-1.25,2,2.26,0,2.26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Henrique,84893,38,-1.5,2.65,20,3.86,-0.39,4.25,6,24,2,35,NA,NA,23,19,7,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,38,2.4,1.57,16,3.67,0.47,3.2,3,17,9,11,1,2,21,12,1,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,38,-1.4,1.24,18,3.53,-0.1,3.63,3,22,6,12,NA,NA,33,24,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,38,7.2,2.87,24,5.43,-0.01,5.4399999999999995,2,31,18,19,NA,8,9,6,NA,NA,10,2,5,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,38,0,-1.8,1,1.81,0,1.81,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,38,0,2.88,11,4.12,0,4.12,3,13,NA,3,NA,1,22,13,4,NA,2,NA,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,38,0,1.17,16,5.06,0,5.06,1,15,6,4,NA,NA,16,8,NA,1,1,2,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,38,0,2.98,19,5.95,0,5.95,2,24,6,8,1,NA,24,20,NA,NA,5,NA,4,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,38,0.6,4.53,6,2.16,-0.62,2.7800000000000002,2,NA,NA,3,NA,NA,6,1,3,NA,NA,NA,NA,7,3,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,38,0,1.33,12,3.39,0,3.39,NA,11,5,11,NA,NA,14,5,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,38,0,2.7,9,5.41,0,5.41,2,9,3,1,NA,NA,18,7,4,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Pedro Henrique,87225,38,4.1,4.44,15,8.55,-0.14,8.690000000000001,NA,2,3,13,NA,NA,21,15,8,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Zeca,87192,38,0,3.67,20,7.31,0,7.31,4,13,3,6,NA,NA,40,39,7,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alex Santana,85465,38,0,3.93,24,9.15,0,9.15,3,18,19,37,1,1,30,17,NA,NA,10,1,5,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,38,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,38,16.9,4.37,32,10.49,2.7,7.79,10,24,24,48,4,21,67,21,NA,1,20,5,9,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Léo,85626,38,-2.6,0.62,4,3.01,-0.62,3.63,2,3,1,2,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,38,0,3.11,34,8.48,-0.79,9.27,6,22,7,27,NA,1,55,40,10,NA,3,1,1,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,38,0,2.73,22,4.83,0,4.83,4,21,7,15,NA,3,18,27,NA,NA,9,1,2,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,38,1.5,4.81,31,12.19,-1.22,13.41,2,13,29,20,NA,1,123,39,9,NA,17,1,5,NA,NA,NA,NA,1,2019
284,Grêmio,6,Nulo,3,zag,Kannemann,87342,38,0,5.16,17,13.53,0,13.53,8,29,2,19,NA,NA,28,45,8,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Hyoran,85931,38,0,2.67,7,4.31,0,4.31,1,9,5,6,1,NA,7,5,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,38,1.4,1.89,4,2.77,-1.27,4.04,3,6,4,4,NA,NA,9,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,3,zag,Wanderson,86143,38,0.7,0.23,7,1.61,0.11,1.5,1,5,1,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,38,0,3.51,27,7.5,0,7.5,2,19,16,31,2,NA,46,23,NA,NA,7,1,5,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,38,0,3.18,22,13.32,0,13.32,3,44,14,12,3,11,18,15,NA,NA,11,3,4,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,38,0,0.89,11,2.43,0,2.43,2,8,3,14,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,38,-0.5,0.73,6,3.17,-0.66,3.83,1,9,NA,3,NA,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Thiago Couto,97645,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Natanael,86264,38,1,1.4,7,3.92,-0.54,4.46,3,10,2,5,NA,NA,16,11,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,38,0,2.65,12,3.1,0,3.1,2,16,1,23,NA,NA,19,24,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,38,0,1.58,4,4.35,0,4.35,NA,5,6,4,NA,5,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,38,2.7,2.83,20,3.69,-0.21,3.9,4,31,4,16,NA,NA,27,43,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,38,11.2,3.48,29,7.01,1.48,5.529999999999999,5,35,7,49,2,2,42,49,NA,NA,4,2,2,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Arrascaeta,87863,38,1.8,10.43,22,17,-3.21,20.21,1,24,19,44,1,NA,80,33,NA,NA,7,13,13,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,38,2.7,3.82,28,9.01,0.18,8.83,4,30,16,12,NA,1,28,26,12,NA,4,NA,2,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,38,0,2.35,8,4.24,0,4.24,1,7,1,5,NA,NA,15,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,38,0,-1.5,4,3.86,0,3.86,2,9,3,3,NA,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,38,2,1.52,9,2.1,-0.24,2.34,NA,2,2,6,1,2,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,38,0,1.6,2,2.2,0,2.2,NA,3,NA,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,38,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Gustavo Scarpa,87999,38,0,3.93,24,6.89,0,6.89,1,16,20,19,NA,2,54,16,NA,NA,20,4,4,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,38,0,0.75,8,2.17,0,2.17,1,3,3,10,NA,NA,12,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,38,0,1.76,19,4.81,0,4.81,4,21,13,18,1,1,23,14,NA,NA,9,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Tchê Tchê,86686,38,0,2.06,34,4.82,0,4.82,7,45,15,42,NA,1,66,47,NA,NA,13,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,38,0,1.29,24,9.2,0,9.2,4,27,12,26,1,1,35,17,NA,1,10,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Luccas Claro,73465,38,0.4,-0.4,2,2.29,0.15,2.14,1,2,NA,2,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Richard,86711,38,0,1.59,26,3.95,0,3.95,8,36,5,30,NA,NA,39,39,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,38,-0.5,1.08,17,1.99,0.09,1.9,3,28,3,16,NA,NA,10,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,38,6,3.07,23,5.95,0.74,5.21,8,42,8,24,NA,NA,29,62,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,38,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,38,3.84,3.79,17,7.81,0.17,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,38,10.2,6.79,29,16.37,0.81,15.56,4,31,14,46,1,2,61,56,15,NA,13,4,1,NA,NA,NA,NA,NA,2019
354,Ceará,3,Suspenso,2,lat,João Lucas,86740,38,0,2.37,32,9.16,0,9.16,3,17,9,10,NA,4,63,36,6,NA,10,NA,1,NA,NA,NA,NA,1,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,38,0,0.89,9,2.49,0,2.49,NA,1,3,5,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,38,0,1.76,9,1.89,0,1.89,3,7,6,4,NA,NA,22,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rodinei,73992,38,-2.3,2.02,17,2.74,-0.34,3.08,5,20,1,10,NA,2,12,18,4,NA,1,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,38,0,2.31,14,5.6,0,5.6,2,23,2,7,NA,2,35,22,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Everton,86757,38,0,6.99,30,17.49,0,17.49,3,19,32,34,2,2,52,36,NA,NA,22,5,11,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,38,0,3.13,26,6.02,0,6.02,7,38,5,24,NA,3,58,22,12,NA,1,3,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,38,9,2.16,28,5.57,1.34,4.23,9,34,5,38,NA,3,23,37,NA,1,4,2,2,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,38,0,4.83,30,10.22,0,10.22,4,NA,NA,5,NA,NA,18,NA,10,NA,NA,NA,NA,58,34,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,38,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,38,0,1.58,11,3.04,0,3.04,NA,12,3,18,NA,4,14,6,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,38,2.5,5.01,28,12.68,-0.69,13.37,6,30,5,44,NA,NA,91,52,12,NA,6,3,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,38,0,1.44,18,2.65,0,2.65,1,18,8,13,NA,1,39,21,NA,1,4,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,4,mei,Felipe Melo,38545,38,0,2.66,19,6.61,0,6.61,7,34,15,26,NA,1,41,27,NA,1,4,1,3,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,38,0,1.75,9,3.65,0,3.65,NA,13,2,1,NA,NA,7,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,38,0,4.64,8,10.78,0,10.78,NA,2,NA,4,1,NA,3,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Matheus Ferraz,38632,38,0,3.56,7,6.23,0,6.23,1,7,3,2,NA,1,6,11,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,38,1.2,1.68,13,2.97,-0.3,3.27,3,15,4,10,NA,NA,15,15,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,38,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,17,13,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,38,0,3.34,25,12.79,0,12.79,4,23,15,24,NA,1,26,24,NA,NA,13,4,2,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,38,0,3.81,20,8.27,0,8.27,2,19,20,29,NA,13,37,14,NA,NA,13,NA,5,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,38,0,1.97,3,4.21,0,4.21,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,38,0,1.38,6,5.74,0,5.74,NA,4,3,5,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Douglas,38738,38,0,0.27,12,5.08,0,5.08,1,3,6,8,NA,2,34,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,38,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Filipe Luís,38750,38,-2.7,4.88,15,11.45,-0.83,12.28,1,27,NA,10,NA,NA,40,43,6,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,38,0,0.68,5,1.34,0,1.34,1,3,2,1,NA,NA,8,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,38,4.3,3.12,6,4.16,0.5,3.66,2,5,3,5,1,NA,9,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,38,0,2.83,26,9.49,0,9.49,5,17,17,34,NA,4,48,18,NA,NA,14,2,3,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Diego,38909,38,-0.1,2.15,16,4.8,-2.42,7.22,5,16,10,30,2,NA,37,9,NA,NA,10,1,1,NA,NA,1,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,João Pedro ,89273,38,0.7,2.93,12,4.76,-0.64,5.3999999999999995,3,22,6,13,NA,NA,11,15,2,NA,3,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,38,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,38,0,1.25,2,2.3,-0.45,2.75,NA,1,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,38,3.9,3.81,26,9.54,0.23,9.309999999999999,2,52,9,77,2,NA,50,36,NA,NA,6,3,2,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Jean,89150,38,2.5,0.72,8,3.44,0.1,3.34,1,5,3,2,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,38,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,38,0,2.2,32,9.67,0,9.67,3,36,7,20,NA,1,32,37,7,1,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,38,0,0.74,10,2.67,0,2.67,2,9,11,13,NA,1,21,5,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Jean Cléber,73858,38,0,1.34,24,2.73,0,2.73,6,30,9,18,NA,NA,32,26,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Lucas Perri,91260,38,0.7,0.7,1,1.67,-0.33,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,38,1.7,1.8,21,2.3,0.12,2.1799999999999997,1,21,3,21,NA,1,34,18,5,1,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Rodriguez,91251,38,5.7,5.53,8,4.98,0.53,4.45,NA,2,1,1,NA,2,12,19,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Dodi,89883,38,0,1.06,8,1.67,0,1.67,1,5,NA,7,NA,NA,2,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,2,lat,Bruno Pacheco,90061,38,0,4.11,32,12.76,0,12.76,5,48,5,70,NA,NA,76,61,7,1,2,5,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Pedro Rocha,90302,38,0.8,2.45,23,9.19,-0.12,9.309999999999999,3,20,14,32,NA,3,59,16,NA,NA,12,2,2,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,38,-0.3,7.64,32,19.74,-0.78,20.52,8,54,36,70,3,9,53,25,NA,NA,25,4,19,NA,NA,1,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,38,0,1.35,21,3.64,0,3.64,2,8,12,12,NA,1,43,10,NA,NA,5,1,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,38,0,5.37,29,13.94,0,13.94,5,59,38,63,1,13,55,24,NA,NA,24,8,6,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Arboleda,91573,38,0,3,28,7.42,0,7.42,5,35,7,23,NA,2,46,30,9,NA,5,1,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Ronaldo,92981,38,3.9,2.49,17,4.73,0.81,3.9200000000000004,4,27,3,12,NA,1,28,42,NA,1,1,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,38,0,1.25,33,4.62,0,4.62,3,50,22,28,1,13,45,19,NA,NA,16,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,38,4.4,4.71,30,13.32,-0.05,13.370000000000001,4,55,12,17,NA,2,52,76,10,1,5,2,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,38,0,2.63,20,12.31,0,12.31,NA,15,14,17,1,2,11,6,NA,NA,9,2,2,NA,NA,1,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,38,4.2,3.55,35,5.56,-1.21,6.77,8,28,9,27,NA,NA,32,51,10,NA,3,1,1,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,38,5.3,2.29,26,6.74,0.49,6.25,3,24,23,40,NA,2,79,16,NA,1,5,3,3,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
