clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,A,CA,FD,FF,FS,FT,G,I,PE,RB,CV,PP,DD,DP,GS,SG,GC,ano
266,Fluminense,6,Nulo,3,zag,Luan,105807,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,28,2.2,2.93,24,6.94,-0.07,7.010000000000001,41,3,4,10,18,18,NA,2,NA,55,36,NA,NA,NA,NA,NA,NA,1,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,28,0,0.17,3,0.78,0,0.78,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,28,8,5.1,27,12.18,0.42,11.76,NA,NA,NA,NA,NA,8,NA,NA,NA,21,NA,NA,NA,38,NA,17,12,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,28,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,4,1,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,28,0,-0.5,1,0.78,0,0.78,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,28,0,2.55,2,2.05,0,2.05,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,28,2,2.37,12,6.6,0.07,6.529999999999999,9,NA,NA,4,4,7,NA,NA,4,7,7,NA,NA,NA,NA,NA,3,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,28,0,0.75,4,2.1,0,2.1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,28,0,2.77,8,5.92,0,5.92,12,1,NA,1,3,11,NA,2,2,8,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,28,0,3.3,9,10.28,0,10.28,13,NA,NA,NA,NA,3,NA,NA,NA,16,13,NA,NA,NA,NA,NA,4,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,28,6.2,4.06,13,6.4,0.24,6.16,13,2,NA,NA,NA,13,NA,1,4,24,16,NA,NA,NA,NA,NA,4,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,28,0,2.2,1,5.84,0,5.84,1,NA,NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,28,2.7,4.59,18,8.43,0.4,8.03,26,NA,5,6,3,26,NA,1,1,36,24,NA,NA,NA,NA,NA,10,NA,2019
265,Bahia,7,Provável,2,lat,Giovanni,72097,28,3.2,3.59,10,6.01,0.15,5.859999999999999,7,NA,1,NA,1,3,NA,NA,NA,18,13,NA,NA,NA,NA,NA,5,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,28,0,1.88,11,1.78,0,1.78,11,NA,2,1,NA,2,NA,1,NA,8,5,2,NA,NA,NA,NA,5,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,28,2.69,2.97,19,6.69,0.24,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,28,3,1.25,2,1.85,0.4,1.4500000000000002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,28,0.6,3.03,26,8.31,-0.75,9.06,22,1,4,7,8,39,NA,3,NA,79,39,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,28,5,3.31,24,12.32,0.62,11.700000000000001,30,2,9,4,14,47,1,NA,3,60,33,NA,NA,NA,NA,NA,6,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,28,1,2.94,18,8.95,-2.75,11.7,24,1,5,1,3,9,NA,2,NA,19,21,NA,NA,NA,NA,NA,4,NA,2019
262,Flamengo,7,Provável,3,zag,Pablo Marí,105897,28,0,4.9,16,8.04,0,8.04,21,1,3,NA,4,4,1,2,1,23,22,NA,NA,NA,NA,NA,8,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,28,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,28,3.4,3.28,22,8.67,-0.18,8.85,1,NA,3,NA,NA,1,NA,NA,NA,26,NA,NA,NA,40,1,28,3,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,28,10,4.08,22,9.85,1.22,8.629999999999999,1,NA,1,NA,NA,9,NA,NA,NA,34,NA,NA,NA,27,1,20,10,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,28,0.5,5.45,21,12.04,-2.09,14.129999999999999,8,NA,NA,10,14,16,NA,5,NA,79,24,NA,NA,NA,NA,NA,8,1,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,28,-0.5,5.7,18,9.65,-0.54,10.190000000000001,21,2,2,6,8,16,2,3,1,29,43,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,28,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Bryan,97536,28,0,1.22,9,2.6,0,2.6,10,NA,2,2,1,8,NA,NA,NA,19,9,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,28,7.43,3.41,22,7.84,0.5,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,28,2.56,3.26,26,8.16,-0.31,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,28,0,0.69,10,3.82,0,3.82,10,1,NA,3,5,4,NA,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,28,4.7,1.46,23,6.51,0.45,6.06,24,NA,4,2,7,10,NA,NA,NA,25,32,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,28,4.2,1.27,7,2.35,0.4,1.9500000000000002,4,NA,2,5,3,3,NA,NA,NA,13,8,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,28,4.54,4.23,7,7.34,0.48,6.859999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,28,0,0.13,4,1.94,-0.44,2.38,7,NA,1,1,NA,3,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,28,0,-1.2,1,0.73,0,0.73,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,28,7.5,1.67,8,4.05,1.01,3.04,5,NA,1,NA,NA,3,NA,NA,NA,17,11,NA,NA,NA,NA,NA,1,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,28,8,3.91,15,14.19,0.94,13.25,26,3,1,8,8,9,3,3,6,13,8,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,28,0,1.65,2,0.9,0,0.9,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,28,0,1.58,11,3.04,0,3.04,12,NA,NA,1,3,18,NA,1,4,14,6,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,28,0,4.14,19,6.02,0,6.02,26,1,NA,4,10,31,NA,1,NA,33,40,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,28,0,0.32,6,2.99,0,2.99,4,NA,NA,1,1,2,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Varela,97993,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,28,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,28,1.7,2.4,10,8,0.24,7.76,7,NA,NA,7,4,15,NA,1,3,9,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,28,0,-0.87,3,1.75,0,1.75,4,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Wellington Nem,73619,28,4.1,2.04,12,5.38,-0.01,5.39,13,NA,2,4,12,31,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Dalberto,97995,28,3.6,1.8,2,2.72,0.38,2.3400000000000003,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,28,5.1,3.51,24,8.22,0.14,8.08,36,1,4,2,6,15,NA,NA,NA,26,29,NA,NA,NA,NA,NA,11,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,28,5.25,3.67,27,10.59,0.28,10.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,28,0,1.56,8,2.98,0,2.98,15,NA,1,4,1,3,NA,1,NA,12,7,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,28,0,0.73,4,3.8,0,3.8,2,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Bruno Guimarães,98352,28,4.4,3.96,19,12.31,0,12.31,35,2,2,8,11,54,1,2,NA,70,29,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,28,0,2.59,11,3.2,0,3.2,17,NA,2,2,2,8,NA,NA,NA,10,24,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,28,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,28,0.9,1.39,15,2.81,-0.43,3.24,19,2,4,1,4,12,NA,NA,NA,20,16,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Tiepo,98412,28,0,3.16,22,12.51,0,12.51,NA,NA,2,NA,NA,3,NA,NA,NA,15,NA,NA,NA,37,3,35,4,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,28,0,0.5,1,2.4,0,2.4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,28,0,-0.2,2,0.77,0,0.77,3,NA,NA,NA,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,28,2.4,3.99,20,8.86,-0.87,9.729999999999999,24,NA,3,3,13,9,NA,1,1,23,19,NA,NA,NA,NA,NA,10,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,28,0,2.58,14,4.61,0,4.61,26,1,5,NA,6,17,NA,NA,NA,14,30,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,28,1.2,2.06,19,10.31,0.33,9.98,25,1,3,10,12,24,1,NA,1,30,17,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,28,0,2.42,10,5.01,0,5.01,11,1,3,1,1,8,NA,NA,2,9,9,NA,NA,NA,NA,NA,3,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,28,0,1.9,16,3.7,0,3.7,15,1,1,4,6,11,NA,NA,1,37,21,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,28,0,0.46,13,0.79,0,0.79,17,NA,4,2,4,17,NA,1,6,17,9,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,28,0,3.22,21,6.16,0,6.16,8,1,3,9,5,51,NA,2,3,35,19,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,28,0,2.15,2,4.01,0,4.01,2,NA,1,NA,2,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,28,17.8,4.56,14,14.26,2.28,11.98,19,NA,1,11,20,20,1,5,9,26,7,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,28,5.6,0.8,14,4.13,0.81,3.32,15,1,5,2,5,5,NA,1,1,16,8,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,28,-2,0.42,4,3.02,-0.65,3.67,6,NA,1,NA,NA,3,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,28,9.5,4.69,22,10.03,1.35,8.68,NA,NA,3,NA,NA,5,NA,NA,NA,11,NA,NA,NA,41,NA,24,7,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,28,0,1.27,13,2.95,0,2.95,9,NA,3,NA,1,2,NA,NA,1,11,6,NA,NA,NA,NA,NA,4,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,28,0.6,4.28,6,6.83,-2.65,9.48,5,NA,NA,2,5,2,NA,2,NA,9,5,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,2,lat,Madson,78077,28,0,4.2,19,6.18,0,6.18,17,NA,2,3,2,24,NA,4,1,42,24,NA,NA,NA,NA,NA,4,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,28,0,2.25,11,4.03,0,4.03,3,NA,NA,2,9,5,NA,1,NA,15,7,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Lucas Silva,98515,28,0,0.5,7,1.48,0,1.48,2,NA,NA,NA,1,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,28,3.2,4.42,19,11.19,0.25,10.94,8,2,NA,14,10,31,NA,4,2,53,15,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,28,0,0.33,3,0.89,0,0.89,2,NA,NA,NA,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,28,0,1.9,6,3.43,0,3.43,11,NA,1,2,NA,12,NA,NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,28,1.5,2.45,25,5.96,0.07,5.89,29,1,1,3,4,21,NA,1,6,52,44,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,28,-0.3,0.52,4,0.77,-0.14,0.91,2,NA,NA,NA,3,2,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,28,0,-0.62,4,1.97,0,1.97,10,NA,2,1,1,6,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jean Pyerre,98832,28,0,5.61,10,10.48,0,10.48,10,2,NA,4,7,11,NA,3,NA,23,12,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Lourenço,99032,28,0,2.31,22,4.49,-0.14,4.63,20,3,2,11,11,31,1,NA,4,48,17,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,28,0,3.5,1,1.53,0,1.53,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,28,0,1.5,1,1.29,0,1.29,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Ramos,106000,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,28,-0.1,-0.9,6,0.77,-0.02,0.79,4,NA,1,1,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,28,0,0,1,0.77,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,28,4.8,4.61,26,8.71,0.04,8.670000000000002,24,3,2,19,25,36,2,6,12,58,23,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Alexandre Melo,106159,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Gabriel Pec,106199,28,0,1.67,3,1.77,0,1.77,1,NA,NA,NA,1,4,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Bruno Gomes,106202,28,-3.3,1.48,4,0.77,-0.45,1.22,8,NA,2,NA,1,6,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Jonathan,106161,28,-2,3.37,9,4.69,-0.99,5.680000000000001,15,NA,2,2,8,14,NA,3,2,15,5,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Lucão,106160,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marx Lênin,106312,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Kawan,106219,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Caio Alexandre,106323,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Jhonata Robert,106371,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
