clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,A,CA,FD,FF,FS,FT,G,I,PE,RB,CV,PP,DD,DP,GS,SG,GC,ano
290,Goiás,7,Provável,6,tec,Ney Franco,37246,28,3.4,3.63,26,9.42,-0.02,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,28,0,-0.5,1,0.77,0,0.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,28,2.7,4.26,26,13.46,0.05,13.41,39,5,2,6,12,18,1,2,1,54,54,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,28,0,5.15,10,6.27,0,6.27,5,1,NA,6,9,9,2,2,3,8,8,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,28,0,3.02,24,10.96,-2.06,13.020000000000001,39,2,3,10,17,37,NA,2,5,32,30,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,28,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,28,7.9,4.56,25,16.56,0.1,16.459999999999997,58,1,7,23,36,42,NA,10,2,66,13,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Evandro,37614,28,2.6,0.98,11,4.56,0.3,4.26,17,2,NA,1,1,13,NA,NA,2,17,8,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,28,0,3.13,7,2.08,0,2.08,5,NA,NA,5,4,6,NA,1,NA,6,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,28,0,0.7,1,2.57,0,2.57,2,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Mano Menezes,37281,28,3.78,3.76,24,10.03,-0.01,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,28,-2,3.02,25,9.33,-0.79,10.120000000000001,NA,NA,2,NA,NA,5,NA,NA,NA,10,NA,NA,NA,28,2,29,8,NA,2019
290,Goiás,7,Provável,5,ata,Rafael Moura,37655,28,11.5,0.36,13,4.59,3.04,1.5499999999999998,27,NA,1,2,5,14,NA,1,1,16,6,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alecsandro,37673,28,0.8,1.11,16,4.05,0.02,4.03,20,NA,1,6,10,9,NA,2,6,16,4,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,3,zag,Betão,37646,28,-2,2.06,25,3.65,-0.38,4.03,16,NA,6,1,3,24,NA,NA,NA,47,30,1,NA,NA,NA,NA,6,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,28,0,4.7,4,6.97,0,6.97,3,NA,NA,1,3,2,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,NA,2019
284,Grêmio,7,Provável,2,lat,Léo Moura,37701,28,5.8,2.04,13,5.89,1.4,4.49,5,1,1,NA,2,10,NA,NA,1,35,7,NA,NA,NA,NA,NA,4,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,28,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,4,1,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,28,7.6,3.36,23,8.77,1.18,7.59,36,NA,3,3,12,40,NA,NA,1,32,52,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,28,6.7,2.14,19,5.29,1.15,4.140000000000001,29,1,5,3,5,22,NA,NA,NA,26,33,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Rafael Sobis,37798,28,0,4.45,14,7.76,0,7.76,12,3,4,16,15,10,NA,2,NA,20,10,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,2,lat,Jonathan,37662,28,0,4.32,5,7.3,0,7.3,4,NA,2,1,NA,3,NA,1,NA,7,6,NA,NA,NA,NA,NA,2,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,28,0.7,2.88,25,11.34,0.01,11.33,22,1,8,7,9,50,NA,3,4,36,28,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,28,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,28,5.7,3.46,24,7.56,0.84,6.72,27,NA,7,3,7,14,NA,3,NA,35,17,1,NA,NA,NA,NA,12,NA,2019
262,Flamengo,7,Provável,2,lat,Rafinha,38144,28,6.7,4.65,15,10.52,0.42,10.1,23,4,5,3,1,13,NA,NA,1,26,19,NA,NA,NA,NA,NA,8,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,28,0,4.41,7,4.9,0,4.9,NA,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,15,NA,10,2,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,28,0,-0.29,10,3.59,0,3.59,5,NA,3,4,6,NA,NA,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,28,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,28,-0.5,2.14,23,5.68,-1.45,7.13,36,3,8,12,10,33,1,5,12,46,4,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,28,0,5,1,7.07,0,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,28,-0.3,3.66,17,8.31,-0.5,8.81,22,3,1,9,15,15,NA,3,2,32,11,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,28,0,4.5,18,8.71,0,8.71,18,2,2,2,2,7,NA,NA,NA,45,30,NA,NA,NA,NA,NA,9,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,28,0.5,3.9,24,7.17,-0.6,7.77,24,5,1,16,21,8,NA,1,NA,65,36,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,28,0,1.6,6,2.43,0,2.43,7,NA,NA,NA,2,11,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,28,0,0.88,13,8.58,0,8.58,20,1,1,1,3,10,NA,NA,NA,17,10,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,28,3.2,1.94,21,7.85,0.23,7.619999999999999,18,1,1,9,10,25,1,1,NA,40,11,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,28,-3,6.53,27,13.42,-1.66,15.08,NA,NA,NA,NA,NA,6,NA,NA,NA,7,1,NA,NA,49,1,25,14,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,28,0,3.48,9,6.53,0,6.53,14,NA,1,NA,1,4,NA,NA,NA,15,28,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Pedro Castro,78840,28,0,2.79,22,5.68,0,5.68,27,NA,NA,7,9,28,1,1,1,51,36,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,28,0,8,1,4.5,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,2019
290,Goiás,5,Contundido,4,mei,Marlone,80944,28,-1.1,1.21,15,4.68,-0.4,5.08,9,NA,1,NA,6,9,1,1,1,19,7,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,28,0,2.69,9,4.96,0,4.96,7,NA,1,NA,2,7,NA,1,NA,13,7,NA,NA,NA,NA,NA,2,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,28,0,2.4,9,6.39,0,6.39,24,NA,3,1,1,8,NA,1,1,8,19,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,28,3.04,2.07,8,7.66,0.05,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,28,10.2,6.73,25,16.06,1.16,14.899999999999999,31,1,5,8,20,30,2,5,NA,54,45,NA,1,NA,NA,NA,11,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,28,0,1.4,1,7.12,0,7.12,2,NA,1,NA,NA,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,28,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,28,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Iury,101846,28,0,2.94,10,6.43,0,6.43,14,1,1,NA,3,10,NA,NA,NA,30,10,NA,NA,NA,NA,NA,4,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,28,0,5.88,24,14.22,0,14.22,29,6,4,17,17,48,2,7,5,79,29,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,3,zag,Oswaldo Henríquez,81241,28,0,2.72,18,4.85,0,4.85,10,NA,4,2,1,4,1,NA,NA,22,17,NA,NA,NA,NA,NA,7,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,28,0,2.18,15,4.99,0,4.99,19,1,1,3,10,20,NA,2,3,28,11,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Cazares,81682,28,0,3.31,17,9.8,0,9.8,16,NA,1,18,17,6,1,4,NA,66,12,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Goularte,101889,28,1,1.98,4,2.63,0.04,2.59,2,NA,NA,1,1,4,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,28,0,3.48,9,6.81,0,6.81,16,NA,2,NA,1,14,NA,1,NA,13,21,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,28,0,0.2,7,3.33,0,3.33,7,NA,1,5,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Zé Rafael,82455,28,0,2.13,15,8.89,0,8.89,32,1,3,6,8,34,NA,NA,2,20,17,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,28,0,1.51,9,2.58,0,2.58,6,NA,1,5,3,12,1,NA,NA,11,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Alisson,81845,28,1.8,5.48,15,7.85,-0.46,8.31,14,5,4,10,8,29,NA,3,NA,24,15,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,5,ata,Rossi,81798,28,8.8,1.98,21,5.58,1.38,4.2,25,2,6,13,14,29,1,1,3,54,17,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,28,-1,2.11,21,8.71,-1.19,9.9,22,1,4,2,2,14,1,2,2,38,14,NA,NA,NA,NA,NA,4,NA,2019
284,Grêmio,6,Nulo,4,mei,Maicon,38196,28,12.4,3.82,10,9.32,1.6,7.720000000000001,11,2,4,2,2,6,NA,3,NA,29,13,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,28,0,2.78,12,4.32,0,4.32,14,NA,1,2,1,13,NA,NA,NA,11,14,NA,NA,NA,NA,NA,3,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,28,1.2,0.73,3,4.72,0.21,4.51,2,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,28,9.5,5.15,22,12.39,-0.79,13.18,42,2,6,15,15,32,2,11,10,36,8,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,28,0,0.65,6,3.68,0,3.68,14,NA,1,1,1,8,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,28,6.3,4.68,22,9.4,0.33,9.07,21,2,6,19,29,25,1,6,2,46,14,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,28,0.8,1.94,21,7.92,0.06,7.86,17,1,1,13,6,16,NA,3,5,44,9,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,28,0,0.38,5,5.15,0,5.15,4,NA,1,NA,NA,4,NA,NA,NA,12,5,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,28,13.5,6.62,26,16.95,1.77,15.18,NA,NA,NA,NA,NA,7,NA,NA,NA,14,NA,NA,NA,62,2,36,9,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,28,0.7,2.67,25,8.43,0.14,8.29,29,NA,3,3,6,36,NA,NA,NA,32,50,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,28,0,-0.14,14,2.73,0,2.73,6,1,3,1,5,3,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,28,4,4.34,5,5.7,-0.16,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,7,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,28,0,3.39,9,3.69,0,3.69,10,NA,NA,4,5,5,1,1,NA,11,11,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,28,0,2.56,16,2.3,0,2.3,6,2,NA,NA,4,6,NA,1,NA,59,15,NA,NA,NA,NA,NA,3,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,28,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Victor Rangel,82653,28,2.5,0.48,11,1.89,0.04,1.8499999999999999,15,NA,2,2,4,23,NA,NA,3,11,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,28,2.4,2.11,17,4.71,0.07,4.64,15,NA,3,1,5,3,NA,NA,1,25,17,NA,NA,NA,NA,NA,5,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,28,0,2.94,10,3.53,0,3.53,9,1,3,1,3,10,NA,NA,NA,17,11,NA,NA,NA,NA,NA,3,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,28,0,1.3,1,1.94,0,1.94,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,28,0,3.09,21,5.12,0,5.12,22,NA,3,3,5,16,NA,NA,3,42,30,NA,NA,NA,NA,NA,7,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,28,0,1.34,5,3.47,0,3.47,NA,NA,NA,1,1,4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,28,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,28,3.6,1.34,5,2.2,0.42,1.7800000000000002,7,NA,NA,4,NA,12,NA,NA,3,7,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,28,-1.8,2.15,11,5.35,-0.65,6,8,NA,1,2,8,20,NA,1,2,22,7,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,28,0,1.78,5,3.06,0,3.06,8,NA,3,NA,1,11,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,28,0,1.37,9,5.13,0,5.13,6,NA,1,3,5,9,NA,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,28,0,-0.24,5,2.35,0.17,2.18,2,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,28,1.4,4.15,11,7.94,-1.51,9.450000000000001,14,1,2,13,14,33,NA,1,2,15,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,28,8.3,1.86,22,8.89,1.17,7.720000000000001,26,NA,5,3,5,11,NA,2,2,53,18,NA,NA,NA,NA,NA,5,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,28,0,4.7,16,9.26,0,9.26,26,1,3,2,8,28,NA,2,NA,32,40,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,28,5.5,9.27,21,20.03,0.12,19.91,16,3,8,24,25,19,NA,19,13,40,8,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,28,0,1.87,3,3.19,0,3.19,2,NA,NA,NA,NA,3,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,28,13.8,2.41,18,6.56,1.98,4.58,19,2,2,8,13,30,NA,2,15,18,6,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,28,0,2.57,22,9.46,0,9.46,28,2,4,8,7,33,1,3,2,44,16,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,28,0,4.02,6,4.52,0,4.52,8,NA,NA,NA,1,10,NA,2,1,9,3,1,NA,NA,NA,NA,2,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,28,0,-2.8,1,0.78,0,0.78,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,28,1.8,2.41,23,4.63,0.23,4.3999999999999995,19,1,3,3,2,16,NA,NA,NA,20,26,NA,NA,NA,NA,NA,4,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,28,0,-0.83,6,0.78,0,0.78,9,NA,2,2,2,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,28,0,3.7,2,3.88,0,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,5,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,28,0,3.24,16,6.47,0,6.47,26,1,1,5,7,8,1,2,1,41,20,1,NA,NA,NA,NA,3,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,28,0,2.14,13,5.34,0,5.34,17,NA,1,2,6,11,NA,NA,1,23,22,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,28,0,3.02,19,13.17,0,13.17,25,3,5,13,20,13,2,1,12,42,21,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,João Pedro ,89273,28,1.4,3.58,4,4.61,-1.09,5.7,4,NA,1,1,2,2,NA,NA,NA,5,4,NA,NA,NA,NA,NA,2,NA,2019
277,Santos,2,Dúvida,3,zag,Luan Peres ,84847,28,0,1.5,5,2.63,0,2.63,7,NA,2,NA,2,2,NA,NA,NA,12,4,NA,NA,NA,NA,NA,2,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,28,0,6.43,3,4.81,0,4.81,6,2,NA,NA,NA,5,NA,NA,NA,9,5,NA,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,28,1,2.83,22,5.19,-0.97,6.16,15,3,1,9,7,47,NA,1,2,42,15,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,28,0,2.07,24,3.77,0,3.77,40,3,5,5,7,15,NA,NA,2,30,37,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Henrique,84893,28,4.9,2.99,14,4.77,-0.2,4.97,19,NA,5,1,2,26,NA,NA,NA,17,17,NA,NA,NA,NA,NA,5,NA,2019
341,CSA,6,Nulo,2,lat,Euller ,84890,28,-0.5,1.34,7,3.04,-0.56,3.6,3,NA,NA,1,5,3,1,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,28,0,1.7,1,4.35,0,4.35,2,NA,1,1,1,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,28,2.15,3.12,18,6.78,-0.21,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,2,lat,Adriano,38336,28,6.8,2.9,7,10.12,0.25,9.87,7,1,3,NA,1,3,NA,1,NA,15,6,NA,NA,NA,NA,NA,2,NA,2019
293,Athlético-PR,7,Provável,3,zag,Thiago Heleno,38394,28,2.9,-0.13,7,1.45,0.59,0.86,10,NA,4,4,NA,8,NA,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Berrío ,85300,28,0,1.17,16,5.06,0,5.06,15,2,1,1,6,4,NA,1,NA,16,8,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,28,6.5,4.07,6,6.65,0.18,6.470000000000001,1,NA,NA,NA,NA,2,NA,NA,NA,2,3,NA,NA,NA,NA,NA,4,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,28,4.9,6,21,14.51,-1.04,15.55,22,NA,6,4,2,26,1,NA,NA,36,65,NA,NA,NA,NA,NA,8,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,28,4.05,4.35,28,11.88,-0.01,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,28,0,1,2,1.76,0,1.76,1,NA,NA,NA,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
