clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FD,FF,FS,G,PE,RB,FC,SG,I,A,DD,GS,FT,DP,GC,PP,CV,ano
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,9,13.4,2.24,7,6.26,2.51,3.75,NA,2,2,5,1,16,8,17,1,1,NA,NA,NA,1,NA,NA,NA,1,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,9,5.1,4.21,9,9.85,0.76,9.09,2,2,1,8,NA,31,14,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,9,14,6.96,9,10.74,1.74,9,2,NA,NA,2,NA,3,NA,1,3,NA,NA,26,13,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,9,6.12,5.12,9,12.18,0.2,11.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Igor Gomes,100084,9,-1.8,-0.03,6,0.75,-0.6,1.35,2,2,NA,5,NA,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Lucas Mineiro,90634,9,-0.3,2.4,8,6.02,-0.64,6.659999999999999,3,1,7,10,NA,17,15,14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Gabriel Félix,92057,9,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,9,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Eduardo Sasha,70360,9,9.7,7.6,8,18.02,0.38,17.64,1,1,6,8,5,14,12,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Henrique,84893,9,0,1.85,2,3.57,0,3.57,NA,1,1,4,NA,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,9,5.1,2.43,6,6.09,0.81,5.279999999999999,3,1,1,6,NA,8,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,9,0,0.3,1,4.56,0,4.56,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Andrey,93787,9,1.9,3.38,7,5.64,-0.58,6.22,NA,2,3,3,1,12,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,9,0,-3,4,0.74,0,0.74,3,1,NA,5,NA,4,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2019
276,São Paulo,7,Provável,5,ata,Toró,101885,9,-1.1,1.2,8,4.08,0.16,3.92,1,2,5,12,1,16,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,9,-1.8,-0.6,4,2.71,-0.17,2.88,1,NA,1,NA,NA,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rodrigo Freitas,103261,9,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,9,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,9,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,9,0,0.67,3,3.96,0,3.96,NA,1,1,4,NA,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,9,2.1,1.9,5,4.7,-0.27,4.970000000000001,3,NA,1,5,NA,6,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,9,7,7,1,6.77,-0.23,7,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Caio Monteiro,93789,9,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,9,2,3.07,7,5.94,-0.32,6.260000000000001,4,2,NA,3,NA,8,8,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,9,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Ribamar,94068,9,0,0.8,1,2.64,0,2.64,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Elias,54395,9,1.8,2.52,8,9.75,-0.29,10.04,NA,2,2,7,1,23,12,9,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2019
277,Santos,2,Dúvida,4,mei,Carlos Sánchez,81677,9,-0.4,4.03,8,11.11,-1.54,12.649999999999999,1,6,5,12,2,30,3,10,NA,1,1,NA,NA,2,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Antony,103455,9,0,4.32,6,11.31,0,11.31,1,1,3,19,NA,24,4,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,9,0,2.25,2,5.59,0,5.59,NA,NA,NA,1,NA,5,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Yan Sasse,96055,9,0,1.44,5,3.9,0,3.9,NA,1,5,4,NA,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Marcinho,93797,9,0,2.2,3,6.08,0,6.08,NA,NA,1,NA,NA,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,9,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,9,0,1.25,4,6.83,0,6.83,NA,NA,NA,3,NA,10,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,9,2.1,2.4,8,7.1,0.32,6.779999999999999,3,1,1,7,NA,26,11,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,9,8.3,3.35,4,12.52,1.47,11.049999999999999,NA,1,2,3,1,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,9,0,0.32,6,5.6,0,5.6,2,NA,2,8,NA,22,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,9,5,4.27,4,8.92,0.86,8.06,NA,NA,1,5,NA,4,8,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Marcelo Benevenuto,95638,9,0,-1,1,4.28,0,4.28,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,4,mei,William Oliveira,94297,9,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,9,0,-0.1,2,1.79,0,1.79,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Luiz Felipe Scolari,43618,9,7.3,5.63,4,12.61,0.54,12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,9,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,9,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,9,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Juninho,92182,9,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,9,0,3.16,5,5.82,0,5.82,NA,3,5,8,NA,6,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Lucho González,71479,9,1.5,3,4,5.75,-0.66,6.41,NA,2,2,2,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,9,6.3,6.8,2,7.22,0.51,6.71,NA,NA,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,9,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,9,1.4,5.36,5,14.97,-1.13,16.1,NA,6,2,2,1,5,3,7,NA,3,1,NA,NA,2,NA,NA,NA,NA,2019
