clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,PE,RB,SG,A,CV,FS,I,CA,G,DD,GS,DP,FT,PP,GC,ano
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,30,0,4.07,6,6.65,0,6.65,1,NA,NA,2,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,30,0.3,4.93,3,3.52,-1,4.52,3,NA,1,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,3,Suspenso,1,gol,Marcelo Lomba,68872,30,-1,3.95,27,10.44,-0.52,10.959999999999999,NA,NA,NA,2,NA,9,NA,1,8,NA,1,NA,39,26,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,30,5.9,6.59,27,15.44,0.19,15.25,35,8,21,59,49,12,1,NA,33,NA,5,5,NA,NA,NA,2,1,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,30,5,4.8,21,7.3,1.07,6.2299999999999995,NA,NA,NA,11,NA,9,NA,NA,1,NA,1,NA,31,16,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,30,9.7,2.75,14,6.86,0.27,6.59,15,1,3,17,20,5,NA,2,10,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Gum,68887,30,0,1.56,20,5.21,0,5.21,11,7,7,45,13,4,NA,2,14,2,1,1,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,30,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,30,0,1.4,1,7.12,0,7.12,2,NA,NA,2,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,30,-3.9,2.5,23,4.26,-1.42,5.68,29,7,9,54,36,NA,NA,NA,28,1,1,1,NA,NA,NA,1,1,NA,2019
275,Palmeiras,7,Provável,4,mei,Thiago Santos,78855,30,0,2.61,10,5.87,0,5.87,24,1,1,8,22,NA,NA,NA,8,1,3,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,30,0,1.2,1,4.73,0,4.73,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Sassá,79578,30,7.2,2.02,19,6.97,1.17,5.8,17,7,8,8,2,NA,NA,NA,16,3,1,3,NA,NA,NA,1,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,30,0,2.07,24,3.77,0,3.77,40,5,7,30,37,NA,3,NA,15,2,5,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,30,2.15,4.15,30,11.49,0.1,11.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,30,0.7,5.49,23,13.68,-0.07,13.75,26,4,2,38,68,8,NA,NA,27,NA,7,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,30,0,2.16,7,6.13,0,6.13,7,NA,NA,8,6,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,30,0,1,2,1.76,0,1.76,1,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,30,0,2.7,9,5.41,0,5.41,9,4,3,18,7,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,30,0.4,0.61,14,3.77,0.65,3.12,27,3,7,17,3,NA,NA,1,22,7,4,2,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,30,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,30,0,1.6,13,3.78,0,3.78,12,1,4,12,14,NA,NA,NA,18,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,30,0,1.87,3,3.19,0,3.19,2,NA,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,30,0,2.26,20,4.47,-0.36,4.83,21,8,15,22,6,NA,2,NA,35,15,2,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,30,3,2.56,28,9.22,-0.66,9.88,16,4,21,65,27,NA,1,NA,47,1,5,3,NA,NA,NA,1,2,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,30,4.2,1.81,24,8.22,0.84,7.380000000000001,34,3,6,57,19,6,NA,NA,12,2,5,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,30,0,4.46,7,4.58,0,4.58,8,NA,1,12,5,2,1,1,10,1,NA,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,30,0,2.28,22,7.28,0,7.28,12,7,16,26,8,NA,NA,NA,35,2,1,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,30,-0.5,2.47,22,8.79,-0.51,9.299999999999999,15,7,16,23,6,NA,1,1,11,4,NA,4,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,30,0,1.51,13,3.72,0,3.72,12,1,4,19,15,NA,1,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,30,0,2.48,6,4.18,0,4.18,5,3,4,3,1,NA,NA,NA,3,1,1,1,NA,NA,NA,1,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,30,6.5,3.43,17,6.36,-0.11,6.470000000000001,26,5,7,41,21,4,1,1,8,1,1,2,NA,NA,NA,1,NA,NA,2019
285,Internacional,7,Provável,5,ata,Neilton,83772,30,3.3,2.25,12,6.11,0.76,5.3500000000000005,10,2,9,22,9,NA,NA,NA,21,2,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,30,2.3,2.31,28,6.51,0.54,5.97,43,4,4,36,54,NA,NA,NA,25,3,7,1,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,30,0,2.14,13,5.34,0,5.34,17,2,6,23,22,NA,NA,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,30,0,2.56,23,9.79,0,9.79,29,8,7,46,17,NA,2,NA,38,3,4,3,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,30,0,0.89,11,2.43,0,2.43,8,NA,3,12,8,NA,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,30,0,0.91,8,2.11,0,2.11,4,4,4,9,2,NA,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,30,1.1,2.55,25,4.67,-0.98,5.65,22,3,5,22,28,5,1,NA,16,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,30,3.2,4.36,18,7.09,-1.14,8.23,21,13,12,39,18,NA,4,NA,23,4,6,4,NA,NA,NA,1,1,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,30,0,-0.83,6,0.78,0,0.78,9,2,2,5,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,30,0.2,1.02,14,4.07,-0.62,4.69,14,2,1,18,8,NA,3,1,11,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Lucão,84554,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,30,0,4.09,10,9.14,0,9.14,11,3,3,12,18,3,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,30,1.7,3.16,24,5.57,-1.59,7.16,16,10,7,46,17,NA,3,NA,53,2,1,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,3,Suspenso,5,ata,Nico López,84709,30,-2,2.57,20,12.52,-0.68,13.2,25,14,20,42,21,NA,3,NA,13,13,6,1,NA,NA,NA,2,NA,NA,2019
264,Corinthians,2,Dúvida,2,lat,Michel,80664,30,-0.3,1.74,8,2.31,-1.15,3.46,9,NA,NA,12,7,3,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,30,0,1.5,5,2.63,0,2.63,7,NA,2,12,4,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,30,4.26,3.05,20,7.13,0.53,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,30,14.5,6.47,15,14.67,2.02,12.65,11,1,4,23,36,6,NA,NA,10,NA,4,3,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,30,0,1.7,1,4.35,0,4.35,2,1,1,1,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Lucas Frigeri,84854,30,0,3.7,2,3.88,0,3.88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,30,-2,1.47,12,5.62,0.05,5.57,15,6,3,10,6,NA,NA,NA,7,4,2,2,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,30,1.2,1.27,9,3.3,0.02,3.28,7,1,5,9,6,NA,NA,NA,5,NA,1,NA,NA,NA,NA,1,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,30,0,6.43,3,4.81,0,4.81,6,NA,NA,9,5,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,2,lat,Henrique,84893,30,5,2.88,16,4.83,0.93,3.9,20,1,2,18,17,6,NA,NA,26,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,30,0,1.21,15,4.68,0,4.68,9,NA,6,19,7,NA,NA,NA,9,1,1,1,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,30,3.58,2.7,10,8.14,-0.47,8.610000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,30,0,0.85,6,3.23,0,3.23,13,NA,NA,8,3,3,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Berrío ,85300,30,0,1.17,16,5.06,0,5.06,15,1,6,16,8,NA,2,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Jair,81091,30,0,3.48,9,6.81,0,6.81,16,NA,1,13,21,NA,NA,NA,14,NA,2,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,30,5.9,2.89,19,4.86,0.01,4.8500000000000005,10,3,1,23,17,8,NA,NA,4,NA,4,NA,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,30,5.2,2.45,2,7.6,-0.11,7.71,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,4,mei,Alex Santana,85465,30,4.4,4.43,18,10.12,0.54,9.579999999999998,11,8,15,19,12,NA,NA,NA,25,NA,2,5,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Cazares,81682,30,0,2.98,18,9.05,0,9.05,17,18,18,69,12,NA,NA,1,6,NA,2,4,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,30,0,1.6,5,5.77,0,5.77,5,3,1,3,1,NA,1,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,30,0,2.3,2,4.47,0,4.47,2,NA,NA,3,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Bruno Nazário,81776,30,5,1.96,11,3.23,0.38,2.85,8,5,4,12,6,NA,NA,NA,14,NA,1,NA,NA,NA,NA,2,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,30,0,0.2,7,3.33,0,3.33,7,5,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,30,6.5,6.18,26,14.74,-1.09,15.83,30,17,23,93,31,NA,7,NA,55,5,4,8,NA,NA,NA,2,1,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,30,0,1.45,11,3.86,0,3.86,10,3,5,14,5,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,30,0,3.3,6,4.6,0,4.6,8,3,5,6,5,NA,1,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,30,6.7,5.56,16,8.65,0.8,7.8500000000000005,15,11,8,29,16,NA,6,NA,31,NA,4,3,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,30,4.1,3.93,6,3.13,0.59,2.54,6,NA,1,9,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,30,0,1.47,6,4.46,0,4.46,8,NA,1,15,9,2,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,1,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,30,0,2.78,12,4.32,0,4.32,14,2,1,11,14,3,NA,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,30,0,0.75,8,2.17,0,2.17,3,1,3,12,3,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,30,0,-2.5,1,1.68,0,1.68,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,30,-1.8,1.81,22,3.91,-1.67,5.58,25,13,14,60,17,NA,2,NA,30,4,6,1,NA,NA,NA,1,1,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,30,2.5,1.17,4,2.04,0.01,2.0300000000000002,2,NA,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,30,4.9,2.03,28,5.64,0.63,5.01,36,10,14,57,36,NA,NA,NA,35,1,5,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,30,0,0.38,5,5.15,0,5.15,4,NA,NA,12,5,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,30,2.2,0.87,7,3.58,-0.1,3.68,15,1,1,8,7,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,30,1,0.8,4,4.63,-0.09,4.72,3,1,1,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Richard,86711,30,-4.7,1.72,21,3.4,-0.93,4.33,32,3,5,31,33,NA,1,NA,23,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,30,0,4.34,5,5.7,0,5.7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,7,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,30,10.9,3.08,17,10.29,0.35,9.94,37,7,8,21,21,NA,2,NA,41,3,3,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,30,0,-3.3,2,4.17,0,4.17,5,NA,1,3,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,30,17,7.02,28,17.87,1.6,16.27,NA,NA,NA,16,NA,10,NA,NA,7,NA,NA,NA,70,38,2,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,30,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Gegê,82474,30,1.6,3.21,10,3.48,-0.21,3.69,12,5,6,14,13,NA,NA,NA,6,NA,1,1,NA,NA,NA,1,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,30,4.2,2.08,19,5.01,0.77,4.24,15,1,5,28,20,5,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Igor Fernandes,82635,30,3.6,3.11,22,5.03,-0.09,5.12,24,4,5,44,32,7,NA,NA,18,3,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,30,0,2.42,17,2.2,0,2.2,8,NA,4,60,16,3,2,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,30,9.9,7.51,23,18.09,-0.16,18.25,12,16,23,39,30,NA,4,NA,17,1,3,10,NA,NA,NA,2,NA,NA,2019
354,Ceará,6,Nulo,2,lat,João Lucas,86740,30,0,2.4,25,10.17,0,10.17,12,7,5,55,28,5,NA,NA,8,4,1,1,NA,NA,NA,NA,NA,1,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,30,-2,0.38,5,2.86,-0.61,3.4699999999999998,NA,1,1,1,2,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,30,0,5.3,20,11.16,0,11.16,11,10,14,56,16,NA,6,NA,35,3,NA,4,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,30,0,2.94,10,3.53,0,3.53,9,1,3,17,11,3,1,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,João Paulo,86770,30,0,2.72,22,6.85,0,6.85,35,6,10,56,33,NA,NA,NA,31,NA,5,3,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,30,0,0.17,6,2.49,0,2.49,11,NA,NA,15,9,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Victor Rangel,82653,30,2.6,0.61,13,1.96,0.44,1.52,15,2,6,11,3,NA,NA,NA,25,3,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Jordi,86776,30,0,6.1,24,10.48,0,10.48,3,NA,NA,15,NA,8,NA,NA,3,NA,4,NA,57,33,2,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,30,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,3,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,30,0.9,2.46,7,2.04,-1.34,3.38,12,7,2,16,3,NA,NA,NA,14,3,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,30,0,-1.25,2,2.26,0,2.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,30,-0.3,1.54,11,3.76,-0.12,3.88,12,NA,5,15,16,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Raniel,86797,30,1.1,1.89,12,5.94,-0.36,6.300000000000001,14,7,8,14,5,NA,1,1,17,4,2,1,NA,NA,NA,2,NA,1,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,30,0,1.37,9,5.13,0,5.13,6,3,5,6,NA,NA,NA,NA,9,2,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Cristovam,82930,30,2.7,1.93,6,2.88,-0.18,3.06,12,NA,1,14,14,NA,NA,NA,16,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,30,0,1.3,1,1.94,0,1.94,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,30,0,-0.24,5,2.35,0,2.35,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,30,0,2.88,11,4.12,0,4.12,13,2,NA,22,13,4,NA,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,30,0,-1.8,1,1.81,0,1.81,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,30,-0.9,1.95,17,3.66,-0.56,4.220000000000001,23,5,9,7,6,NA,1,NA,16,5,1,2,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,30,0,1.21,11,2.18,0,2.18,10,1,2,5,4,NA,NA,NA,8,2,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,30,0,3.97,12,8.1,0,8.1,17,14,18,18,5,NA,1,NA,34,2,3,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,30,0,9.25,22,20.84,0,20.84,17,26,26,41,8,NA,3,NA,20,13,9,20,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,30,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,30,0,3.67,20,7.31,0,7.31,13,1,3,40,39,7,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,30,4,2.98,19,5.95,-0.24,6.19,24,5,6,24,20,NA,NA,NA,8,NA,2,4,NA,NA,NA,1,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,30,0.5,3.41,28,8.75,-0.41,9.16,14,2,6,38,35,7,1,NA,26,1,3,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,30,0,2.73,22,4.83,0,4.83,21,9,7,18,27,NA,1,NA,15,3,4,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,30,0,4.46,13,8.45,0,8.45,2,2,3,16,15,6,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,30,0.5,4.36,18,8.55,-0.49,9.040000000000001,27,2,9,32,43,NA,1,NA,29,NA,4,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,30,12.2,5.03,11,13.55,1.25,12.3,24,NA,1,15,29,5,NA,NA,13,NA,6,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,30,20,3.51,26,10.19,2.8,7.39,20,16,18,59,18,NA,2,NA,37,14,10,6,NA,NA,NA,3,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,30,0,-0.25,2,3.03,0,3.03,4,NA,NA,5,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,30,11.6,3.25,20,7.6,1.63,5.97,11,3,11,31,19,NA,NA,NA,18,NA,NA,3,NA,NA,NA,2,NA,NA,2019
