clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,PE,RB,SG,A,CV,FS,I,CA,G,DD,GS,DP,FT,PP,GC,ano
293,Athlético-PR,6,Nulo,4,mei,Camacho,68770,30,9.4,2.5,4,4.94,1.59,3.3500000000000005,3,1,NA,4,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,3,zag,Luciano Castán,68942,30,-0.8,1.55,27,4.97,-0.19,5.16,25,1,1,39,26,9,NA,NA,7,1,9,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,30,0,1.76,12,4.32,0,4.32,16,6,8,37,14,NA,1,1,15,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Ronaldo Alves,68950,30,0,1.9,5,4.58,0,4.58,8,NA,4,4,4,1,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,30,1.2,0.68,16,3.32,-0.02,3.34,15,7,7,2,NA,NA,NA,NA,16,2,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,30,1.3,2.02,13,5.06,-0.24,5.3,27,1,2,17,35,NA,NA,1,6,1,4,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,30,15.3,3.99,22,9.56,2.26,7.300000000000001,34,16,18,35,22,NA,2,1,55,6,8,4,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,30,0,2.73,3,3.99,0,3.99,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,5,6,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,30,-0.8,1.65,22,3.66,-0.11,3.77,10,5,7,25,14,NA,2,NA,17,2,2,NA,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,30,0,1.55,14,4.46,0,4.46,14,2,3,14,11,1,NA,NA,11,NA,5,1,NA,NA,NA,1,NA,NA,2019
314,Avaí,3,Suspenso,1,gol,Vladimir,69040,30,0,4.28,28,7.12,0.33,6.79,NA,NA,NA,5,NA,7,NA,NA,3,NA,3,NA,57,40,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,30,10,2.68,8,2.77,1.99,0.78,1,NA,NA,2,NA,1,NA,1,1,NA,1,NA,14,9,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,30,5,5.3,18,7.48,0.48,7,1,NA,NA,5,NA,6,NA,NA,5,NA,1,NA,35,19,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,30,0,3.92,22,10.43,0,10.43,20,2,5,27,25,11,NA,NA,9,NA,1,1,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,30,0,0.68,4,3.66,0,3.66,5,NA,1,7,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,30,8.5,4.48,24,9.54,1.2,8.34,18,7,16,32,13,NA,2,NA,23,6,NA,8,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,30,8,3.81,21,8.28,0.07,8.209999999999999,1,NA,NA,18,NA,7,NA,NA,4,NA,1,NA,25,19,2,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Danilo Fernandes,69051,30,7,7.92,4,7.3,-0.05,7.35,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Pablo,69138,30,0,3.69,7,12.68,0,12.68,12,1,8,6,2,NA,NA,NA,5,5,2,3,NA,NA,NA,1,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,30,3.2,2.93,14,5.65,0.98,4.67,27,NA,7,22,20,4,2,1,21,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,30,5.8,4.56,17,15.56,0.16,15.4,11,16,16,25,8,NA,2,NA,14,3,2,4,NA,NA,NA,1,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,30,2.9,3.82,21,14.3,-0.74,15.040000000000001,26,9,10,25,13,NA,2,NA,34,13,5,7,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,30,0,2.71,10,4.04,0,4.04,9,2,11,9,13,NA,NA,NA,3,NA,3,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Victor Ferraz,70046,30,0,4.25,21,10.52,0,10.52,10,5,5,52,27,11,1,NA,12,1,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,30,0,0.2,2,5.34,0,5.34,2,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,30,0,2.8,14,3.68,0,3.68,9,6,6,16,2,NA,2,NA,13,2,3,3,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,30,7,2.09,13,5.53,0.69,4.84,22,2,4,18,15,NA,NA,NA,11,NA,3,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,30,13.6,5.62,29,18.95,1.74,17.21,16,14,20,48,28,NA,2,NA,24,7,1,11,NA,NA,NA,2,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,30,0,1.03,6,3.74,0,3.74,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,30,6.05,4.56,30,13.24,-0.06,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,30,7.6,3.53,23,11.78,-0.64,12.42,40,5,15,51,31,NA,1,NA,22,NA,2,5,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,30,0,3.53,3,4.68,0,4.68,2,NA,2,5,3,1,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,30,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,30,0,0.47,4,2.8,0,2.8,5,NA,1,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,30,4,5.46,22,13.96,-0.25,14.21,32,3,4,28,55,9,1,NA,19,1,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,30,-2.5,1.08,11,3.63,-0.6,4.2299999999999995,9,1,2,21,6,2,NA,NA,11,1,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Léo Cittadini,70986,30,0,5.77,18,9.06,0,9.06,16,15,9,19,31,NA,1,NA,26,NA,2,4,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,30,0,2.38,12,4.74,0,4.74,25,9,3,20,12,NA,2,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,30,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,30,0,0.18,12,3.14,0,3.14,9,2,NA,14,6,NA,NA,NA,6,3,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,30,0,0.98,5,2.12,0,2.12,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,7,7,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,30,3,3.22,9,4.15,-0.34,4.49,13,4,10,16,9,1,1,NA,13,1,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,30,1.4,1.33,16,4.07,-0.23,4.300000000000001,11,7,6,26,9,NA,2,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,30,4.58,5.61,21,15.12,0.23,14.889999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,30,14,4.12,21,9.69,3.29,6.3999999999999995,NA,NA,NA,8,NA,8,NA,NA,2,NA,1,NA,30,20,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Guarín,71233,30,2.3,3.44,5,7.95,-1.47,9.42,3,NA,6,7,6,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,30,0,0.54,13,4.34,0,4.34,16,2,6,19,4,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,30,8.5,4.23,15,13.22,0.28,12.940000000000001,16,4,2,16,21,6,NA,1,14,1,6,2,NA,NA,NA,1,NA,NA,2019
290,Goiás,3,Suspenso,3,zag,Fábio Sanches,71604,30,3.5,3.34,17,4.43,0.24,4.1899999999999995,11,2,4,19,15,6,NA,NA,16,NA,3,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,30,0,-0.02,5,1.76,0,1.76,11,1,NA,6,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,30,19,4.46,21,15.76,1.5,14.26,1,NA,NA,5,NA,8,NA,NA,3,NA,2,NA,29,18,1,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,30,0,3.04,18,4.99,0,4.99,10,12,13,60,14,NA,2,1,19,1,2,2,NA,NA,NA,2,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,30,0,2.37,6,3.05,0,3.05,NA,NA,NA,1,NA,1,NA,1,3,NA,NA,NA,9,7,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,30,0,1.71,9,5.22,0,5.22,19,1,4,15,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,30,0,3.59,10,6.01,0,6.01,7,NA,1,18,13,5,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,30,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,30,0,1.5,5,3.99,0,3.99,2,NA,4,4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,30,0,0.22,16,2.2,0,2.2,39,1,8,35,21,NA,NA,NA,9,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Rodrigo Pimpão,68901,30,0,0.65,19,1.84,0,1.84,28,6,9,40,13,NA,3,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,30,2.5,3.5,29,10.34,-0.91,11.25,NA,NA,NA,12,1,7,NA,NA,10,NA,2,NA,42,29,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,30,-0.6,2.86,30,6.33,-0.35,6.68,7,2,3,47,15,14,1,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,30,0,2.06,17,6.21,-0.49,6.7,23,8,7,24,24,NA,NA,NA,18,1,3,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Diego Souza,68911,30,0,2.5,26,5.98,0,5.98,30,11,12,50,7,NA,1,NA,48,9,3,5,NA,NA,NA,1,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,30,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,30,14.7,5.34,29,13.47,1.98,11.49,NA,NA,NA,23,NA,13,NA,NA,8,NA,1,NA,45,20,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,30,7.4,3.11,25,7.82,0.88,6.94,42,10,19,58,37,NA,4,NA,21,NA,4,2,NA,NA,NA,NA,NA,1,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,30,0,5.12,26,11.22,-0.09,11.31,28,18,25,66,24,NA,1,NA,41,8,3,9,NA,NA,NA,2,1,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,30,0,1.82,17,4,0,4,31,5,7,27,40,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,2,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,30,11.9,4.36,15,7.49,1.89,5.6000000000000005,16,NA,NA,27,24,5,2,NA,17,4,2,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,30,0,0.8,14,4.13,0,4.13,15,2,5,16,8,NA,1,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Gabriel,78605,30,0,3.48,9,6.53,0,6.53,14,NA,1,15,28,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,30,0,4.23,19,7.64,0,7.64,27,6,4,38,24,10,NA,NA,26,1,6,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,30,0,2.05,11,3.98,0,3.98,14,1,NA,14,11,3,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,1,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,30,1.2,5.57,23,12.95,0.4,12.549999999999999,27,8,5,55,32,10,4,NA,31,NA,4,2,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Henrique Almeida,68773,30,0,3.37,9,5.06,0,5.06,10,4,8,11,9,NA,NA,NA,8,NA,3,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,30,0.4,4.09,24,8.49,-1.3,9.790000000000001,1,NA,NA,36,NA,11,NA,NA,9,NA,1,NA,29,21,1,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,30,5.6,3.12,28,9.15,0.4,8.75,24,10,9,82,41,NA,1,NA,45,NA,4,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Paolo Guerrero,75295,30,3.9,4.55,16,12.21,-0.28,12.49,20,11,21,29,9,NA,1,1,31,9,1,5,NA,NA,NA,1,1,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,30,3.2,0.98,5,3.83,0.81,3.02,8,NA,NA,9,10,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,30,0,3.15,19,10.06,0,10.06,27,1,3,19,23,5,1,NA,10,NA,5,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,30,0,4.28,6,6.83,0,6.83,5,2,5,9,5,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,30,0.5,5.6,20,9.9,-1.45,11.35,26,6,9,30,44,NA,2,NA,20,1,2,4,NA,NA,NA,2,NA,NA,2019
285,Internacional,7,Provável,5,ata,Wellington Silva,68895,30,2,2.3,18,5.56,0.35,5.21,3,5,10,27,9,NA,1,NA,26,1,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,30,1.1,2.93,24,8.16,0.5,7.66,1,NA,NA,32,NA,3,NA,NA,1,NA,3,NA,42,31,1,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,30,7.5,4.37,21,7.27,0.53,6.739999999999999,19,3,2,42,25,5,1,NA,27,1,2,4,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,30,9.48,3.64,24,8.36,1.1,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,30,3,4.6,27,15.85,-0.82,16.669999999999998,60,23,37,70,13,NA,1,NA,43,2,7,11,NA,NA,NA,1,1,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,30,0,0.46,13,0.79,0,0.79,17,2,4,17,9,NA,NA,1,17,6,4,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Celsinho,72494,30,1.5,2.23,10,3.33,-0.91,4.24,6,NA,NA,24,15,1,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,30,3,2.91,14,7.09,-0.96,8.05,12,4,4,8,11,5,NA,NA,7,4,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,30,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,30,0,4.14,19,6.02,0,6.02,26,4,10,33,40,NA,1,NA,31,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,30,0,-0.29,10,3.59,0,3.59,5,4,6,9,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,30,-0.1,3.39,26,6.72,-0.91,7.63,30,4,7,39,17,13,NA,1,17,NA,7,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,30,10.2,3.99,10,11.69,1.41,10.28,15,NA,NA,17,14,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,30,11.4,3.93,19,10.25,1.7,8.55,23,9,18,32,13,NA,3,NA,15,3,1,4,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,30,0,4.26,19,7.69,-1.02,8.71,19,2,2,50,31,9,2,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Luiz Adriano,72772,30,0,2.77,8,5.92,0,5.92,12,1,3,8,1,NA,1,NA,11,2,NA,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,30,2.15,2.9,21,6.65,-0.09,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,30,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,30,0,1.27,13,2.95,0,2.95,9,NA,1,11,6,4,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,30,0,1.6,6,2.43,0,2.43,7,NA,2,10,6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,30,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,30,0,2.2,1,5.84,0,5.84,1,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,30,2.9,3.46,26,12.09,-0.84,12.93,32,5,14,61,35,7,2,NA,52,3,9,NA,NA,NA,NA,1,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,30,0,1.58,11,3.04,0,3.04,12,1,3,14,6,NA,NA,NA,18,4,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,30,2.9,4.13,28,13.42,-0.06,13.48,42,6,12,57,55,NA,6,NA,20,1,2,2,NA,NA,NA,1,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,30,4.2,5.44,23,12.7,-0.47,13.17,9,10,18,92,25,9,1,NA,17,NA,NA,5,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,30,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,30,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,30,0,1.74,22,6.94,0,6.94,20,9,11,41,11,NA,1,NA,25,NA,2,1,NA,NA,NA,1,NA,NA,2019
314,Avaí,7,Provável,4,mei,Julinho,73501,30,0,1.99,8,2.97,0,2.97,7,6,5,19,14,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,30,4.1,3.96,9,7.37,0.34,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,30,2.5,2.25,12,8.08,0.23,7.85,11,8,5,9,5,NA,NA,NA,15,3,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,30,0,1.9,5,3.3,0,3.3,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,7,5,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,30,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,5,ata,Geuvânio,73896,30,-5,1.64,21,9.11,-1.08,10.19,26,10,12,31,17,NA,1,1,26,1,3,NA,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,30,0,0.22,4,2.47,0,2.47,6,2,2,7,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,30,15.1,3.89,26,10.03,2.26,7.77,38,3,6,29,32,12,1,NA,16,1,4,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,30,-0.5,4.11,22,8.57,-1.94,10.51,26,4,14,24,20,10,NA,NA,10,1,3,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,30,0,2.63,12,3.41,0,3.41,18,2,2,13,28,NA,NA,NA,9,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,30,2.5,3.7,17,13.28,-0.06,13.34,31,9,11,14,11,NA,3,NA,11,6,2,3,NA,NA,NA,3,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,30,0,0.73,4,3.8,0,3.8,2,NA,NA,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,30,0,1.88,13,4.77,0,4.77,15,4,13,9,5,NA,NA,NA,32,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,30,1.5,1.24,17,2.85,0.42,2.43,21,1,4,21,18,NA,2,NA,13,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,30,0,2.77,15,5.53,0,5.53,27,NA,6,16,35,NA,1,NA,19,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,30,-0.5,3.77,26,7.03,-0.98,8.01,26,16,22,71,37,NA,6,NA,8,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Rafael Galhardo,68821,30,5.9,5.15,13,5.34,1.05,4.29,11,4,2,23,13,5,3,1,6,1,NA,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,30,0,1.99,12,2.97,0,2.97,12,1,1,10,9,3,1,NA,9,2,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,30,0,1.9,16,3.7,0,3.7,15,4,6,37,21,NA,1,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,30,-0.5,0.78,14,8.31,-0.27,8.58,23,1,4,18,10,NA,1,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,30,1.1,3.06,23,6.29,-0.16,6.45,10,9,5,41,20,NA,1,NA,59,3,3,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,30,0,2.15,2,4.01,0,4.01,2,NA,2,6,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,30,13,4.66,24,10.65,2.79,7.86,NA,NA,NA,12,NA,7,NA,NA,5,NA,3,NA,48,30,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,30,0,3.18,8,5.28,0,5.28,14,1,2,13,17,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,30,4.5,6.48,29,14.63,-0.52,15.15,NA,NA,NA,7,1,14,NA,NA,7,NA,NA,NA,54,27,1,NA,NA,NA,2019
