clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,I,PE,RB,SG,CV,FD,DD,GS,G,DP,PP,FT,GC,ano
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,31,0,1,2,1.76,0,1.76,NA,NA,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,31,3.07,4.12,31,11.77,0.28,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,31,0,2.18,23,7.24,-0.04,7.28,NA,1,12,16,35,2,26,8,NA,NA,7,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,31,0,3.04,18,4.99,0,4.99,2,2,10,13,19,1,60,14,NA,1,12,NA,NA,2,NA,NA,2,NA,2019
283,Cruzeiro,3,Suspenso,5,ata,Sassá,79578,31,-3.8,1.73,20,5.24,-1.73,6.970000000000001,NA,1,20,9,18,3,9,2,NA,1,8,NA,NA,3,NA,NA,1,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,31,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,31,7.3,2.35,18,7.53,1.32,6.21,NA,4,27,7,18,1,26,25,NA,NA,10,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,31,16.1,5.97,30,19.84,0.89,18.95,3,1,17,20,27,7,51,30,NA,NA,14,NA,NA,12,NA,NA,2,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Lucho González,71479,31,0,0.54,13,4.34,0,4.34,NA,1,16,6,3,NA,19,4,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,31,2.7,2.56,29,9.29,0.07,9.219999999999999,1,5,16,21,51,2,65,27,NA,NA,5,NA,NA,3,NA,2,1,NA,2019
267,Vasco,2,Dúvida,4,mei,Guarín,71233,31,2.5,3.28,6,8.09,0.14,7.95,NA,1,4,6,5,NA,11,7,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,31,0,0.61,14,3.77,0,3.77,NA,4,27,7,22,7,17,3,NA,1,3,NA,NA,2,NA,NA,1,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,31,0,2.16,7,6.13,0,6.13,NA,2,7,NA,2,NA,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,31,2.2,4.25,19,7.03,-0.06,7.09,4,6,23,14,25,4,41,18,NA,NA,14,NA,NA,4,NA,1,1,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,31,0,0.85,6,3.23,0,3.23,NA,3,13,NA,2,1,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,31,0,0.8,4,4.63,0,4.63,NA,NA,3,1,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,31,9.7,5.23,6,6.79,1.09,5.7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,16,8,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,31,0,2.78,12,4.32,0,4.32,NA,1,14,1,13,NA,11,14,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,31,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,31,0,3.34,17,4.43,0,4.43,NA,3,11,4,16,NA,19,15,6,NA,2,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,31,0,3.53,3,4.68,0,4.68,NA,1,2,2,8,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,31,2,4.02,22,7.97,-1.72,9.69,NA,1,NA,NA,2,NA,8,NA,8,NA,NA,32,22,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,31,0,4.46,21,15.76,0,15.76,NA,2,1,NA,3,NA,5,NA,8,NA,NA,29,18,NA,1,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,31,8,3.13,23,7.88,0.83,7.05,2,1,26,10,18,1,69,25,7,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,31,2.8,5.4,17,8.18,-0.47,8.65,6,4,16,8,34,NA,32,17,NA,NA,12,NA,NA,3,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,31,1.4,4.05,16,12.24,-0.98,13.22,NA,6,16,2,15,1,18,22,6,1,4,NA,NA,2,NA,NA,1,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,31,0,0.38,5,5.15,0,5.15,NA,1,4,NA,4,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,31,19.7,7.46,29,18.88,1.01,17.869999999999997,NA,NA,NA,NA,7,NA,17,NA,10,NA,NA,78,40,NA,2,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,31,6.8,5.18,27,12.48,1.26,11.22,1,3,28,25,41,8,70,24,NA,NA,18,NA,NA,10,NA,1,2,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,31,0,0.87,7,3.58,0,3.58,NA,1,15,1,11,NA,8,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,31,0,-0.02,5,1.76,0,1.76,NA,1,11,NA,1,1,6,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,31,0,0.22,16,2.2,0,2.2,NA,5,39,8,9,NA,35,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,31,0,1.5,5,3.99,0,3.99,NA,NA,2,4,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,31,0,1.71,9,5.22,0,5.22,NA,1,19,4,NA,NA,15,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,31,0,1.82,17,4,0,4,NA,4,31,7,2,NA,27,40,NA,NA,5,NA,NA,NA,NA,NA,NA,2,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,31,0,2.37,6,3.05,0,3.05,NA,NA,NA,NA,3,NA,1,NA,1,1,NA,9,7,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,31,11.2,3.76,30,12,1.66,10.34,NA,2,NA,NA,11,NA,13,1,8,NA,NA,44,29,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Jair,81091,31,0,3.48,9,6.81,0,6.81,NA,2,16,1,14,NA,13,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,31,-1.3,2.31,23,8.68,-0.11,8.79,1,1,17,16,12,4,23,6,NA,1,8,NA,NA,4,NA,NA,1,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,31,-4.6,5.01,30,10.49,-2.98,13.47,NA,1,NA,NA,8,NA,25,NA,13,NA,NA,45,22,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,31,2,3.07,26,7.09,-0.73,7.82,4,4,43,20,22,NA,59,38,NA,NA,10,NA,NA,2,NA,NA,NA,1,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,31,0,1.4,1,7.12,0,7.12,NA,1,2,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,31,0,1.97,3,4.21,0,4.21,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,31,0.2,1.42,14,2.83,-0.89,3.72,1,2,12,4,8,NA,20,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,31,0,0.91,8,2.11,0,2.11,NA,1,4,4,7,1,9,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,4,mei,Lucas Lima,80583,31,6.9,1.41,15,5.3,1.23,4.07,3,3,16,1,13,NA,19,8,NA,1,3,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,31,3,2.33,29,6.73,0.22,6.510000000000001,NA,7,44,4,26,3,36,56,NA,NA,4,NA,NA,1,NA,NA,1,NA,2019
264,Corinthians,7,Provável,2,lat,Michel,80664,31,0,1.55,9,2.37,0.06,2.31,NA,1,11,NA,9,NA,12,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,31,0.1,6.07,16,12.57,-2.1,14.67,NA,4,11,4,12,NA,26,36,6,NA,1,NA,NA,3,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,31,5.5,3.21,18,9.68,-0.61,10.29,2,4,44,10,46,3,22,23,NA,NA,8,NA,NA,1,NA,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,31,-1.5,2.78,11,2.99,-0.49,3.4800000000000004,NA,2,14,6,6,NA,14,14,NA,NA,5,NA,NA,1,NA,NA,1,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,31,0.4,3.75,11,8.95,-0.19,9.139999999999999,NA,1,11,3,10,NA,14,18,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,31,-0.5,1.95,20,4.3,-0.71,5.01,NA,4,16,5,5,2,28,21,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,31,0,1.21,15,4.68,0,4.68,NA,1,9,6,9,1,19,7,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,31,0.4,1.39,13,6,0.38,5.62,NA,2,16,4,8,6,12,6,NA,NA,7,NA,NA,2,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,31,3.45,2.77,11,8.29,0.15,8.139999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,31,-3,2.6,20,3.46,-1.4,4.859999999999999,NA,5,13,2,4,NA,24,17,8,NA,3,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,31,5.5,3.11,19,10.29,1.24,9.049999999999999,1,2,17,19,6,NA,74,12,NA,1,19,NA,NA,4,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,31,-6.1,-0.4,3,5.75,-1.85,7.6,NA,NA,1,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
267,Vasco,2,Dúvida,5,ata,Clayton,81770,31,0,0.18,8,3.25,-0.08,3.33,NA,1,7,3,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,31,2.7,6.05,27,14.31,-0.43,14.74,7,4,32,25,58,5,96,32,NA,NA,17,NA,NA,8,NA,1,2,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,31,0,1.68,16,7.34,0,7.34,2,3,32,3,22,7,31,18,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Bruno Nazário,81776,31,0.1,1.8,12,2.51,-0.72,3.2299999999999995,NA,1,9,4,14,NA,14,6,NA,NA,6,NA,NA,NA,NA,NA,2,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,31,3.5,9,23,19.91,-0.93,20.84,3,9,18,31,23,13,46,8,NA,NA,26,NA,NA,20,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,31,1.5,1.8,23,4.47,0.56,3.9099999999999997,2,7,28,14,37,4,60,18,NA,NA,13,NA,NA,1,NA,1,1,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,31,-0.9,2.24,18,1.99,-0.21,2.2,2,NA,8,4,6,NA,63,16,3,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,31,0,-0.24,5,2.35,0,2.35,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,31,1.7,3.07,10,4.02,-0.13,4.1499999999999995,1,2,15,10,20,1,17,10,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,31,-1.6,4.02,20,10.21,-0.97,11.180000000000001,1,4,9,7,3,4,10,25,7,NA,2,NA,NA,1,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,31,0,1.76,9,5.16,0,5.16,2,1,8,3,6,1,11,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,31,0,3.59,10,6.01,0,6.01,NA,1,7,1,3,NA,18,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,31,0,-0.82,6,0.78,0,0.78,NA,NA,5,NA,1,3,5,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,31,0,1.17,3,6.79,0,6.79,NA,NA,2,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,31,5.2,4.28,20,8.81,1.17,7.640000000000001,NA,6,28,4,26,1,39,28,10,NA,6,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Elicarlos,50313,31,0,0.82,17,4.58,0,4.58,NA,5,23,9,19,NA,25,15,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,31,11.2,4.53,13,9.74,1.64,8.1,1,3,20,20,38,3,20,7,NA,NA,20,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,31,3.4,4.06,25,9.08,0.59,8.49,NA,1,1,NA,9,NA,38,NA,11,NA,NA,31,22,NA,1,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,31,2.2,3.09,29,8.74,-0.41,9.15,1,4,27,9,47,NA,88,44,NA,NA,10,NA,NA,3,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,31,3.9,1.9,24,7.96,0.53,7.43,NA,7,25,13,31,NA,75,27,NA,NA,10,NA,NA,2,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,31,-8.3,2.48,25,6.56,-1.6,8.16,NA,4,1,NA,1,NA,33,NA,3,NA,NA,42,34,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,31,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,31,0,-0.28,6,2.87,0,2.87,NA,2,4,2,3,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,31,8.6,3.42,20,10.44,0.38,10.059999999999999,1,5,27,3,10,NA,22,26,6,NA,1,NA,NA,2,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,31,0,1.27,13,2.95,0,2.95,NA,3,9,1,2,1,11,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,William Pottker,77809,31,1.1,3.83,7,6.87,0.04,6.83,NA,NA,7,5,2,NA,12,7,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,31,1.95,3.57,25,7.31,-1.05,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Auremir,77570,31,0,0.98,5,3.83,0,3.83,NA,1,8,NA,3,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,31,9.8,4.62,22,7.91,0.64,7.2700000000000005,1,2,21,4,30,1,42,26,6,NA,4,NA,NA,4,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,31,0,2.91,14,7.09,0,7.09,NA,1,12,4,7,4,8,11,5,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,31,-0.3,3.6,11,10.13,-1.56,11.690000000000001,1,NA,15,NA,3,NA,18,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,31,0,4.14,19,6.02,0,6.02,1,NA,26,10,31,NA,33,40,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,31,0,1.9,5,3.3,0,3.3,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,7,5,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Celsinho,72494,31,2.1,2.22,11,3.49,0.16,3.33,1,1,6,NA,4,NA,26,16,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Luiz Adriano,72772,31,7.8,3.33,9,6.98,1.06,5.92,1,NA,14,4,12,3,8,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,31,11.8,3.77,27,13.8,1.71,12.09,3,9,32,15,54,3,61,35,8,NA,5,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,31,3.3,4.55,28,16.06,0.21,15.849999999999998,1,7,61,39,45,2,70,13,NA,NA,24,NA,NA,11,NA,1,1,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,31,0,2.2,1,5.84,0,5.84,NA,NA,1,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,3,zag,Gustavo Henrique,78248,31,-8.6,2.95,27,5.24,-1.48,6.720000000000001,NA,8,32,7,17,NA,41,17,13,2,4,NA,NA,3,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,31,2.3,5.31,24,12.53,-0.17,12.7,1,NA,10,19,18,NA,96,26,9,NA,11,NA,NA,5,NA,NA,NA,1,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,31,4.6,5.55,21,10.69,0.79,9.899999999999999,2,2,29,10,21,1,34,48,NA,NA,6,NA,NA,4,NA,NA,2,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,31,1.82,2.85,22,6.68,0.03,6.6499999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,31,0,-0.29,10,3.59,0,3.59,NA,3,5,6,NA,2,9,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Vitinho,78435,31,5.1,3.99,20,9.48,-0.77,10.25,3,1,24,21,16,3,33,15,NA,NA,9,NA,NA,4,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,31,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,31,8,4.45,20,9.14,1.45,7.69,2,2,19,2,8,NA,55,34,10,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,31,0,1.58,11,3.04,0,3.04,NA,NA,12,3,18,4,14,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,31,5.72,4.14,10,7.87,0.5,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,31,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,31,0.7,4.01,29,13.18,-0.24,13.42,6,2,43,12,20,1,58,56,NA,NA,6,NA,NA,2,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Julinho,73501,31,-0.1,1.76,9,1.89,-1.08,2.9699999999999998,NA,3,7,6,4,NA,22,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,31,0,1.74,22,6.94,0,6.94,1,2,20,11,25,NA,41,11,NA,NA,9,NA,NA,1,NA,NA,1,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,31,0,1.6,6,2.43,0,2.43,NA,NA,7,2,11,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,31,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,31,0,2.25,12,8.08,0,8.08,NA,NA,11,5,15,3,9,5,NA,NA,8,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,31,0.5,0.28,5,2.02,-0.45,2.47,NA,1,6,2,3,NA,7,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,31,5.6,3.95,27,8.79,-1.24,10.03,1,4,40,8,20,1,29,34,12,NA,3,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,31,0,1.88,13,4.77,0,4.77,NA,2,15,13,32,NA,9,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,31,0,1.6,13,3.78,0,3.78,NA,2,12,4,18,NA,12,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,31,-2,6.2,30,13.67,-0.96,14.629999999999999,NA,NA,NA,NA,7,NA,7,1,14,NA,NA,54,28,NA,1,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,31,0.9,3.22,10,5.97,-0.56,6.529999999999999,NA,2,16,1,4,NA,16,30,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,31,0,-1.8,1,1.81,0,1.81,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,31,4.7,4.87,4,4.32,0.8,3.5200000000000005,NA,1,3,1,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,31,3.5,2.54,24,5.5,1.24,4.26,NA,1,30,10,29,1,55,38,NA,NA,7,NA,NA,1,NA,1,1,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,31,0.2,0.74,15,8.47,0.16,8.31,1,1,23,4,12,NA,19,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,31,0,0.73,4,3.8,0,3.8,NA,NA,2,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,31,4.2,1.4,18,3.4,0.55,2.8499999999999996,2,5,21,5,15,NA,22,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,31,6.8,4.23,23,9.89,1.32,8.57,NA,3,27,15,10,1,24,21,11,NA,4,NA,NA,2,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,31,1.6,2.55,13,3.2,-0.21,3.41,NA,3,19,2,9,NA,16,30,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
