clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,GS,PE,SG,A,FC,FS,RB,FD,FF,FT,G,PP,I,CA,CV,GC,ano
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,12,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,12,0.2,0.27,7,3.1,-0.08,3.18,NA,NA,NA,12,NA,NA,15,2,8,1,1,NA,NA,NA,NA,1,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,12,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,12,0,1.83,6,3.99,0,3.99,NA,NA,NA,7,NA,NA,4,2,6,2,4,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,12,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Mateus Gonçalves,103076,12,7.4,2.72,6,4.11,0.3,3.8100000000000005,NA,NA,NA,11,NA,NA,2,4,6,NA,2,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Vini Locatelli,102998,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,12,0,2.9,1,3.43,0,3.43,NA,NA,NA,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,12,0,6.72,6,11.84,0,11.84,NA,NA,NA,21,NA,NA,3,2,3,9,6,1,3,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,12,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Aylon,85930,12,0,1.46,5,2.71,0,2.71,NA,NA,NA,3,NA,1,1,6,1,1,NA,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Éderson,103099,12,2.5,4.2,2,2.38,-0.38,2.76,NA,NA,NA,7,NA,NA,2,4,3,1,1,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,12,8.4,3.95,2,5.52,1.2,4.319999999999999,NA,NA,NA,4,NA,NA,4,3,2,1,3,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,12,0,0.5,2,2.69,0,2.69,NA,NA,NA,7,NA,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,12,1.4,2.23,6,2.97,-0.36,3.33,NA,NA,NA,9,NA,NA,4,9,2,5,2,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Clayton,81770,12,0.6,0.6,1,3.92,-1.08,5,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,12,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,12,1.5,6.19,12,16.66,-0.4,17.06,NA,NA,NA,26,NA,1,27,20,5,12,19,NA,6,NA,1,2,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Borja,86120,12,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Natanael,86264,12,4.9,2.2,3,5.62,0.97,4.65,NA,NA,NA,8,1,NA,6,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
267,Vasco,5,Contundido,5,ata,Rossi,81798,12,0,1.16,9,3.62,0,3.62,NA,NA,NA,24,NA,1,15,12,6,5,7,NA,NA,NA,1,3,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,12,0,3.87,6,6.86,0,6.86,NA,NA,NA,10,NA,2,6,9,9,3,2,NA,NA,NA,NA,2,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,12,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
