clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,I,PE,RB,CA,CV,FT,SG,G,A,PP,DD,GS,DP,GC,ano
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lucas Silva,98515,18,0,0.9,3,1.69,0,1.69,1,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,18,1.2,2.4,17,5.8,-0.9,6.7,22,2,3,15,4,33,31,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,18,0,5.22,12,11.4,0,11.4,3,9,6,20,1,38,9,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,18,0,0.97,10,2.54,0,2.54,7,1,2,10,NA,12,8,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,5,ata,Chará,99891,18,1,4.11,16,11.1,0.23,10.87,9,10,10,21,4,45,19,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,18,14.6,5.76,14,15.08,1.64,13.44,28,4,7,7,NA,28,40,3,1,NA,7,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Mariano Vázquez,98760,18,0,2.3,4,3.77,0,3.77,4,1,NA,9,NA,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Everton Felipe,86519,18,3.5,0.57,4,2.66,1.12,1.54,2,1,2,2,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,5,ata,Alecsandro,37673,18,0.4,0.29,8,3.79,0.44,3.35,14,4,5,4,4,10,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Jonathan,37662,18,0,4.32,5,7.3,0,7.3,4,1,NA,3,NA,7,6,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,4,mei,Yuri Lima,90569,18,-0.8,0.1,9,1.7,0.14,1.56,15,1,2,4,NA,13,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,18,-1.2,4.06,16,11.99,-0.72,12.71,10,2,8,38,2,31,21,4,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,18,14.9,5.24,13,9.84,3.16,6.68,10,1,4,47,NA,34,41,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Lucas Mineiro,90634,18,0,1.36,11,5.12,0,5.12,17,1,8,11,1,22,15,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,18,-0.3,1.57,16,4.04,-0.25,4.29,10,4,5,19,2,20,8,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,18,0,3.27,14,7.37,0.37,7,19,2,9,18,1,18,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,18,0,4.14,5,5.69,0,5.69,1,NA,NA,4,NA,6,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Léo Moura,37701,18,0,3,7,5.69,0,5.69,2,NA,1,7,NA,21,6,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,18,0,-0.25,2,3.67,0,3.67,2,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Klaus,90846,18,7.1,2.03,6,4.36,1.72,2.6400000000000006,9,1,NA,2,NA,15,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,18,0,-2.3,1,3.31,0,3.31,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,18,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,18,0,-2,0,3.32,0,3.32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,18,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,18,11,5.17,14,8.68,1.05,7.63,NA,NA,NA,1,NA,7,2,NA,NA,NA,5,NA,NA,NA,20,14,2,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,18,4.2,5.73,17,11.41,-1.11,12.52,NA,NA,NA,7,NA,13,NA,NA,NA,NA,7,NA,NA,NA,29,12,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Rafael Sobis,37798,18,10.6,4.45,12,8.96,0.74,8.22,9,12,13,10,NA,13,8,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,18,1.9,2.13,16,5.03,-0.45,5.48,20,7,7,24,NA,39,20,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,18,3,1.48,5,4.79,0.4,4.39,6,NA,NA,3,3,7,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,18,0,3.4,5,6.18,0,6.18,3,NA,1,1,NA,11,5,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,18,0,1.77,11,4.32,0,4.32,13,NA,2,14,NA,17,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,18,3.5,5.61,12,8.76,-1.03,9.79,15,5,2,21,1,23,18,3,NA,NA,7,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,18,3.8,2.64,16,8.37,0.29,8.08,10,6,6,21,NA,56,23,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,18,23.3,6.1,14,18.98,3.62,15.36,6,6,6,9,NA,20,16,1,NA,1,NA,6,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Luan,86759,18,0.2,3.79,13,9.62,-0.22,9.84,10,6,8,18,1,31,5,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Orinho,95542,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,João Paulo,86770,18,0.1,2.99,17,5.73,-1.63,7.36,30,5,9,29,NA,46,28,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Matheus Rossetto,86766,18,-3.5,0.58,5,2.37,-0.63,3,8,NA,NA,1,NA,12,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,18,3.4,4.02,12,8.4,0.07,8.33,NA,NA,NA,5,NA,14,NA,1,NA,NA,5,NA,NA,NA,17,12,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,18,1,1,1,6.4,-1.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,18,0,1.62,14,9,0,9,21,1,1,8,NA,13,14,5,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Felipe Pires,100289,18,1.8,2.53,4,4.24,-0.69,4.93,2,1,2,7,1,9,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,18,1.9,3.88,17,7.2,-0.18,7.38,11,14,15,23,8,35,17,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,18,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,3,4,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,18,11.7,6.66,17,12.16,1.08,11.08,2,NA,NA,3,NA,14,NA,3,NA,NA,6,NA,NA,NA,41,22,2,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,18,0,1.21,9,3.28,0,3.28,6,NA,NA,4,NA,7,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,18,0,0,1,2.32,-0.68,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bustamante,100425,18,-1.8,-0.32,5,0.77,-0.72,1.49,12,1,2,6,NA,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,18,0,2.9,1,3.4,0,3.4,NA,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,18,0,-0.1,2,1.79,0,1.79,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Matheus Henrique,100742,18,5,1.58,8,4.23,0.42,3.8100000000000005,10,2,1,11,NA,22,11,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,18,1.3,6.76,7,10.23,-1.41,11.64,3,1,1,8,2,14,12,3,NA,NA,3,2,1,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,18,0,-2.5,1,1.07,0,1.07,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Felipe Jonatan,101708,18,1.7,3.82,12,8.94,-0.37,9.309999999999999,8,5,5,5,1,24,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Marrony,101717,18,2.4,2.88,16,11.58,-0.09,11.67,27,6,12,25,5,29,25,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Bruninho,101716,18,0,0.57,3,1.53,0,1.53,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,18,0,6.38,8,7.78,0,7.78,3,5,9,9,3,4,7,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,18,0,0.7,1,2.57,0,2.57,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Marlon,88427,18,0,0.49,9,2.59,0,2.59,9,NA,NA,8,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,18,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,18,2.1,1.76,15,4.23,0.42,3.8100000000000005,17,4,3,21,1,16,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,18,0,-0.28,4,1.98,0,1.98,3,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,18,7.6,3.69,15,11.48,0.57,10.91,13,4,11,20,2,22,14,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Daniel Guedes ,88225,18,-0.8,2.06,12,4.31,-0.58,4.89,18,1,2,6,2,32,17,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Bruno Sávio,89101,18,0,1.63,4,2.22,0,2.22,2,1,2,1,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,18,0,7.18,14,16.29,0,16.29,17,7,7,24,1,26,23,3,NA,NA,7,1,4,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,18,0,0.93,3,3.57,0,3.57,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,3,zag,Iago Maidana,89226,18,0,5.75,2,5.09,0,5.09,2,NA,2,2,NA,7,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,18,0,3.67,8,7.89,-0.61,8.5,17,1,2,31,NA,25,10,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,3,zag,Igor Rabello,89493,18,-4.8,2.5,16,8.09,-1.3,9.39,18,1,4,12,1,23,24,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,João Pedro ,89273,18,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,Gustavo Ferrareis,89815,18,-6.3,0.36,7,1.65,-1.67,3.32,8,4,9,8,1,15,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Yago Rocha,90118,18,0,-0.85,4,0.77,0,0.77,4,NA,NA,3,NA,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,18,-0.4,3.57,17,12.51,-1.08,13.59,30,NA,1,33,NA,46,34,2,1,NA,4,NA,2,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,18,0,6.46,16,20.09,0,20.09,21,14,21,32,3,20,4,3,NA,2,NA,7,2,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,David,90309,18,-2.5,1.37,16,4.27,-1.33,5.6,21,7,9,12,4,24,8,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,18,4.5,3.32,13,10.86,0.67,10.19,11,7,4,20,1,43,11,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Crysan,90406,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,18,1.2,1.8,10,2.94,-0.5,3.44,14,1,NA,9,1,17,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Edu Dracena,37657,18,0,4.7,4,6.97,0,6.97,3,1,3,2,NA,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rafinha,38144,18,7.7,4.87,7,10.2,0.79,9.41,10,NA,NA,8,NA,13,10,3,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Fred,38162,18,11.3,2.32,14,7.5,1.94,5.5600000000000005,15,7,5,17,9,33,3,4,NA,1,NA,3,2,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Everaldo ,91151,18,0,2.62,10,3.91,0,3.91,15,2,8,15,3,7,8,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Maicon,38196,18,0,1.98,5,7.81,0,7.81,6,1,2,2,NA,18,7,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,18,-3.7,2.39,14,8.82,-0.99,9.81,13,1,1,12,2,25,9,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,18,0.4,2.66,14,4.81,0.02,4.79,7,5,10,7,7,19,7,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,18,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,5,ata,Leandro Barcia,91242,18,0,3.8,15,8.49,0,8.49,24,6,12,20,3,24,18,4,NA,1,NA,3,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,18,4,4.5,14,8.52,-0.12,8.639999999999999,13,11,19,11,2,26,5,4,NA,1,NA,4,2,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,18,7.7,2.07,13,9.16,1.21,7.95,8,8,4,11,3,28,7,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,18,5.3,4.59,14,11.34,0.85,10.49,30,13,11,22,6,20,6,2,NA,1,NA,5,1,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Jadson,38315,18,0.8,-0.13,8,3.19,0.2,2.9899999999999998,4,NA,5,1,NA,15,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Márcio Araújo,38311,18,-6.3,3.12,18,7.89,-1.92,9.809999999999999,21,3,6,22,NA,23,42,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,18,1,5,4,5.35,-1.05,6.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,18,0,6.94,5,5.01,0,5.01,1,NA,1,1,1,7,11,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,18,-0.4,3.13,3,10.25,-0.98,11.23,3,NA,1,1,NA,8,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Thiago Heleno,38394,18,0,-2.1,2,1.27,0,1.27,2,1,NA,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,18,6.1,5.2,14,8.07,1.07,7,5,6,7,13,NA,40,20,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,18,-1.3,-0.9,2,1.19,-0.25,1.44,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,3,zag,Marquinhos Silva,38515,18,2.7,2.08,11,6.34,-0.18,6.52,14,NA,8,6,1,23,16,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,18,0.6,1.64,10,6.11,-1.06,7.17,12,NA,2,6,1,19,10,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,18,3.9,0.4,5,3.95,0.21,3.74,3,1,3,NA,1,7,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,18,0,5.67,12,13.09,0,13.09,28,10,14,26,2,24,10,3,NA,1,NA,4,2,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,18,8.7,2.53,16,4.66,1.32,3.34,19,2,3,9,NA,16,25,5,NA,NA,1,1,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,18,4.6,3.09,14,6.96,0.53,6.43,27,2,2,15,NA,51,47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,18,0,2.92,7,8.03,0,8.03,2,NA,3,3,NA,10,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,18,0,-1.6,1,1.24,0,1.24,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,18,0,1.97,4,6.04,0,6.04,1,NA,1,2,NA,13,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Odair Hellmann,92273,18,5.91,4.34,18,11.33,0.15,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Ramón Martínez,92155,18,0,1.2,5,3.89,0,3.89,3,NA,NA,2,1,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,André Luís,92146,18,-0.6,2.44,11,4.21,-0.56,4.77,6,4,2,23,1,14,1,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Liziero,100761,18,-0.1,1.81,7,4.05,-0.3,4.35,6,1,1,8,NA,16,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
