clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,FC,FD,FF,FS,PE,RB,SG,CA,G,I,DD,GS,FT,CV,DP,PP,GC,ano
277,Santos,6,Nulo,4,mei,Cueva,82411,22,0,0.38,5,5.15,0,5.15,NA,4,NA,NA,4,12,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,22,0,0.65,6,3.68,0,3.68,NA,14,1,1,8,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,22,1.8,2.87,18,4.53,-0.04,4.57,NA,20,2,3,11,36,26,6,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,22,2.2,3.39,9,3.69,-0.79,4.48,NA,10,4,5,5,11,11,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,22,-0.6,2.45,13,4.46,-0.3,4.76,NA,14,1,4,3,19,12,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,22,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,22,0,2.35,7,3.41,0,3.41,1,9,1,3,7,17,10,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,22,8,6.2,20,15.58,-1.74,17.32,NA,NA,NA,NA,6,14,NA,7,NA,NA,NA,42,25,NA,NA,2,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,22,7.9,2.52,14,3.23,1.23,2,2,5,NA,4,6,53,13,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Arrascaeta,87863,22,8.3,11.75,14,18.35,-0.98,19.330000000000002,8,14,5,12,30,54,26,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,22,0,2.59,11,9.09,0,9.09,1,23,6,7,24,14,14,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,22,0,2.1,2,4.02,0,4.02,NA,NA,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,22,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,22,0,1.37,9,5.13,0,5.13,NA,6,3,5,9,6,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,22,-0.8,1.25,4,2.34,-0.15,2.4899999999999998,NA,7,NA,1,6,11,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,22,0,-0.05,8,1.41,-0.35,1.7599999999999998,NA,11,NA,2,15,10,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Vinícius Araújo,82767,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,22,13.5,3.47,8,9.46,2.47,6.99,NA,10,8,10,19,11,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,22,0,-0.15,2,2.71,0,2.71,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,5,ata,Gabriel,83257,22,-3.1,9.93,18,19.48,-1.95,21.43,3,14,18,22,16,35,5,NA,6,18,11,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,22,-0.3,1.87,3,3.19,-0.73,3.92,NA,2,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,22,2.2,2.12,16,8.28,0.74,7.539999999999999,NA,19,3,4,10,37,14,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,22,0.6,2.64,18,9.73,-1.88,11.61,1,24,7,5,29,38,14,NA,4,3,2,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,22,0,3.27,7,6.6,0,6.6,NA,5,1,4,15,15,7,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,22,0,3.22,5,3.2,0,3.2,NA,7,NA,1,9,9,3,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,22,0,-2.8,1,0.78,0,0.78,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,22,-3.2,3.26,14,4.78,-1.86,6.640000000000001,1,24,5,7,8,33,17,2,1,2,1,NA,NA,1,1,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,22,10.7,4.03,11,9.7,1.21,8.489999999999998,1,15,2,4,15,21,24,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,22,0,1.52,4,2.7,0,2.7,NA,2,1,1,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,22,0,2.14,13,5.34,0,5.34,NA,17,2,6,11,23,22,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,22,0,-1.75,2,0.77,0,0.77,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,22,0,2.98,18,4.57,-0.78,5.3500000000000005,1,15,3,1,11,19,24,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,22,4.8,3.08,14,14.16,0.87,13.290000000000001,2,18,10,13,10,36,15,NA,4,1,6,NA,NA,2,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,22,-4.3,3.7,2,3.88,-2.29,6.17,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho,84523,22,0.8,2.7,19,5.11,-0.75,5.86,2,13,7,6,39,38,14,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Luan Peres ,84847,22,0,-0.4,1,2.99,0,2.99,NA,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,22,1.93,3.14,13,6.67,-0.03,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Euller ,84890,22,1.8,1.65,6,3.6,0.34,3.2600000000000002,NA,2,1,5,3,6,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,22,0,6.43,3,4.81,0,4.81,2,6,NA,NA,5,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Henrique,84893,22,0,2.55,10,3.75,0,3.75,NA,14,1,2,18,13,13,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Berrío ,85300,22,0,1.27,15,5.18,0,5.18,2,15,1,6,4,15,8,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,22,0,-1,1,3.67,0,3.67,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,22,0,1.45,11,3.86,0,3.86,1,10,3,5,10,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,4,mei,Alex Santana,85465,22,0,4.82,15,10.08,0,10.08,NA,11,6,13,21,19,11,NA,2,5,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Borja,86120,22,-2,1.2,4,4.93,-0.67,5.6,1,5,2,1,5,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,22,0,-2.5,1,1.68,0,1.68,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,22,0.3,4.16,5,5.14,-0.26,5.3999999999999995,1,6,3,5,5,6,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Mosquera,86116,22,1.9,1.3,7,2.71,0.05,2.66,NA,4,NA,2,10,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,22,0,1.89,14,4.28,0,4.28,1,15,6,8,22,15,6,NA,2,1,8,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,22,0,3,2,2.62,0,2.62,NA,3,NA,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,22,0,1.47,6,4.46,0,4.46,NA,8,NA,1,4,15,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
266,Fluminense,5,Contundido,5,ata,Pablo Dyego,86444,22,0,0.73,3,2.03,0,2.03,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,22,0,0.2,2,5.22,0,5.22,NA,5,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,22,0,1.56,13,3.67,0,3.67,NA,17,1,3,15,19,21,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,22,1.5,2.01,20,5.03,0.09,4.94,NA,27,8,10,28,44,24,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,22,0,1.7,1,4.35,0,4.35,NA,2,1,1,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,22,1,0.8,7,2.34,0.1,2.2399999999999998,NA,3,1,3,8,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,22,0,7.33,17,17.48,0,17.48,4,11,7,11,11,28,22,NA,2,8,NA,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,22,0,0.17,6,2.49,0,2.49,NA,11,NA,NA,3,15,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,22,2.1,2.15,18,9.47,0.11,9.360000000000001,NA,9,3,3,8,41,21,3,1,1,4,NA,NA,NA,NA,NA,NA,1,2019
284,Grêmio,7,Provável,5,ata,Luan,86759,22,0,5.07,16,13.61,0,13.61,5,11,6,9,23,41,9,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,22,5,6.65,21,11.8,1.44,10.360000000000001,NA,3,NA,NA,3,14,NA,7,4,NA,NA,55,31,NA,NA,2,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,22,0.2,2.75,13,4.93,-1.13,6.06,1,13,6,10,14,15,14,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,22,0,2.12,9,6.66,0,6.66,1,11,6,8,13,12,5,NA,2,1,3,NA,NA,1,1,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,João Paulo,86770,22,0,2.85,18,5.63,0,5.63,NA,31,6,9,29,47,28,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,José Welison,86859,22,0,2.32,8,4.66,0,4.66,NA,8,NA,5,5,13,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,22,0,-2.5,1,2.46,0,2.46,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,22,0,2.7,9,5.41,0,5.41,NA,9,4,3,1,18,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Nathan,87009,22,2.4,2.37,12,5.28,-0.05,5.33,NA,9,4,5,3,16,9,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,22,0,3.22,10,4.42,0,4.42,NA,12,2,NA,3,22,13,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,22,4.7,5.92,18,14.09,-1.2,15.29,2,33,4,10,10,33,49,9,4,NA,1,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Zeca,87192,22,0,3.93,15,7.09,0,7.09,NA,12,1,NA,5,29,34,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,22,2.4,1.67,10,3.97,0.42,3.5500000000000003,NA,12,4,5,9,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,22,-1.2,3.49,20,7.01,-1.27,8.28,2,13,12,14,29,49,18,NA,8,4,10,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,3,zag,Kannemann,87342,22,0,4.11,7,12.1,0,12.1,NA,16,NA,NA,11,9,16,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Pedro Henrique,87225,22,0,4.79,12,8.93,0,8.93,NA,2,2,3,12,16,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,22,0.7,3.46,20,8.66,-0.25,8.91,NA,8,1,2,17,29,28,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,22,1,2.29,12,5.38,-0.74,6.12,NA,5,1,3,13,15,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,22,0,-0.25,2,3.03,0,3.03,NA,4,NA,NA,1,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Thaciano,87470,22,2.9,2.85,15,4.98,0.08,4.9,1,17,7,4,13,16,23,NA,4,1,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,22,0.4,2.99,16,4.56,-1.08,5.64,1,23,1,2,22,23,30,NA,5,1,1,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,22,0,-0.28,4,1.98,0,1.98,NA,3,1,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,22,0,1.58,4,4.35,0,4.35,NA,5,3,6,4,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Gustavo Scarpa,87999,22,3,2.69,14,4.82,0.1,4.720000000000001,1,9,12,8,9,37,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,22,0,1.6,2,2.2,0,2.2,NA,3,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,22,13.1,7.05,17,16.59,1.56,15.03,4,21,8,9,28,33,32,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,22,0,2.31,14,5.6,0,5.6,NA,23,1,2,7,35,22,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Gabriel Dias,88368,22,0,1.83,18,4.33,0,4.33,NA,20,4,4,24,17,23,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,22,0,0.35,11,2.95,0.09,2.8600000000000003,NA,9,NA,NA,8,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,22,0,3.45,18,10.18,0,10.18,1,13,9,13,27,35,15,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,22,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,22,0,0.93,3,3.57,0,3.57,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Bruno Sávio,89101,22,0,1.63,4,2.22,0,2.22,NA,2,1,2,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Vinícius Tanque,88651,22,0,-0.9,2,1.19,0,1.19,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,22,7.9,4.65,12,10.1,0.82,9.28,1,27,3,4,42,34,23,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Dalberto,97995,22,0,0,1,2.34,-0.66,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Iago Maidana,89226,22,0,5.75,2,5.09,0,5.09,NA,2,NA,2,2,7,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,22,-0.8,2.46,18,8.53,-0.92,9.45,NA,19,1,5,12,25,27,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Bruno Pacheco,90061,22,1.7,3.73,20,12.94,-0.55,13.49,2,33,NA,2,44,50,41,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,22,0,1.5,1,2.6,0,2.6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,22,1.4,6.03,20,19.07,-1.2,20.27,2,31,17,25,42,32,11,NA,5,8,4,NA,NA,2,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,22,0,0.74,9,3.21,0,3.21,NA,8,4,11,10,20,5,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,22,0,3.21,7,7.88,0,7.88,NA,6,3,5,6,7,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,22,5.6,0.63,6,1.75,0.91,0.84,NA,6,NA,NA,4,14,4,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,22,0,3.12,16,10.48,0,10.48,2,14,9,7,25,46,13,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,22,-1.1,1.27,20,4.46,-0.23,4.69,2,31,9,13,19,27,11,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,22,5.3,4.78,17,8.65,0.88,7.7700000000000005,1,14,1,5,66,46,48,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,2,Dúvida,4,mei,Yuri Lima,90569,22,4.2,0.54,13,2.58,0.07,2.5100000000000002,NA,21,1,2,6,18,18,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,22,1.9,1.34,19,4.22,0.66,3.5599999999999996,NA,15,4,8,25,27,9,NA,3,1,2,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,22,0.2,3.47,8,4.72,-0.59,5.31,NA,3,NA,1,6,10,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,22,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,22,0,-0.1,3,3.14,0,3.14,NA,2,NA,1,3,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,22,0,-0.1,1,0.77,0,0.77,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,22,0,1.37,9,3.19,-0.13,3.32,NA,9,1,NA,3,21,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,22,0,-2,0,3.32,0,3.32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,22,-0.9,2.77,16,4.76,-1.34,6.1,NA,8,5,10,8,22,7,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,22,2.8,1.71,14,3.31,0.51,2.8,NA,22,1,2,10,19,25,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,5,ata,Everaldo ,91151,22,0,2.62,10,3.91,0,3.91,1,15,2,8,15,7,8,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,22,-2,3.15,19,8.05,-1.44,9.49,1,32,7,12,22,28,18,NA,5,4,3,NA,NA,1,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,22,1.4,2.08,19,9.77,0.05,9.719999999999999,NA,70,1,8,16,55,59,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,22,5.5,2.04,14,7.06,1.08,5.9799999999999995,1,17,2,3,11,31,13,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,22,0.6,0.66,8,3.47,-0.2,3.6700000000000004,1,3,1,4,2,12,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
