clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,PP,RB,FT,CV,SG,DD,DP,GS,GC,ano
314,Avaí,6,Nulo,3,zag,Gustavo,101316,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,27,3.2,2,16,4.19,-0.56,4.75,NA,3,14,3,7,9,3,NA,20,NA,9,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,27,0,-2.5,1,1.07,0,1.07,NA,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Guga,101319,27,9.5,4.44,13,9.09,1.3,7.79,4,NA,12,NA,3,11,NA,2,44,NA,30,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Vitinho,78435,27,1.8,3.91,16,8.81,0.21,8.6,3,1,22,9,15,15,3,2,31,NA,11,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Renê,78445,27,5.2,4.5,18,8.71,0.92,7.790000000000001,2,2,18,2,2,7,NA,NA,45,NA,30,NA,NA,9,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,27,0,5.15,10,6.27,0,6.27,1,NA,5,6,9,9,2,3,8,NA,8,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Felipe Jonatan,101708,27,0,3.57,17,9.63,0,9.63,NA,NA,11,7,6,8,2,1,28,NA,8,NA,NA,6,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,27,1,4.32,25,13.41,0.32,13.09,5,2,38,6,12,17,2,1,53,NA,52,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,27,0,3.13,7,2.08,0,2.08,NA,NA,5,5,4,6,1,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,27,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,27,0,0.7,1,2.57,0,2.57,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,27,3.5,1.6,6,2.43,0.22,2.21,NA,NA,7,NA,2,11,NA,NA,10,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,27,0,1.77,4,2.89,0,2.89,NA,NA,1,2,1,4,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,27,1.2,1.88,20,7.62,0.25,7.37,1,1,17,9,7,23,1,NA,36,NA,10,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,27,12,3.15,23,13.02,1.02,12,2,3,36,10,17,37,2,5,32,NA,29,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,27,0.2,3.36,23,6.72,-0.81,7.529999999999999,NA,7,26,3,7,14,3,NA,34,NA,16,NA,1,11,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,27,0,-0.5,1,0.77,0,0.77,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,27,0,1.61,9,3.09,0,3.09,NA,1,5,2,3,2,NA,NA,8,NA,7,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,27,0,8,1,4.5,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,27,0,3.48,9,6.53,0,6.53,NA,1,14,NA,1,4,NA,NA,15,NA,28,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,27,5.5,6.9,26,15.08,-1.16,16.24,NA,NA,NA,NA,NA,6,NA,NA,7,NA,1,NA,NA,14,48,1,22,NA,2019
314,Avaí,5,Contundido,2,lat,Iury,101846,27,0,2.94,10,6.43,0,6.43,1,1,14,NA,3,10,NA,NA,30,NA,10,NA,NA,4,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,27,0,2.69,9,4.96,0,4.96,NA,1,7,NA,2,7,1,NA,13,NA,7,NA,NA,2,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,27,0,0.88,13,8.58,0,8.58,1,1,20,1,3,10,NA,NA,17,NA,10,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Pedro Castro,78840,27,0,2.79,22,5.68,0,5.68,NA,NA,27,7,9,28,1,1,51,1,36,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,27,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Papagaio,102302,27,1.5,0.8,8,1.63,0.2,1.43,NA,NA,6,1,3,6,NA,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,27,0,6.59,24,14.9,0,14.9,1,5,29,8,19,30,5,NA,52,1,43,1,NA,10,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,27,3.5,4.05,23,7.77,-0.58,8.35,5,1,23,16,20,7,1,NA,64,NA,36,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Caio Paulista,102318,27,0,2.8,20,4.12,0,4.12,NA,NA,21,6,20,25,NA,2,34,NA,28,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,27,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,27,0,1.8,9,2.07,0.28,1.7899999999999998,NA,3,6,1,NA,8,NA,NA,2,NA,7,NA,NA,2,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Goularte,101889,27,0,2.3,3,2.59,0,2.59,NA,NA,1,1,1,4,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,27,0,2.4,9,6.39,0,6.39,NA,3,24,1,1,8,1,1,8,NA,19,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Toró,101885,27,0,2.18,15,4.99,0,4.99,1,1,19,3,10,20,2,3,28,NA,11,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,27,2.49,1.93,7,7.61,0.38,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,27,0,1.4,1,7.12,0,7.12,NA,1,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,27,0,2.93,10,2.74,0,2.74,2,NA,15,6,7,5,1,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Dudu,102581,27,0,-0.25,2,1.33,0,1.33,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,27,-1.6,3.9,19,10.71,-0.89,11.600000000000001,3,2,18,15,13,49,1,NA,61,NA,19,2,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,27,1.3,0.65,6,1.21,0.16,1.05,1,NA,8,NA,4,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,27,0,3.28,11,4.48,0,4.48,1,1,18,2,6,13,2,2,15,NA,10,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,27,0,-0.23,6,2.56,0,2.56,NA,1,6,1,1,6,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,27,0,0.5,1,0.86,0,0.86,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,27,0,2.5,1,2.75,0,2.75,NA,NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,27,0,3.48,9,6.81,0,6.81,NA,2,16,NA,1,14,1,NA,13,NA,21,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,27,2,2,1,1.21,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2019
285,Internacional,6,Nulo,3,zag,Roberto,104086,27,0,1.88,5,2.43,0,2.43,NA,2,6,1,NA,5,NA,NA,11,NA,4,NA,NA,2,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,27,0,2.05,10,3.52,0,3.52,NA,5,12,NA,NA,1,NA,NA,12,NA,13,NA,NA,4,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Marcos Paulo,103645,27,0,3.33,12,4,0,4,2,NA,4,3,8,9,NA,NA,17,NA,13,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,3,zag,Bruno Méndez,103700,27,-3.3,1.14,5,3.85,-0.48,4.33,NA,3,5,NA,NA,1,NA,NA,11,NA,8,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,27,0,0,1,0.76,0,0.76,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Gilson,52674,27,0,1.68,18,5.35,0,5.35,1,3,20,NA,1,16,NA,NA,37,NA,19,NA,2,5,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,27,0,-0.45,4,2.45,0,2.45,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Elias,54395,27,-1.8,1.46,22,7.94,-0.71,8.65,1,3,28,5,6,17,1,NA,63,NA,27,1,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Warley,104646,27,0.3,0.43,3,1.59,-0.03,1.62,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,27,0,3.32,9,6.56,0,6.56,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,17,NA,11,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,João Pedro,104026,27,1,4.17,21,6.16,0.14,6.0200000000000005,1,1,25,17,21,27,4,8,29,NA,16,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,27,0,0.4,1,3.94,0,3.94,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,27,0,-0.5,2,3.15,0,3.15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,27,0,3.57,3,3.67,0,3.67,NA,NA,1,NA,NA,NA,NA,NA,6,NA,2,NA,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,27,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,27,0,5.08,20,14.63,-1.18,15.81,NA,2,14,4,6,21,3,NA,45,NA,28,NA,NA,8,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,27,0,3.64,12,5.39,0,5.39,1,1,13,2,4,4,NA,4,28,NA,20,NA,NA,4,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,4,mei,Luan,102909,27,0.4,0.81,17,3.03,-0.01,3.0399999999999996,NA,3,27,2,3,6,NA,NA,25,NA,22,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Bruno Fuchs,104085,27,1.2,2.81,7,2.45,-0.32,2.77,NA,2,5,1,1,7,NA,NA,21,NA,8,NA,NA,3,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,27,8.9,5.15,19,13.17,-0.46,13.63,2,1,6,5,9,16,1,1,28,NA,31,2,NA,4,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,27,0,-0.3,2,0.77,0,0.77,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,27,0,4.16,5,2.39,0,2.39,NA,1,4,NA,NA,3,NA,NA,4,NA,3,NA,NA,4,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,27,0,1.37,9,6.11,0,6.11,NA,1,5,NA,1,12,2,1,10,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,27,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,27,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,27,0,2.48,5,5.52,0,5.52,NA,2,3,1,3,7,1,1,9,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Patric,60969,27,0,1.49,15,3.65,0,3.65,1,3,25,3,7,5,NA,NA,39,NA,14,NA,NA,3,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,27,-1,1.3,13,3.34,-0.53,3.87,NA,1,12,4,11,5,NA,3,15,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,27,0.7,2.5,5,1.38,-0.26,1.64,1,NA,4,3,1,6,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,27,0,-0.39,8,2.38,0,2.38,NA,2,10,NA,NA,11,NA,NA,7,NA,5,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,27,0,2.25,12,5.39,0,5.39,NA,1,14,9,6,21,NA,1,15,NA,10,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,3,Suspenso,4,mei,Éderson,103099,27,8.6,2.1,11,3.53,1.51,2.0199999999999996,NA,3,19,3,3,16,1,1,23,NA,14,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,27,5.5,2.61,19,7.15,1.08,6.07,4,2,27,9,14,17,1,5,48,NA,15,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,27,-0.3,1.19,16,2.7,-0.09,2.79,NA,1,7,2,6,8,1,1,21,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,27,2.1,6.83,22,16.53,0.36,16.17,3,NA,24,10,22,13,11,7,27,NA,19,2,NA,NA,NA,NA,NA,NA,2019
