clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,PP,RB,FT,CV,SG,DD,DP,GS,GC,ano
354,Ceará,6,Nulo,4,mei,Wescley,70925,27,0,0.27,11,3.48,0,3.48,NA,1,8,2,NA,6,NA,3,13,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Leonardo Silva,68925,27,13.9,1.65,12,6.18,2.5,3.6799999999999997,NA,5,11,2,1,10,1,NA,13,NA,10,1,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,27,4.5,3.13,25,9.06,0.6,8.46,1,4,21,7,8,38,3,NA,76,NA,38,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,27,0,4.69,16,10.85,0,10.85,1,3,5,2,6,2,1,4,6,NA,22,1,NA,6,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,27,0,2.73,3,3.99,0,3.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,5,NA,6,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,27,-2.8,0.53,13,2.72,-0.51,3.2300000000000004,NA,1,15,5,5,16,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,27,0,1.44,10,4.23,0,4.23,NA,1,7,1,2,10,NA,1,21,NA,6,NA,NA,2,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,27,2.5,3.8,21,8.63,-0.17,8.8,NA,1,1,NA,NA,8,NA,NA,29,NA,NA,NA,NA,9,25,1,20,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,27,1.9,5.46,17,7.56,0.07,7.489999999999999,1,2,14,11,9,23,4,NA,18,NA,27,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,27,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,27,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,27,-2.8,2.91,20,9.95,-1.73,11.68,1,2,39,5,13,20,4,NA,44,NA,21,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,27,0,1.76,12,4.32,0,4.32,1,1,16,6,8,15,NA,NA,37,NA,14,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,27,18,3.05,17,11.7,3.19,8.51,1,5,23,1,3,9,2,NA,19,NA,20,NA,NA,4,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,27,2.9,9.46,20,19.91,-0.68,20.59,3,8,16,20,23,19,19,13,37,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,27,0,2.38,12,4.74,0,4.74,2,NA,25,9,3,15,NA,3,20,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Gilberto,73789,27,0,2.59,11,3.2,0,3.2,NA,2,17,2,2,8,NA,NA,10,NA,24,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,27,0,1.9,5,4.58,0,4.58,NA,1,8,NA,4,5,NA,NA,4,NA,4,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,27,0,6.06,17,10.19,0,10.19,2,1,19,6,8,14,3,1,29,NA,42,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,27,4,3.27,21,8.85,0.49,8.36,NA,3,1,NA,NA,1,NA,NA,24,NA,NA,NA,NA,3,38,1,27,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,27,2.8,3.5,19,7.39,0.22,7.17,1,6,29,11,14,45,3,4,30,NA,20,1,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,27,3.5,2.77,6,4.04,0.32,3.72,1,NA,6,2,5,12,NA,1,11,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,27,-1.5,0.98,5,2.12,0.36,1.7600000000000002,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,7,NA,7,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,27,4.1,0.91,13,4.37,-0.04,4.41,2,2,9,3,4,3,NA,NA,18,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Vinícius,71162,27,0,3.09,17,4.99,0,4.99,2,2,10,12,12,18,2,1,58,NA,13,2,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,27,4.44,3.22,21,7.34,0.67,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Celsinho,72494,27,1.7,0.84,7,3.04,0.3,2.74,NA,1,4,NA,NA,2,NA,NA,17,NA,6,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,27,-5,1.8,24,4.56,-0.76,5.319999999999999,NA,7,21,NA,1,7,NA,NA,37,NA,23,NA,NA,9,NA,NA,NA,1,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,27,0,4.14,19,6.02,0,6.02,1,NA,26,4,10,31,1,NA,33,NA,40,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,27,7.85,5.83,18,15.8,1.1,14.700000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,João Vitor,68987,27,-4,2.04,11,4.38,-1.73,6.109999999999999,NA,4,24,1,1,6,NA,1,17,NA,32,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marquinhos Gabriel,68954,27,2.5,1.52,19,4.09,-0.27,4.359999999999999,1,2,9,5,5,16,NA,1,20,NA,14,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,27,0,0.54,13,4.34,0,4.34,NA,1,16,2,6,3,1,NA,19,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,27,1,2.4,11,6.53,-0.66,7.19,NA,NA,8,4,4,5,NA,4,7,NA,6,NA,NA,3,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,27,0,3.67,18,7.04,0,7.04,NA,1,1,NA,NA,4,NA,NA,18,NA,NA,NA,NA,6,23,1,17,NA,2019
267,Vasco,2,Dúvida,4,mei,Guarín,71233,27,0.5,1,2,7.11,-0.3,7.41,NA,1,1,NA,1,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,27,1.7,1.08,5,1.15,-0.45,1.5999999999999999,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,6,NA,6,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,27,0,2.77,8,5.92,0,5.92,1,NA,12,1,3,11,2,2,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,27,0,3.3,9,10.28,0,10.28,NA,NA,13,NA,NA,3,NA,NA,16,NA,13,NA,NA,4,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,27,0,3.88,12,6.16,0,6.16,2,NA,10,NA,NA,13,1,4,23,NA,14,NA,NA,3,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,27,0,2.2,1,5.84,0,5.84,NA,NA,1,NA,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,27,0,4.13,20,10.47,0,10.47,NA,1,19,2,5,9,1,NA,24,NA,25,NA,NA,10,NA,NA,NA,1,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,27,0.9,3.69,14,4.05,0.31,3.7399999999999998,NA,2,7,2,3,14,1,NA,17,NA,13,NA,NA,5,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,27,9.5,4.46,22,9.72,1.37,8.350000000000001,2,NA,18,7,16,20,7,6,32,NA,13,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,27,0.69,2.99,18,6.45,-0.46,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,27,20,4.32,18,10.69,2.99,7.699999999999999,NA,1,NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,7,26,NA,16,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,27,0,3.24,23,11.7,0,11.7,2,9,29,4,12,44,NA,3,58,NA,31,1,NA,6,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,27,-2,3.29,18,12.09,-1.61,13.7,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,6,21,NA,17,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,27,12.6,5.7,20,14.13,1.76,12.370000000000001,NA,NA,7,9,14,14,5,NA,75,NA,24,NA,NA,8,NA,NA,NA,1,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,27,4,4.94,25,8.08,-2.32,10.4,NA,2,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,7,53,NA,33,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,27,-3.3,0.22,16,2.2,-0.6,2.8000000000000003,NA,5,39,1,8,9,NA,NA,35,NA,21,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,27,8,5.43,15,7.72,1.19,6.529999999999999,NA,1,1,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,30,NA,16,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,27,0,0.68,4,3.66,0,3.66,NA,NA,5,NA,1,7,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,27,1.63,4.18,6,6.86,-0.27,7.130000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,27,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,27,0,8.23,3,7.35,0,7.35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,8,NA,2,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,27,0,-0.02,5,1.76,0,1.76,NA,1,11,1,NA,1,NA,1,6,NA,2,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,27,2,0.78,6,1.95,0.27,1.68,NA,2,4,3,3,3,NA,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,27,0,1.58,11,3.04,0,3.04,NA,NA,12,1,3,18,1,4,14,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,27,0,3.69,7,12.68,0,12.68,NA,2,12,1,8,5,3,5,6,NA,2,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,3,zag,Gustavo Gómez,71684,27,5.2,3.72,13,12.73,0.03,12.700000000000001,NA,6,15,4,2,13,2,NA,15,NA,19,NA,1,4,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,27,0,1.71,9,5.22,0,5.22,NA,1,19,1,4,NA,NA,NA,15,NA,18,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,27,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,27,0,2.48,9,7.76,0,7.76,NA,NA,7,6,4,14,1,3,9,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,27,0,2.13,14,6.7,0,6.7,NA,3,21,7,6,15,NA,1,23,NA,22,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,27,0,1.5,5,3.99,0,3.99,NA,NA,2,NA,4,4,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,27,-0.8,-0.87,3,1.75,0.14,1.6099999999999999,NA,1,4,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,27,0,5.73,23,11.32,0,11.32,1,3,26,17,24,38,9,5,62,1,23,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,27,7.3,4.07,19,9.73,1.03,8.700000000000001,NA,3,20,3,13,9,1,1,21,NA,19,NA,NA,9,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,27,2.1,2.96,23,7.01,0.41,6.6,3,4,39,10,17,18,2,NA,53,NA,34,NA,NA,NA,NA,NA,NA,1,2019
266,Fluminense,7,Provável,5,ata,Wellington Nem,73619,27,4.4,1.85,11,5.39,0.1,5.29,NA,2,12,4,8,30,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,27,0,2.11,18,9.98,0,9.98,1,3,25,9,12,24,NA,1,30,NA,17,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Michel,71920,27,2,2.12,16,4.91,0.06,4.8500000000000005,NA,3,28,5,6,2,NA,NA,26,NA,40,NA,NA,NA,NA,NA,NA,2,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,27,0,2.58,14,4.61,0,4.61,1,5,26,NA,6,17,NA,NA,14,NA,30,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,27,0,0.44,5,0.9,-0.11,1.01,NA,NA,4,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,27,0,2.37,6,3.05,0,3.05,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,1,9,NA,7,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,27,0,1.43,14,3.24,0,3.24,2,4,19,1,4,12,NA,NA,18,NA,15,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,27,-0.3,2.07,24,3.77,-1.18,4.95,3,5,40,5,7,15,NA,2,30,NA,37,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,3,zag,Thuler,100125,27,0,1.34,10,2.95,0,2.95,NA,2,7,NA,NA,4,NA,NA,7,NA,4,NA,NA,3,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,27,1,4.46,21,8.68,-0.19,8.87,NA,3,NA,NA,NA,4,NA,NA,11,NA,NA,NA,NA,7,36,NA,21,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,27,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,27,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,27,13,2.42,10,5.01,2.34,2.67,1,3,11,1,1,8,NA,2,9,NA,9,NA,NA,3,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Matheus Barbosa,74069,27,-0.4,1.9,16,3.7,-0.44,4.140000000000001,1,1,15,4,6,11,NA,1,37,NA,21,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,27,10.6,6.05,20,15.55,0.42,15.13,NA,6,22,4,2,24,NA,NA,34,NA,64,NA,NA,8,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,27,0,3.58,5,6.47,0,6.47,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Élber,74140,27,-0.8,3.22,21,6.16,-1.06,7.220000000000001,1,3,8,9,5,51,2,3,35,NA,19,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,27,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,27,0,2.15,2,4.01,0,4.01,NA,1,2,NA,2,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,27,0,3.1,9,5.15,0,5.15,1,NA,4,2,6,15,1,1,11,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,27,4,3.44,23,8.08,0.63,7.45,1,4,35,1,6,15,NA,NA,24,NA,29,NA,NA,10,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,27,0,-0.1,2,1.79,0,1.79,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,5,ata,Bustamante,100425,27,0,1.81,13,2.74,0,2.74,1,1,28,2,7,12,1,1,17,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,27,1.3,3.62,14,13.25,0.23,13.02,3,1,22,7,7,8,2,5,13,NA,8,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,27,0,-0.17,3,1.89,0,1.89,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Guerra,74213,27,0.9,0.43,13,3.32,0.2,3.1199999999999997,NA,5,14,2,4,5,1,1,12,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,27,0,0.73,4,3.8,0,3.8,NA,NA,2,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Isaque,101483,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Liziero,100761,27,3.5,1.52,13,4.47,0.67,3.8,NA,2,11,2,5,9,NA,NA,24,NA,17,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,27,-1,0.46,13,0.79,-0.21,1,NA,4,17,2,4,17,1,6,17,NA,9,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Matheus Henrique,100742,27,0,1.06,13,3.33,0,3.33,1,5,21,2,2,14,NA,NA,29,NA,18,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,27,2.7,2.19,17,4.63,0.07,4.56,NA,3,15,2,2,3,NA,3,41,NA,16,NA,NA,7,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Gabriel Sara,100763,27,0,0.05,2,0.77,0,0.77,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Thonny Anderson,101484,27,0,3.45,18,4.65,-0.11,4.760000000000001,4,3,22,12,7,16,2,3,25,NA,12,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,27,4.2,3.54,13,11.98,0.53,11.450000000000001,NA,1,19,10,20,17,3,9,23,NA,7,1,1,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Marlone,80944,27,0,1.37,14,5.08,0,5.08,NA,1,8,NA,6,9,1,1,17,NA,7,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,27,0,1.27,13,2.95,0,2.95,NA,3,9,NA,1,2,NA,1,11,NA,6,NA,NA,4,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Robson Bambu,101579,27,0,3.12,4,4.97,0,4.97,NA,NA,7,1,2,1,NA,NA,6,NA,3,NA,NA,2,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,27,0,1.65,4,3.67,0,3.67,NA,NA,6,NA,NA,3,NA,NA,8,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Felipe,100843,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,27,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,27,0.9,4.2,19,6.18,-2.8,8.98,NA,2,17,3,2,24,4,1,42,NA,24,NA,NA,4,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,27,0,5.02,5,9.48,0,9.48,NA,NA,4,1,4,2,2,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,27,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Felippe Cardoso,100963,27,0,1.94,15,2.98,0,2.98,1,2,39,9,9,17,2,10,11,NA,7,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,27,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,7,NA,4,NA,2019
285,Internacional,5,Contundido,4,mei,Nonato,100987,27,0,3.57,21,9.09,0,9.09,1,3,43,4,6,16,3,1,27,NA,43,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,27,0,0.3,1,2.97,0,2.97,1,1,1,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,27,6.4,4.42,24,16.46,1.42,15.040000000000001,1,6,57,23,32,40,9,2,60,1,13,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,27,0,7.2,1,2.86,0,2.86,1,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,27,0,-0.29,10,3.59,0,3.59,NA,3,5,4,6,NA,NA,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Ferreira,101290,27,0,8.5,1,4.77,0,4.77,1,NA,1,NA,1,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,27,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,27,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
