clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,value,ano
284,Grêmio,7,Provável,1,gol,Júlio César,49673,26,0,4.34,8,6.29,0,6.29,NA,2019
284,Grêmio,7,Provável,3,zag,David Braz,50317,26,0,4.64,13,7.98,0,7.98,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,26,0,0,0,5,0,5,NA,2019
354,Ceará,7,Provável,4,mei,Pedro Ken,50877,26,0,1.45,10,3.93,1.74,2.1900000000000004,NA,2019
264,Corinthians,7,Provável,1,gol,Walter,51413,26,0,9.63,3,8.01,0,8.01,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,26,0,3.06,23,5.63,-1.04,6.67,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,26,0,0,0,6,0,6,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,26,0,2.54,15,8.43,0,8.43,NA,2019
354,Ceará,7,Provável,3,zag,Tiago Alves,51495,26,0,2.36,17,5.71,-1.52,7.23,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Léo,50459,26,0,1.92,13,6.34,0,6.34,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,26,0,0.98,12,4.09,0,4.09,NA,2019
315,Chapecoense,7,Provável,3,zag,Rafael Pereira,51194,26,0,0.74,10,3.41,0,3.41,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,26,0,3.86,21,11.52,0,11.52,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,26,0,-2.8,1,1.72,0,1.72,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,26,0,1.37,9,6.11,0,6.11,NA,2019
264,Corinthians,7,Provável,4,mei,Ralf,52190,26,0,4.66,16,11.33,0.84,10.49,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,26,0,3.32,9,6.56,0,6.56,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,26,0,4.94,18,13.63,1.87,11.760000000000002,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,26,0,1.61,21,8.65,0.3,8.35,NA,2019
283,Cruzeiro,7,Provável,3,zag,Dedé,60819,26,0,5.35,19,15.81,-0.26,16.07,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,26,0,-0.5,2,3.15,0,3.15,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,26,0,0,0,5,0,5,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,26,0,3.64,12,5.39,2.54,2.8499999999999996,NA,2019
263,Botafogo,6,Nulo,2,lat,Gilson,52674,26,0,1.68,18,5.35,0,5.35,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Patric,60969,26,0,1.49,15,3.65,0.25,3.4,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,26,0,0,0,1,0,1,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,26,0,0,0,4,0,4,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,26,0,2.25,12,5.39,0,5.39,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,26,0,2.48,5,5.52,0,5.52,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,26,0,2.05,10,3.52,0,3.52,NA,2019
285,Internacional,7,Provável,4,mei,D'Alessandro,62023,26,0,0.9,13,5.94,0.08,5.86,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,26,0,1.85,22,6.01,0,6.01,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,26,0,2.45,18,6.07,-1.28,7.3500000000000005,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,26,0,-0.39,8,2.38,0,2.38,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,26,0,7.05,21,16.17,-1.1,17.270000000000003,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,26,0,1.15,6,4.67,0,4.67,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,26,0,-0.53,3,3.72,0,3.72,NA,2019
283,Cruzeiro,7,Provável,4,mei,Robinho,62104,26,0,0.6,19,5.34,0.08,5.26,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,26,0,2.14,8,5.64,-0.07,5.71,NA,2019
277,Santos,2,Dúvida,2,lat,Pará,62086,26,0,2.07,10,4.24,-1.37,5.61,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,26,0,1.95,9,4.6,-2.31,6.91,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,26,0,-0.67,6,2.22,0,2.22,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,26,0,0,0,5,0,5,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,26,0,-0.82,6,0.78,0,0.78,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,26,0,1.87,19,7.8,0.92,6.88,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,26,0,-0.74,19,1.62,0.85,0.7700000000000001,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,26,0,7.97,6,22.89,0,22.89,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,26,0,0.22,16,2.2,-0.04,2.24,NA,2019
341,CSA,5,Contundido,4,mei,Didira,63178,26,0,1.39,13,5.3,0,5.3,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,26,0,3.14,20,5.95,0,5.95,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,26,0,6.22,18,17.03,-0.22,17.25,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,26,0,4.6,3,5.49,0.44,5.05,NA,2019
285,Internacional,5,Contundido,3,zag,Rodrigo Moledo,63354,26,0,4.46,9,6.3,0,6.3,NA,2019
282,Atlético-MG,7,Provável,4,mei,Luan,63219,26,0,4.31,16,9.93,1.53,8.4,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,26,0,3.32,19,9.14,0.63,8.51,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,26,0,0,0,8,0,8,NA,2019
284,Grêmio,7,Provável,5,ata,André,68690,26,0,2.53,15,8.63,0,8.63,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,26,0,1.2,1,4.3,0,4.3,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,26,0,2.95,12,6.02,0,6.02,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,26,0,2.07,14,4.5,-1.47,5.97,NA,2019
315,Chapecoense,7,Provável,5,ata,Henrique Almeida,68773,26,0,2.58,6,3.65,-0.62,4.27,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,26,0,1.76,12,4.32,0,4.32,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,26,0,3.18,8,5.28,0,5.28,NA,2019
284,Grêmio,7,Provável,2,lat,Rafael Galhardo,68821,26,0,5.65,11,5.98,0,5.98,NA,2019
285,Internacional,2,Dúvida,4,mei,Bruno Silva,68698,26,0,2.65,9,7.6,0.91,6.6899999999999995,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,26,0,4.49,23,13.48,2.3,11.18,NA,2019
265,Bahia,2,Dúvida,2,lat,Nino Paraíba,68808,26,0,6.42,19,14.57,0,14.57,NA,2019
266,Fluminense,5,Contundido,3,zag,Digão,68886,26,0,1.59,11,5.74,0,5.74,NA,2019
284,Grêmio,6,Nulo,1,gol,Paulo Victor,68873,26,0,4.83,18,6.57,-0.78,7.3500000000000005,NA,2019
284,Grêmio,7,Provável,3,zag,Paulo Miranda,68817,26,0,1.9,9,3.87,0,3.87,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,26,0,2.53,23,5.98,0.54,5.44,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,26,0,2.78,14,5.59,0,5.59,NA,2019
315,Chapecoense,6,Nulo,3,zag,Gum,68887,26,0,1.56,20,5.21,-1.41,6.62,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,26,0,6.08,19,19.07,1.29,17.78,NA,2019
264,Corinthians,3,Suspenso,3,zag,Gil,68923,26,0,4.69,16,10.85,0.27,10.58,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,26,0,0.54,11,3.68,-0.11,3.79,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,26,0,2.73,3,3.99,0,3.99,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,26,0,0.81,12,3.23,-0.14,3.37,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,26,0,1.92,19,7.37,0.15,7.22,NA,2019
263,Botafogo,5,Contundido,5,ata,Rodrigo Pimpão,68901,26,0,0.65,19,1.84,-0.05,1.8900000000000001,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,26,0,2.1,23,5.32,-0.33,5.65,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,26,0,3.67,18,7.04,-0.21,7.25,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,26,0,0,0,2,0,2,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,26,0,4.13,20,10.47,0,10.47,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,26,0,1.47,18,4.36,0.82,3.5400000000000005,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,26,0,2.64,10,6.11,0.5,5.61,NA,2019
341,CSA,7,Provável,1,gol,João Carlos,69010,26,0,0.93,4,1.6,0.83,0.7700000000000001,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,26,0,1.9,5,4.58,0,4.58,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,26,0,4.22,21,8.35,0.49,7.859999999999999,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,26,0,3.54,18,7.17,0,7.17,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,26,0,4.98,24,10.4,2.64,7.76,NA,2019
267,Vasco,6,Nulo,4,mei,Guarín,71233,26,0,1.5,1,7.41,-1.59,9,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,26,0,8.23,3,7.35,0,7.35,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,26,0,0.68,4,3.66,0,3.66,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,26,0,3.69,7,12.68,0,12.68,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,26,0,0.54,13,4.34,0.07,4.27,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,26,0,3.6,17,13.7,0.11,13.59,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,26,0,3.9,13,3.74,-0.9,4.640000000000001,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,26,0,5.25,14,6.53,-1.73,8.26,NA,2019
341,CSA,2,Dúvida,5,ata,Ricardo Bueno,69141,26,0,3.4,17,13.65,0,13.65,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,26,0,3.6,12,12.7,0.43,12.27,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,26,0,3.4,17,7.7,0.01,7.69,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,26,0,-0.02,5,1.76,0,1.76,NA,2019
290,Goiás,2,Dúvida,4,mei,Geovane,71667,26,0,0.46,15,2.8,0,2.8,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,26,0,2.37,6,3.05,0,3.05,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,26,0,1.71,9,5.22,0,5.22,NA,2019
354,Ceará,3,Suspenso,4,mei,Thiago Galhardo,71844,26,0,5.73,23,11.32,-1.71,13.030000000000001,NA,2019
264,Corinthians,5,Contundido,4,mei,Júnior Urso,71829,26,0,2.13,14,6.7,0,6.7,NA,2019
284,Grêmio,6,Nulo,4,mei,Maicon,38196,26,0,2.87,9,7.72,-0.42,8.14,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,26,0,3.58,25,9.95,-1.67,11.62,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,26,0,1.5,5,3.99,0.43,3.56,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,26,0,2.13,15,4.85,0,4.85,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,26,0,3,22,6.6,0.28,6.319999999999999,NA,2019
314,Avaí,6,Nulo,2,lat,Léo,69177,26,0,3.51,11,5.99,0,5.99,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,26,0,4.63,20,9.79,0.65,9.139999999999999,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,26,0,3.12,13,4.21,0,4.21,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,26,0,4.99,25,10.94,-0.52,11.459999999999999,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,26,0,6.96,25,16.24,3.2,13.04,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,26,0,0,0,4,0,4,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,26,0,3.88,12,6.16,0.4,5.76,NA,2019
284,Grêmio,6,Nulo,5,ata,Diego Tardelli,38231,26,0,2.14,19,7.73,-0.54,8.27,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,26,0,4.13,24,11.51,0.27,11.24,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,26,0,0,0,7,0,7,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,26,0,4.08,22,8.35,0,8.35,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,26,0,2.11,19,9.7,1.24,8.459999999999999,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,26,0,4.69,14,15.34,0,15.34,NA,2019
265,Bahia,7,Provável,2,lat,Giovanni,72097,26,0,3.82,8,6.49,0.89,5.6000000000000005,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,26,0,0.2,2,5.34,0,5.34,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,26,0,4.56,26,12.87,0.14,12.729999999999999,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,26,0,5.74,18,14.59,0.04,14.55,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,26,0,1.44,10,4.23,0,4.23,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,26,0,0.64,12,4.41,0.88,3.5300000000000002,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,26,0,3.21,19,11.68,1.11,10.57,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,26,0,0.27,11,3.48,0,3.48,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,26,0,1.98,21,4.94,-1.95,6.890000000000001,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,26,0,2.38,12,4.74,0,4.74,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,26,0,0,0,4,0,4,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,26,0,2.62,5,3.72,0.42,3.3000000000000003,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,26,0,1.6,4,1.76,0,1.76,NA,2019
293,Athlético-PR,7,Provável,4,mei,Léo Cittadini,70986,26,0,5.68,16,7.49,0.11,7.38,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Vinícius,71162,26,0,3.09,17,4.99,0.12,4.87,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,26,0,3.07,24,8.46,-0.27,8.73,NA,2019
277,Santos,2,Dúvida,2,lat,Victor Ferraz,70046,26,0,4.25,21,10.52,0,10.52,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,26,0,5.03,16,8.14,0,8.14,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,26,0,4.45,20,9.94,0,9.94,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,26,0,3,2,6.78,0,6.78,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,26,0,5.71,17,14.7,-0.48,15.18,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,26,0,3.87,20,8.8,-0.25,9.05,NA,2019
284,Grêmio,2,Dúvida,4,mei,Romulo,70009,26,0,1.56,9,4.58,0,4.58,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,26,0,2.71,20,10.4,0.78,9.620000000000001,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,26,0,2.93,23,9.1,0.41,8.69,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,26,0,2.12,16,8.51,-1.57,10.08,NA,2019
285,Internacional,2,Dúvida,4,mei,Rodrigo Lindoso,72362,26,0,6.06,17,10.19,0,10.19,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,26,0,5.88,25,18.43,0.9,17.53,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rodinei,73992,26,0,1.25,9,2.67,-1.31,3.98,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,26,0,1.43,14,3.24,0,3.24,NA,2019
264,Corinthians,7,Provável,3,zag,Marllon,70666,26,0,5.05,2,5.51,0,5.51,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,26,0,3.04,9,4.73,0,4.73,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,26,0,3.89,18,8.7,-1.39,10.09,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,26,0,1.03,6,3.74,0,3.74,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,26,0,0.47,4,2.8,0,2.8,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,26,0,2.58,14,4.61,0,4.61,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,26,0,4.63,20,8.87,0,8.87,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,26,0,2.11,18,9.98,0,9.98,NA,2019
314,Avaí,7,Provável,4,mei,Matheus Barbosa,74069,26,0,2.05,15,4.14,0.12,4.02,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,26,0,1.27,13,2.95,0,2.95,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,26,0,2.15,2,4.01,0,4.01,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,26,0,3.49,12,11.45,-0.31,11.76,NA,2019
277,Santos,2,Dúvida,5,ata,Derlis González,75372,26,0,0.58,12,1,0,1,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,26,0,3.42,20,7.22,0.4,6.819999999999999,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,26,0,1.65,4,3.67,0,3.67,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,26,0,5.02,5,9.48,0,9.48,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,26,0,3.16,20,6.67,-0.87,7.54,NA,2019
265,Bahia,7,Provável,4,mei,Guerra,74213,26,0,0.39,12,3.12,-0.12,3.24,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,26,0,-0.1,13,2.84,-0.08,2.92,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,26,0,3.23,20,8.36,0.16,8.2,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,26,0,0.7,6,2.74,0.17,2.5700000000000003,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,26,0,1.62,5,9.07,0,9.07,NA,2019
262,Flamengo,7,Provável,2,lat,Renê,78445,26,0,4.46,17,7.79,-1.77,9.56,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Vitor Hugo,72605,26,0,2.54,10,7.19,0,7.19,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,26,0,4.14,19,6.02,0,6.02,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,26,0,2.2,1,5.84,0,5.84,NA,2019
293,Athlético-PR,7,Provável,3,zag,Thiago Heleno,38394,26,0,-0.64,5,1.13,0,1.13,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,26,0,3.3,9,10.28,-0.95,11.229999999999999,NA,2019
354,Ceará,3,Suspenso,2,lat,Samuel Xavier,73384,26,0,3.24,23,11.7,-0.75,12.45,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,26,0,3.12,17,6.91,0.67,6.24,NA,2019
275,Palmeiras,5,Contundido,5,ata,Luiz Adriano,72772,26,0,2.77,8,5.92,0,5.92,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,26,0,5.34,19,12.37,-0.93,13.299999999999999,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,26,0,4.46,24,13.09,-0.63,13.72,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,26,0,0,0,2,0,2,NA,2019
266,Fluminense,7,Provável,5,ata,Wellington Nem,73619,26,0,1.6,10,5.29,0.74,4.55,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,26,0,-0.5,1,2.23,0,2.23,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,26,0,-0.9,2,1.61,-0.8,2.41,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,26,0,0,0,6,0,6,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,26,0,0.53,5,1.68,0,1.68,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,26,0,3.41,22,7.45,-1.06,8.51,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,26,0,0,0,3,0,3,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,26,0,4.69,5,7.13,-0.37,7.5,NA,2019
