clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,A,FT,DD,GS,SG,CV,DP,GC,ano
290,Goiás,6,Nulo,4,mei,Rafinha,84381,19,4.7,2.13,3,3.48,0.51,2.9699999999999998,NA,1,1,1,2,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,19,0,1.58,11,3.04,0,3.04,NA,12,1,3,18,1,4,14,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,19,0,2.14,13,5.34,0,5.34,1,17,2,6,11,NA,1,23,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,19,0,2.95,7,9.4,0,9.4,NA,7,5,4,11,1,2,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,19,6.9,2.99,15,5.36,0.76,4.6000000000000005,2,12,2,1,10,NA,NA,16,NA,21,1,NA,NA,NA,3,NA,NA,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,19,0,0.3,1,2.41,0,2.41,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,19,0,4.15,9,14.52,0,14.52,1,14,7,4,5,1,5,11,NA,6,3,2,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,19,0,1.74,5,5.1,0,5.1,2,6,2,5,15,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,19,7,3.39,15,8.05,-0.23,8.280000000000001,3,23,1,4,8,NA,NA,17,NA,20,1,NA,NA,NA,6,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,19,2.6,2.67,16,5.17,0.21,4.96,1,12,3,3,34,1,1,31,NA,13,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,19,0,11.7,1,6.17,0,6.17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,3,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,19,5.9,2.28,4,3.29,0.66,2.63,1,6,1,2,1,NA,NA,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,19,0,0.6,2,4.01,0,4.01,NA,2,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,19,4.2,3.93,13,8.82,0.15,8.67,3,12,2,10,6,1,1,14,NA,11,NA,NA,NA,NA,6,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,19,1,1.35,9,2.78,0.16,2.6199999999999997,2,10,NA,2,8,NA,NA,10,NA,9,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,19,0,3.44,11,16.2,0,16.2,4,14,10,11,8,1,5,27,NA,13,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Luan Peres ,84847,19,-0.4,-0.4,1,2.99,-1.01,4,NA,2,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,19,0,1.7,1,4.35,0,4.35,1,2,1,1,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,19,0,6.43,3,4.81,0,4.81,NA,6,NA,NA,5,NA,NA,9,NA,5,2,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Euller ,84890,19,5.3,2.02,4,4.08,0.8,3.2800000000000002,NA,2,1,3,2,NA,NA,5,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Henrique,84893,19,-1,2.55,10,3.75,0.09,3.66,5,14,1,2,18,NA,NA,13,NA,13,NA,NA,NA,NA,3,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,19,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,19,0,1.45,11,3.86,0,3.86,NA,10,3,5,10,NA,NA,14,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,19,5.63,3.2,10,7.03,0.84,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,19,-0.1,1.43,6,2.93,-0.34,3.27,NA,4,NA,NA,2,NA,NA,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,4,mei,Alex Santana,85465,19,-0.3,4.82,15,10.08,-1.94,12.02,2,11,6,13,21,5,NA,19,NA,11,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Berrío ,85300,19,-1.5,1.46,13,5.06,-0.43,5.489999999999999,1,15,1,6,4,1,NA,15,NA,8,2,NA,NA,NA,NA,1,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,19,0,-1,1,3.67,0,3.67,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Aylon,85930,19,-0.5,1.26,9,2.38,-0.72,3.0999999999999996,2,4,1,1,8,NA,NA,4,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,19,0,-2.5,1,1.68,0,1.68,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,19,0,6.17,3,6.59,0,6.59,NA,5,3,4,4,NA,NA,6,NA,4,1,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,19,1,2.27,3,5.6,-0.45,6.05,NA,4,2,1,4,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,19,2,0.88,4,2.57,0.24,2.33,NA,2,NA,2,4,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,19,0.7,6.75,15,14.34,-1.95,16.29,3,20,7,8,25,1,1,28,NA,24,4,NA,NA,NA,7,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,19,0,1.47,6,4.46,0,4.46,2,8,NA,1,4,NA,NA,15,NA,9,NA,NA,NA,NA,2,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,19,0,3,2,2.62,0,2.62,NA,3,NA,1,5,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,5,ata,Pablo Dyego,86444,19,2.7,0.73,3,2.03,0.43,1.5999999999999999,NA,2,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,19,0,0.38,5,3.27,0,3.27,NA,5,1,1,6,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,19,6.7,2.19,16,10.21,1.86,8.350000000000001,1,8,3,2,8,1,4,37,NA,18,NA,NA,NA,NA,3,NA,NA,1,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,19,4.2,2.1,10,4.98,0.74,4.24,4,18,NA,2,11,NA,NA,12,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Everton Felipe,86519,19,1.8,0.82,5,2.44,-0.22,2.66,1,2,1,3,4,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,19,0,0.2,2,5.22,0,5.22,NA,5,NA,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,19,2.4,2.15,17,5.13,0.1,5.03,4,21,7,7,25,1,NA,41,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Geuvânio,73896,19,0,2.38,16,11.15,0,11.15,2,23,8,10,24,NA,1,25,NA,16,1,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,19,0,0.34,7,2.24,0,2.24,3,8,NA,1,2,NA,2,8,NA,6,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,19,3,1.87,12,4.56,0.24,4.319999999999999,3,14,1,3,14,NA,NA,17,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,19,11.7,5.06,16,10.3,1.83,8.47,3,NA,NA,NA,4,NA,NA,10,NA,NA,NA,NA,27,14,7,NA,NA,NA,2019
314,Avaí,2,Dúvida,4,mei,Matheus Barbosa,74069,19,6.6,1.98,9,4.54,1,3.54,NA,9,1,3,5,NA,1,21,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,19,1.1,2.37,13,5.59,-0.14,5.7299999999999995,1,5,5,3,28,NA,3,17,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,Luan,86759,19,0.2,3.53,14,9.49,-0.13,9.620000000000001,NA,10,6,9,18,2,1,33,NA,5,3,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,19,0,2.15,2,4.01,0,4.01,1,2,NA,2,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,19,0,2.12,9,6.66,0,6.66,2,11,6,8,13,1,3,12,NA,5,1,1,NA,NA,NA,1,NA,1,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,19,0,0.24,10,0.99,0,0.99,3,15,1,3,12,1,6,14,NA,7,NA,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,19,0,5.03,8,12.65,0,12.65,1,12,6,9,12,3,6,12,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,4,mei,João Paulo,86770,19,0,2.99,17,5.73,0,5.73,3,30,5,9,29,2,NA,46,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Matheus Rossetto,86766,19,-1.9,0.17,6,2.49,0.12,2.37,2,11,NA,NA,3,NA,NA,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,19,0.5,1.02,6,3.57,0.18,3.3899999999999997,1,6,1,1,1,1,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,19,0,-2.5,1,2.46,0,2.46,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,19,2,6.4,18,10.66,-1.5,12.16,4,2,NA,NA,3,NA,NA,14,NA,NA,NA,NA,43,23,6,NA,2,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,19,0,1.8,3,4.23,0,4.23,NA,6,NA,NA,3,NA,NA,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,19,0,1.27,13,2.95,0,2.95,3,9,NA,1,2,NA,1,11,NA,6,NA,NA,NA,NA,4,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,José Welison,86859,19,0,2.32,8,4.66,0,4.66,2,8,NA,5,5,NA,NA,13,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,19,20,5.02,5,9.48,3.55,5.930000000000001,NA,4,1,4,2,2,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,19,2.9,3.98,11,5.67,0.57,5.1,1,9,1,1,12,1,1,26,NA,15,NA,NA,NA,NA,4,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,19,2.9,1.79,8,4.03,0.41,3.62,NA,11,2,5,8,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,19,3.91,3.26,19,8.74,0.3,8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,19,0,0.43,4,1.44,0,1.44,NA,3,1,NA,2,NA,NA,5,NA,5,NA,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,19,13.8,6.61,15,17.88,-1.1,18.98,1,7,6,7,10,7,NA,25,NA,17,2,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Zeca,87192,19,2.8,4.21,14,7.63,-1.16,8.79,3,11,1,NA,4,NA,NA,29,NA,34,NA,NA,NA,NA,5,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Nathan,87009,19,0,2.29,10,4.81,-0.05,4.859999999999999,1,5,4,4,2,2,NA,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,19,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,4,1,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Pedro Henrique,87225,19,6.5,5.07,11,9.7,1.18,8.52,NA,2,2,3,11,NA,NA,15,NA,14,NA,NA,NA,NA,6,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,19,-1.1,3.54,17,6.82,-0.95,7.7700000000000005,7,9,11,12,24,3,9,37,NA,15,2,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,19,5.9,3.49,17,9.25,0.41,8.84,3,7,1,NA,13,NA,1,26,NA,23,NA,NA,NA,NA,7,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,19,0,3.58,5,12.58,0,12.58,4,13,NA,NA,10,1,NA,7,NA,11,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Terans,102878,19,0,0.4,1,3.94,0,3.94,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,19,0,-0.25,2,3.03,0,3.03,1,4,NA,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Thaciano,87470,19,0,2.84,13,5.56,0,5.56,4,16,5,3,12,1,3,15,NA,21,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Luan,102909,19,0,0.03,9,2.57,0,2.57,2,16,1,1,2,NA,NA,14,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,19,0,2.41,11,6.12,0,6.12,NA,4,1,3,13,1,NA,15,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,19,-0.1,2.25,13,3.9,-0.53,4.43,5,17,NA,2,17,NA,1,21,NA,23,1,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,19,0,1.58,4,4.35,0,4.35,NA,5,3,6,4,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,19,0.6,11.63,11,16.23,-2.79,19.02,1,12,5,8,26,8,NA,42,NA,16,7,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,3,zag,Gustavo Henrique,78248,19,-3,2.52,16,5.48,-1.52,7,6,16,3,3,9,1,NA,21,NA,12,NA,NA,NA,NA,7,1,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,19,0,4.17,9,8.94,0,8.94,NA,11,7,8,10,2,NA,16,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,19,4,4,1,2.99,0.99,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Gustavo Scarpa,87999,19,-0.8,2.46,11,3.9,-2.33,6.23,1,8,7,5,6,2,NA,31,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Sornoza,87877,19,0,2.5,11,5.07,0,5.07,2,12,5,8,12,NA,NA,13,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,19,2.5,5.6,18,16.7,-0.2,16.9,4,37,21,28,32,8,2,46,1,9,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,19,5,4.03,12,8.04,0.2,7.839999999999999,1,9,1,1,6,NA,NA,29,NA,19,1,NA,NA,NA,5,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,19,0,2.7,9,5.41,0,5.41,2,9,4,3,1,NA,NA,18,NA,7,NA,NA,NA,NA,4,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,19,0,-0.28,4,1.98,0,1.98,1,3,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,19,0,-0.28,7,4.13,-0.56,4.6899999999999995,2,4,3,4,NA,NA,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,19,5,1.96,16,4.8,0.57,4.2299999999999995,3,18,4,4,22,NA,1,17,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,19,0,-0.3,2,0.77,0,0.77,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,19,1.1,4.84,17,13.41,-1.61,15.02,1,26,4,9,11,1,NA,38,NA,40,4,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,19,0,0.85,4,1.93,0,1.93,NA,7,NA,2,4,NA,NA,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,19,0,0.49,9,2.59,0,2.59,1,9,NA,NA,8,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,19,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Daniel Guedes ,88225,19,0.7,1.96,13,4.5,0.19,4.31,1,19,1,2,6,NA,2,33,NA,18,NA,NA,NA,NA,3,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,19,0,-0.9,2,1.19,0,1.19,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,19,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Bruno Sávio,89101,19,0,1.63,4,2.22,0,2.22,NA,2,1,2,1,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,19,3.5,3.68,16,10.86,-0.62,11.479999999999999,2,13,6,12,23,3,2,26,NA,14,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,19,0,1.7,2,2.84,0,2.84,NA,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,19,0,0.93,3,3.57,0,3.57,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,19,1.1,0.89,8,3.55,0.12,3.4299999999999997,1,6,2,7,2,NA,1,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,19,0.2,3.22,10,4.42,-0.34,4.76,3,12,2,NA,3,1,1,22,NA,13,NA,NA,NA,NA,4,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,19,0,5.75,2,5.09,0,5.09,1,2,NA,2,2,1,NA,7,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,19,7.2,7.2,1,2.12,1.12,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,19,5.3,3.85,9,8.82,0.93,7.890000000000001,1,19,1,2,34,1,NA,29,NA,14,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,João Pedro ,89273,19,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
