atleta_id,apelido,posicao,status,preco_num,variacao_num,clube_id,clube,clube_adv_id,clube_adv,mandante,pontuacao_projetada
105647,Mauricio,mei,Nulo,2.6,0,283,Cruzeiro,354,Ceará,0,0.7237595670338979
62129,Wellington,mei,Nulo,0.77,0,293,Athlético-PR,356,Fortaleza,1,1.544648033193385
70009,Romulo,mei,Nulo,4.74,0,284,Grêmio,314,Avaí,1,1.7872445632990601
73721,Marcos Vinícius,mei,Nulo,4.01,0,263,Botafogo,265,Bahia,0,1.2207346701357222
80129,Jadson,mei,Nulo,3.49,0,283,Cruzeiro,354,Ceará,0,0.1917648407757473
95335,Matheus Jesus,mei,Nulo,4.92,0,264,Corinthians,315,Chapecoense,0,1.7372945447071158
99900,Luan Pereira,mei,Nulo,2.54,0,314,Avaí,284,Grêmio,0,1.3556063269237437
38738,Douglas,mei,Nulo,4.65,0,314,Avaí,284,Grêmio,0,0.689836145874483
50407,Marquinho,mei,Nulo,4.67,0,267,Vasco,282,Atlético-MG,0,1.0476234068555517
52558,Bruno César,mei,Nulo,6.11,0,267,Vasco,282,Atlético-MG,0,0.8485259264302663
60791,Derley,mei,Nulo,3.15,0,356,Fortaleza,293,Athlético-PR,0,0.8709995822539318
78855,Thiago Santos,mei,Nulo,5.6,0,275,Palmeiras,341,CSA,1,2.2450996321069634
81776,Bruno Nazário,mei,Contundido,2.36,0,293,Athlético-PR,356,Fortaleza,1,2.036715994080373
82474,Gegê,mei,Nulo,3.11,0,314,Avaí,284,Grêmio,0,1.7009700474556653
85931,Hyoran,mei,Nulo,6.59,0,275,Palmeiras,341,CSA,1,2.157592189619458
100002,Rickson,mei,Nulo,1.99,0,263,Botafogo,265,Bahia,0,1.5825081012858866
105612,Miguel,mei,Nulo,2.21,0,266,Fluminense,277,Santos,1,1.2473289931478644
68938,Giovanni Augusto,mei,Dúvida,4.32,0,290,Goiás,276,São Paulo,0,1.886073853857845
73501,Julinho,mei,Nulo,1.68,0,314,Avaí,284,Grêmio,0,0.5703217209482718
80363,Ariel Cabral,mei,Nulo,2.85,0,283,Cruzeiro,354,Ceará,0,2.141957100859838
89150,Jean,mei,Nulo,3.57,0,263,Botafogo,265,Bahia,0,0.9749326877845874
93791,Daniel,mei,Nulo,4.58,0,266,Fluminense,277,Santos,1,2.072654391784346
38196,Maicon,mei,Dúvida,7.81,0,284,Grêmio,314,Avaí,1,2.106573108954435
38573,Nilton,mei,Nulo,2.88,0,341,CSA,275,Palmeiras,0,1.5168119059693834
102997,Tharlis,mei,Nulo,2.84,0,315,Chapecoense,264,Corinthians,1,0.9857605821396827
50294,Guilherme,mei,Nulo,3.06,0,266,Fluminense,277,Santos,1,1.4098482662572307
97520,Shaylon,mei,Nulo,2.99,0,265,Bahia,263,Botafogo,1,1.0831157080568077
38909,Diego,mei,Contundido,5.52,0,262,Flamengo,285,Internacional,1,3.3674661593315904
95660,Araruna,mei,Nulo,3.04,0,356,Fortaleza,293,Athlético-PR,0,1.0779466153369213
69047,Paulo Roberto,mei,Nulo,3.66,0,356,Fortaleza,293,Athlético-PR,0,1.0788071890079145
71719,Elton,mei,Contundido,5.22,0,265,Bahia,263,Botafogo,1,1.5434268286990713
82647,Régis,mei,Nulo,4.02,0,264,Corinthians,315,Chapecoense,0,1.1688855458544953
86380,Luanderson ,mei,Nulo,2.62,0,314,Avaí,284,Grêmio,0,1.2560073843025745
88125,Yuri,mei,Nulo,1.98,0,263,Botafogo,265,Bahia,0,1.0621983003001443
61033,Rodriguinho,mei,Nulo,5.52,0,283,Cruzeiro,354,Ceará,0,2.126500001873018
101594,Hugo Moura,mei,Nulo,2.97,0,262,Flamengo,285,Internacional,1,1.7062770552701227
77570,Auremir,mei,Nulo,4.23,0,354,Ceará,283,Cruzeiro,1,1.3243040761266074
38144,Rafinha,lat,Provável,8.8,-1.62,262,Flamengo,285,Internacional,1,2.6318153894251717
38451,Carlinhos,lat,Provável,9.64,1.6,341,CSA,275,Palmeiras,0,3.4888013449701556
38750,Filipe Luís,lat,Provável,13.77,0.58,262,Flamengo,285,Internacional,1,3.824764100939264
38939,Daniel Alves,lat,Provável,15.53,-0.28,276,São Paulo,290,Goiás,1,3.1199958072318292
42145,Egídio,lat,Dúvida,8.89,0.51,283,Cruzeiro,354,Ceará,0,4.036924200322106
42499,Bruno,lat,Provável,6.5,1.12,285,Internacional,262,Flamengo,0,1.8301394562006443
42500,Fagner,lat,Nulo,12.25,-0.67,264,Corinthians,315,Chapecoense,0,5.173478439588739
50645,Eduardo,lat,Nulo,8.18,0.15,315,Chapecoense,264,Corinthians,1,4.159951727436832
51042,Apodi,lat,Provável,6.28,1.12,341,CSA,275,Palmeiras,0,2.4259209735114053
52674,Gilson,lat,Provável,5.02,-0.08,263,Botafogo,265,Bahia,0,3.4549043507277215
60852,Uendel,lat,Dúvida,4.56,1.17,285,Internacional,262,Flamengo,0,1.2292309238348622
63013,Marcos Rocha,lat,Provável,16.62,-0.09,275,Palmeiras,341,CSA,1,4.058756375182803
63194,Carlinhos,lat,Provável,6.34,0.68,356,Fortaleza,293,Athlético-PR,0,4.04394165572851
68727,Dodô,lat,Nulo,6.02,0.16,283,Cruzeiro,354,Ceará,0,3.490032491497151
68808,Nino Paraíba,lat,Provável,12.23,-0.76,265,Bahia,263,Botafogo,1,6.041653289159487
68821,Rafael Galhardo,lat,Provável,5.28,-0.21,284,Grêmio,314,Avaí,1,3.125276110340641
69177,Léo,lat,Provável,5.81,0.17,314,Avaí,284,Grêmio,0,2.5331062913878606
70046,Victor Ferraz,lat,Provável,10.05,-0.53,277,Santos,266,Fluminense,0,6.330161267682751
70916,Diogo Barbosa,lat,Provável,14.22,0.36,275,Palmeiras,341,CSA,1,4.831392555587168
72079,Bruno Cortez,lat,Provável,5.9,-0.74,284,Grêmio,314,Avaí,1,2.2487304725707267
72620,Juanfran,lat,Provável,10.77,-0.54,276,São Paulo,290,Goiás,1,2.6260403252323914
78077,Madson,lat,Provável,6.76,1.09,293,Athlético-PR,356,Fortaleza,1,2.3534248539192104
78850,Reinaldo,lat,Provável,14.72,-1.65,276,São Paulo,290,Goiás,1,8.257979434401621
80313,Gilberto ,lat,Provável,6.03,-1.01,266,Fluminense,277,Santos,1,4.972323927012502
82628,Tinga,lat,Provável,2.23,0.69,356,Fortaleza,293,Athlético-PR,0,3.750105517778735
82635,Igor Fernandes,lat,Provável,4.91,-0.03,314,Avaí,284,Grêmio,0,3.1379554790948374
82930,Cristovam,lat,Provável,2.49,-0.08,354,Ceará,283,Cruzeiro,1,2.014333064760249
84382,Danilo Barcelos,lat,Nulo,6.64,1.28,267,Vasco,282,Atlético-MG,0,2.326929579376065
86740,João Lucas,lat,Provável,9.36,-0.85,354,Ceará,283,Cruzeiro,1,3.1052614737121482
88065,Jorge,lat,Provável,15.03,0.69,277,Santos,266,Fluminense,0,4.798370408245383
88225,Daniel Guedes ,lat,Suspenso,5.6,1.1,290,Goiás,276,São Paulo,0,0.9007710988951327
90061,Bruno Pacheco,lat,Nulo,13.49,-0.19,315,Chapecoense,264,Corinthians,1,6.15524418058972
90444,Moisés,lat,Provável,13.83,1.01,265,Bahia,263,Botafogo,1,4.887171061349882
93797,Marcinho,lat,Provável,6.86,-0.69,263,Botafogo,265,Bahia,0,3.1383238654569077
94968,Juninho Capixaba,lat,Nulo,7.7,-0.23,284,Grêmio,314,Avaí,1,3.5583097118735267
95220,Jefferson,lat,Provável,12.81,1.57,290,Goiás,276,São Paulo,0,4.7838536754424705
95352,Orejuela,lat,Provável,4.62,-0.19,283,Cruzeiro,354,Ceará,0,2.941237157451721
98822,Lucas Hernández,lat,Nulo,1.97,0.25,282,Atlético-MG,267,Vasco,1,3.4273341869436167
99550,Fernando,lat,Provável,3.94,-1.09,263,Botafogo,265,Bahia,0,1.7728495300329823
101319,Guga,lat,Nulo,7.59,-0.22,282,Atlético-MG,267,Vasco,1,4.125138804698441
101708,Felipe Jonatan,lat,Provável,8.71,0.15,277,Santos,266,Fluminense,0,4.318980656582509
101803,Carlos Augusto,lat,Nulo,5.25,0.27,264,Corinthians,315,Chapecoense,0,2.9723341784995023
104513,Abner Vinícius,lat,Provável,5.07,1.04,293,Athlético-PR,356,Fortaleza,1,2.136922911830266
38229,Fábio Santos,lat,Nulo,9.92,0,282,Atlético-MG,267,Vasco,1,3.5205723990580466
60969,Patric,lat,Nulo,3.63,0,282,Atlético-MG,267,Vasco,1,5.723789337397466
71680,Raúl Cáceres,lat,Nulo,1.76,0,267,Vasco,282,Atlético-MG,0,2.5039208574960474
73384,Samuel Xavier,lat,Nulo,12.51,0,354,Ceará,283,Cruzeiro,1,5.636739569877422
78445,Renê,lat,Nulo,8.04,0,262,Flamengo,285,Internacional,1,4.079754670057787
82639,Marcelo Hermes,lat,Nulo,3.61,0,290,Goiás,276,São Paulo,0,2.0246911857671437
84890,Euller ,lat,Nulo,4.08,0,341,CSA,275,Palmeiras,0,3.510196913537444
84893,Henrique,lat,Nulo,3.75,0,267,Vasco,282,Atlético-MG,0,3.3719496603841996
87192,Zeca,lat,Dúvida,7.63,0,285,Internacional,262,Flamengo,0,2.4165251473365714
97907,Rafael Santos,lat,Dúvida,0.9,0,283,Cruzeiro,354,Ceará,0,2.2307518646235285
101846,Iury,lat,Nulo,6.54,0,314,Avaí,284,Grêmio,0,3.0996767456736967
104649,Heitor,lat,Nulo,2.08,0,285,Internacional,262,Flamengo,0,1.4994323788407602
104650,Lucas Barros,lat,Nulo,2,0,263,Botafogo,265,Bahia,0,2.8658937247751175
38336,Adriano,lat,Nulo,10.25,0,293,Athlético-PR,356,Fortaleza,1,1.9339929362068564
38523,Edílson,lat,Nulo,4.97,0,283,Cruzeiro,354,Ceará,0,2.4294716202166513
63110,Alan Ruschel,lat,Nulo,3.75,0,290,Goiás,276,São Paulo,0,2.0055638915961316
72142,Danilo Avelar,lat,Nulo,8.76,0,264,Corinthians,315,Chapecoense,0,4.10526075756258
80664,Michel,lat,Suspenso,2.41,0,264,Corinthians,315,Chapecoense,0,3.4526129332882123
84339,Bruno Melo,lat,Nulo,3.2,0,356,Fortaleza,293,Athlético-PR,0,1.4456515337348113
84860,Abner Felipe,lat,Nulo,4.81,0,293,Athlético-PR,356,Fortaleza,1,0.9776214022017977
95466,Igor Vinícius,lat,Nulo,7.26,0,276,São Paulo,290,Goiás,1,3.4831044764836854
104257,João Lucas,lat,Nulo,3.49,0,262,Flamengo,285,Internacional,1,2.8328230769981615
42491,Márcio Azevedo,lat,Nulo,6.62,0,293,Athlético-PR,356,Fortaleza,1,4.717458449860947
81951,Igor Julião,lat,Nulo,4.23,0,266,Fluminense,277,Santos,1,3.314571181312661
90118,Yago Rocha,lat,Nulo,0.77,0,290,Goiás,276,São Paulo,0,1.9976567278317536
72097,Giovanni,lat,Nulo,6.18,0,265,Bahia,263,Botafogo,1,3.455096194636058
86264,Natanael,lat,Contundido,4.46,0,285,Internacional,262,Flamengo,0,1.7329296127494613
97536,Bryan,lat,Nulo,2.71,0,315,Chapecoense,264,Corinthians,1,3.8053277033464035
105175,Khellven ,lat,Nulo,1.25,0,293,Athlético-PR,356,Fortaleza,1,2.7399844981939157
105838,Erik,lat,Nulo,2.05,0,285,Internacional,262,Flamengo,0,2.3949999687457164
37701,Léo Moura,lat,Nulo,5.69,0,284,Grêmio,314,Avaí,1,4.451050366809962
62086,Pará,lat,Nulo,4.4,0,277,Santos,266,Fluminense,0,2.2306298737571337
73992,Rodinei,lat,Nulo,2.24,0,262,Flamengo,285,Internacional,1,2.745005521219099
80318,Ezequiel ,lat,Nulo,3.23,0,265,Bahia,263,Botafogo,1,2.94455025400607
86410,Victor Luis,lat,Nulo,5.22,0,275,Palmeiras,341,CSA,1,2.815404306890484
78512,Paulinho,lat,Nulo,1.93,0,314,Avaí,284,Grêmio,0,2.364822393466271
91888,Kevin ,lat,Nulo,6.04,0,290,Goiás,276,São Paulo,0,2.505298233614669
86973,Leonardo,lat,Contundido,5.41,0,284,Grêmio,314,Avaí,1,3.4627987348106695
37662,Jonathan,lat,Nulo,7.3,0,293,Athlético-PR,356,Fortaleza,1,1.5461532617703302
104625,Weverton,lat,Nulo,3.08,0,283,Cruzeiro,354,Ceará,0,1.563499896556451
83681,Rafinha,lat,Nulo,3.92,0,341,CSA,275,Palmeiras,0,1.7839732671710213
72494,Celsinho,lat,Nulo,3.07,0,341,CSA,275,Palmeiras,0,1.7836965305337986
51700,Thiago Carleto,lat,Nulo,7.44,0,354,Ceará,283,Cruzeiro,1,3.548143042496837
87437,Caíque Sá,lat,Nulo,3.03,0,315,Chapecoense,264,Corinthians,1,2.194871929300271
74074,Claudio Winck,lat,Nulo,4.01,0,267,Vasco,282,Atlético-MG,0,2.4786415615638524
37646,Betão,zag,Provável,4.98,0.16,314,Avaí,284,Grêmio,0,1.3420087840810038
38505,Leandro Castan,zag,Nulo,10.15,0.56,267,Vasco,282,Atlético-MG,0,3.8001659459959063
42477,Maurício Ramos,zag,Nulo,4.42,-0.62,315,Chapecoense,264,Corinthians,1,4.672207395715884
50317,David Braz,zag,Provável,8.32,-0.37,284,Grêmio,314,Avaí,1,4.385503039698574
51495,Tiago Alves,zag,Provável,5.28,-1.03,354,Ceará,283,Cruzeiro,1,3.73398724097434
63128,Douglas,zag,Nulo,2.2,-0.92,315,Chapecoense,264,Corinthians,1,2.1346413274180396
63354,Rodrigo Moledo,zag,Provável,7.65,1.1,285,Internacional,262,Flamengo,0,2.427105600463019
68886,Digão,zag,Provável,5.16,-0.68,266,Fluminense,277,Santos,1,2.5533907307425885
68887,Gum,zag,Nulo,6.62,0.52,315,Chapecoense,264,Corinthians,1,5.691834891657799
68923,Gil,zag,Nulo,10,-0.82,264,Corinthians,315,Chapecoense,0,2.2421022718176484
68925,Leonardo Silva,zag,Nulo,3.54,-0.71,282,Atlético-MG,267,Vasco,1,3.128147286267642
68942,Luciano Castán,zag,Provável,6.56,1.3,341,CSA,275,Palmeiras,0,2.456296333117051
69014,Manoel,zag,Nulo,10.93,0.04,264,Corinthians,315,Chapecoense,0,3.331093020411031
70934,Jackson,zag,Provável,4.23,-0.35,356,Fortaleza,293,Athlético-PR,0,1.686585268355415
71604,Fábio Sanches,zag,Provável,3.88,-0.14,290,Goiás,276,São Paulo,0,2.9207631711980415
71684,Gustavo Gómez,zag,Dúvida,12.4,0.4,275,Palmeiras,341,CSA,1,2.5545518518007517
72605,Vitor Hugo,zag,Provável,7.42,0.72,275,Palmeiras,341,CSA,1,2.239268443940806
73421,Rafael Vaz,zag,Provável,13.14,2.04,290,Goiás,276,São Paulo,0,3.4047919420938446
73620,Bruno Alves,zag,Provável,6.99,-1.06,276,São Paulo,290,Goiás,1,4.8319661899002595
73800,Rodrigo Caio,zag,Provável,8.35,-0.47,262,Flamengo,285,Internacional,1,4.096616439033387
79035,Luiz Felipe,zag,Nulo,5.54,-0.42,277,Santos,266,Fluminense,0,1.2672752125844158
79113,Víctor Cuesta,zag,Provável,15.01,0.5,285,Internacional,262,Flamengo,0,2.3912459411960016
80189,Lucas Fonseca,zag,Provável,6.24,-0.04,265,Bahia,263,Botafogo,1,5.372669429794834
81241,Oswaldo Henríquez,zag,Nulo,3.6,0.13,267,Vasco,282,Atlético-MG,0,3.4344716208624417
82613,Alan Costa,zag,Provável,5.21,0.81,341,CSA,275,Palmeiras,0,2.4953469295604913
83528,Léo Pereira,zag,Dúvida,8.06,0.02,293,Athlético-PR,356,Fortaleza,1,4.516495593079824
84509,Valdo,zag,Provável,4.94,-0.42,354,Ceará,283,Cruzeiro,1,2.962110553619598
87225,Pedro Henrique,zag,Provável,8.93,-0.77,293,Athlético-PR,356,Fortaleza,1,3.4456608703608307
87342,Kannemann,zag,Provável,13.05,0.47,284,Grêmio,314,Avaí,1,5.1634877057328294
87393,Gabriel,zag,Provável,9.46,0.21,263,Botafogo,265,Bahia,0,3.0502744753798785
89493,Igor Rabello,zag,Nulo,9.45,1.36,282,Atlético-MG,267,Vasco,1,2.4828404797418138
90768,Fabrício Bruno,zag,Dúvida,4.96,-0.73,283,Cruzeiro,354,Ceará,0,0.99547068239075
91573,Arboleda,zag,Provável,7.2,1.32,276,São Paulo,290,Goiás,1,4.445732811106365
92182,Juninho,zag,Provável,5.05,-0.61,265,Bahia,263,Botafogo,1,3.9021597695750447
93368,Lucas Veríssimo,zag,Provável,8.99,-0.55,277,Santos,266,Fluminense,0,4.233742520423221
95638,Marcelo Benevenuto,zag,Provável,4.11,-1.33,263,Botafogo,265,Bahia,0,2.157982214226286
96382,Quintero,zag,Provável,2.86,-0.25,356,Fortaleza,293,Athlético-PR,0,2.925013393107539
97528,Frazan,zag,Provável,2.02,-0.6,266,Fluminense,277,Santos,1,2.166341371268378
101491,Ricardo,zag,Provável,4.6,0.05,314,Avaí,284,Grêmio,0,1.947243518842949
102253,Lucas Halter,zag,Dúvida,2.37,-0.4,293,Athlético-PR,356,Fortaleza,1,2.1174224115353306
102340,Cacá,zag,Dúvida,2.49,-0.12,283,Cruzeiro,354,Ceará,0,0.6661706864953103
105897,Pablo Marí,zag,Provável,7.05,-0.49,262,Flamengo,285,Internacional,1,3.033437020074596
50459,Léo,zag,Contundido,6.34,0,283,Cruzeiro,354,Ceará,0,1.533675420819929
51194,Rafael Pereira,zag,Nulo,3.84,0.29,315,Chapecoense,264,Corinthians,1,4.783204886920109
52253,Réver,zag,Nulo,11.68,0,282,Atlético-MG,267,Vasco,1,5.148325954318884
68817,Paulo Miranda,zag,Nulo,5.85,0,284,Grêmio,314,Avaí,1,2.8257546502234137
78248,Gustavo Henrique,zag,Nulo,5.48,0,277,Santos,266,Fluminense,0,4.747403828781818
86972,Emerson Santos,zag,Nulo,4.42,0,285,Internacional,262,Flamengo,0,2.2045663088460765
90846,Klaus,zag,Nulo,3.15,0,285,Internacional,262,Flamengo,0,1.2765659389562882
91708,Nino,zag,Nulo,3.79,0,266,Fluminense,277,Santos,1,3.5208802503532057
103700,Bruno Méndez,zag,Nulo,5.01,0,264,Corinthians,315,Chapecoense,0,1.987724577801244
38515,Marquinhos Silva,zag,Nulo,6.34,0,314,Avaí,284,Grêmio,0,1.5317809088405472
42501,Rhodolfo,zag,Nulo,3.73,-0.67,262,Flamengo,285,Internacional,1,1.4559163428367758
52618,Anderson Martins,zag,Nulo,3.03,0,276,São Paulo,290,Goiás,1,4.107866837847976
80692,Luan,zag,Dúvida,9.98,0,275,Palmeiras,341,CSA,1,3.710806356199171
80853,Pedro Geromel,zag,Contundido,13.01,0,284,Grêmio,314,Avaí,1,3.9774692915719276
93414,Joel Carli,zag,Nulo,6.17,0,263,Botafogo,265,Bahia,0,3.022007035483611
95494,Aguilar,zag,Dúvida,6.02,0,277,Santos,266,Fluminense,0,3.3763041334064274
60819,Dedé,zag,Provável,15.9,0,283,Cruzeiro,354,Ceará,0,1.8559390054294824
68950,Ronaldo Alves,zag,Nulo,3.9,0,341,CSA,275,Palmeiras,0,0.9869771178813174
99881,Ricardo,zag,Nulo,7.1,0,267,Vasco,282,Atlético-MG,0,3.2198460328335146
100125,Thuler,zag,Nulo,3.28,0,262,Flamengo,285,Internacional,1,1.7036954734317138
101579,Robson Bambu,zag,Nulo,4.97,0,293,Athlético-PR,356,Fortaleza,1,2.422379164581269
51415,Roger Carvalho,zag,Contundido,4.09,0,356,Fortaleza,293,Athlético-PR,0,1.2211425169750456
72359,Luiz Otávio,zag,Contundido,9,0,354,Ceará,283,Cruzeiro,1,2.858803979901327
79702,Antônio Carlos ,zag,Nulo,6.13,0,275,Palmeiras,341,CSA,1,3.192117206727425
104085,Bruno Fuchs,zag,Nulo,2.72,0,285,Internacional,262,Flamengo,0,0.23251046016006094
77500,Yago,zag,Contundido,2.95,0,290,Goiás,276,São Paulo,0,3.346920231446121
37657,Edu Dracena,zag,Nulo,6.97,0,275,Palmeiras,341,CSA,1,3.011239582086689
89226,Iago Maidana,zag,Nulo,5.09,0,282,Atlético-MG,267,Vasco,1,4.014191073869247
91251,Rodriguez,zag,Nulo,5.01,0,284,Grêmio,314,Avaí,1,3.1121036226363206
104086,Roberto,zag,Contundido,1.69,0,285,Internacional,262,Flamengo,0,0.6449948970144315
95476,Kunde,zag,Nulo,0.75,0,314,Avaí,284,Grêmio,0,0.6302946034105525
102607,Nathan,zag,Nulo,1.44,0,356,Fortaleza,293,Athlético-PR,0,1.3835081601509673
49651,Ernando,zag,Contundido,10.78,0,265,Bahia,263,Botafogo,1,3.931240891981485
70666,Marllon,zag,Nulo,5.51,0,264,Corinthians,315,Chapecoense,0,1.198989720584079
91772,David Duarte,zag,Contundido,8.03,0,290,Goiás,276,São Paulo,0,1.8307757139978367
38632,Matheus Ferraz,zag,Contundido,6.23,0,266,Fluminense,277,Santos,1,3.978723954021916
62974,Werley,zag,Nulo,0.75,0,267,Vasco,282,Atlético-MG,0,1.7099844250941996
104074,Walce,zag,Nulo,3.67,0,276,São Paulo,290,Goiás,1,2.5351612218393695
38394,Thiago Heleno,zag,Suspenso,1.27,0,293,Athlético-PR,356,Fortaleza,1,3.6174006744042524
37656,Fábio,gol,Provável,9.67,0.61,283,Cruzeiro,354,Ceará,0,6.200389507666247
37788,Marcelo Boeck,gol,Nulo,2.6,-0.71,356,Fortaleza,293,Athlético-PR,0,5.24319000680128
38509,Diego Alves,gol,Provável,7.15,-0.73,262,Flamengo,285,Internacional,1,2.053370047161615
42234,Cássio,gol,Nulo,7.62,-0.19,264,Corinthians,315,Chapecoense,0,4.348298238233777
68872,Marcelo Lomba,gol,Provável,12.05,0.13,285,Internacional,262,Flamengo,0,3.2961930931492263
68873,Paulo Victor,gol,Provável,7.09,0.4,284,Grêmio,314,Avaí,1,4.491907509641167
69012,Santos,gol,Nulo,8.41,0.1,293,Athlético-PR,356,Fortaleza,1,4.3809428864775715
69040,Vladimir,gol,Provável,8.05,-0.6,314,Avaí,284,Grêmio,0,4.265114274477642
69041,Muriel,gol,Provável,4.31,-0.59,266,Fluminense,277,Santos,1,4.737159795160737
71571,Fernando Miguel,gol,Nulo,6.77,-0.51,267,Vasco,282,Atlético-MG,0,4.895867232442749
71631,Weverton,gol,Provável,13.26,-0.93,275,Palmeiras,341,CSA,1,4.163194911017739
72018,Tiago Volpi,gol,Provável,10.54,0.28,276,São Paulo,290,Goiás,1,5.286785275579038
72294,Éverson,gol,Provável,6.49,-1.2,277,Santos,266,Fluminense,0,5.730972978165657
72372,Felipe Alves,gol,Provável,8.2,-0.2,356,Fortaleza,293,Athlético-PR,0,5.460112419144494
74061,Gatito Fernández,gol,Provável,9.87,-0.43,263,Botafogo,265,Bahia,0,2.8731517787593503
78584,Douglas Friedrich,gol,Provável,13.44,-0.53,265,Bahia,263,Botafogo,1,6.843379798535079
82453,Tadeu,gol,Provável,14.52,0.13,290,Goiás,276,São Paulo,0,4.749043889083763
86776,Jordi,gol,Provável,14.46,3.8,341,CSA,275,Palmeiras,0,7.28537764443061
93882,Cleiton,gol,Nulo,3.68,1.87,282,Atlético-MG,267,Vasco,1,2.6071265331159452
98412,Tiepo,gol,Nulo,13.34,-0.23,315,Chapecoense,264,Corinthians,1,4.564894375599589
69051,Danilo Fernandes,gol,Nulo,7.35,0,285,Internacional,262,Flamengo,0,2.1158308671983725
71043,Leo,gol,Provável,2.47,0,293,Athlético-PR,356,Fortaleza,1,4.892661380092568
71882,Diogo Silva,gol,Provável,10.71,0,354,Ceará,283,Cruzeiro,1,4.870589139038096
38431,Diego Cavalieri,gol,Nulo,5.35,0,263,Botafogo,265,Bahia,0,3.5683872061259714
49673,Júlio César,gol,Nulo,7.93,0,284,Grêmio,314,Avaí,1,5.239022882523237
51413,Walter,gol,Nulo,8.01,0,264,Corinthians,315,Chapecoense,0,3.567206493676458
99460,Caio,gol,Nulo,1.25,0,293,Athlético-PR,356,Fortaleza,1,1.7433934454011233
69010,João Carlos,gol,Nulo,1.19,0,341,CSA,275,Palmeiras,0,3.585194742151399
68928,Rafael,gol,Nulo,3.99,0,283,Cruzeiro,354,Ceará,0,3.818900360456848
70222,Sidão,gol,Nulo,3.74,0,267,Vasco,282,Atlético-MG,0,4.50489614217407
71724,Agenor,gol,Nulo,3.05,0,266,Fluminense,277,Santos,1,4.854401549759558
52950,Victor,gol,Nulo,6.56,0,282,Atlético-MG,267,Vasco,1,4.414575494017701
78086,César,gol,Nulo,6.1,0,262,Flamengo,285,Internacional,1,4.117594508842215
63082,Rodolfo,gol,Suspenso,2.22,0,266,Fluminense,277,Santos,1,6.878990429459895
62121,Vanderlei,gol,Nulo,22.89,0,277,Santos,266,Fluminense,0,2.6207510129585194
105553,Alexander,gol,Nulo,9.79,0,267,Vasco,282,Atlético-MG,0,3.5137269143549186
36940,Oswaldo de Oliveira,tec,Provável,6.97,-0.55,266,Fluminense,277,Santos,1,3.1682421045103206
37246,Ney Franco,tec,Provável,9.32,0.4,290,Goiás,276,São Paulo,0,2.015371879107543
37281,Mano Menezes,tec,Provável,9.83,0.17,275,Palmeiras,341,CSA,1,2.658690870973261
41327,Vanderlei Luxemburgo,tec,Nulo,8.04,-0.12,267,Vasco,282,Atlético-MG,0,2.4786415615638524
41929,Renato Gaúcho,tec,Provável,12.91,0.06,284,Grêmio,314,Avaí,1,3.2055939600310572
42411,Cuca,tec,Provável,10.57,0.22,276,São Paulo,290,Goiás,1,3.2789427390226553
62137,Enderson Moreira,tec,Provável,10.91,-0.2,354,Ceará,283,Cruzeiro,1,2.858803979901327
70696,Fábio Carille,tec,Nulo,11.73,0.2,264,Corinthians,315,Chapecoense,0,2.4142222667898436
70800,Jorge Sampaoli,tec,Provável,12.44,0.23,277,Santos,266,Fluminense,0,2.4349235006076797
71224,Jorge Jesus,tec,Provável,14.49,-0.24,262,Flamengo,285,Internacional,1,3.6392644079583567
73317,Argel Fucks,tec,Provável,6.83,0.81,341,CSA,275,Palmeiras,0,2.0445229055647607
77774,Eduardo Barroca,tec,Provável,8.68,-0.06,263,Botafogo,265,Bahia,0,2.2127305152293877
79437,Roger Machado ,tec,Provável,11.15,-0.18,265,Bahia,263,Botafogo,1,3.291191999202305
81031,Marquinhos Santos,tec,Nulo,8.15,-1.68,315,Chapecoense,264,Corinthians,1,2.7697831276418503
84863,Alberto Valentim,tec,Provável,6.91,-0.12,314,Avaí,284,Grêmio,0,1.7938928012932278
92273,Odair Hellmann,tec,Provável,11.66,0.35,285,Internacional,262,Flamengo,0,1.8301394562006443
95780,Zé Ricardo,tec,Provável,6.41,-0.35,356,Fortaleza,293,Athlético-PR,0,2.3554504426268394
97341,Rogério Ceni,tec,Provável,8,-0.01,283,Cruzeiro,354,Ceará,0,2.2944790859455253
97922,Rodrigo Santana,tec,Nulo,10.89,-0.15,282,Atlético-MG,267,Vasco,1,3.4273341869436167
98057,Tiago Nunes,tec,Provável,9.92,-0.02,293,Athlético-PR,356,Fortaleza,1,2.2887953839725173
