rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
16,262,282,2,1,Flamengo,Atlético-MG,2014,20/08/2014 22:00,Maracanã
16,264,290,5,2,Corinthians,Goiás,2014,21/08/2014 19:30,Arena Corinthians
16,265,288,0,0,Bahia,Criciúma,2014,20/08/2014 21:00,Fonte Nova
16,277,293,2,0,Santos,Atlético-PR,2014,20/08/2014 19:30,Vila Belmiro
16,283,284,1,0,Cruzeiro,Grêmio,2014,21/08/2014 20:30,Mineirão
16,285,276,0,1,Internacional,São Paulo,2014,20/08/2014 22:00,Beira-Rio
16,292,275,2,1,Sport,Palmeiras,2014,20/08/2014 19:30,Arena Pernambuco
16,294,287,2,0,Coritiba,Vitória,2014,20/08/2014 21:00,Couto Pereira
16,315,266,1,0,Chapecoense,Fluminense,2014,20/08/2014 22:00,Arena Condá
16,316,263,1,0,Figueirense,Botafogo,2014,20/08/2014 19:30,Orlando Scarpelli
