clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,18,1,2019
263,Botafogo,18,10,2019
264,Corinthians,18,4,2019
265,Bahia,18,7,2019
266,Fluminense,18,17,2019
267,Vasco,18,15,2019
275,Palmeiras,18,3,2019
276,São Paulo,18,5,2019
277,Santos,18,2,2019
282,Atlético-MG,18,8,2019
283,Cruzeiro,18,16,2019
284,Grêmio,18,11,2019
285,Internacional,18,6,2019
290,Goiás,18,14,2019
293,Athlético-PR,18,9,2019
314,Avaí,18,20,2019
315,Chapecoense,18,19,2019
341,CSA,18,18,2019
354,Ceará,18,12,2019
356,Fortaleza,18,13,2019
