clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,25,1,2019
263,Botafogo,25,13,2019
264,Corinthians,25,4,2019
265,Bahia,25,8,2019
266,Fluminense,25,14,2019
267,Vasco,25,12,2019
275,Palmeiras,25,2,2019
276,São Paulo,25,5,2019
277,Santos,25,3,2019
282,Atlético-MG,25,11,2019
283,Cruzeiro,25,18,2019
284,Grêmio,25,6,2019
285,Internacional,25,7,2019
290,Goiás,25,9,2019
293,Athlético-PR,25,10,2019
314,Avaí,25,19,2019
315,Chapecoense,25,20,2019
341,CSA,25,17,2019
354,Ceará,25,16,2019
356,Fortaleza,25,15,2019
