atleta_id,apelido,rodada_id,ano,clube_id,clube,posicao_id,posicao,jogos_num,pontos_num,media_num,preco_num_anterior,preco_num,variacao_num,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,status_id,status
38109,Jefferson,31,2014,263,Botafogo,1,gol,20,-1,3.38,12.51,13.29,-0.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA
78604,Andrey,31,2014,263,Botafogo,1,gol,4,0,2.8,1.57,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37621,Junior Cesar,31,2014,263,Botafogo,2,lat,25,-0.4,2.3,3.7900000000000005,4.15,-0.36,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
68995,Régis Souza,31,2014,263,Botafogo,2,lat,6,0.4,2.17,3.61,4.17,-0.56,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
38370,André Bahia,31,2014,263,Botafogo,3,zag,20,-1.4,2.4,2.4499999999999997,3.57,-1.12,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA
79339,Dankler,31,2014,263,Botafogo,3,zag,11,-0.3,-0.97,2.22,2.41,-0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37652,Carlos Alberto,31,2014,263,Botafogo,4,mei,10,3.2,1.31,7.75,7.54,0.21,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
37678,Rodrigo Souto,31,2014,263,Botafogo,4,mei,11,1,0.15,1.5,1.34,0.16,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA
69232,Bolatti,31,2014,263,Botafogo,4,mei,20,9.2,2.04,11.11,8.66,2.45,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA
71560,Luis Ramírez,31,2014,263,Botafogo,4,mei,15,-1.8,1.01,2,1.85,0.15,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA
78605,Gabriel,31,2014,263,Botafogo,4,mei,27,2,3.6,13.95,14.28,-0.33,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA
86836,Sidney,31,2014,263,Botafogo,4,mei,4,0,-2,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
89253,Andreazzi,31,2014,263,Botafogo,4,mei,3,3.5,1.57,2.29,1.59,0.7,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA
61115,Jobson,31,2014,263,Botafogo,5,ata,3,-0.3,0.67,2.69,3.21,-0.52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
62127,Wallyson,31,2014,263,Botafogo,5,ata,24,11.7,2.57,8.55,6.42,2.13,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,NA,NA
73540,Rogério,31,2014,263,Botafogo,5,ata,16,8.6,2.45,8.86,6.73,2.13,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
74065,Zeballos,31,2014,263,Botafogo,5,ata,26,0,2.67,7.56,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
78012,Yuri Mamute,31,2014,263,Botafogo,5,ata,12,0,1.18,3.92,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
79038,Murilo,31,2014,263,Botafogo,5,ata,4,0,0.72,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
39850,Vagner Mancini,31,2014,263,Botafogo,6,tec,30,3.13,2.82,8.879999999999999,8.69,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
38431,Diego Cavalieri,31,2014,266,Fluminense,1,gol,25,4.5,3.78,14.6,15.7,-1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA
42330,Felipe Garcia,31,2014,266,Fluminense,1,gol,3,0,0.6,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
38451,Carlinhos,31,2014,266,Fluminense,2,lat,22,3.6,2.44,14.28,14.79,-0.51,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
42499,Bruno,31,2014,266,Fluminense,2,lat,27,3.9,2.44,12.26,11.25,1.01,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
70111,Guilherme Mattis,31,2014,266,Fluminense,3,zag,3,3,2.63,4.33,4.39,-0.06,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA
74059,Elivelton,31,2014,266,Fluminense,3,zag,22,1.2,2.2,10.3,10.98,-0.68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA
80538,Marlon,31,2014,266,Fluminense,3,zag,16,1.4,0.4,0.9400000000000001,1.08,-0.14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
37674,Wagner,31,2014,266,Fluminense,4,mei,25,11,4.33,16.689999999999998,15.04,1.65,3,1,0,0,0,2,1,0,0,2,2,0,1,0,0,0,0,0,NA,NA
50348,Conca,31,2014,266,Fluminense,4,mei,30,1.1,5.85,18.35,18.64,-0.29,2,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA
50417,Valencia,31,2014,266,Fluminense,4,mei,14,-1.9,0.74,1.7399999999999998,3.01,-1.27,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA
62047,Jean,31,2014,266,Fluminense,4,mei,30,1.7,2.53,10.11,10.25,-0.14,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA
68711,Chiquinho,31,2014,266,Fluminense,4,mei,22,-0.1,0.88,4.01,5.56,-1.55,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
80370,Edson,31,2014,266,Fluminense,4,mei,11,5.7,2.2,1.52,2.35,-0.83,1,2,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,NA,NA
87999,Gustavo Scarpa,31,2014,266,Fluminense,4,mei,5,0,0.06,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
37798,Rafael Sobis,31,2014,266,Fluminense,5,ata,25,0,3.13,16.3,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
38162,Fred,31,2014,266,Fluminense,5,ata,21,8,5.95,22.16,22.64,-0.48,1,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA
62128,Walter,31,2014,266,Fluminense,5,ata,17,-0.4,0.59,9.05,9.08,-0.03,0,6,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA
70924,Matheus Carvalho,31,2014,266,Fluminense,5,ata,2,0,3.95,2.49,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
80949,Biro Biro,31,2014,266,Fluminense,5,ata,4,0,0,3.62,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
84791,Kenedy,31,2014,266,Fluminense,5,ata,14,0,2.28,3.66,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
60752,Cristóvão Borges,31,2014,266,Fluminense,6,tec,31,3.88,3.44,12.95,13.25,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
38140,Fernando Prass,31,2014,275,Palmeiras,1,gol,8,0.7,6.31,13.95,16.2,-2.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA
68914,Deola,31,2014,275,Palmeiras,1,gol,4,0,-2.23,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
38432,Wendel,31,2014,275,Palmeiras,2,lat,15,0,1.42,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
63119,Juninho,31,2014,275,Palmeiras,2,lat,18,0,2.32,8.06,8.31,-0.25,0,2,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,NA,NA
