rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
13,263,344,2,1,Botafogo,Santa Cruz,2016,03/07/2016 16:00,Arena Botafogo
13,264,262,4,0,Corinthians,Flamengo,2016,03/07/2016 16:00,Itaquerão
13,266,294,0,0,Fluminense,Coritiba,2016,02/07/2016 16:00,Raulino de Oliveira
13,277,315,3,0,Santos,Chapecoense,2016,03/07/2016 16:00,Vila Belmiro
13,283,287,2,2,Cruzeiro,Vitória,2016,03/07/2016 11:00,Mineirão
13,285,284,0,1,Internacional,Grêmio,2016,03/07/2016 11:00,Beira-Rio
13,292,275,1,3,Sport,Palmeiras,2016,04/07/2016 20:00,Ilha do Retiro
13,293,327,1,0,Atlético-PR,América-MG,2016,02/07/2016 18:30,Arena da Baixada
13,303,276,1,0,Ponte Preta,São Paulo,2016,03/07/2016 16:00,Moisés Lucarelli
13,316,282,1,1,Figueirense,Atlético-MG,2016,03/07/2016 19:00,Orlando Scarpelli
