clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,CV,FC,FD,FF,FS,G,I,PE,RB,A,SG,PP,DD,DP,GS,FT,GC,ano
277,Santos,6,Nulo,4,mei,Soteldo,87258,32,23.2,4.06,28,11.31,4.24,7.07,10,NA,23,17,19,39,8,16,61,19,3,NA,NA,NA,NA,NA,3,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,32,-3,1.61,13,3.45,-1.6,5.050000000000001,2,NA,16,NA,5,8,NA,NA,22,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,32,0,0.68,4,2.44,0,2.44,1,NA,NA,NA,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,32,5.8,2.17,28,9.37,0.33,9.04,2,1,31,2,7,17,NA,1,28,32,NA,6,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,32,0,4.33,12,5.8,0,5.8,2,NA,12,10,9,23,1,2,21,17,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,32,0,0.74,10,2.67,0,2.67,2,1,9,4,11,13,NA,1,21,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,32,1.8,3.13,30,8.95,0.84,8.11,5,NA,19,2,7,26,1,1,41,35,1,8,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,2,lat,Yago Rocha,90118,32,0,1.92,15,2.07,0,2.07,1,1,17,NA,2,11,NA,1,22,13,NA,5,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Kannemann,87342,32,4.4,4.59,13,12.54,0.78,11.76,7,NA,26,NA,1,13,1,NA,17,31,NA,6,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,32,1.4,3.79,29,12.92,-0.13,13.05,3,1,45,1,4,62,NA,NA,66,55,4,5,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,32,0,-1.25,2,2.26,0,2.26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,32,5,4.85,24,12.67,-0.28,12.95,2,NA,10,5,11,19,1,1,37,39,2,6,NA,NA,NA,NA,2,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,32,0,1.07,11,5.66,0,5.66,2,NA,6,NA,2,12,2,1,11,2,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Gustavo,86932,32,0,1.84,18,3.82,0,3.82,1,NA,24,5,9,17,2,5,7,6,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,32,0,-1.8,1,1.81,0,1.81,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Yago Felipe,87747,32,4,3.42,25,5.87,0.46,5.41,5,NA,31,4,5,45,1,2,36,44,2,NA,NA,NA,NA,NA,2,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,32,4.1,3.24,22,6.66,0.39,6.2700000000000005,NA,NA,12,4,13,23,3,NA,36,21,NA,NA,NA,NA,NA,NA,2,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,32,0,2.05,10,3.52,0,3.52,5,NA,12,NA,NA,1,NA,NA,12,13,NA,4,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,32,0,-0.25,2,3.03,0,3.03,1,NA,4,NA,NA,1,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Sornoza,87877,32,0,1.7,18,4.35,0,4.35,4,NA,20,7,12,16,NA,1,20,14,1,NA,NA,NA,NA,NA,1,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,32,0,2.79,18,9.45,-0.28,9.729999999999999,2,NA,15,10,7,25,2,3,46,14,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,32,0,1.58,4,4.35,0,4.35,NA,NA,5,3,6,4,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,32,0.9,1.28,29,4.72,-0.03,4.75,3,NA,43,16,20,24,NA,12,40,15,2,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,32,0,10.64,17,17.36,0,17.36,1,NA,19,5,15,33,11,NA,68,30,9,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,32,5.6,6.82,27,16.2,0.21,15.989999999999998,4,NA,29,13,12,45,1,2,53,52,4,14,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,32,0,1.6,2,2.2,0,2.2,NA,NA,3,NA,NA,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,32,1.9,0.33,19,2.1,0.49,1.61,8,NA,29,1,3,10,NA,NA,27,24,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,32,-1.1,4.9,24,12.69,-0.47,13.16,4,1,46,4,10,11,NA,2,41,59,2,10,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,32,1.6,4.73,26,8.72,-0.88,9.600000000000001,5,1,29,1,7,107,NA,NA,67,72,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,32,0,2.73,22,4.83,0,4.83,4,NA,21,9,7,15,2,3,18,27,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,32,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,Yuri,88125,32,5.5,1.46,13,3.02,-0.02,3.04,3,NA,20,2,3,15,NA,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Gustavo Scarpa,87999,32,-1.5,3.81,22,5.3,-0.31,5.609999999999999,1,NA,14,17,19,16,4,2,51,15,3,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,4,mei,Gabriel Dias,88368,32,1.2,2.1,24,4.41,-2.78,7.1899999999999995,6,1,30,4,4,32,2,1,21,33,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,32,0,1.15,27,3.16,0,3.16,4,1,31,5,15,34,1,4,38,18,NA,NA,NA,NA,NA,NA,1,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,32,6.5,3.52,17,6.22,0.26,5.96,3,NA,3,1,3,11,NA,NA,20,13,NA,9,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,32,0,1.23,10,3.11,0,3.11,1,NA,9,1,NA,3,NA,NA,21,5,NA,3,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,32,0,-0.15,6,2.79,-0.03,2.82,2,NA,5,1,1,8,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,32,0,-2,0,3.32,0,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,32,0,2.31,14,5.6,0,5.6,2,NA,23,1,2,7,NA,2,35,22,NA,4,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,32,0,0.69,18,3.41,0,3.41,3,NA,15,1,1,12,NA,1,9,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,32,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,32,2.8,2.59,28,8.62,0.89,7.7299999999999995,8,NA,50,10,18,33,5,5,35,24,1,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,32,0,1.21,11,2.18,0,2.18,NA,NA,10,1,2,8,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,32,0,-0.3,2,0.78,0,0.78,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,32,2.7,2.13,24,3.86,0.6,3.26,2,NA,45,2,8,20,NA,1,31,46,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Mateus Vital,93108,32,0.5,3.83,24,7.37,0.2,7.17,1,NA,12,10,17,52,2,1,24,20,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,32,0,2.62,10,3.91,0,3.91,2,NA,15,2,8,15,1,3,7,8,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,32,2.5,3.34,26,6.08,0.13,5.95,1,NA,16,8,16,20,6,7,37,14,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ronaldo,92981,32,0,2.9,13,4.39,0,4.39,3,NA,18,NA,3,10,NA,NA,21,31,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Deyverson,92708,32,5.6,3.7,18,10.52,1.15,9.37,3,NA,22,12,20,51,3,21,31,9,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,32,-1.5,1.41,18,3.47,-0.91,4.38,2,NA,7,4,12,7,1,1,32,8,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,32,0,5.5,7,4.45,0,4.45,NA,NA,2,NA,1,1,NA,2,11,15,1,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,32,-0.8,5.29,25,12.89,-0.74,13.63,5,NA,53,22,36,49,6,12,48,22,5,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,32,2.9,3.24,23,7.47,0.25,7.22,5,NA,25,5,7,21,1,1,41,23,1,8,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,32,4.9,3.78,28,9.97,0.1,9.870000000000001,7,2,57,3,11,17,1,1,61,55,1,12,NA,NA,NA,NA,2,1,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,32,0,0.73,3,3,0,3,2,NA,3,NA,NA,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,32,5.2,1.2,22,6.52,1.07,5.449999999999999,8,NA,22,1,4,16,NA,1,47,15,NA,6,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,32,2.4,3.2,29,4.89,-0.47,5.359999999999999,7,NA,25,2,8,18,1,NA,26,41,1,7,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,32,2.4,2.61,25,6.66,-0.44,7.1000000000000005,11,NA,46,5,4,26,NA,NA,78,71,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,32,0,2.92,7,8.03,0,8.03,NA,NA,2,NA,3,3,NA,NA,10,7,NA,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,32,-0.5,0.42,5,2.82,-0.31,3.13,1,NA,8,NA,NA,6,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,32,0,2.73,14,5.89,0,5.89,1,NA,13,3,5,9,1,NA,21,20,NA,NA,NA,NA,NA,NA,1,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,32,0,0,1,2.32,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,32,0,0.68,4,5.05,0,5.05,2,NA,1,NA,1,2,NA,NA,13,5,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,32,0,-1.6,1,1.24,0,1.24,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,32,-1.2,1.95,25,4.36,-1.53,5.890000000000001,2,NA,15,8,6,32,1,1,70,19,3,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,2,lat,Marcinho,93797,32,0,3.32,22,7.3,0,7.3,2,NA,30,7,13,17,1,1,59,18,4,5,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,32,1.2,2.02,21,4.47,-0.5,4.97,4,NA,15,6,6,46,2,4,26,5,NA,NA,NA,NA,NA,NA,3,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,32,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Juninho,92182,32,4.5,3.5,22,6.79,0.59,6.2,1,NA,20,4,5,12,1,1,40,19,NA,10,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Cleiton,93882,32,8,2.72,19,4.24,-1.56,5.800000000000001,1,NA,NA,NA,NA,6,NA,NA,14,NA,1,5,NA,20,1,21,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,32,8.8,4.42,24,9.23,1.29,7.94,5,NA,40,8,11,58,1,NA,45,56,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,32,1.2,1.71,8,4.14,-0.59,4.7299999999999995,1,NA,5,NA,1,4,NA,1,7,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,32,0,0.98,6,3.1,0,3.1,1,NA,7,1,NA,3,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,2,Dúvida,5,ata,Ribamar,94068,32,2,2.24,14,3.1,0.49,2.6100000000000003,NA,NA,22,6,14,15,2,7,12,3,NA,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,2,Dúvida,4,mei,Marcos Júnior,93893,32,0.7,1.46,21,3.47,0.11,3.3600000000000003,4,NA,34,4,6,28,1,NA,50,24,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Diego Pituca,94156,32,1.5,1.25,29,3.42,-0.12,3.54,7,NA,58,11,14,27,1,NA,71,32,NA,NA,NA,NA,NA,NA,2,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,32,0,1.45,12,2.59,0,2.59,5,NA,15,2,5,15,NA,1,8,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Felipe Vizeu,94138,32,0,0.67,9,2.41,0,2.41,NA,NA,9,NA,4,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,32,0,-0.38,4,1.21,0,1.21,1,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Orinho,95542,32,0,4.92,4,2.97,0,2.97,NA,NA,6,1,2,3,NA,NA,2,6,NA,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Jonatan Gomez,94857,32,-1.5,4.46,23,5.52,-0.85,6.369999999999999,5,1,30,14,17,65,5,2,57,20,3,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,32,10.4,3.9,16,8.54,1.3,7.239999999999999,7,NA,27,2,2,36,NA,3,37,27,1,7,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,3,zag,Marcelo Benevenuto,95638,32,0,2,12,4.68,0,4.68,3,NA,7,NA,1,12,2,NA,21,6,1,2,NA,NA,NA,NA,1,2,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,32,0,2.25,11,6.48,0,6.48,NA,NA,10,4,9,7,1,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,32,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Piris da Motta,95802,32,-0.2,0.54,22,2.95,-0.03,2.98,3,NA,18,1,4,18,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,32,0,1.17,6,2.86,0,2.86,1,NA,2,NA,NA,2,NA,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Zé Ricardo,95780,32,3.63,2.49,12,6.92,0.23,6.6899999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Artur,95799,32,1.4,2.86,28,9.65,0.35,9.3,6,NA,22,11,21,42,6,5,85,17,2,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Lima,94288,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,32,0,1.45,21,5.33,0,5.33,2,NA,8,5,8,15,NA,NA,65,24,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Iury,101846,32,0,2.94,10,6.43,0,6.43,1,NA,14,NA,3,10,NA,NA,30,10,1,4,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,32,0,2.18,15,4.99,0,4.99,1,1,19,3,10,20,2,3,28,11,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,32,0,-0.45,4,2.45,0,2.45,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Goularte,101889,32,0,1.72,5,2.61,0,2.61,NA,NA,3,1,1,4,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,32,5,3.12,11,3.32,0.58,2.7399999999999998,NA,NA,15,6,7,5,1,NA,8,4,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Lucas Halter,102253,32,0,1.61,9,3.09,0,3.09,1,NA,5,2,3,2,NA,NA,8,7,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,32,0,3.02,13,4.35,0,4.35,1,NA,18,3,6,15,2,3,15,11,1,NA,NA,NA,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,32,6,3.1,14,3.61,0.35,3.26,4,NA,11,1,NA,10,1,NA,6,13,NA,5,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,32,1.7,2.75,21,4.12,0,4.12,1,NA,23,7,22,27,NA,2,36,29,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Papagaio,102302,32,-0.5,0.16,9,1.21,0.18,1.03,1,NA,7,1,3,6,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,32,-0.5,1.82,19,3.01,-1.24,4.25,1,NA,11,2,6,8,3,1,21,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,32,7,3.05,15,3.83,1.01,2.8200000000000003,3,NA,26,5,8,24,2,1,32,21,NA,NA,NA,NA,NA,NA,1,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Kaio,102563,32,0.9,0.8,9,1.25,-0.02,1.27,NA,NA,8,2,4,3,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,32,0,0.5,1,0.86,0,0.86,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,32,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Antony,103455,32,3.5,4.6,24,12.05,-0.2,12.25,3,1,22,22,16,67,2,1,81,25,5,NA,NA,NA,NA,NA,2,NA,2019
290,Goiás,6,Nulo,5,ata,Dudu,102581,32,0,-0.25,2,1.33,0,1.33,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
