clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,CV,FC,FD,FF,FS,G,I,PE,RB,A,SG,PP,DD,DP,GS,FT,GC,ano
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,32,5,4.57,19,15.75,0.21,15.54,2,NA,14,18,18,17,4,3,27,12,2,NA,NA,NA,NA,NA,1,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,32,9.16,4.68,32,14.1,1.03,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,32,0,3.53,3,4.68,0,4.68,1,NA,2,NA,2,8,NA,NA,5,3,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,32,-0.7,0.11,13,3.09,-0.05,3.1399999999999997,2,NA,12,2,1,7,NA,3,14,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,32,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,32,5.3,1.43,12,4.96,1.33,3.63,2,NA,10,1,3,11,NA,1,21,6,NA,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,32,1.4,5.82,31,17.61,-2.23,19.84,1,NA,18,16,20,27,12,8,51,30,3,NA,NA,NA,NA,NA,2,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Léo Cittadini,70986,32,0,5.55,19,7.69,0,7.69,2,NA,16,15,9,26,4,NA,19,32,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,32,8.5,3.74,24,12.23,0.45,11.780000000000001,2,NA,41,5,17,22,6,NA,53,31,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,32,0,2.3,13,4.2,0,4.2,NA,NA,27,9,4,15,NA,3,20,13,2,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,32,1.3,1.24,18,4.1,0.26,3.84,2,NA,13,7,6,4,NA,NA,34,10,2,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,32,3.3,3.93,28,8.51,-0.28,8.79,4,NA,40,3,10,21,1,1,30,35,1,12,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,32,0.2,1.13,16,3.51,-0.99,4.5,5,NA,15,3,5,7,1,1,17,8,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,32,2.5,3.02,11,4.2,0.18,4.0200000000000005,2,NA,15,5,11,21,NA,1,17,10,1,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,32,0,0.73,4,3.8,0,3.8,NA,NA,2,NA,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,32,0,3.39,18,12.65,0,12.65,3,NA,34,10,12,11,3,6,15,11,3,NA,NA,NA,NA,NA,3,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,32,-2.6,2.18,14,2.49,-0.71,3.2,4,NA,23,2,2,10,NA,NA,18,31,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Leo,71043,32,0,0.98,5,2.12,0,2.12,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,7,NA,7,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,32,5.13,5.57,23,15.54,0.14,15.399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,32,0,3.04,18,4.99,0,4.99,2,1,10,12,13,19,2,1,60,14,2,NA,NA,NA,NA,NA,2,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,32,3,4.18,24,9.38,-0.51,9.89,3,NA,27,4,15,10,2,1,24,23,NA,11,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,32,0,0.5,14,4.2,-0.14,4.34,1,NA,17,2,7,3,1,NA,20,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,32,0,1.64,21,9.11,0,9.11,3,1,26,10,12,26,NA,1,31,17,1,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,7,Provável,4,mei,Guarín,71233,32,-2.5,2.45,7,7.11,-0.98,8.09,2,NA,7,1,6,7,1,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,32,6,4.11,23,8.73,0.76,7.970000000000001,2,NA,NA,NA,NA,2,NA,NA,8,NA,NA,9,NA,33,NA,22,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,32,-2,4.17,22,12.65,-3.11,15.76,2,NA,1,NA,NA,3,NA,NA,5,NA,NA,8,NA,29,1,19,NA,NA,2019
267,Vasco,7,Provável,2,lat,Raúl Cáceres,71680,32,0,-0.02,5,1.76,0,1.76,1,NA,11,1,NA,1,NA,1,6,2,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,32,3.6,1.52,19,3.42,0.02,3.4,5,NA,24,3,5,15,NA,NA,24,22,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Gatito Fernández,74061,32,7.7,4.62,26,10.11,1.25,8.86,3,NA,NA,NA,NA,5,NA,NA,14,NA,NA,8,NA,50,NA,31,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,32,4.3,3.39,18,4.7,0.27,4.43,3,NA,11,2,5,17,1,NA,19,17,NA,6,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,32,-0.5,2.65,17,4.68,-0.7,5.38,7,NA,28,NA,8,20,NA,NA,18,38,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,32,0,0.22,16,2.2,0,2.2,5,NA,39,1,8,9,NA,NA,35,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,32,3.5,2.11,13,3.6,0.63,2.97,3,NA,12,1,1,10,NA,2,10,11,1,3,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,32,0,1.9,16,3.7,0,3.7,1,NA,15,4,6,11,NA,1,37,21,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,32,0,2.37,6,3.05,0,3.05,NA,1,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,9,NA,7,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Gustavo Gómez,71684,32,0.8,3.86,17,12.15,-0.09,12.24,6,1,18,4,3,15,2,2,18,23,NA,6,NA,NA,NA,NA,1,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,32,0,1.71,9,5.22,0,5.22,1,NA,19,1,4,NA,NA,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,32,4,3.1,25,6.94,0.25,6.69,3,NA,10,10,6,63,2,3,46,23,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,32,0.5,5.01,28,11.52,-0.96,12.48,3,NA,28,19,26,41,10,8,75,24,1,NA,1,NA,NA,NA,2,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,32,0,2.15,2,4.01,0,4.01,1,NA,2,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,32,1.9,2.33,19,6.75,-0.78,7.53,4,NA,30,10,7,20,1,1,28,27,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,32,-1.1,3.95,18,11.46,-0.12,11.58,2,1,26,12,22,37,5,10,33,9,1,NA,1,NA,NA,NA,1,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,32,0,0.39,14,0.78,0,0.78,4,1,17,2,4,17,1,7,17,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,32,0,1.5,5,3.99,0,3.99,NA,NA,2,NA,4,4,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,32,-1,3.61,31,10.1,-1.9,12,2,NA,NA,NA,NA,13,NA,NA,13,1,NA,8,NA,44,NA,30,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,32,-2.8,2.85,27,6.29,-0.8,7.09,4,NA,46,10,20,23,2,NA,65,38,4,NA,NA,NA,NA,NA,NA,1,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,32,0,1.27,13,2.95,0,2.95,3,NA,9,NA,1,2,NA,1,11,6,NA,4,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,32,-1.8,4.79,31,10.87,0.38,10.489999999999998,1,NA,NA,NA,NA,9,NA,NA,26,NA,NA,13,NA,45,NA,23,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,32,0,1.82,17,4,0,4,4,NA,31,5,7,2,NA,NA,27,40,NA,NA,NA,NA,NA,NA,NA,2,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,32,0,0.98,5,3.83,0,3.83,1,NA,8,NA,NA,3,NA,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,32,2.2,4.18,21,8.4,-0.41,8.81,6,NA,29,7,4,26,1,1,39,29,NA,10,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,32,-1.7,2.93,30,8.09,-0.65,8.74,4,NA,29,10,10,47,3,NA,93,44,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,32,0,4.35,16,6.47,0,6.47,3,NA,17,NA,1,18,1,4,29,28,2,5,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,32,0,3.59,10,6.01,0,6.01,1,NA,7,NA,1,3,NA,NA,18,13,NA,5,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,32,0,1.9,5,3.3,0,3.3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,7,NA,5,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,32,10.4,4.3,26,10.4,1.32,9.08,1,NA,1,NA,NA,9,NA,NA,40,NA,NA,12,NA,33,1,22,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Madson,78077,32,4.7,4.62,23,7.24,-0.67,7.91,2,NA,22,4,4,31,4,1,43,26,1,7,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,William Pottker,77809,32,16.3,5.39,8,9.6,2.73,6.869999999999999,1,NA,9,2,5,2,4,NA,16,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,32,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,32,2.2,4.47,29,15.93,-0.13,16.06,8,NA,64,24,43,47,11,2,70,14,1,NA,1,NA,NA,NA,1,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,32,3.5,5.46,22,10.6,-0.09,10.69,2,NA,30,6,11,22,4,1,35,50,2,NA,NA,NA,NA,NA,2,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,32,2.2,3.36,21,9.51,-0.93,10.44,5,NA,28,2,3,10,2,NA,22,27,1,6,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,32,0,2.95,27,5.24,0,5.24,8,2,32,4,7,17,3,NA,41,17,NA,13,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,32,2.23,3.52,26,7.4,0.09,7.3100000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Celsinho,72494,32,0,2.22,11,3.49,0,3.49,1,NA,6,1,NA,4,NA,NA,26,16,1,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,32,0,-0.29,10,3.59,0,3.59,3,NA,5,4,6,NA,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Luiz Adriano,72772,32,0,3.33,9,6.98,0,6.98,NA,NA,14,1,4,12,3,3,8,1,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Vitinho,78435,32,0.7,3.83,21,8.82,-0.66,9.48,1,NA,25,10,21,16,4,3,33,15,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Renê,78445,32,0,4.45,20,9.14,0,9.14,2,NA,19,2,2,8,NA,NA,55,34,2,10,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,32,0.8,3.97,20,5.84,-0.18,6.02,NA,NA,29,4,11,31,1,NA,33,41,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,32,7.7,2.68,26,9.19,2.63,6.56,4,NA,1,NA,NA,1,NA,NA,34,NA,NA,4,NA,43,1,34,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,32,0,2.16,7,6.13,0,6.13,2,NA,7,NA,NA,2,NA,NA,8,6,NA,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,32,0,3.6,11,10.13,0,10.13,NA,NA,15,NA,NA,3,NA,NA,18,14,1,5,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,32,0,2.2,1,5.84,0,5.84,NA,NA,1,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,32,3,2.92,15,7.2,0.11,7.09,1,NA,12,4,4,7,NA,4,8,13,NA,5,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,4,mei,Willian Arão,78478,32,1.5,3.93,30,13.33,0.15,13.18,2,NA,44,7,14,20,2,1,59,57,6,NA,NA,NA,NA,NA,2,1,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,32,2.45,3.99,11,7.45,-0.42,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,32,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,32,6.9,1.96,23,8.43,1.49,6.9399999999999995,2,NA,20,9,11,28,1,NA,43,15,1,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,32,1.43,2.79,23,6.64,-0.04,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,32,2.7,3.73,28,12.47,-1.33,13.8,9,NA,32,5,16,56,NA,3,63,36,3,8,NA,NA,NA,NA,1,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,32,-1.8,5.03,25,11.85,-0.68,12.53,1,NA,12,12,19,18,5,NA,101,27,1,9,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,32,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,32,0,1.6,6,2.43,0,2.43,NA,NA,7,NA,2,11,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,32,0,1.76,9,1.89,0,1.89,3,NA,7,6,6,4,NA,NA,22,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,32,1,6.03,31,14.15,0.48,13.67,NA,NA,NA,NA,NA,9,NA,NA,7,1,NA,14,NA,56,1,31,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,32,0,1.58,11,3.04,0,3.04,NA,NA,12,1,3,18,1,4,14,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,32,8.7,2.37,14,6.28,1.51,4.7700000000000005,2,NA,16,5,13,32,1,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,5,ata,Rogério,73540,32,-0.8,2.02,13,7.6,-0.48,8.08,NA,NA,12,8,5,15,1,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,32,0,2.18,23,7.24,0,7.24,1,NA,12,7,16,35,2,2,26,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,32,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,32,0.9,3.71,28,7.42,-0.58,8,1,NA,27,16,23,9,1,1,78,42,6,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,32,0,2.07,24,3.77,0,3.77,5,NA,40,5,7,15,NA,2,30,37,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,32,0,2.88,11,4.12,0,4.12,3,NA,13,2,NA,3,1,1,22,13,NA,4,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,32,-4.8,2.94,5,2.75,-1.57,4.32,2,NA,6,NA,2,NA,NA,NA,8,5,NA,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,32,1.3,0.45,6,2.18,0.16,2.02,1,NA,6,2,3,4,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,32,0,3.35,7,5.49,0,5.49,1,NA,2,NA,NA,5,NA,NA,2,3,NA,4,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,32,0.7,0.74,16,8.55,0.08,8.47,1,NA,26,1,6,12,NA,NA,22,11,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,32,1.2,2.49,25,5.17,-0.33,5.5,1,NA,30,7,11,31,1,1,57,38,NA,NA,1,NA,NA,NA,1,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,32,1.71,4.04,32,11.59,-0.18,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,32,0,1,2,1.76,0,1.76,NA,NA,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,32,0.1,2.64,32,6.43,0.23,6.199999999999999,2,NA,8,2,5,10,NA,NA,55,15,1,14,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,32,0,1.6,13,3.78,0,3.78,2,NA,12,1,4,18,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,32,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,32,2.7,5.67,25,14.42,-1.46,15.879999999999999,7,NA,27,4,4,29,NA,NA,39,77,NA,8,NA,NA,NA,NA,1,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,32,-0.4,6.25,29,14.64,-0.68,15.32,6,NA,39,9,22,35,5,NA,64,53,1,12,1,NA,NA,NA,2,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,32,0,0.61,14,3.77,0,3.77,4,1,27,3,7,22,2,7,17,3,NA,NA,NA,NA,NA,NA,1,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,32,0,1.4,1,7.12,0,7.12,1,NA,2,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,32,0,1.73,20,5.24,0,5.24,1,1,20,8,9,18,3,3,9,2,NA,NA,NA,NA,NA,NA,1,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,32,-1.6,2.93,24,6.37,-1.51,7.88,2,NA,28,7,10,19,NA,1,76,27,2,7,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,32,-1.6,1.99,12,4.82,-0.21,5.03,4,NA,31,1,1,11,1,1,12,24,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,5,ata,Arthur Caíke,80337,32,0.5,2.23,24,8.96,0.28,8.680000000000001,1,1,17,8,17,12,4,4,24,6,1,NA,NA,NA,NA,NA,1,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,32,0,0.85,6,3.23,0,3.23,3,NA,13,NA,NA,2,NA,1,8,3,NA,3,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,32,3.5,2.37,30,6.88,0.15,6.7299999999999995,7,NA,46,4,5,31,1,3,37,57,NA,NA,NA,NA,NA,NA,1,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,32,0,1.42,14,2.83,0,2.83,2,NA,12,1,4,8,NA,NA,20,15,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,32,9.4,4.51,20,8.36,1.33,7.029999999999999,6,NA,24,14,15,26,5,4,44,19,4,NA,1,NA,NA,NA,1,NA,2019
267,Vasco,3,Suspenso,4,mei,Yago Pikachu,80196,32,4.2,2.61,30,9.62,0.33,9.29,5,NA,17,5,21,51,3,2,66,27,2,NA,2,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,32,0,1.41,15,5.3,0,5.3,3,1,16,3,1,13,1,NA,19,8,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,32,9.2,2.31,10,4,1.63,2.37,1,1,15,NA,NA,10,1,NA,13,9,NA,3,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,32,0,0.91,8,2.11,0,2.11,1,NA,4,4,4,7,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,32,2.13,2.72,12,8.14,-0.15,8.290000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,32,0,3.75,11,8.95,0,8.95,1,NA,11,3,3,10,NA,NA,14,18,NA,3,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,2,lat,Henrique,84893,32,0,2.88,16,4.83,0,4.83,5,NA,20,1,2,26,NA,NA,18,17,NA,6,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,32,0.5,1.33,14,6,0,6,2,NA,18,7,4,11,2,6,12,6,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,32,13.2,3.1,21,6.26,2.8,3.46,5,NA,13,3,3,4,1,NA,26,17,NA,9,NA,NA,NA,NA,1,NA,2019
