clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,FS,GS,PE,SG,FC,FD,FF,RB,DP,A,G,I,PP,CV,FT,GC,ano
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,33,0,6.14,5,6.1,0,6.1,NA,12,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,1,gol,Muriel,69041,33,0,5.13,20,6.82,0,6.82,1,37,6,21,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Pablo,69138,33,-1.1,2.7,10,11.83,-0.52,12.35,3,NA,8,NA,8,NA,20,4,12,3,NA,NA,3,9,NA,NA,1,NA,2019
283,Cruzeiro,2,Dúvida,5,ata,Fred,38162,33,-2.6,1.73,27,5.15,-1.09,6.24,10,NA,38,NA,53,NA,45,13,15,5,NA,3,5,14,NA,NA,1,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,33,-0.1,3.37,17,4.21,-0.25,4.46,3,NA,15,NA,21,NA,10,8,7,2,NA,2,5,2,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,33,0,2.24,19,5.5,0,5.5,1,NA,26,NA,27,NA,3,6,10,9,NA,1,1,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Thiago Neves,38277,33,0.1,4.36,26,8.55,-0.33,8.88,8,NA,29,NA,61,NA,22,20,35,15,NA,4,6,2,NA,NA,1,NA,2019
284,Grêmio,7,Provável,4,mei,Maicon,38196,33,0.9,2.83,13,7.42,0.13,7.29,6,NA,9,NA,34,NA,15,2,4,15,NA,2,3,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,33,1.3,2.16,26,8.18,0.36,7.819999999999999,1,NA,21,NA,57,NA,23,15,7,15,NA,1,4,6,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,33,-0.4,2.58,26,9.13,-1.07,10.200000000000001,5,NA,19,NA,45,6,28,3,3,17,NA,1,3,2,NA,NA,2,NA,2019
293,Athlético-PR,7,Provável,4,mei,Nikão,69705,33,5.5,4.62,20,15.73,-0.02,15.75,2,NA,18,NA,30,NA,16,19,22,14,NA,2,4,4,NA,NA,1,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,33,5.8,3.28,15,3.67,0.06,3.61,4,NA,11,NA,6,6,12,1,1,13,NA,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Léo,69177,33,0,2.43,15,4.35,0,4.35,5,NA,21,NA,25,4,29,NA,8,21,NA,2,NA,NA,NA,2,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,33,0,0.2,2,5.34,0,5.34,NA,NA,NA,NA,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,33,0,3.53,3,4.68,0,4.68,1,NA,8,NA,5,1,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,33,0,2.91,11,4.91,0,4.91,4,NA,6,NA,11,NA,10,3,12,16,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,33,0,1.9,14,4.41,0,4.41,3,NA,11,NA,18,NA,23,2,4,15,NA,NA,2,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,33,0,1.03,6,3.74,0,3.74,NA,8,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,33,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Victor Ferraz,70046,33,3.8,4.67,23,10.54,-1.68,12.219999999999999,3,NA,15,NA,59,12,12,6,5,36,NA,1,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,33,4.21,4.67,33,13.25,-0.85,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,33,0,0.47,4,2.8,0,2.8,NA,NA,3,NA,3,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,33,0.2,5.06,24,13.28,-0.35,13.629999999999999,2,NA,20,NA,30,9,35,3,4,57,NA,1,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,33,0,0.11,13,3.09,0,3.09,2,NA,7,NA,14,NA,12,2,1,7,NA,NA,NA,3,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,33,0,1.43,12,4.96,0,4.96,2,NA,11,NA,21,3,10,1,3,6,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,33,3.1,3.49,24,14.28,0.37,13.91,5,NA,41,NA,28,NA,29,9,13,13,NA,2,7,13,1,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Léo Cittadini,70986,33,0,5.55,19,7.69,0,7.69,2,NA,26,NA,19,NA,16,15,9,32,NA,1,4,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,33,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,33,6.3,3.84,25,11.89,-0.34,12.23,2,NA,22,NA,54,NA,41,6,20,33,NA,1,6,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,6,tec,Jorge Jesus,71224,33,4.65,5.53,24,15.37,-0.17,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,33,8,2.15,6,3.63,1.51,2.12,1,8,1,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,33,2.1,1.29,19,4.21,0.11,4.1,2,NA,4,NA,37,NA,13,7,6,12,NA,2,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,33,0,2.3,13,4.2,0,4.2,NA,NA,15,NA,20,NA,27,9,4,13,NA,2,NA,3,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,33,2.4,5.71,32,17.58,-0.03,17.61,1,NA,27,NA,51,NA,18,18,20,30,NA,3,12,8,NA,NA,2,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,33,9.2,3.54,12,5.38,1.18,4.2,2,NA,24,NA,18,2,18,5,11,13,NA,1,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Guarín,71233,33,9.5,3.33,8,9.24,2.13,7.11,2,NA,9,NA,17,NA,8,2,8,7,NA,NA,2,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Fernando Miguel,71571,33,7,4.23,24,8.93,0.2,8.73,2,36,2,23,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,33,0,0.5,14,4.2,0,4.2,1,NA,3,NA,20,NA,17,2,7,4,NA,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,33,1.2,3.27,19,4.19,-0.51,4.7,3,NA,18,NA,19,6,12,3,5,17,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,33,3.7,4.15,23,13.43,0.78,12.65,2,31,3,20,6,8,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,33,0,0.22,16,2.2,0,2.2,5,NA,9,NA,35,NA,39,1,8,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,33,0,1.71,9,5.22,0,5.22,1,NA,NA,NA,15,NA,19,1,4,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Jair,81091,33,1.2,3.25,10,6.16,-0.65,6.8100000000000005,3,NA,18,NA,14,NA,16,NA,1,22,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,33,-1.6,-0.28,6,1.51,-0.25,1.76,1,NA,1,NA,8,1,13,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,33,0,-0.4,3,5.75,0,5.75,NA,NA,1,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,33,0,3.86,17,12.15,0,12.15,6,NA,15,NA,18,6,18,4,3,23,NA,NA,2,2,NA,1,1,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,33,11.8,6.22,29,15.88,1.09,14.790000000000001,4,NA,67,NA,104,NA,35,20,29,33,NA,7,9,5,1,NA,2,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,33,0,2.37,6,3.05,0,3.05,NA,9,3,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,33,0,1.5,5,3.99,0,3.99,NA,NA,4,NA,4,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,33,0,2.98,19,5.95,0,5.95,2,NA,8,NA,24,NA,24,5,6,20,NA,NA,4,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,3,zag,Oswaldo Henríquez,81241,33,-5.8,2.7,22,3.15,-3.11,6.26,5,NA,5,NA,27,9,14,3,3,17,NA,NA,1,1,NA,NA,1,1,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,33,-0.5,2.96,21,9.31,-0.77,10.08,2,NA,7,NA,75,NA,19,19,22,13,NA,1,4,NA,NA,1,1,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,33,4.5,2.44,20,7.16,0.41,6.75,4,NA,22,NA,30,NA,31,10,9,29,NA,NA,1,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,33,4,4.98,29,11.99,0.47,11.52,3,NA,43,NA,76,NA,29,20,28,25,NA,1,10,9,1,NA,2,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,33,0,0.18,8,3.25,0,3.25,1,NA,NA,NA,5,NA,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,33,3.7,3.61,32,10.76,0.66,10.1,2,46,13,31,14,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Rossi,81798,33,1.3,1.83,25,4.48,-0.29,4.7700000000000005,7,NA,43,NA,66,NA,32,16,14,19,NA,2,1,4,1,NA,1,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,33,12.9,3.21,28,8.89,2.6,6.290000000000001,4,NA,24,NA,66,NA,49,11,20,38,NA,5,3,NA,NA,NA,NA,1,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,33,0,1.64,13,2.44,0,2.44,1,NA,15,NA,15,NA,10,6,4,6,NA,NA,NA,NA,NA,NA,2,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,33,11,5.43,8,7.19,1.7,5.49,NA,19,NA,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,33,-0.4,4.84,19,7.58,-0.25,7.83,5,NA,39,NA,39,NA,19,14,9,17,NA,6,3,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,33,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,33,0,0.8,4,4.63,0,4.63,NA,NA,1,NA,1,NA,3,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,33,-0.1,2.56,13,3.6,-0.72,4.32,1,NA,16,NA,13,3,16,2,1,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,33,-0.8,1.67,18,4.16,0.16,4,4,NA,2,NA,29,NA,33,5,8,40,NA,NA,NA,NA,NA,NA,NA,2,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,33,1,7.3,31,16.02,-1.43,17.45,NA,84,7,44,17,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,33,0.7,4.66,32,11.11,0.24,10.87,1,46,9,24,27,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,33,14,3.86,20,11.34,1.52,9.82,4,NA,54,NA,23,NA,47,10,13,28,NA,3,1,3,NA,NA,1,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,33,0.6,4.13,17,5.86,-0.61,6.470000000000001,3,NA,18,NA,31,5,17,1,1,28,NA,2,1,4,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,33,3.2,4.96,26,12.52,0.67,11.85,1,NA,18,NA,106,9,12,14,20,28,NA,1,5,NA,NA,NA,NA,1,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,33,0,3.59,10,6.01,0,6.01,1,NA,3,NA,18,5,7,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,33,0,0.38,5,5.15,0,5.15,1,NA,4,NA,12,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,33,11.5,4.51,22,9.96,1.56,8.4,6,NA,27,NA,39,11,32,7,4,34,NA,NA,1,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,33,-1.3,1.67,22,4.03,-0.15,4.180000000000001,4,NA,5,NA,29,5,19,1,5,21,NA,NA,NA,3,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,33,0,2.78,11,2.99,0,2.99,2,NA,6,NA,14,NA,14,5,6,14,NA,NA,1,NA,NA,NA,1,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,33,3.7,2.95,31,8.89,0.8,8.09,4,NA,51,NA,98,NA,31,11,10,46,NA,1,3,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,33,17.5,3.04,19,5.17,3.18,1.9899999999999998,NA,NA,6,NA,63,4,8,NA,4,19,NA,2,2,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,33,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,33,0,3,2,6.78,0,6.78,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,33,0,2.9,25,4.55,-0.18,4.7299999999999995,5,NA,20,NA,51,8,29,4,6,36,NA,NA,NA,3,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,33,-2.6,4.04,27,8.22,-2.18,10.4,1,33,9,23,42,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,33,0,0.38,5,2.86,0,2.86,1,NA,4,NA,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,33,-1.4,3.14,22,8.8,-0.71,9.510000000000002,5,NA,10,NA,25,6,29,2,3,27,NA,1,2,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,33,0,0.57,14,1.58,0,1.58,2,NA,25,NA,11,NA,15,2,6,3,NA,NA,NA,3,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,33,4.5,5.42,23,10.71,0.11,10.600000000000001,2,NA,23,NA,36,NA,32,6,12,53,NA,2,4,1,NA,NA,2,NA,2019
290,Goiás,2,Dúvida,2,lat,Marcelo Hermes,82639,33,0,2.94,10,3.53,0,3.53,3,NA,10,NA,17,3,9,1,3,11,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,33,0,12.5,1,5.43,0,5.43,NA,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,33,4.7,2.75,27,8.72,-0.47,9.190000000000001,4,43,1,34,35,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,33,-0.7,2.03,10,1.85,-0.49,2.34,1,NA,18,NA,18,NA,15,10,4,3,NA,NA,1,3,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,33,0,1.37,9,5.13,0,5.13,1,NA,9,NA,6,NA,6,3,5,NA,NA,NA,1,2,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,33,-1,3.73,21,5.47,-0.37,5.84,NA,NA,31,NA,33,NA,31,4,11,41,NA,1,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,33,1.6,3.45,27,7.24,-0.16,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,33,0.1,2.04,12,3.15,-0.34,3.4899999999999998,1,NA,4,NA,29,1,7,1,NA,17,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,33,0,1.93,6,2.88,0,2.88,4,NA,16,NA,14,NA,12,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,33,1.2,2.81,16,6.85,-0.35,7.199999999999999,1,NA,7,NA,9,5,12,4,4,14,NA,NA,NA,4,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,33,-1.7,3.16,12,9.64,-0.49,10.13,NA,NA,3,NA,22,5,16,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,33,0,1.3,1,1.94,0,1.94,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,33,0,4.54,14,8.89,0,8.89,3,NA,41,NA,23,NA,22,21,23,8,NA,1,1,3,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Luiz Adriano,72772,33,0,3.33,9,6.98,0,6.98,NA,NA,12,NA,8,NA,14,1,4,1,NA,1,3,3,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,33,0,2.09,22,4.64,0,4.64,2,NA,36,NA,26,NA,21,8,15,7,NA,2,2,15,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Gabriel,83257,33,7.3,9.3,25,20.8,-1.79,22.59,9,NA,25,NA,52,NA,18,31,32,8,NA,5,22,16,NA,1,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,33,1.8,3.66,29,12.2,-0.27,12.469999999999999,9,NA,58,NA,67,8,34,5,16,38,NA,3,NA,3,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,33,0,-0.2,6,2.28,0,2.28,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,33,0,2.2,1,5.84,0,5.84,NA,NA,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,33,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,33,0,1.85,25,8.11,0,8.11,6,NA,13,NA,58,7,35,3,6,19,NA,NA,2,2,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,33,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,2,lat,Rafinha,83681,33,0,2.62,5,3.19,-1.16,4.35,NA,NA,3,NA,3,NA,3,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,33,-0.19,2.67,24,6.29,-0.35,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,33,8.6,4.5,21,10.08,0.75,9.33,5,NA,34,NA,38,NA,35,4,12,54,NA,1,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,33,0,2.67,8,9.3,0,9.3,3,NA,3,NA,18,2,9,NA,1,8,NA,1,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,3,zag,Thiago Heleno,38394,33,7.9,1.98,12,2.77,0.08,2.69,6,NA,13,NA,18,4,17,6,3,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,33,0,2.25,12,6.11,0,6.11,1,NA,21,NA,22,NA,10,2,9,9,NA,NA,1,2,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,33,4,6.02,8,6.16,-0.19,6.3500000000000005,NA,23,NA,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Clayson,83817,33,3.2,2.57,26,9.86,0.48,9.379999999999999,4,NA,42,NA,48,NA,30,9,8,17,NA,3,3,3,NA,NA,1,NA,2019
341,CSA,6,Nulo,2,lat,Carlinhos,38451,33,-2,4.11,26,7.16,-0.36,7.5200000000000005,2,NA,24,NA,59,8,22,6,11,41,NA,NA,2,2,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,33,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,33,0,-0.1,15,2.86,0,2.86,3,NA,3,NA,21,NA,6,1,6,1,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Leandro Castan,38505,33,0,3.07,18,8.45,0,8.45,9,NA,15,NA,23,6,16,2,4,20,NA,1,2,2,NA,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,33,0,-2.8,1,0.78,0,0.78,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Diego Alves,38509,33,8.2,5.37,28,9.68,1.22,8.459999999999999,NA,37,4,20,16,13,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,33,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,33,4.7,2.01,14,6.23,0.8,5.430000000000001,2,NA,7,NA,25,2,15,NA,9,16,NA,NA,NA,1,NA,NA,1,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,33,0,5.35,9,4.58,0,4.58,1,NA,13,NA,12,3,10,1,2,6,NA,3,2,1,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Edílson,38523,33,0,2.69,12,6.12,0,6.12,2,NA,10,NA,26,4,16,NA,5,18,NA,NA,NA,NA,NA,2,2,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,33,2.8,2.53,7,3.41,-0.77,4.18,1,NA,6,NA,7,NA,6,3,4,1,NA,NA,1,1,NA,NA,2,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,33,0,2.14,13,5.34,0,5.34,1,NA,11,NA,23,NA,17,2,6,22,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,33,1.52,3.78,12,7.23,-0.22,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Felipe Melo,38545,33,0,2.74,18,7.04,0,7.04,7,NA,26,NA,41,NA,32,4,14,26,NA,1,3,1,NA,1,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,33,-0.5,3.13,20,5.35,-1.56,6.91,3,NA,9,NA,47,5,33,5,7,23,NA,2,2,1,NA,1,1,NA,2019
266,Fluminense,6,Nulo,3,zag,Matheus Ferraz,38632,33,0,3.56,7,6.23,0,6.23,1,NA,2,NA,6,NA,7,4,3,11,NA,NA,1,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Nilton,38573,33,0,0.28,9,2.71,0,2.71,3,NA,7,NA,12,NA,10,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,33,0,1.76,9,1.89,0,1.89,3,NA,4,NA,22,NA,7,6,6,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
