clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,FT,G,PE,RB,SG,DD,GS,DP,I,PP,CV,GC,ano
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,11,0,0.68,4,3.66,0,3.66,NA,NA,5,NA,1,7,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,11,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,NA,2,NA,NA,4,NA,3,15,6,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,11,0,1.4,8,4.48,0,4.48,NA,1,10,5,8,9,NA,NA,9,4,NA,NA,NA,NA,4,NA,NA,NA,2019
285,Internacional,2,Dúvida,1,gol,Danilo Fernandes,69051,11,4,4,1,6.19,-0.81,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,11,-1.5,-1.55,9,0.76,0.01,0.75,NA,4,17,NA,NA,2,NA,NA,20,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,11,0,10.2,1,15.1,0,15.1,NA,NA,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,11,0,1.77,7,6.26,0,6.26,1,3,14,1,6,8,NA,1,42,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,11,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Dodô,68727,11,7.3,3.05,6,6.6,1.47,5.13,NA,1,11,1,1,2,1,NA,19,7,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,11,0,1.2,1,4.3,0,4.3,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Bruno Silva,68698,11,-0.7,3.82,4,7.73,-1.85,9.58,NA,1,10,1,2,9,NA,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,11,4.31,3.79,11,11.05,0.23,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,11,0.8,1.2,5,2.99,-0.58,3.5700000000000003,1,1,NA,1,1,3,NA,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,11,2.2,4.56,8,15.95,0.65,15.299999999999999,2,1,12,3,6,5,NA,3,8,6,NA,NA,NA,NA,6,1,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,11,1.8,8.22,6,16.72,-0.2,16.919999999999998,1,NA,8,NA,2,6,NA,1,16,17,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,11,4.4,3.2,2,4.65,0.9,3.7500000000000004,NA,NA,2,NA,1,2,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,11,0,2.42,6,7.94,0,7.94,NA,3,6,4,6,7,NA,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Henrique Almeida,68773,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,11,0,2.6,4,6.27,0,6.27,2,1,2,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,11,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Willian Farias,63058,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,11,8.1,4.61,10,7.85,-0.1,7.949999999999999,1,2,14,2,6,8,NA,1,22,23,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,11,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,7,12,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Edenílson,63289,11,0.2,3,9,8.27,-0.52,8.79,1,2,9,3,1,10,NA,2,23,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,11,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Didira,63178,11,0,2.39,9,6.04,0,6.04,NA,1,9,1,2,12,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,11,-1.6,-0.36,9,1.69,-0.37,2.06,NA,5,15,NA,4,2,NA,NA,8,5,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,11,-1.7,3.43,9,7.34,-1.46,8.8,1,2,16,3,7,18,NA,NA,31,22,NA,NA,NA,NA,NA,1,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Alan Ruschel,63110,11,-2.8,0.8,6,4.44,-1.19,5.630000000000001,NA,3,16,2,1,14,NA,NA,8,4,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,3,zag,Rodrigo Moledo,63354,11,0,4.68,5,7.09,0,7.09,NA,NA,1,1,1,1,NA,1,2,6,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Vinícius,71162,11,5.3,2.58,6,4.48,-0.19,4.670000000000001,NA,1,6,3,6,4,1,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,11,0,0.2,1,3.72,0,3.72,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,11,-0.3,0.3,4,4.15,-0.09,4.24,NA,NA,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,11,1.66,5.71,2,12.71,-1.26,13.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,11,10.7,5.19,11,11.3,1.58,9.72,NA,NA,NA,NA,NA,3,NA,NA,8,NA,5,15,6,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,11,0,2.3,5,5.36,0,5.36,NA,NA,7,2,3,2,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,11,7.4,7.4,1,5.7,1.7,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,11,0,2.25,2,5.59,0,5.59,1,NA,1,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,11,0,1.07,3,5.59,0,5.59,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,11,0,4.57,7,7.06,-1.37,8.43,NA,2,9,3,2,9,NA,NA,14,7,5,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Geovane,71667,11,-2.9,1.02,10,3.15,-0.49,3.6399999999999997,NA,2,24,1,7,7,NA,NA,27,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,11,4.2,2.4,10,8.27,0.65,7.619999999999999,NA,2,5,4,3,12,NA,1,39,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,11,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Fábio Sanches,71604,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,11,0.7,2.49,10,9.76,-0.29,10.049999999999999,1,4,17,1,1,7,NA,NA,12,13,3,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,11,8.5,5.9,5,8.96,0.58,8.38,NA,NA,NA,NA,NA,2,NA,NA,5,NA,4,4,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,11,-1.3,6.27,6,14.51,-2.13,16.64,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,10,4,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,11,-2.4,-1.95,2,1.8,-1.32,3.12,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rodrigo Lindoso,72362,11,2.4,4.57,10,9.36,0.03,9.33,NA,1,12,4,5,6,NA,1,17,26,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,11,10,4.48,10,10.08,-0.43,10.51,NA,2,1,NA,NA,NA,NA,NA,9,NA,1,22,13,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Fernando Diniz,72391,11,1.7,2.63,11,6.3,-0.31,6.609999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,11,0,4.33,3,13.33,-1.99,15.32,NA,2,1,1,NA,3,NA,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,2,lat,Celsinho,72494,11,0,1.3,4,3.07,0,3.07,NA,1,2,NA,NA,1,NA,NA,11,4,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,11,1.8,2.05,9,3.93,0.11,3.8200000000000003,NA,NA,10,1,4,11,NA,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,11,0,1.71,9,5.22,0,5.22,NA,1,19,1,4,NA,NA,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Gilberto,73789,11,0,1,1,2.47,0,2.47,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Cuéllar,71709,11,1.5,5.4,6,12.31,-0.03,12.34,NA,NA,7,1,1,3,NA,NA,7,23,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,11,-2,4.08,9,8.11,-0.8,8.91,NA,2,10,2,10,6,NA,1,12,9,3,NA,NA,NA,1,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,11,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,11,5,4.7,11,13.59,0.15,13.44,2,1,9,2,5,23,1,NA,31,15,3,NA,NA,NA,2,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Benítez,73155,11,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,11,0.1,-0.35,2,1.75,-0.17,1.92,NA,1,3,NA,1,4,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Manga Escobar,71704,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,11,5.2,3.32,10,12.75,0.75,12,1,1,17,6,10,20,NA,NA,15,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Jadson,80129,11,10.3,2.1,7,5.4,2,3.4000000000000004,NA,NA,3,1,2,10,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,11,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Maranhão,73513,11,3.8,1.91,7,3.82,0.73,3.09,NA,NA,7,NA,3,11,NA,1,10,3,NA,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,11,5,3.48,5,11.24,0.63,10.61,NA,NA,1,1,NA,2,NA,1,16,5,2,NA,NA,NA,NA,NA,NA,1,2019
277,Santos,6,Nulo,5,ata,Copete,77959,11,0,0.3,1,4.56,0,4.56,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,11,0,1.9,5,4.7,0,4.7,NA,3,11,NA,1,5,NA,NA,6,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,11,1.61,0.96,2,4.2,0.1,4.1000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,11,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,11,0.2,2.2,3,1.98,-0.29,2.27,NA,1,4,2,2,3,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,11,0,2.95,7,9.4,0,9.4,NA,NA,7,5,4,11,NA,1,7,3,NA,NA,NA,NA,2,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rodinei,73992,11,-0.9,0.8,6,2.75,-0.24,2.99,NA,2,6,NA,1,2,NA,NA,5,5,1,NA,NA,NA,2,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,11,9.7,3.88,9,8.64,1.3,7.340000000000001,NA,3,NA,NA,NA,2,NA,NA,7,NA,4,12,7,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,11,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,11,0,1.67,6,3.8,0,3.8,NA,NA,8,1,2,3,NA,NA,16,10,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,11,0,2.15,2,4.01,0,4.01,NA,1,2,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,5,ata,Marco Ruben,73741,11,0,4.87,6,15.08,0,15.08,1,NA,9,7,3,4,2,1,7,4,NA,NA,NA,NA,4,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Élber,74140,11,0,2.68,6,5.4,0,5.4,NA,NA,2,1,2,11,NA,NA,9,8,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,11,3.8,3.16,11,7.38,-0.08,7.46,NA,1,20,1,3,4,NA,NA,16,14,5,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,11,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,11,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,7,4,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,11,0,6.33,6,14.5,0,14.5,NA,1,7,5,5,11,1,3,10,4,NA,NA,NA,NA,4,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Guerra,74213,11,0,-0.5,1,3.67,0,3.67,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,11,1.9,6.62,11,17.06,-1.22,18.279999999999998,1,2,24,12,17,19,NA,6,24,4,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,11,0,-3,4,0.74,0,0.74,NA,3,6,1,NA,5,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,11,2,2.98,11,7.89,-0.3,8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Yago,77500,11,4,1.45,10,3.84,0.72,3.12,NA,1,8,NA,NA,2,NA,NA,10,5,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,11,0,1.8,3,4.23,0,4.23,NA,NA,6,NA,NA,3,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,Alex Amado,78475,11,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,11,2.9,3.21,9,6.43,-0.12,6.55,NA,5,11,2,1,5,NA,NA,11,8,6,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,2,lat,Madson,78077,11,14.9,4.37,6,6.76,2.98,3.78,NA,NA,8,NA,NA,7,NA,1,11,8,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Henrique,50856,11,0,3.46,5,6.9,0,6.9,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,11,0,2.2,2,7.2,0,7.2,NA,NA,2,1,2,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,11,-0.5,1.28,6,2.93,-0.24,3.17,NA,1,6,NA,NA,8,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,11,0,10.6,2,7.05,0,7.05,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,6,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Vitinho,78435,11,2.5,4.2,8,9.17,0.26,8.91,NA,NA,10,6,8,9,NA,2,15,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,11,3.1,4.51,9,13.13,0.66,12.47,3,1,14,2,3,5,NA,NA,19,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Rafael Pereira,51194,11,0,4.4,2,5.26,0,5.26,NA,NA,NA,NA,NA,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Clayton,81770,11,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Uribe,78415,11,0.4,0.23,4,4.88,-0.08,4.96,NA,NA,3,1,2,NA,NA,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,11,0,1.07,3,2.31,0,2.31,NA,NA,6,NA,1,3,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,11,3.79,4.32,11,10.94,0.36,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,11,3.7,1.7,2,5.98,0.72,5.260000000000001,NA,NA,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,11,11,8.26,10,13.95,0.62,13.33,NA,NA,NA,NA,NA,2,NA,NA,3,1,5,23,10,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,11,0,1,2,1.76,0,1.76,NA,NA,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Víctor Cuesta,79113,11,9.9,5.85,9,14.67,1.32,13.35,NA,3,8,NA,NA,10,NA,NA,13,31,3,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Cazares,81682,11,8.9,6.72,6,11.84,0.67,11.17,NA,NA,3,9,6,2,1,3,21,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,11,1.3,2.84,10,8.59,0.22,8.37,1,NA,12,3,4,16,1,1,18,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,11,0,3.1,5,6.6,0,6.6,NA,2,5,NA,NA,2,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,11,4.3,3.26,10,6.22,0.52,5.699999999999999,1,1,12,8,8,4,NA,1,23,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,11,0,1.95,7,10.95,0,10.95,1,1,10,1,2,7,NA,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,11,-2.4,0.62,5,3.86,-0.69,4.55,NA,4,15,2,4,11,1,1,10,1,NA,NA,NA,NA,4,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,11,7.1,2.49,11,6.18,1.62,4.56,NA,NA,3,1,NA,3,NA,NA,26,6,5,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,11,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,11,0,3.65,6,8.44,0,8.44,NA,1,3,4,6,13,NA,1,9,3,NA,NA,NA,NA,1,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Renê,78445,11,3.1,4.27,7,7.64,-0.18,7.819999999999999,1,1,3,1,1,4,NA,NA,22,14,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,11,4.4,2.67,7,6.87,0.76,6.11,NA,NA,5,6,2,8,NA,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,11,-0.1,3.29,11,9.46,-1.27,10.73,NA,1,2,2,4,22,NA,2,18,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,11,8.6,4.83,11,13.29,0.82,12.469999999999999,1,1,14,3,4,11,NA,NA,19,17,5,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Tréllez,87679,11,0,2.8,1,5.16,0,5.16,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Kayke,50402,11,2.1,5.82,10,8.04,-0.81,8.85,2,1,11,5,10,5,NA,5,16,3,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,11,1.5,2.24,11,4.3,-0.64,4.9399999999999995,NA,NA,17,4,5,14,NA,NA,22,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
