clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,FT,G,PE,RB,SG,DD,GS,DP,I,PP,CV,GC,ano
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,11,-0.8,1.43,10,4.46,-0.4,4.86,1,1,14,3,5,13,1,1,21,1,NA,NA,NA,NA,4,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,11,-0.3,1.19,8,3.79,-0.17,3.96,NA,NA,6,3,5,12,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Rodrigo Pimpão,68901,11,0.8,0.8,9,1.83,-0.5,2.33,2,3,13,3,5,1,NA,NA,18,5,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,3,Suspenso,3,zag,Digão,68886,11,-3.6,-0.8,2,4.62,-1.13,5.75,NA,NA,3,NA,1,2,NA,NA,3,3,NA,NA,NA,NA,1,NA,1,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,11,0,0.42,4,4.32,0,4.32,NA,2,1,NA,NA,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,11,1.3,3.95,2,10.37,-1,11.37,NA,NA,2,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Rafael,68928,11,10.7,4.6,2,5.83,1.81,4.02,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,4,4,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,11,1.2,5.9,6,17.48,-1.54,19.02,NA,NA,4,2,12,24,NA,2,17,2,NA,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Giovanni Augusto,68938,11,-3.2,1.53,9,3.22,-1.08,4.300000000000001,1,1,14,4,5,11,NA,NA,32,12,NA,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,11,0,1.43,9,4.9,0,4.9,NA,4,8,NA,NA,NA,NA,NA,17,10,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Thiago Santos,78855,11,0,1.98,4,6.17,0,6.17,NA,NA,11,NA,1,1,NA,NA,3,9,NA,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marquinhos Gabriel,68954,11,0,0.57,6,3.43,0,3.43,NA,NA,1,NA,NA,3,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,11,0,-6,1,0.69,0,0.69,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,11,0,2.61,9,7.04,0,7.04,NA,1,1,NA,NA,2,NA,NA,10,NA,3,11,10,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Ernandes,68956,11,0,1.9,2,2.32,0,2.32,NA,NA,NA,1,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,11,6.1,3.1,7,6.9,1.23,5.67,NA,2,10,6,4,10,1,1,14,6,NA,NA,NA,NA,1,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,11,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,11,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,11,0,3.71,10,7.28,0,7.28,NA,NA,7,5,5,10,NA,3,13,5,NA,NA,NA,NA,4,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,11,-0.5,-0.5,1,4.49,-1.51,6,NA,NA,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,11,4,5.26,8,11.27,-0.6,11.87,NA,1,4,NA,3,2,NA,NA,11,14,5,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,11,0,2.22,9,8.46,0,8.46,1,1,9,4,4,10,1,1,10,4,NA,NA,NA,NA,3,1,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Pará,62086,11,0,2.43,6,5.42,0,5.42,NA,3,6,NA,NA,5,NA,NA,8,9,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Vladimir,69040,11,5.7,3.47,11,6.16,1.25,4.91,NA,1,NA,NA,NA,1,NA,NA,1,NA,3,17,13,NA,NA,NA,NA,NA,2019
