clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,CV,FC,FD,FF,FS,G,PE,RB,SG,I,A,PP,GC,DD,GS,FT,DP,ano
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,20,0.5,1.52,14,3.61,0.01,3.6,3,NA,12,2,7,7,2,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,20,0,2.36,9,5.32,0,5.32,1,NA,11,8,6,17,NA,14,7,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,20,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Elias,54395,20,0,1.68,16,9.17,0,9.17,2,1,22,3,3,13,1,49,22,NA,NA,1,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,20,0,-0.5,2,3.15,0,3.15,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Luan,102909,20,2.2,0.25,10,3.06,0.49,2.5700000000000003,2,NA,18,1,2,2,NA,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Guga,101319,20,1.5,3.95,10,7.59,-0.22,7.81,NA,NA,7,NA,3,7,NA,38,23,NA,2,3,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,20,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,20,-2,-2.15,2,2.6,-0.71,3.31,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,20,0,-0.3,2,0.77,0,0.77,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Marquinhos Silva,38515,20,0,2.08,11,6.34,0,6.34,2,NA,14,NA,8,6,NA,23,16,1,1,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,20,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Thonny Anderson,101484,20,0,3.49,12,4.21,-1.51,5.72,1,NA,14,7,5,11,2,17,10,NA,2,1,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,20,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Rafael Sobis,37798,20,0,4.68,13,8.67,0,8.67,3,NA,9,15,13,10,2,17,8,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Uendel,60852,20,8.7,4.74,7,4.56,1.17,3.3899999999999997,NA,NA,10,1,3,2,NA,18,17,3,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,20,0,7.2,1,2.12,0,2.12,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Patric,60969,20,0,1.87,11,3.63,0,3.63,3,NA,20,2,5,3,NA,31,12,3,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,20,3.4,2.48,11,4.6,0.05,4.55,3,NA,10,1,2,1,NA,25,9,6,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,20,0,0.89,8,3.55,0,3.55,1,NA,6,2,7,2,NA,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,20,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rodriguinho,61033,20,0,2.48,5,5.52,0,5.52,2,NA,3,1,3,7,1,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Robson Bambu,101579,20,0,3.12,4,4.97,0,4.97,NA,NA,7,1,2,1,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,20,0.7,1.2,10,2.75,0.52,2.23,1,NA,5,NA,2,7,1,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,David Braz,50317,20,6.5,4.3,9,8.32,-0.37,8.69,NA,NA,3,1,4,1,1,9,10,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Papagaio,102302,20,0,0.98,5,1.97,0,1.97,NA,NA,3,1,2,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Jean Pyerre,98832,20,0,5.61,10,10.48,0,10.48,NA,NA,10,4,7,11,3,23,12,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,20,9.7,7.49,16,17.36,0.45,16.91,NA,NA,15,6,12,11,11,22,11,NA,6,2,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,20,0.7,0.68,5,1.8,0.8,1,1,NA,8,1,2,6,NA,13,3,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,20,6,3.12,14,4.55,0.76,3.79,NA,NA,17,5,12,20,NA,23,23,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,20,0,0.87,7,3.43,-0.14,3.5700000000000003,1,NA,6,1,1,1,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,20,2.4,4.74,9,12.16,-0.49,12.65,1,NA,13,7,12,14,3,16,5,NA,7,NA,NA,NA,NA,NA,1,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Cacá,102340,20,1.5,2.66,7,2.49,-0.12,2.6100000000000003,2,NA,4,1,NA,7,NA,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,20,0,-0.73,7,1.97,0,1.97,2,1,9,NA,NA,9,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,20,-1.6,2.88,17,4.5,-0.28,4.78,2,NA,16,10,8,29,NA,42,16,NA,3,3,NA,NA,NA,NA,1,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,20,0,0.24,10,0.99,0,0.99,3,1,15,1,3,12,1,14,7,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,20,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Camilo,62009,20,-2.4,2.46,13,5.73,-1.17,6.9,2,NA,20,7,9,13,NA,31,13,NA,3,3,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,20,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,20,9,4.13,19,8.52,1.03,7.489999999999999,1,NA,14,16,16,25,3,42,20,NA,9,NA,NA,NA,NA,NA,2,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,20,0,1.27,13,2.95,0,2.95,3,NA,9,NA,1,2,NA,11,6,4,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,D'Alessandro,62023,20,0,1.25,9,6.49,0,6.49,NA,NA,NA,5,4,6,1,33,1,NA,3,1,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,20,3.4,4.28,14,11.41,0.41,11,1,1,9,12,9,37,1,41,13,NA,NA,2,NA,NA,NA,NA,2,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,20,0,1.95,18,6.12,-0.21,6.33,NA,1,5,6,13,12,2,9,5,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,20,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,3,4,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Marcos Paulo,103645,20,1.6,3.63,11,4.25,0.01,4.24,NA,NA,4,3,8,9,NA,17,13,NA,NA,2,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,20,0,1.8,3,4.23,0,4.23,NA,NA,6,NA,NA,3,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,20,0,-0.5,2,4.06,0,4.06,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,20,3.43,3.27,20,8.68,-0.06,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,20,5,5,1,1.98,0.98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,20,0,5.02,5,9.48,0,9.48,NA,NA,4,1,4,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,20,0,0,1,0.76,0,0.76,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,20,0,2.67,12,9.56,0,9.56,3,NA,25,4,1,10,1,18,22,NA,1,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,20,0,1.69,8,4.4,0,4.4,3,NA,7,NA,NA,5,NA,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,20,8.6,4.37,12,6.76,1.09,5.67,1,NA,11,1,1,14,2,29,16,4,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,20,0.5,0.5,1,0.86,-0.14,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,20,0,3.27,3,5.01,0,5.01,1,NA,2,NA,NA,NA,NA,9,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Wellington,62129,20,-2.6,-1.26,14,0.77,0,0.77,6,NA,22,NA,1,3,NA,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,20,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,NA,2,NA,4,NA,3,NA,NA,NA,NA,15,6,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,20,-0.8,0.76,14,5.63,-0.52,6.15,5,NA,22,3,10,16,1,68,13,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,20,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,20,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,20,0,0.38,5,3.27,0,3.27,NA,NA,5,1,1,6,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,20,0,3.57,3,3.67,0,3.67,NA,NA,1,NA,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,20,1.6,2.37,6,5.77,-0.28,6.05,1,NA,6,1,1,4,NA,6,5,NA,1,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,20,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,20,5.6,4.96,14,6.51,0.43,6.08,1,NA,14,15,12,14,4,19,10,NA,5,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Kayke,50402,20,2.9,3.81,18,7.74,0.43,7.3100000000000005,3,NA,17,7,17,8,6,31,4,NA,5,3,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,20,3.34,3.46,20,10.91,-0.2,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,20,0,-1.08,5,0.75,0,0.75,NA,NA,4,3,NA,1,NA,5,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,20,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rafinha,38144,20,-1.8,4.41,9,8.8,-1.62,10.420000000000002,4,NA,15,NA,NA,11,NA,16,13,4,NA,3,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,20,0,0.9,5,4.67,0,4.67,NA,NA,8,1,1,2,NA,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,20,0.4,2.29,14,7.66,-1.38,9.04,4,NA,13,6,10,17,2,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,20,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Léo,50459,20,0,1.92,13,6.34,0,6.34,1,NA,16,NA,NA,4,NA,15,15,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,20,0,0.43,4,1.44,0,1.44,NA,1,3,1,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Eduardo,50645,20,1.4,2.53,14,8.18,0.15,8.03,2,NA,16,NA,NA,18,NA,45,18,4,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,20,-2,1.98,16,5.33,-0.65,5.98,5,NA,17,7,6,20,3,33,3,NA,9,2,NA,NA,NA,NA,1,NA,2019
354,Ceará,2,Dúvida,4,mei,Pedro Ken,50877,20,0,1.3,8,3.33,0,3.33,1,NA,7,NA,NA,9,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,20,0,0.26,7,3.75,0,3.75,4,NA,18,2,1,14,NA,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Maicon,38196,20,0,1.98,5,7.81,0,7.81,3,NA,6,1,2,2,NA,18,7,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,20,0,6.47,3,3.49,0,3.49,NA,NA,NA,NA,NA,1,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Fábio Santos,38229,20,0,2.48,15,9.92,0,9.92,2,NA,13,1,1,14,2,26,11,3,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Douglas,63128,20,-0.5,0.23,11,2.2,-0.92,3.12,5,NA,16,NA,4,2,NA,9,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,5,ata,Wellington Paulista,38279,20,0,4.09,15,9.86,0,9.86,3,NA,30,13,11,22,5,23,6,NA,6,1,NA,NA,NA,NA,1,NA,2019
284,Grêmio,7,Provável,5,ata,Diego Tardelli,38231,20,-0.6,1.84,15,7.72,-0.4,8.12,1,NA,12,12,4,11,2,32,8,NA,4,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Thiago Neves,38277,20,8.6,4.53,16,9.32,1.34,7.98,4,NA,14,11,19,15,5,31,6,NA,2,2,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,20,3.3,3.42,12,7.73,-0.65,8.38,2,NA,17,3,11,25,NA,38,26,NA,NA,1,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,20,0,1.39,13,5.3,0,5.3,3,NA,14,2,3,14,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Arthur,104325,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,20,3.2,3.1,15,6.34,0.68,5.66,4,1,32,3,7,12,1,34,32,1,1,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,André,68690,20,0,2.27,10,8.69,0,8.69,1,NA,10,4,4,11,1,11,6,NA,3,1,1,NA,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,20,2.2,1.28,11,4.34,0.32,4.02,1,NA,11,7,9,11,NA,10,4,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,20,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Vitor Mendes,104401,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,20,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
