clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,RB,SG,DD,GS,DP,FT,PP,CV,GC,ano
341,CSA,6,Nulo,3,zag,Vital,102452,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Victor Paraíba,102457,17,0,1.55,9,2.46,0,2.46,1,NA,1,1,3,5,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,17,2,-0.2,6,3.78,0.39,3.3899999999999997,NA,1,2,NA,NA,5,NA,2,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Figueira,102565,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,17,-0.3,0.38,5,3.27,-0.2,3.47,NA,NA,5,1,1,6,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,17,4.5,2.13,3,4.99,0.52,4.470000000000001,NA,NA,1,1,1,1,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Nathan,102607,17,0,0.43,4,1.44,0,1.44,NA,NA,3,1,NA,2,NA,NA,5,5,NA,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,17,-4.6,1.13,10,8.78,-1.33,10.11,NA,1,22,1,3,11,1,NA,21,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,17,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,17,0,0.03,9,2.57,0,2.57,NA,2,16,1,1,2,NA,NA,14,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,17,3.7,3.46,9,6.26,0.08,6.18,NA,1,10,4,6,13,1,NA,13,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,17,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,17,0,0.4,1,3.94,0,3.94,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,17,0,-0.3,2,0.77,0,0.77,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Vini Locatelli,102998,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,17,0,0.95,6,3.35,0,3.35,NA,1,4,2,4,2,NA,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Éderson,103099,17,-1,2.47,3,1.79,-0.59,2.38,NA,NA,4,1,1,4,NA,NA,7,3,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,17,0,2.18,9,4.01,0,4.01,2,NA,23,5,2,11,NA,3,18,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Antony,103455,17,-0.1,4.68,12,11.21,-0.52,11.73,2,1,8,9,8,36,1,NA,39,13,NA,NA,NA,NA,2,NA,1,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,17,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,17,0,-0.52,6,3.22,0,3.22,NA,1,2,NA,1,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Marcos Paulo,103645,17,0.9,3.83,10,4.24,-1.05,5.29,2,NA,4,3,6,9,NA,NA,17,13,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,17,0,0,1,0.76,0,0.76,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,17,6.8,4.59,11,6.15,1.13,5.0200000000000005,1,1,10,14,8,11,3,3,11,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,17,-2.3,3.56,9,6.54,-1.7,8.24,NA,1,NA,NA,NA,1,NA,NA,5,NA,4,11,9,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Roberto,104086,17,0,0.17,3,1.69,0,1.69,NA,1,4,NA,NA,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Bruno Fuchs,104085,17,0,3.13,3,2.72,0,2.72,NA,1,NA,1,NA,1,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,17,0,3.57,3,3.67,0,3.67,NA,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,17,0,-0.33,3,2.69,0,2.69,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,17,-2.1,0.46,15,2.8,-0.36,3.1599999999999997,NA,4,37,1,8,9,NA,NA,34,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,17,0,7.2,2,3.93,0,3.93,NA,NA,NA,NA,NA,1,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Nuno,104326,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,17,9.7,1.65,17,4.6,1.72,2.88,NA,2,8,1,1,6,1,NA,23,10,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Dudu,104327,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,17,0,0.5,4,2.18,0,2.18,NA,NA,9,1,NA,1,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Arthur,104325,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,João Vitor,104329,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Vitor Mendes,104401,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Vinícius,104513,17,0,1.4,3,4.25,0,4.25,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Rick,104459,17,0,0.82,4,1.82,0,1.82,NA,NA,2,NA,1,1,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,17,0,1.71,9,5.22,0,5.22,NA,1,19,1,4,NA,NA,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Sandry,104580,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Caíque,104591,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hélio Júnior,104622,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,17,1.7,4.04,17,10.4,0.69,9.71,NA,2,NA,NA,NA,7,NA,NA,6,NA,3,30,17,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Weverton,104625,17,0,4.43,3,3.08,0,3.08,NA,NA,1,NA,1,3,NA,NA,10,3,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Lucas Barros,104650,17,0,0.5,2,0.76,0,0.76,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Warley,104646,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Darlan,104593,17,2.7,0.99,7,1.73,0.56,1.17,NA,NA,5,NA,1,1,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Heitor,104649,17,0,1.25,2,1.2,0,1.2,NA,1,1,1,NA,4,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,17,-0.1,1.71,9,4.33,-0.22,4.55,NA,1,15,2,2,NA,NA,NA,12,23,NA,NA,NA,NA,NA,NA,NA,2,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gerson Júnior,104824,17,0,0,2,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Tiago Reis,104678,17,0.3,1.74,8,4.08,-0.14,4.22,1,1,13,1,3,3,1,1,4,2,NA,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Igo,104991,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,17,0,4.34,14,7.45,0,7.45,3,3,28,8,12,13,2,NA,33,26,NA,NA,NA,NA,NA,NA,NA,1,2019
277,Santos,6,Nulo,3,zag,Wagner Leonardo,104994,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,17,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,17,12,5.83,16,12.52,1.42,11.1,NA,NA,NA,NA,NA,6,NA,NA,12,NA,7,27,11,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Luis Henrique ,105049,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Reinier,105068,17,0,0,1,2.3,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Bruninho,105111,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Raphael Lopes,105198,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,17,10.8,5.8,11,9.79,1.09,8.7,NA,3,14,5,2,19,1,1,23,16,7,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Talison,105173,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Vinícius,105199,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Vinícius Popó,105201,17,0,1,1,1.74,0,1.74,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,17,2.3,2.56,15,8.08,-0.43,8.51,1,3,9,5,5,20,1,NA,52,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,17,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,17,3.2,4.08,11,8.33,1.01,7.32,NA,1,NA,NA,NA,5,NA,NA,12,NA,5,15,11,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,17,0,1.62,14,9,0,9,1,5,21,1,1,8,NA,NA,13,14,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Filipe Trindade,105341,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Diguinho,105282,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Alan,105395,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rodrigo Lindoso,72362,17,15.1,5.53,11,11.35,1.99,9.36,1,1,12,4,5,6,2,NA,20,28,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,17,5,3.98,16,9.59,0.59,9,NA,2,1,NA,NA,1,NA,NA,21,NA,3,32,22,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,17,0,6,2,9.79,0,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,17,0,1.3,4,3.07,0,3.07,NA,1,2,NA,NA,1,NA,NA,11,4,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,17,0,0.35,2,2.21,0,2.21,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,5,ata,Talles Magno,105786,17,-2.3,1.49,8,1.2,-1.99,3.19,NA,3,13,3,8,11,1,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Mauricio,105647,17,8,2.9,4,2.6,1.63,0.9700000000000002,NA,NA,2,1,1,2,1,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Douglas Borel,104634,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,17,0.7,1.05,2,5.92,-0.79,6.71,NA,NA,NA,NA,1,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,17,1,1.7,2,5.6,-0.7,6.3,NA,NA,2,1,1,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,17,6.6,4.99,15,7.15,-0.47,7.62,1,NA,17,4,10,23,1,NA,22,35,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,17,2.17,2.54,8,5.61,0,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,17,0,0.17,3,0.78,0,0.78,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,2,lat,Erik,105838,17,0,2.55,2,2.05,0,2.05,NA,NA,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
