clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,RB,SG,DD,GS,DP,FT,PP,CV,GC,ano
354,Ceará,6,Nulo,4,mei,Chico,82407,17,1.4,0.65,6,3.68,0.18,3.5,NA,1,14,1,1,8,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,17,0,2.76,8,9.77,0,9.77,1,3,17,5,2,19,NA,1,10,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,17,0,2.9,7,3.11,0,3.11,NA,NA,9,3,3,4,NA,NA,9,11,NA,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,17,3,2.71,8,4.65,0.65,4,NA,2,7,1,2,3,NA,NA,12,9,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,17,3,2.67,13,4.25,0.33,3.92,NA,3,15,NA,2,10,NA,2,25,20,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,17,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,2,lat,Marcelo Hermes,82639,17,7.2,2.05,4,3.9,1.44,2.46,1,1,6,NA,3,5,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,17,9.3,2.62,9,3.08,0.14,2.94,2,NA,5,NA,2,3,1,NA,35,7,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Vinícius Araújo,82767,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,17,0,2.1,2,4.02,0,4.02,NA,NA,NA,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,17,0,-0.82,5,1.12,0,1.12,NA,1,8,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,17,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,17,-0.3,2.95,2,2.57,-0.99,3.5599999999999996,NA,2,3,NA,NA,3,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Daniel Amorim,82880,17,0,1.37,9,5.13,0,5.13,NA,1,6,3,5,9,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,17,15.4,10.88,13,21.71,1.41,20.3,2,3,9,15,15,10,14,9,27,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,17,0,2.25,6,7.29,-0.46,7.75,NA,1,9,6,8,14,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,17,0,0,1,3.1,-0.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,17,0,2.95,2,3.92,0,3.92,NA,NA,2,NA,NA,3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,17,0,2.18,10,5.01,0,5.01,1,1,12,4,5,15,1,5,10,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,17,2.8,3.12,7,8.06,-0.01,8.07,1,1,6,1,3,7,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Léo Pereira,83528,17,0,2.93,12,8.21,0,8.21,NA,3,14,3,3,5,1,1,31,11,5,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,17,0,2.27,4,5.78,0,5.78,NA,NA,2,1,2,8,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,17,-1.2,2.41,15,9.45,-0.38,9.83,1,2,20,6,3,24,2,NA,30,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,17,0,-2.8,1,0.78,0,0.78,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Charles,84187,17,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,17,1.7,2.48,14,4.58,0.02,4.5600000000000005,NA,2,9,NA,7,30,1,2,18,12,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,5,Contundido,2,lat,Diego Tavares,83869,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,17,0,0.3,1,2.41,0,2.41,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,17,5.7,6.86,13,13.28,-0.29,13.569999999999999,NA,NA,9,10,24,24,4,2,15,14,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,17,5.8,4.22,4,4.25,1.78,2.4699999999999998,NA,NA,4,NA,1,7,1,1,8,3,2,NA,NA,NA,NA,NA,1,NA,2019
266,Fluminense,7,Provável,5,ata,Wellington Nem,73619,17,1.5,1.6,4,4.92,-0.47,5.39,NA,1,3,1,5,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,17,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,17,0,0.6,2,4.01,0,4.01,NA,NA,2,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,17,-0.6,0.2,2,2.04,-0.43,2.47,NA,NA,2,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,3,zag,Bruno Alves,73620,17,0,3.13,14,8.28,0,8.28,NA,3,23,1,4,7,NA,NA,17,19,6,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,17,-0.6,2.38,16,11.15,-0.72,11.870000000000001,1,2,23,8,10,24,NA,1,25,16,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,17,-0.5,1.87,9,4.24,-0.96,5.2,NA,4,15,NA,2,11,NA,NA,11,19,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,17,5.7,4.15,9,14.52,0.17,14.35,3,1,14,7,4,5,1,5,11,6,NA,NA,NA,NA,2,NA,NA,NA,2019
262,Flamengo,3,Suspenso,3,zag,Rodrigo Caio,73800,17,3,3.91,12,8.67,-0.36,9.03,NA,3,11,2,10,6,1,1,13,11,5,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,17,0,0.34,7,2.24,0,2.24,NA,3,8,NA,1,2,NA,2,8,6,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,17,0,1.59,7,3.12,0,3.12,1,1,9,NA,2,7,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,17,0,2.15,2,4.01,0,4.01,NA,1,2,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,17,0,1.43,7,3.35,-0.45,3.8000000000000003,NA,NA,8,1,2,3,NA,1,16,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Gatito Fernández,74061,17,1,4.62,15,8.47,-1.52,9.99,NA,3,NA,NA,NA,2,NA,NA,9,NA,6,25,14,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,17,1.5,0.24,10,0.99,0.22,0.77,NA,3,15,1,3,12,1,6,14,7,NA,NA,NA,NA,NA,NA,1,NA,2019
265,Bahia,2,Dúvida,4,mei,Élber,74140,17,2.2,2.54,11,5.78,-0.01,5.79,NA,NA,3,3,3,19,NA,1,12,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rithely,68834,17,0,3.53,7,5.3,0,5.3,1,NA,10,1,2,6,NA,NA,12,15,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Guerra,74213,17,1.4,1.65,4,3.85,0.15,3.7,NA,1,4,1,NA,1,1,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,17,-2.3,1.77,16,5.34,-0.61,5.95,NA,4,27,NA,2,13,NA,NA,21,32,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,17,3.3,5.03,8,12.65,0.23,12.42,NA,1,12,6,9,12,3,6,12,5,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Thiago Santos,78855,17,0,1.55,8,5.6,0,5.6,NA,2,20,1,1,6,NA,1,7,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Renatinho,80395,17,0,1.24,7,2.43,0,2.43,NA,NA,3,3,3,6,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,17,0,1.13,9,2.85,0,2.85,NA,2,10,1,4,5,NA,NA,19,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,17,0,5.5,4,10.61,0,10.61,NA,NA,6,2,1,6,NA,NA,4,10,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,17,0,1.3,4,5.08,0,5.08,1,1,8,1,1,3,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Michel,80664,17,0,1.34,5,1.67,0,1.67,NA,1,7,NA,NA,6,NA,NA,6,4,2,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Di Santo,80748,17,0,-0.8,1,5.93,0,5.93,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,17,0,1.8,3,4.23,0,4.23,NA,NA,6,NA,NA,3,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,3,zag,Pedro Geromel,80853,17,0,7,9,14.86,0,14.86,NA,3,6,1,3,7,1,NA,12,27,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,17,0,1.27,13,2.95,0,2.95,NA,3,9,NA,1,2,NA,1,11,6,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,17,4.4,3.28,17,8.79,0.12,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,17,0,1.47,3,6.16,0,6.16,NA,NA,2,1,2,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,17,0,1.1,4,4.39,0,4.39,1,NA,6,NA,NA,3,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno Gomes,106202,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,17,3.6,4.35,10,11.4,-1.95,13.35,NA,NA,3,4,2,3,2,NA,33,14,3,NA,NA,NA,NA,NA,NA,1,2019
293,Athlético-PR,6,Nulo,5,ata,Luiz Fernando,105176,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,17,0,3.37,10,4.63,0,4.63,NA,NA,NA,NA,NA,1,NA,NA,9,NA,4,12,10,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,17,4.21,4.41,17,11.55,-0.26,11.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Marcelo Lomba,68872,17,1.7,4.38,15,10.78,0.35,10.43,NA,NA,NA,NA,NA,4,NA,NA,1,NA,5,23,15,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,17,3.5,1.4,5,5.63,0.18,5.45,NA,1,8,NA,1,6,NA,1,6,11,NA,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,17,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,17,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,17,1.4,7.17,11,18.62,-2.33,20.950000000000003,NA,1,8,7,15,46,5,3,25,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,17,6,2.92,16,6.73,0.59,6.140000000000001,1,1,18,6,9,22,4,7,34,4,NA,NA,NA,NA,1,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,17,-2,3.09,9,5.13,-1.45,6.58,1,1,2,3,5,18,1,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Gum,68887,17,-4.3,2.21,17,6.07,-2.1,8.17,NA,NA,8,4,6,12,1,2,36,10,4,NA,NA,NA,NA,NA,NA,1,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,17,5.8,2.78,8,10.11,0.98,9.129999999999999,NA,2,4,NA,4,1,NA,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rodrigo Pimpão,68901,17,0,0.72,13,1.69,0,1.69,2,5,18,4,7,4,NA,2,32,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,17,0,0.46,5,4.02,0,4.02,NA,2,4,NA,NA,4,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,17,0,0.97,10,3.56,0,3.56,NA,NA,9,4,5,13,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Giovanni Augusto,68938,17,0,1.76,12,4.32,0,4.32,1,1,16,6,8,15,NA,NA,37,14,NA,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,17,0,2.37,14,5.41,0,5.41,NA,6,12,NA,1,3,NA,NA,27,18,6,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,17,0,2.73,3,3.99,0,3.99,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,5,6,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,17,-1.5,-1,2,3.9,-0.59,4.49,NA,NA,6,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Marquinhos Gabriel,68954,17,-1.2,1.07,11,3.3,-0.52,3.82,NA,1,6,4,3,10,NA,1,13,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,17,0,-0.65,2,1.19,0,1.19,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,2,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,17,22.7,4.24,16,9.66,3.25,6.41,NA,2,NA,NA,NA,1,NA,NA,2,NA,4,30,19,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,17,6,4.78,14,11.93,0.86,11.07,NA,1,11,1,4,5,1,NA,18,20,8,NA,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,17,0,1.5,5,4.37,0,4.37,NA,3,13,NA,NA,2,NA,1,10,15,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Pablo,69138,17,0,10.2,1,15.1,0,15.1,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,17,1.5,4.24,14,7.85,-0.83,8.68,2,NA,8,6,8,13,4,4,19,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,17,-2,0.7,5,2.61,-0.31,2.92,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,17,0,4.7,11,9.95,0,9.95,1,3,14,11,7,19,2,1,17,12,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,17,0,0.68,4,3.66,0,3.66,NA,NA,5,NA,1,7,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Danilo Fernandes,69051,17,0,8.85,2,8.12,0,8.12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,17,7.7,4.48,13,8.31,0.07,8.24,NA,1,1,NA,NA,2,NA,NA,14,NA,6,17,12,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Ricardo Bueno,69141,17,0,3.23,11,14.69,0,14.69,2,2,18,5,6,8,3,8,14,8,NA,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,17,-0.5,0.2,2,5.34,-1.01,6.35,NA,NA,2,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,17,6.9,3.7,11,16.23,0.75,15.48,1,2,9,9,11,10,2,NA,13,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Iury,101846,17,11,3.7,6,7.58,1.76,5.82,1,1,9,NA,1,6,NA,NA,17,10,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,17,0,3.7,5,5.02,0,5.02,NA,1,4,NA,1,2,1,NA,11,4,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,17,0,2.04,12,5.41,0,5.41,NA,1,17,3,10,15,2,1,22,8,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,17,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,17,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,5,Contundido,2,lat,Victor Ferraz,70046,17,3.4,4.45,15,10.4,0.18,10.22,1,3,7,3,3,10,NA,1,41,22,8,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Vitinho,101960,17,0,3.57,7,3.04,0,3.04,2,NA,12,4,4,4,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Braian Romero,101997,17,0,4.05,7,4.75,0,4.75,1,1,14,1,5,10,1,1,11,10,NA,NA,NA,NA,1,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,17,0,1.77,4,2.89,0,2.89,NA,NA,1,2,1,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,17,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,8,8,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,17,4.8,7.1,16,18.23,-1.53,19.76,1,1,12,10,12,12,8,2,29,19,NA,NA,NA,NA,2,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Lucas Halter,102253,17,0,1.62,6,2.77,0,2.77,NA,1,4,1,2,1,NA,NA,7,5,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,17,6.24,4.44,16,12.05,0.9,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Marllon,70666,17,0,5.05,2,5.51,0,5.51,NA,1,1,NA,1,7,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,17,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,17,3.75,5.06,17,12.84,-0.31,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Papagaio,102302,17,0,0.98,5,1.97,0,1.97,NA,NA,3,1,2,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Cacá,102340,17,0,3.1,4,2,0,2,NA,2,3,NA,NA,2,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,17,1.9,6.28,9,13.18,-0.41,13.59,NA,2,15,2,2,8,NA,NA,10,32,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,17,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Lima,96340,17,0,4.55,4,5.42,0,5.42,1,1,5,4,2,8,NA,1,9,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
