clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,PE,RB,FD,FF,FS,A,CA,G,I,SG,FT,DD,DP,GS,CV,GC,PP,ano
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,14,0,6.75,2,7.11,0,7.11,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,14,0,1.4,1,7.12,0,7.12,2,2,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,14,1.2,4.15,13,7.33,-2.7,10.030000000000001,9,29,12,10,9,13,2,5,3,7,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Naldo,78897,14,0,1.4,11,3.08,0,3.08,15,19,18,2,4,5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Víctor Cuesta,79113,14,10.3,6.28,11,15.2,1.03,14.17,8,18,36,NA,NA,11,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,14,2.59,4.41,14,11.16,-0.61,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Brenner,80080,14,8.3,1.49,7,5.6,1.77,3.8299999999999996,18,10,1,2,5,12,NA,4,2,5,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,14,0,2.45,6,6.25,0,6.25,6,6,5,NA,NA,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Sassá,79578,14,6.7,2.81,10,7.47,0.86,6.609999999999999,6,4,1,6,2,8,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,14,0,1,2,1.76,0,1.76,1,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,14,0,1.88,8,3.89,0,3.89,6,6,8,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,14,7.2,3.2,9,8.77,1.42,7.35,5,12,3,4,7,13,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,14,0.1,2.97,14,9.4,-0.85,10.25,6,26,13,3,6,25,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,14,2.7,3.02,14,6.2,-0.55,6.75,4,29,9,1,1,5,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,2,lat,Ezequiel ,80318,14,-0.5,0.92,5,3.1,-0.2,3.3000000000000003,12,8,1,NA,NA,2,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,14,0.7,2.56,10,9.53,0.38,9.149999999999999,9,20,1,4,11,6,1,NA,2,2,NA,1,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,14,1.4,3.91,7,6.19,-0.64,6.83,14,17,8,7,7,8,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,14,20.5,12.25,7,18.19,3.69,14.500000000000002,7,26,9,5,5,17,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,14,0,3.37,13,8.64,0,8.64,7,18,19,1,NA,8,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Gilberto ,80313,14,0,1.96,9,6.24,0,6.24,12,32,14,2,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,14,0,2.87,7,5.3,-1.41,6.71,3,9,7,1,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Tréllez,87679,14,0,2.87,3,5.38,0,5.38,3,NA,1,3,5,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,14,0,2.39,8,3.81,0,3.81,13,10,13,NA,2,8,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Sornoza,87877,14,-0.8,2.55,10,4.73,-1.37,6.1000000000000005,12,13,11,5,8,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,14,0,-0.25,2,3.03,0,3.03,4,5,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Thaciano,87470,14,4.2,1.41,10,4.17,0.84,3.33,11,14,16,2,3,9,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,14,2.2,7.24,12,14.72,0.66,14.06,16,20,22,7,7,17,3,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Gustavo Scarpa,87999,14,1.2,1.73,8,3.78,0.16,3.6199999999999997,5,18,3,5,4,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Ariel Cabral,80363,14,-0.4,1.13,9,2.85,-0.94,3.79,10,19,12,1,4,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,14,0,-0.3,1,2.22,0,2.22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,14,0,0.92,5,2.56,0,2.56,3,4,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,14,2,1.05,8,3.77,0.41,3.36,4,2,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Yuri,88125,14,0,-0.28,4,1.98,0,1.98,3,1,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,14,0.8,1.77,13,5.78,0.03,5.75,21,17,26,NA,2,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,4,mei,Gabriel Dias,88368,14,2.4,1.87,12,4.29,0.49,3.8,12,14,19,1,3,14,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Daniel Guedes ,88225,14,1.5,2.32,11,4.89,-1.01,5.8999999999999995,17,31,17,1,2,6,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,14,6.2,3,4,3.64,1.21,2.43,5,5,4,NA,NA,4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,14,0,1.3,4,5.08,0,5.08,8,6,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,14,0.7,3.44,12,10.38,-1.3,11.680000000000001,9,14,9,3,10,17,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,14,7,5.5,4,10.61,1.27,9.34,6,4,10,2,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,2,Dúvida,5,ata,Bruno Sávio,89101,14,2.2,2.27,3,2.65,-0.01,2.6599999999999997,2,5,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Di Santo,80748,14,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,João Pedro ,89273,14,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,14,-0.3,0.93,3,3.57,-0.31,3.88,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,14,0,5.75,2,5.09,0,5.09,2,7,2,NA,2,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,14,5.4,5.68,4,8.82,0.21,8.61,7,12,7,NA,1,19,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,14,0,1.47,6,3.32,0,3.32,6,14,3,4,9,8,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Marlone,80944,14,0,1.28,10,5.09,0,5.09,4,11,3,NA,2,6,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,14,4.2,3.11,12,9.78,-0.45,10.229999999999999,13,17,19,NA,3,7,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,14,1.3,3.27,13,12.64,0.18,12.46,23,33,25,NA,1,29,2,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Yago Rocha,90118,14,0,0,1,0.77,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,2,lat,Mayke,81150,14,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,14,9.7,3.54,10,11.82,1.6,10.22,8,36,8,4,3,15,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Jair,81091,14,0,3.44,7,6.71,0,6.71,11,9,14,NA,1,13,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,David,90309,14,4.7,1.09,12,5.18,0.88,4.3,15,12,3,7,4,10,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,14,3.1,6.28,13,13.76,-2.94,16.7,18,48,14,9,10,23,3,1,5,3,NA,2,NA,NA,NA,NA,NA,1,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,14,7.9,6.35,13,20.1,1.57,18.53,19,15,3,10,19,29,1,2,6,3,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,14,9.3,6.41,8,12.19,1.54,10.649999999999999,8,29,4,13,8,2,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,14,5.6,3.16,7,4.25,0.36,3.89,3,12,7,1,NA,3,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,4,mei,Léo Sena,90572,14,7.8,5.17,11,8.68,0.27,8.41,8,29,33,1,3,41,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Crysan,90406,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Yuri Lima,90569,14,0,0.64,7,2.28,0,2.28,13,11,9,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Bruno Nazário,81776,14,0,2.23,6,2.97,0,2.97,4,9,2,5,2,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Clayton,81770,14,0,0.6,1,3.92,0,3.92,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,14,0.9,5.85,11,13.14,-1.44,14.58,26,22,31,4,7,6,1,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Alisson,81845,14,0,4.23,7,7.5,0,7.5,7,12,10,4,3,11,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,14,10.1,1.82,12,5.63,2.01,3.62,9,15,5,4,4,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Lucas Mineiro,90634,14,-3,1.7,10,5.15,-1,6.15,16,17,15,1,8,11,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Rossi,81798,14,0,1.16,9,3.62,0,3.62,15,24,6,5,7,12,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,14,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,14,-0.5,0.5,5,3.5,-0.77,4.27,12,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Iago,90894,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,14,6.7,5.66,13,14.63,2.55,12.080000000000002,NA,10,NA,NA,NA,3,NA,NA,NA,NA,4,NA,30,1,21,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,14,0.6,1.08,6,2.47,-0.07,2.54,7,10,7,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Igor Julião,81951,14,3.7,2.25,8,3.89,-0.01,3.9,11,5,11,1,1,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,14,0,1.25,4,6.83,0,6.83,2,10,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,3,zag,Klaus,90846,14,0,1.3,3,3.05,0,3.05,4,7,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,14,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,14,0,-0.25,2,3.67,0,3.67,2,1,1,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Fabrício Bruno,90768,14,0,3.05,2,4.35,0,4.35,NA,3,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,14,0,-2,0,3.32,0,3.32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,4,mei,Zé Rafael,82455,14,3.7,2.76,8,9.77,0.97,8.799999999999999,17,10,12,5,2,19,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Nenê,38913,14,1.4,2.06,5,5.81,0.18,5.63,6,9,2,1,1,6,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,14,0,3.53,6,3.82,0,3.82,9,6,11,3,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,14,0,2.58,12,6.31,0,6.31,4,6,5,5,9,10,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA,NA,2019
262,Flamengo,5,Contundido,4,mei,Diego,38909,14,0,1.53,9,5.52,0,5.52,10,25,9,6,7,16,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,14,0,-1.08,5,0.75,0,0.75,4,5,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,14,0,0,0,17,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,14,-2,2.21,9,7.44,-0.97,8.41,8,30,9,5,8,14,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,14,0,2.6,4,6.27,0,6.27,2,3,2,NA,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,14,13.9,3.77,11,15.85,2.07,13.78,11,10,4,7,7,11,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,14,-2.2,2.6,5,3.38,-1.69,5.07,4,10,6,1,1,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,14,3.29,3.07,5,6.39,0.31,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,2,lat,Marcos Rocha,63013,14,3.3,6.51,8,16.17,0.58,15.590000000000002,15,21,22,NA,3,9,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,14,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Willian Farias,63058,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,14,0,0.75,6,0.96,0,0.96,5,22,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,14,3,2.39,11,5.21,0,5.21,13,15,7,2,5,22,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,14,0,2.55,4,5.74,0,5.74,NA,2,1,2,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,14,4.81,3.27,10,8.31,0.39,7.920000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,14,0,-0.67,6,2.22,0,2.22,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,12,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,14,-0.1,-0.46,11,1.28,-0.12,1.4,26,36,11,3,7,16,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,14,1.45,3.85,14,11.35,-0.46,11.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,14,2.4,2.3,11,4.41,-0.6,5.01,5,14,7,NA,5,18,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,14,0,3,10,3.64,0,3.64,13,14,18,NA,2,8,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,14,4.8,6.94,11,13.01,-1.33,14.34,9,15,13,4,20,22,NA,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Douglas,63128,14,0,0.3,10,3.12,0,3.12,15,9,6,NA,4,2,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Alan Ruschel,63110,14,0,0.8,6,4.44,0,4.44,16,8,4,2,1,14,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,14,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Wálber,96791,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,14,0,1.3,3,7.58,0,7.58,2,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,14,0,3.53,12,5.58,0,5.58,21,25,26,3,6,9,1,2,1,1,1,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Egídio,42145,14,0,4.44,7,8.51,-0.63,9.14,6,31,17,3,1,8,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,14,0,3.08,10,7.36,0,7.36,16,33,22,3,7,19,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Edenílson,63289,14,0,3.22,10,9.01,0,9.01,10,24,8,3,1,10,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Didira,63178,14,-2.5,1.38,12,4.9,-0.38,5.28,14,21,16,2,3,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,14,0,1.4,8,4.48,0,4.48,10,9,4,5,8,9,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,14,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,14,0,2.27,10,8.69,0,8.69,10,11,6,4,4,11,1,1,1,3,NA,1,NA,NA,NA,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,André Moritz,42208,14,0,-0.68,4,1.88,0,1.88,1,11,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
