clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,RB,DD,GS,PE,SG,A,CV,FD,FF,FS,FT,G,I,DP,PP,GC,ano
266,Fluminense,6,Nulo,3,zag,Nino,91708,15,2.3,2.13,14,3.36,-0.1,3.46,4,17,19,NA,NA,15,NA,1,NA,2,3,9,NA,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,15,7.9,3.55,8,4.98,1.25,3.7300000000000004,2,9,6,NA,NA,23,NA,1,NA,5,6,23,NA,1,1,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,15,7.8,2.6,5,5.97,1.71,4.26,1,12,9,NA,NA,8,1,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,15,5.8,3.41,11,7.17,-0.43,7.6,3,18,37,NA,NA,39,NA,NA,NA,2,1,11,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Wálber,96791,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,15,0,2.42,12,9.35,0,9.35,3,36,41,NA,NA,38,NA,NA,1,1,4,7,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,15,6,2.61,12,5.19,0.78,4.41,1,7,10,NA,NA,15,NA,NA,NA,NA,6,22,1,1,1,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Aguilar,95494,15,0,2.83,11,5,0,5,3,16,13,NA,NA,8,5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Kunde,95476,15,0,0.1,4,0.75,0,0.75,2,7,3,NA,NA,7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Igor Vinícius,95466,15,0,3.65,9,7.89,0,7.89,2,18,19,NA,NA,16,3,2,2,1,3,7,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Vico,95622,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Orinho,95542,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Yony González,97080,15,7.2,6.96,12,13.57,0.56,13.01,NA,9,13,NA,NA,15,NA,NA,NA,8,23,22,1,4,2,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Rogério Ceni,97341,15,7.15,3.43,15,8.68,0.26,8.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,3,zag,Marcelo Benevenuto,95638,15,-0.4,3.4,4,4.45,-0.48,4.93,1,4,1,NA,NA,4,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Everton,50301,15,1.2,1.61,10,7.29,0.48,6.8100000000000005,3,24,10,NA,NA,16,NA,2,NA,2,2,9,NA,1,5,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Janderson,97245,15,0,-0.5,1,1.23,0,1.23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Zé Ricardo,95780,15,1.04,1.04,1,6.42,-1.58,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,15,0,0.47,3,3.04,0,3.04,1,1,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,15,0,0.17,3,2.38,0,2.38,1,6,3,NA,NA,4,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Lucas Kal,95662,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Daniel,97349,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Gustavo Bochecha,95798,15,-0.4,0.92,9,5.37,-0.8,6.17,2,4,12,NA,NA,35,NA,NA,NA,1,4,11,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,15,0,0.32,6,2.99,0,2.99,NA,4,2,NA,NA,7,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,15,1.5,3.54,13,10.1,-0.87,10.969999999999999,3,13,13,NA,NA,51,NA,1,NA,6,12,19,NA,3,2,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,15,-1.6,-1.6,1,1.24,-0.76,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,15,0,2.92,7,8.03,0,8.03,NA,2,7,NA,NA,10,2,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,15,0,0.17,3,0.78,0,0.78,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,15,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,15,0,1.7,1,1.54,0,1.54,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Ramón Martínez,92155,15,-1.9,1.2,5,3.89,-1.39,5.28,1,3,7,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,15,3.2,5.3,5,5.51,-0.22,5.7299999999999995,NA,2,7,NA,NA,12,3,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,André Luís,92146,15,0,3.12,8,4.46,0,4.46,2,4,1,NA,NA,10,NA,NA,NA,4,2,21,NA,2,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Arthur Cabral,92171,15,0,-0.6,1,5.94,0,5.94,NA,4,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,15,0,-1.27,3,1.05,0,1.05,1,4,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Léo Santos,95820,15,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Piris da Motta,95802,15,-2.5,0.29,10,2.7,-0.53,3.2300000000000004,2,6,6,NA,NA,8,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,15,0,1.5,1,2.58,0,2.58,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Emerson Cris,95830,15,4.33,4.41,4,10.01,0.4,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,15,0,-0.5,1,1.45,0,1.45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Bryan,97536,15,0,0.78,6,2.48,0,2.48,2,6,7,NA,NA,11,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Lima,96340,15,2.7,3.2,3,3.82,-0.27,4.09,1,5,5,NA,NA,7,NA,1,NA,1,NA,5,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Tomás Andrade,97619,15,0,1.36,7,4.56,0,4.56,NA,5,2,NA,NA,16,NA,1,NA,3,4,4,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,15,-0.8,1.18,15,2.68,-0.88,3.56,1,5,9,NA,NA,21,2,NA,NA,1,1,6,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Vitão,97900,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,15,0.8,2.05,11,6.41,-0.11,6.5200000000000005,1,6,16,NA,NA,9,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,2,lat,Juninho Capixaba,94968,15,0,3.49,10,6.68,0,6.68,6,23,20,NA,NA,27,4,1,NA,1,1,22,NA,NA,3,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,15,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,15,0,-1.2,1,0.73,0,0.73,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Allan,96652,15,4,-0.09,12,2.06,0.78,1.28,5,26,12,NA,NA,40,NA,NA,1,5,8,17,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,15,0,5,1,1.81,0,1.81,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,15,2.6,3.1,3,4.33,-0.25,4.58,NA,2,4,NA,NA,3,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio Henrique,98569,15,1.2,2.16,15,5.65,-0.06,5.71,NA,21,24,NA,NA,31,NA,1,NA,2,3,15,NA,NA,2,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,Tiepo,98412,15,5,3.39,15,14.07,1.51,12.56,NA,NA,NA,26,27,12,3,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,15,0.9,3.67,12,4.98,-0.82,5.800000000000001,1,11,15,NA,NA,25,NA,2,NA,7,5,25,1,NA,3,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jean Pyerre,98832,15,0,4.62,8,8.5,0,8.5,NA,8,9,NA,NA,18,NA,1,NA,1,7,10,NA,2,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lucas Silva,98515,15,0,0.9,3,1.69,0,1.69,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,15,5.19,3.89,14,10.37,0.58,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Pedrinho,98706,15,11.1,5.49,11,12.87,1.65,11.219999999999999,NA,2,8,NA,NA,35,NA,1,NA,9,4,19,NA,4,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,15,0,0.62,4,1.02,0,1.02,1,8,3,NA,NA,3,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,15,1.72,4.11,15,10.88,-0.46,11.340000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Braga,99119,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,15,0,2.6,1,1.41,0,1.41,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Lucas Campos,99903,15,0.7,1.84,5,1.81,-0.44,2.25,NA,3,5,NA,NA,3,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,15,0,2.9,1,3.4,0,3.4,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Pablo Marí,105897,15,5.6,1.42,4,4.88,1.64,3.24,1,6,8,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,15,0,1.6,3,1.25,0,1.25,NA,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,15,2.6,3.62,14,6.9,-0.22,7.12,NA,9,14,NA,NA,29,NA,NA,NA,12,13,15,2,1,7,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,15,1.2,1.45,6,1.81,-0.3,2.11,NA,NA,3,NA,NA,5,NA,NA,NA,2,1,5,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,15,0,-0.2,2,0.77,0,0.77,NA,3,1,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,4,mei,Rickson,100002,15,2,1.63,3,1.99,0.09,1.9,NA,1,2,NA,NA,3,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Fernando,99550,15,0,3.4,9,4.77,0,4.77,1,15,6,NA,NA,16,5,1,NA,2,NA,7,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,15,0,2.47,8,4.32,0,4.32,NA,1,4,NA,NA,11,NA,NA,NA,2,7,3,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Lucas Hernández,98822,15,0,-2.75,2,1.56,0,1.56,2,9,1,NA,NA,4,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Bruno Guimarães,98352,15,5,5.21,10,13.27,-0.88,14.15,1,18,12,NA,NA,29,NA,1,NA,6,7,34,1,2,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Lincoln,100065,15,0,1.97,8,3.74,0,3.74,1,3,2,NA,NA,8,NA,NA,NA,4,3,8,NA,1,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,15,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,15,0,1.97,4,6.04,0,6.04,1,1,5,NA,NA,13,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,15,0,2.48,12,8.38,0,8.38,NA,13,7,NA,NA,20,NA,1,NA,3,4,18,1,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Igor Gomes,100084,15,0,-0.09,8,0.83,0,0.83,2,5,2,NA,NA,7,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,15,0,0.7,1,1.1,0,1.1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,15,0,1.3,4,3.07,0,3.07,1,2,4,NA,NA,11,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Thuler,100125,15,-1.1,0.74,8,2.25,-0.28,2.5300000000000002,1,6,4,NA,NA,7,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,2,Dúvida,5,ata,Felipe Pires,100289,15,0,0,1,3.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,15,0,1.5,1,1.29,0,1.29,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,15,7.9,4.24,12,8.64,0.63,8.01,NA,8,5,NA,NA,17,NA,1,NA,6,6,11,NA,4,4,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,15,-0.1,1.1,4,4.39,-0.12,4.51,NA,6,3,NA,NA,7,NA,1,NA,NA,NA,3,NA,NA,3,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,15,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,15,4.1,2.3,6,3.14,0.46,2.68,NA,2,4,NA,NA,6,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,15,0,3.61,10,7.85,0,7.85,1,6,18,NA,NA,20,1,NA,NA,1,3,7,NA,1,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Giovanni,72097,15,0.6,2.57,4,4.87,0.26,4.61,1,3,4,NA,NA,10,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
